#: table_doi: 10.17182/hepdata.74824.v1/t160
#: name: Table 160
#: description: F0 wave cross section for -T.

#: data_file: Table160.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.655,0.65,0.66,0.1376,0.0586,-0.0586
0.665,0.66,0.67,0.1412,0.0605,-0.0605
0.675,0.67,0.68,0.1446,0.0624,-0.0624
0.685,0.68,0.69,0.148,0.0642,-0.0642
0.695,0.69,0.7,0.1512,0.0661,-0.0661
0.705,0.7,0.71,0.1543,0.0679,-0.0679
0.715,0.71,0.72,0.1574,0.0698,-0.0698
0.725,0.72,0.73,0.1602,0.0716,-0.0716
0.735,0.73,0.74,0.163,0.0734,-0.0734
0.745,0.74,0.75,0.1657,0.0752,-0.0752
0.755,0.75,0.76,0.1682,0.077,-0.077
0.765,0.76,0.77,0.1707,0.0788,-0.0788
0.775,0.77,0.78,0.173,0.0806,-0.0806
0.785,0.78,0.79,0.1753,0.0824,-0.0824
0.795,0.79,0.8,0.1774,0.0841,-0.0841
0.805,0.8,0.81,0.1794,0.0859,-0.0859
0.815,0.81,0.82,0.1813,0.0877,-0.0877
0.825,0.82,0.83,0.1831,0.0895,-0.0895
0.835,0.83,0.84,0.1849,0.0913,-0.0913
0.845,0.84,0.85,0.1865,0.0931,-0.0931
0.855,0.85,0.86,0.188,0.0949,-0.0949
0.865,0.86,0.87,0.1895,0.0967,-0.0967
0.875,0.87,0.88,0.1908,0.0986,-0.0986
0.885,0.88,0.89,0.1921,0.1004,-0.1004
0.895,0.89,0.9,0.1933,0.1022,-0.1022
0.905,0.9,0.91,0.1945,0.1041,-0.1041
0.915,0.91,0.92,0.1955,0.1059,-0.1059
0.925,0.92,0.93,0.1965,0.1078,-0.1078
0.935,0.93,0.94,0.1975,0.1097,-0.1097
0.945,0.94,0.95,0.1984,0.1116,-0.1116
0.955,0.95,0.96,0.1992,0.1135,-0.1135
0.965,0.96,0.97,0.2,0.1154,-0.1154
0.975,0.97,0.98,0.2007,0.1174,-0.1174
0.985,0.98,0.99,0.2014,0.1193,-0.1193
0.995,0.99,1.0,0.2021,0.1213,-0.1213
1.005,1.0,1.01,0.2027,0.1233,-0.1233
1.0150000000000001,1.01,1.02,0.2033,0.1253,-0.1253
1.025,1.02,1.03,0.204,0.1273,-0.1273
1.0350000000000001,1.03,1.04,0.2046,0.1294,-0.1294
1.045,1.04,1.05,0.2051,0.1315,-0.1315
1.0550000000000002,1.05,1.06,0.2057,0.1335,-0.1335
1.065,1.06,1.07,0.2064,0.1356,-0.1356
1.0750000000000002,1.07,1.08,0.207,0.1377,-0.1377
1.085,1.08,1.09,0.2076,0.1399,-0.1399
1.0950000000000002,1.09,1.1,0.2083,0.142,-0.142
1.105,1.1,1.11,0.209,0.1442,-0.1442
1.1150000000000002,1.11,1.12,0.2098,0.1464,-0.1464
1.125,1.12,1.13,0.2106,0.1486,-0.1486
1.1349999999999998,1.13,1.14,0.2114,0.1508,-0.1508
1.145,1.14,1.15,0.2124,0.1531,-0.1531
1.1549999999999998,1.15,1.16,0.2134,0.1554,-0.1554
1.165,1.16,1.17,0.2145,0.1577,-0.1577
1.1749999999999998,1.17,1.18,0.2157,0.16,-0.16
1.185,1.18,1.19,0.2169,0.1624,-0.1624
1.1949999999999998,1.19,1.2,0.2183,0.1648,-0.1648
1.205,1.2,1.21,0.2198,0.1672,-0.1672
1.2149999999999999,1.21,1.22,0.2215,0.1696,-0.1696
1.225,1.22,1.23,0.2233,0.1721,-0.1721
1.2349999999999999,1.23,1.24,0.2252,0.1747,-0.1747
1.245,1.24,1.25,0.2273,0.1772,-0.1772
1.255,1.25,1.26,0.2295,0.1798,-0.1798
1.2650000000000001,1.26,1.27,0.2319,0.1825,-0.1825
1.275,1.27,1.28,0.2345,0.1852,-0.1852
1.2850000000000001,1.28,1.29,0.2373,0.188,-0.188
1.295,1.29,1.3,0.2403,0.1909,-0.1909
1.3050000000000002,1.3,1.31,0.2436,0.1938,-0.1938
1.315,1.31,1.32,0.247,0.1968,-0.1968
1.3250000000000002,1.32,1.33,0.2507,0.1998,-0.1998
1.335,1.33,1.34,0.2547,0.203,-0.203
1.3450000000000002,1.34,1.35,0.2589,0.2063,-0.2063
1.355,1.35,1.36,0.2634,0.2096,-0.2096
1.3650000000000002,1.36,1.37,0.2682,0.2131,-0.2131
1.375,1.37,1.38,0.2732,0.2167,-0.2167
1.3849999999999998,1.38,1.39,0.2786,0.2205,-0.2205
1.395,1.39,1.4,0.2844,0.2243,-0.2243

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0118,0.0057,-0.0057
0.415,0.41,0.42,0.0136,0.0066,-0.0066
0.425,0.42,0.43,0.0155,0.0076,-0.0076
0.435,0.43,0.44,0.0174,0.0086,-0.0086
0.445,0.44,0.45,0.0194,0.0096,-0.0096
0.455,0.45,0.46,0.0214,0.0107,-0.0107
0.46499999999999997,0.46,0.47,0.0234,0.0118,-0.0118
0.475,0.47,0.48,0.0254,0.0129,-0.0129
0.485,0.48,0.49,0.0275,0.014,-0.014
0.495,0.49,0.5,0.0295,0.0152,-0.0152
0.505,0.5,0.51,0.0315,0.0163,-0.0163
0.515,0.51,0.52,0.0335,0.0175,-0.0175
0.525,0.52,0.53,0.0354,0.0186,-0.0186
0.535,0.53,0.54,0.0373,0.0198,-0.0198
0.545,0.54,0.55,0.0392,0.021,-0.021
0.555,0.55,0.56,0.041,0.0222,-0.0222
0.565,0.56,0.57,0.0428,0.0233,-0.0233
0.575,0.57,0.58,0.0446,0.0245,-0.0245
0.585,0.58,0.59,0.0463,0.0257,-0.0257
0.595,0.59,0.6,0.0479,0.0269,-0.0269
0.605,0.6,0.61,0.0495,0.028,-0.028
0.615,0.61,0.62,0.051,0.0292,-0.0292
0.625,0.62,0.63,0.0525,0.0303,-0.0303
0.635,0.63,0.64,0.0539,0.0314,-0.0314
0.645,0.64,0.65,0.0553,0.0326,-0.0326
0.655,0.65,0.66,0.0566,0.0337,-0.0337
0.665,0.66,0.67,0.0579,0.0348,-0.0348
0.675,0.67,0.68,0.0591,0.0359,-0.0359
0.685,0.68,0.69,0.0602,0.037,-0.037
0.695,0.69,0.7,0.0613,0.038,-0.038
0.705,0.7,0.71,0.0623,0.0391,-0.0391
0.715,0.71,0.72,0.0632,0.0401,-0.0401
0.725,0.72,0.73,0.0641,0.0411,-0.0411
0.735,0.73,0.74,0.065,0.0421,-0.0421
0.745,0.74,0.75,0.0658,0.0431,-0.0431
0.755,0.75,0.76,0.0665,0.044,-0.044
0.765,0.76,0.77,0.0672,0.0449,-0.0449
0.775,0.77,0.78,0.0679,0.0458,-0.0458
0.785,0.78,0.79,0.0685,0.0467,-0.0467
0.795,0.79,0.8,0.0691,0.0476,-0.0476
0.805,0.8,0.81,0.0696,0.0484,-0.0484
0.815,0.81,0.82,0.0701,0.0492,-0.0492
0.825,0.82,0.83,0.0705,0.05,-0.05
0.835,0.83,0.84,0.0709,0.0507,-0.0507
0.845,0.84,0.85,0.0713,0.0514,-0.0514
0.855,0.85,0.86,0.0717,0.0521,-0.0521
0.865,0.86,0.87,0.072,0.0527,-0.0527
0.875,0.87,0.88,0.0723,0.0534,-0.0534
0.885,0.88,0.89,0.0726,0.0539,-0.0539
0.895,0.89,0.9,0.0728,0.0545,-0.0545
0.905,0.9,0.91,0.0731,0.055,-0.055
0.915,0.91,0.92,0.0733,0.0554,-0.0554
0.925,0.92,0.93,0.0736,0.0558,-0.0558
0.935,0.93,0.94,0.0738,0.0562,-0.0562
0.945,0.94,0.95,0.074,0.0566,-0.0566
0.955,0.95,0.96,0.0743,0.0569,-0.0569
0.965,0.96,0.97,0.0745,0.0571,-0.0571
0.975,0.97,0.98,0.0748,0.0574,-0.0574
0.985,0.98,0.99,0.0751,0.0576,-0.0576
0.995,0.99,1.0,0.0754,0.0577,-0.0577
1.005,1.0,1.01,0.0758,0.0578,-0.0578
1.0150000000000001,1.01,1.02,0.0761,0.0579,-0.0579
1.025,1.02,1.03,0.0765,0.058,-0.058
1.0350000000000001,1.03,1.04,0.077,0.0581,-0.0581
1.045,1.04,1.05,0.0775,0.0581,-0.0581
1.0550000000000002,1.05,1.06,0.0781,0.0581,-0.0581
1.065,1.06,1.07,0.0787,0.0581,-0.0581
1.0750000000000002,1.07,1.08,0.0794,0.0581,-0.0581
1.085,1.08,1.09,0.0801,0.0582,-0.0582
1.0950000000000002,1.09,1.1,0.081,0.0582,-0.0582
1.105,1.1,1.11,0.0819,0.0584,-0.0584
1.1150000000000002,1.11,1.12,0.0829,0.0585,-0.0585
1.125,1.12,1.13,0.084,0.0588,-0.0588
1.1349999999999998,1.13,1.14,0.0852,0.0591,-0.0591
1.145,1.14,1.15,0.0865,0.0596,-0.0596
1.1549999999999998,1.15,1.16,0.088,0.0602,-0.0602
1.165,1.16,1.17,0.0895,0.0609,-0.0609
1.1749999999999998,1.17,1.18,0.0912,0.0619,-0.0619
1.185,1.18,1.19,0.093,0.063,-0.063
1.1949999999999998,1.19,1.2,0.095,0.0644,-0.0644
1.205,1.2,1.21,0.0971,0.0661,-0.0661
1.2149999999999999,1.21,1.22,0.0994,0.068,-0.068
1.225,1.22,1.23,0.1018,0.0702,-0.0702
1.2349999999999999,1.23,1.24,0.1044,0.0728,-0.0728
1.245,1.24,1.25,0.1073,0.0757,-0.0757
1.255,1.25,1.26,0.1103,0.079,-0.079
1.2650000000000001,1.26,1.27,0.1135,0.0826,-0.0826
1.275,1.27,1.28,0.1169,0.0866,-0.0866
1.2850000000000001,1.28,1.29,0.1205,0.091,-0.091
1.295,1.29,1.3,0.1243,0.0957,-0.0957
1.3050000000000002,1.3,1.31,0.1284,0.1009,-0.1009
1.315,1.31,1.32,0.1328,0.1065,-0.1065
1.3250000000000002,1.32,1.33,0.1374,0.1124,-0.1124
1.335,1.33,1.34,0.1422,0.1188,-0.1188
1.3450000000000002,1.34,1.35,0.1473,0.1256,-0.1256
1.355,1.35,1.36,0.1528,0.1329,-0.1329
1.3650000000000002,1.36,1.37,0.1585,0.1405,-0.1405
1.375,1.37,1.38,0.1645,0.1486,-0.1486
1.3849999999999998,1.38,1.39,0.1708,0.1571,-0.1571
1.395,1.39,1.4,0.1775,0.1661,-0.1661

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0145,0.006,-0.006
0.415,0.41,0.42,0.0167,0.007,-0.007
0.425,0.42,0.43,0.0191,0.008,-0.008
0.435,0.43,0.44,0.0215,0.009,-0.009
0.445,0.44,0.45,0.0241,0.01,-0.01
0.455,0.45,0.46,0.0266,0.0111,-0.0111
0.46499999999999997,0.46,0.47,0.0292,0.0122,-0.0122
0.475,0.47,0.48,0.0319,0.0133,-0.0133
0.485,0.48,0.49,0.0345,0.0144,-0.0144
0.495,0.49,0.5,0.0372,0.0155,-0.0155
0.505,0.5,0.51,0.0399,0.0167,-0.0167
0.515,0.51,0.52,0.0425,0.0178,-0.0178
0.525,0.52,0.53,0.0452,0.019,-0.019
0.535,0.53,0.54,0.0478,0.0201,-0.0201
0.545,0.54,0.55,0.0504,0.0212,-0.0212
0.555,0.55,0.56,0.053,0.0223,-0.0223
0.565,0.56,0.57,0.0556,0.0235,-0.0235
0.575,0.57,0.58,0.0581,0.0246,-0.0246
0.585,0.58,0.59,0.0606,0.0257,-0.0257
0.595,0.59,0.6,0.0631,0.0268,-0.0268
0.605,0.6,0.61,0.0655,0.0279,-0.0279
0.615,0.61,0.62,0.0679,0.029,-0.029
0.625,0.62,0.63,0.0703,0.0301,-0.0301
0.635,0.63,0.64,0.0725,0.0311,-0.0311
0.645,0.64,0.65,0.0748,0.0322,-0.0322
0.655,0.65,0.66,0.077,0.0333,-0.0333
0.665,0.66,0.67,0.0791,0.0343,-0.0343
0.675,0.67,0.68,0.0812,0.0353,-0.0353
0.685,0.68,0.69,0.0833,0.0364,-0.0364
0.695,0.69,0.7,0.0853,0.0374,-0.0374
0.705,0.7,0.71,0.0873,0.0384,-0.0384
0.715,0.71,0.72,0.0892,0.0394,-0.0394
0.725,0.72,0.73,0.0911,0.0404,-0.0404
0.735,0.73,0.74,0.0929,0.0414,-0.0414
0.745,0.74,0.75,0.0947,0.0423,-0.0423
0.755,0.75,0.76,0.0965,0.0433,-0.0433
0.765,0.76,0.77,0.0982,0.0442,-0.0442
0.775,0.77,0.78,0.0998,0.0452,-0.0452
0.785,0.78,0.79,0.1015,0.0461,-0.0461
0.795,0.79,0.8,0.103,0.047,-0.047
0.805,0.8,0.81,0.1046,0.0479,-0.0479
0.815,0.81,0.82,0.1061,0.0488,-0.0488
0.825,0.82,0.83,0.1076,0.0497,-0.0497
0.835,0.83,0.84,0.1091,0.0505,-0.0505
0.845,0.84,0.85,0.1105,0.0514,-0.0514
0.855,0.85,0.86,0.112,0.0522,-0.0522
0.865,0.86,0.87,0.1134,0.053,-0.053
0.875,0.87,0.88,0.1148,0.0538,-0.0538
0.885,0.88,0.89,0.1161,0.0546,-0.0546
0.895,0.89,0.9,0.1175,0.0553,-0.0553
0.905,0.9,0.91,0.1188,0.056,-0.056
0.915,0.91,0.92,0.1202,0.0567,-0.0567
0.925,0.92,0.93,0.1215,0.0574,-0.0574
0.935,0.93,0.94,0.1229,0.058,-0.058
0.945,0.94,0.95,0.1242,0.0586,-0.0586
0.955,0.95,0.96,0.1256,0.0592,-0.0592
0.965,0.96,0.97,0.1269,0.0598,-0.0598
0.975,0.97,0.98,0.1283,0.0603,-0.0603
0.985,0.98,0.99,0.1297,0.0608,-0.0608
0.995,0.99,1.0,0.1311,0.0612,-0.0612
1.005,1.0,1.01,0.1326,0.0616,-0.0616
1.0150000000000001,1.01,1.02,0.1341,0.062,-0.062
1.025,1.02,1.03,0.1356,0.0623,-0.0623
1.0350000000000001,1.03,1.04,0.1371,0.0626,-0.0626
1.045,1.04,1.05,0.1387,0.0629,-0.0629
1.0550000000000002,1.05,1.06,0.1404,0.0631,-0.0631
1.065,1.06,1.07,0.1421,0.0633,-0.0633
1.0750000000000002,1.07,1.08,0.1439,0.0634,-0.0634
1.085,1.08,1.09,0.1457,0.0635,-0.0635
1.0950000000000002,1.09,1.1,0.1476,0.0636,-0.0636
1.105,1.1,1.11,0.1496,0.0637,-0.0637
1.1150000000000002,1.11,1.12,0.1516,0.0637,-0.0637
1.125,1.12,1.13,0.1538,0.0637,-0.0637
1.1349999999999998,1.13,1.14,0.156,0.0637,-0.0637
1.145,1.14,1.15,0.1583,0.0637,-0.0637
1.1549999999999998,1.15,1.16,0.1607,0.0638,-0.0638
1.165,1.16,1.17,0.1633,0.0638,-0.0638
1.1749999999999998,1.17,1.18,0.1659,0.0639,-0.0639
1.185,1.18,1.19,0.1687,0.064,-0.064
1.1949999999999998,1.19,1.2,0.1716,0.0642,-0.0642
1.205,1.2,1.21,0.1747,0.0645,-0.0645
1.2149999999999999,1.21,1.22,0.1778,0.0649,-0.0649
1.225,1.22,1.23,0.1812,0.0654,-0.0654
1.2349999999999999,1.23,1.24,0.1847,0.0661,-0.0661
1.245,1.24,1.25,0.1883,0.067,-0.067
1.255,1.25,1.26,0.1921,0.0681,-0.0681
1.2650000000000001,1.26,1.27,0.1961,0.0695,-0.0695
1.275,1.27,1.28,0.2003,0.0711,-0.0711
1.2850000000000001,1.28,1.29,0.2047,0.0731,-0.0731
1.295,1.29,1.3,0.2092,0.0753,-0.0753
1.3050000000000002,1.3,1.31,0.214,0.0779,-0.0779
1.315,1.31,1.32,0.219,0.0809,-0.0809
1.3250000000000002,1.32,1.33,0.2242,0.0842,-0.0842
1.335,1.33,1.34,0.2297,0.088,-0.088
1.3450000000000002,1.34,1.35,0.2354,0.0921,-0.0921
1.355,1.35,1.36,0.2413,0.0967,-0.0967
1.3650000000000002,1.36,1.37,0.2475,0.1018,-0.1018
1.375,1.37,1.38,0.254,0.1072,-0.1072
1.3849999999999998,1.38,1.39,0.2607,0.1132,-0.1132
1.395,1.39,1.4,0.2677,0.1195,-0.1195

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0595,0.0166,-0.0166
0.415,0.41,0.42,0.0686,0.0191,-0.0191
0.425,0.42,0.43,0.078,0.0217,-0.0217
0.435,0.43,0.44,0.0877,0.0243,-0.0243
0.445,0.44,0.45,0.0976,0.027,-0.027
0.455,0.45,0.46,0.1076,0.0297,-0.0297
0.46499999999999997,0.46,0.47,0.1176,0.0324,-0.0324
0.475,0.47,0.48,0.1277,0.0351,-0.0351
0.485,0.48,0.49,0.1377,0.0377,-0.0377
0.495,0.49,0.5,0.1477,0.0404,-0.0404
0.505,0.5,0.51,0.1576,0.043,-0.043
0.515,0.51,0.52,0.1673,0.0455,-0.0455
0.525,0.52,0.53,0.1768,0.048,-0.048
0.535,0.53,0.54,0.1862,0.0504,-0.0504
0.545,0.54,0.55,0.1953,0.0527,-0.0527
0.555,0.55,0.56,0.2042,0.0549,-0.0549
0.565,0.56,0.57,0.2128,0.0571,-0.0571
0.575,0.57,0.58,0.2211,0.0591,-0.0591
0.585,0.58,0.59,0.2292,0.0611,-0.0611
0.595,0.59,0.6,0.2369,0.063,-0.063
0.605,0.6,0.61,0.2443,0.0647,-0.0647
0.615,0.61,0.62,0.2513,0.0664,-0.0664
0.625,0.62,0.63,0.2581,0.068,-0.068
0.635,0.63,0.64,0.2644,0.0694,-0.0694
0.645,0.64,0.65,0.2704,0.0708,-0.0708
0.655,0.65,0.66,0.276,0.072,-0.072
0.665,0.66,0.67,0.2813,0.0731,-0.0731
0.675,0.67,0.68,0.2862,0.0742,-0.0742
0.685,0.68,0.69,0.2907,0.0751,-0.0751
0.695,0.69,0.7,0.2948,0.0759,-0.0759
0.705,0.7,0.71,0.2985,0.0766,-0.0766
0.715,0.71,0.72,0.3019,0.0772,-0.0772
0.725,0.72,0.73,0.3049,0.0778,-0.0778
0.735,0.73,0.74,0.3075,0.0782,-0.0782
0.745,0.74,0.75,0.3097,0.0785,-0.0785
0.755,0.75,0.76,0.3115,0.0788,-0.0788
0.765,0.76,0.77,0.313,0.0789,-0.0789
0.775,0.77,0.78,0.3141,0.079,-0.079
0.785,0.78,0.79,0.3149,0.079,-0.079
0.795,0.79,0.8,0.3153,0.0789,-0.0789
0.805,0.8,0.81,0.3153,0.0787,-0.0787
0.815,0.81,0.82,0.315,0.0785,-0.0785
0.825,0.82,0.83,0.3143,0.0782,-0.0782
0.835,0.83,0.84,0.3133,0.0779,-0.0779
0.845,0.84,0.85,0.3119,0.0775,-0.0775
0.855,0.85,0.86,0.3103,0.0771,-0.0771
0.865,0.86,0.87,0.3083,0.0766,-0.0766
0.875,0.87,0.88,0.306,0.0761,-0.0761
0.885,0.88,0.89,0.3034,0.0755,-0.0755
0.895,0.89,0.9,0.3006,0.0749,-0.0749
0.905,0.9,0.91,0.2974,0.0744,-0.0744
0.915,0.91,0.92,0.294,0.0737,-0.0737
0.925,0.92,0.93,0.2904,0.0731,-0.0731
0.935,0.93,0.94,0.2864,0.0725,-0.0725
0.945,0.94,0.95,0.2823,0.0719,-0.0719
0.955,0.95,0.96,0.2779,0.0713,-0.0713
0.965,0.96,0.97,0.2733,0.0707,-0.0707
0.975,0.97,0.98,0.2686,0.0702,-0.0702
0.985,0.98,0.99,0.2636,0.0696,-0.0696
0.995,0.99,1.0,0.2585,0.0691,-0.0691
1.005,1.0,1.01,0.2532,0.0686,-0.0686
1.0150000000000001,1.01,1.02,0.2478,0.0681,-0.0681
1.025,1.02,1.03,0.2422,0.0677,-0.0677
1.0350000000000001,1.03,1.04,0.2366,0.0673,-0.0673
1.045,1.04,1.05,0.2309,0.0669,-0.0669
1.0550000000000002,1.05,1.06,0.225,0.0666,-0.0666
1.065,1.06,1.07,0.2192,0.0663,-0.0663
1.0750000000000002,1.07,1.08,0.2133,0.066,-0.066
1.085,1.08,1.09,0.2073,0.0658,-0.0658
1.0950000000000002,1.09,1.1,0.2014,0.0656,-0.0656
1.105,1.1,1.11,0.1955,0.0654,-0.0654
1.1150000000000002,1.11,1.12,0.1896,0.0652,-0.0652
1.125,1.12,1.13,0.1838,0.065,-0.065
1.1349999999999998,1.13,1.14,0.178,0.0648,-0.0648
1.145,1.14,1.15,0.1724,0.0647,-0.0647
1.1549999999999998,1.15,1.16,0.1669,0.0645,-0.0645
1.165,1.16,1.17,0.1615,0.0644,-0.0644
1.1749999999999998,1.17,1.18,0.1563,0.0642,-0.0642
1.185,1.18,1.19,0.1512,0.064,-0.064
1.1949999999999998,1.19,1.2,0.1464,0.0638,-0.0638
1.205,1.2,1.21,0.1419,0.0637,-0.0637
1.2149999999999999,1.21,1.22,0.1376,0.0635,-0.0635
1.225,1.22,1.23,0.1336,0.0633,-0.0633
1.2349999999999999,1.23,1.24,0.1299,0.0631,-0.0631
1.245,1.24,1.25,0.1265,0.0629,-0.0629
1.255,1.25,1.26,0.1235,0.0627,-0.0627
1.2650000000000001,1.26,1.27,0.1209,0.0627,-0.0627
1.275,1.27,1.28,0.1188,0.0626,-0.0626
1.2850000000000001,1.28,1.29,0.1171,0.0627,-0.0627
1.295,1.29,1.3,0.1159,0.063,-0.063
1.3050000000000002,1.3,1.31,0.1151,0.0634,-0.0634
1.315,1.31,1.32,0.115,0.064,-0.064
1.3250000000000002,1.32,1.33,0.1154,0.0649,-0.0649
1.335,1.33,1.34,0.1164,0.0661,-0.0661
1.3450000000000002,1.34,1.35,0.1181,0.0676,-0.0676
1.355,1.35,1.36,0.1205,0.0696,-0.0696
1.3650000000000002,1.36,1.37,0.1235,0.072,-0.072
1.375,1.37,1.38,0.1273,0.075,-0.075
1.3849999999999998,1.38,1.39,0.1319,0.0785,-0.0785
1.395,1.39,1.4,0.1373,0.0826,-0.0826

