#: table_doi: 10.17182/hepdata.74824.v1/t159
#: name: Table 159
#: description: F0 wave cross section for -T.

#: data_file: Table159.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.765,0.76,0.77,0.1814,0.1181,-0.1181
0.775,0.77,0.78,0.1835,0.1192,-0.1192
0.785,0.78,0.79,0.1854,0.1202,-0.1202
0.795,0.79,0.8,0.1873,0.1211,-0.1211
0.805,0.8,0.81,0.1889,0.1219,-0.1219
0.815,0.81,0.82,0.1905,0.1226,-0.1226
0.825,0.82,0.83,0.1919,0.1232,-0.1232
0.835,0.83,0.84,0.1932,0.1237,-0.1237
0.845,0.84,0.85,0.1944,0.1242,-0.1242
0.855,0.85,0.86,0.1954,0.1245,-0.1245
0.865,0.86,0.87,0.1963,0.1248,-0.1248
0.875,0.87,0.88,0.1971,0.125,-0.125
0.885,0.88,0.89,0.1978,0.1251,-0.1251
0.895,0.89,0.9,0.1984,0.1252,-0.1252
0.905,0.9,0.91,0.1989,0.1252,-0.1252
0.915,0.91,0.92,0.1993,0.1251,-0.1251
0.925,0.92,0.93,0.1995,0.125,-0.125
0.935,0.93,0.94,0.1997,0.1248,-0.1248
0.945,0.94,0.95,0.1998,0.1246,-0.1246
0.955,0.95,0.96,0.1998,0.1243,-0.1243
0.965,0.96,0.97,0.1997,0.124,-0.124
0.975,0.97,0.98,0.1996,0.1237,-0.1237
0.985,0.98,0.99,0.1994,0.1233,-0.1233
0.995,0.99,1.0,0.1991,0.123,-0.123
1.005,1.0,1.01,0.1987,0.1226,-0.1226
1.0150000000000001,1.01,1.02,0.1983,0.1222,-0.1222
1.025,1.02,1.03,0.1979,0.1218,-0.1218
1.0350000000000001,1.03,1.04,0.1974,0.1214,-0.1214
1.045,1.04,1.05,0.1968,0.121,-0.121
1.0550000000000002,1.05,1.06,0.1963,0.1206,-0.1206
1.065,1.06,1.07,0.1957,0.1202,-0.1202
1.0750000000000002,1.07,1.08,0.1951,0.1199,-0.1199
1.085,1.08,1.09,0.1945,0.1196,-0.1196
1.0950000000000002,1.09,1.1,0.1939,0.1193,-0.1193
1.105,1.1,1.11,0.1932,0.1191,-0.1191
1.1150000000000002,1.11,1.12,0.1926,0.1189,-0.1189
1.125,1.12,1.13,0.1921,0.1188,-0.1188
1.1349999999999998,1.13,1.14,0.1915,0.1187,-0.1187
1.145,1.14,1.15,0.191,0.1187,-0.1187
1.1549999999999998,1.15,1.16,0.1905,0.1187,-0.1187
1.165,1.16,1.17,0.1901,0.1188,-0.1188
1.1749999999999998,1.17,1.18,0.1897,0.119,-0.119
1.185,1.18,1.19,0.1894,0.1193,-0.1193
1.1949999999999998,1.19,1.2,0.1892,0.1196,-0.1196
1.205,1.2,1.21,0.1891,0.12,-0.12
1.2149999999999999,1.21,1.22,0.1891,0.1205,-0.1205
1.225,1.22,1.23,0.1891,0.1211,-0.1211
1.2349999999999999,1.23,1.24,0.1893,0.1217,-0.1217
1.245,1.24,1.25,0.1896,0.1224,-0.1224
1.255,1.25,1.26,0.1901,0.1232,-0.1232
1.2650000000000001,1.26,1.27,0.1907,0.1241,-0.1241
1.275,1.27,1.28,0.1915,0.125,-0.125
1.2850000000000001,1.28,1.29,0.1924,0.1261,-0.1261
1.295,1.29,1.3,0.1935,0.1271,-0.1271
1.3050000000000002,1.3,1.31,0.1948,0.1283,-0.1283
1.315,1.31,1.32,0.1963,0.1295,-0.1295
1.3250000000000002,1.32,1.33,0.198,0.1308,-0.1308
1.335,1.33,1.34,0.1999,0.1321,-0.1321
1.3450000000000002,1.34,1.35,0.2021,0.1335,-0.1335
1.355,1.35,1.36,0.2045,0.1349,-0.1349
1.3650000000000002,1.36,1.37,0.2072,0.1364,-0.1364
1.375,1.37,1.38,0.2102,0.1379,-0.1379
1.3849999999999998,1.38,1.39,0.2135,0.1395,-0.1395
1.395,1.39,1.4,0.217,0.1411,-0.1411

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0222,0.0203,-0.0203
0.415,0.41,0.42,0.0257,0.0234,-0.0234
0.425,0.42,0.43,0.0294,0.0268,-0.0268
0.435,0.43,0.44,0.0332,0.0302,-0.0302
0.445,0.44,0.45,0.0371,0.0337,-0.0337
0.455,0.45,0.46,0.0411,0.0373,-0.0373
0.46499999999999997,0.46,0.47,0.0452,0.0409,-0.0409
0.475,0.47,0.48,0.0493,0.0446,-0.0446
0.485,0.48,0.49,0.0535,0.0483,-0.0483
0.495,0.49,0.5,0.0577,0.052,-0.052
0.505,0.5,0.51,0.0619,0.0557,-0.0557
0.515,0.51,0.52,0.0661,0.0595,-0.0595
0.525,0.52,0.53,0.0704,0.0631,-0.0631
0.535,0.53,0.54,0.0746,0.0668,-0.0668
0.545,0.54,0.55,0.0788,0.0704,-0.0704
0.555,0.55,0.56,0.083,0.074,-0.074
0.565,0.56,0.57,0.0871,0.0776,-0.0776
0.575,0.57,0.58,0.0912,0.081,-0.081
0.585,0.58,0.59,0.0952,0.0845,-0.0845
0.595,0.59,0.6,0.0993,0.0878,-0.0878
0.605,0.6,0.61,0.1032,0.0911,-0.0911
0.615,0.61,0.62,0.1071,0.0943,-0.0943
0.625,0.62,0.63,0.111,0.0975,-0.0975
0.635,0.63,0.64,0.1147,0.1006,-0.1006
0.645,0.64,0.65,0.1185,0.1036,-0.1036
0.655,0.65,0.66,0.1221,0.1065,-0.1065
0.665,0.66,0.67,0.1257,0.1093,-0.1093
0.675,0.67,0.68,0.1293,0.1121,-0.1121
0.685,0.68,0.69,0.1327,0.1147,-0.1147
0.695,0.69,0.7,0.1362,0.1173,-0.1173
0.705,0.7,0.71,0.1395,0.1198,-0.1198
0.715,0.71,0.72,0.1428,0.1223,-0.1223
0.725,0.72,0.73,0.146,0.1246,-0.1246
0.735,0.73,0.74,0.1491,0.1269,-0.1269
0.745,0.74,0.75,0.1522,0.129,-0.129
0.755,0.75,0.76,0.1552,0.1311,-0.1311
0.765,0.76,0.77,0.1582,0.1331,-0.1331
0.775,0.77,0.78,0.1611,0.135,-0.135
0.785,0.78,0.79,0.1639,0.1369,-0.1369
0.795,0.79,0.8,0.1667,0.1386,-0.1386
0.805,0.8,0.81,0.1694,0.1403,-0.1403
0.815,0.81,0.82,0.1721,0.1419,-0.1419
0.825,0.82,0.83,0.1747,0.1435,-0.1435
0.835,0.83,0.84,0.1773,0.145,-0.145
0.845,0.84,0.85,0.1798,0.1463,-0.1463
0.855,0.85,0.86,0.1823,0.1477,-0.1477
0.865,0.86,0.87,0.1848,0.1489,-0.1489
0.875,0.87,0.88,0.1872,0.1501,-0.1501
0.885,0.88,0.89,0.1895,0.1513,-0.1513
0.895,0.89,0.9,0.1919,0.1524,-0.1524
0.905,0.9,0.91,0.1942,0.1534,-0.1534
0.915,0.91,0.92,0.1965,0.1544,-0.1544
0.925,0.92,0.93,0.1987,0.1553,-0.1553
0.935,0.93,0.94,0.201,0.1562,-0.1562
0.945,0.94,0.95,0.2032,0.1571,-0.1571
0.955,0.95,0.96,0.2054,0.1579,-0.1579
0.965,0.96,0.97,0.2076,0.1587,-0.1587
0.975,0.97,0.98,0.2098,0.1594,-0.1594
0.985,0.98,0.99,0.212,0.1602,-0.1602
0.995,0.99,1.0,0.2142,0.1609,-0.1609
1.005,1.0,1.01,0.2164,0.1616,-0.1616
1.0150000000000001,1.01,1.02,0.2186,0.1623,-0.1623
1.025,1.02,1.03,0.2209,0.163,-0.163
1.0350000000000001,1.03,1.04,0.2232,0.1637,-0.1637
1.045,1.04,1.05,0.2254,0.1645,-0.1645
1.0550000000000002,1.05,1.06,0.2278,0.1652,-0.1652
1.065,1.06,1.07,0.2301,0.166,-0.166
1.0750000000000002,1.07,1.08,0.2326,0.1668,-0.1668
1.085,1.08,1.09,0.235,0.1676,-0.1676
1.0950000000000002,1.09,1.1,0.2375,0.1685,-0.1685
1.105,1.1,1.11,0.2401,0.1695,-0.1695
1.1150000000000002,1.11,1.12,0.2427,0.1705,-0.1705
1.125,1.12,1.13,0.2455,0.1716,-0.1716
1.1349999999999998,1.13,1.14,0.2482,0.1728,-0.1728
1.145,1.14,1.15,0.2511,0.174,-0.174
1.1549999999999998,1.15,1.16,0.2541,0.1754,-0.1754
1.165,1.16,1.17,0.2572,0.1769,-0.1769
1.1749999999999998,1.17,1.18,0.2603,0.1785,-0.1785
1.185,1.18,1.19,0.2636,0.1802,-0.1802
1.1949999999999998,1.19,1.2,0.267,0.182,-0.182
1.205,1.2,1.21,0.2705,0.184,-0.184
1.2149999999999999,1.21,1.22,0.2742,0.1862,-0.1862
1.225,1.22,1.23,0.278,0.1885,-0.1885
1.2349999999999999,1.23,1.24,0.2819,0.191,-0.191
1.245,1.24,1.25,0.286,0.1937,-0.1937
1.255,1.25,1.26,0.2902,0.1966,-0.1966
1.2650000000000001,1.26,1.27,0.2947,0.1997,-0.1997
1.275,1.27,1.28,0.2993,0.203,-0.203
1.2850000000000001,1.28,1.29,0.3041,0.2065,-0.2065
1.295,1.29,1.3,0.3091,0.2103,-0.2103
1.3050000000000002,1.3,1.31,0.3142,0.2143,-0.2143
1.315,1.31,1.32,0.3196,0.2185,-0.2185
1.3250000000000002,1.32,1.33,0.3253,0.2231,-0.2231
1.335,1.33,1.34,0.3311,0.2279,-0.2279
1.3450000000000002,1.34,1.35,0.3372,0.2329,-0.2329
1.355,1.35,1.36,0.3436,0.2383,-0.2383
1.3650000000000002,1.36,1.37,0.3502,0.2439,-0.2439
1.375,1.37,1.38,0.357,0.2499,-0.2499
1.3849999999999998,1.38,1.39,0.3642,0.2562,-0.2562
1.395,1.39,1.4,0.3716,0.2628,-0.2628

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0299,0.0171,-0.0171
0.415,0.41,0.42,0.0345,0.0196,-0.0196
0.425,0.42,0.43,0.0393,0.0223,-0.0223
0.435,0.43,0.44,0.0442,0.025,-0.025
0.445,0.44,0.45,0.0492,0.0277,-0.0277
0.455,0.45,0.46,0.0542,0.0305,-0.0305
0.46499999999999997,0.46,0.47,0.0593,0.0332,-0.0332
0.475,0.47,0.48,0.0644,0.0359,-0.0359
0.485,0.48,0.49,0.0695,0.0386,-0.0386
0.495,0.49,0.5,0.0746,0.0413,-0.0413
0.505,0.5,0.51,0.0797,0.0439,-0.0439
0.515,0.51,0.52,0.0846,0.0465,-0.0465
0.525,0.52,0.53,0.0895,0.049,-0.049
0.535,0.53,0.54,0.0943,0.0514,-0.0514
0.545,0.54,0.55,0.099,0.0537,-0.0537
0.555,0.55,0.56,0.1036,0.0559,-0.0559
0.565,0.56,0.57,0.1081,0.0581,-0.0581
0.575,0.57,0.58,0.1124,0.0601,-0.0601
0.585,0.58,0.59,0.1166,0.0621,-0.0621
0.595,0.59,0.6,0.1207,0.0639,-0.0639
0.605,0.6,0.61,0.1246,0.0656,-0.0656
0.615,0.61,0.62,0.1283,0.0672,-0.0672
0.625,0.62,0.63,0.1319,0.0688,-0.0688
0.635,0.63,0.64,0.1354,0.0701,-0.0701
0.645,0.64,0.65,0.1386,0.0714,-0.0714
0.655,0.65,0.66,0.1417,0.0726,-0.0726
0.665,0.66,0.67,0.1447,0.0737,-0.0737
0.675,0.67,0.68,0.1474,0.0746,-0.0746
0.685,0.68,0.69,0.15,0.0754,-0.0754
0.695,0.69,0.7,0.1524,0.0762,-0.0762
0.705,0.7,0.71,0.1547,0.0768,-0.0768
0.715,0.71,0.72,0.1568,0.0773,-0.0773
0.725,0.72,0.73,0.1587,0.0777,-0.0777
0.735,0.73,0.74,0.1605,0.078,-0.078
0.745,0.74,0.75,0.162,0.0782,-0.0782
0.755,0.75,0.76,0.1635,0.0783,-0.0783
0.765,0.76,0.77,0.1647,0.0783,-0.0783
0.775,0.77,0.78,0.1658,0.0783,-0.0783
0.785,0.78,0.79,0.1668,0.0781,-0.0781
0.795,0.79,0.8,0.1676,0.0779,-0.0779
0.805,0.8,0.81,0.1682,0.0776,-0.0776
0.815,0.81,0.82,0.1688,0.0773,-0.0773
0.825,0.82,0.83,0.1691,0.0768,-0.0768
0.835,0.83,0.84,0.1694,0.0763,-0.0763
0.845,0.84,0.85,0.1695,0.0758,-0.0758
0.855,0.85,0.86,0.1695,0.0752,-0.0752
0.865,0.86,0.87,0.1693,0.0746,-0.0746
0.875,0.87,0.88,0.1691,0.0739,-0.0739
0.885,0.88,0.89,0.1687,0.0733,-0.0733
0.895,0.89,0.9,0.1682,0.0725,-0.0725
0.905,0.9,0.91,0.1677,0.0718,-0.0718
0.915,0.91,0.92,0.167,0.0711,-0.0711
0.925,0.92,0.93,0.1663,0.0703,-0.0703
0.935,0.93,0.94,0.1655,0.0696,-0.0696
0.945,0.94,0.95,0.1646,0.0689,-0.0689
0.955,0.95,0.96,0.1637,0.0681,-0.0681
0.965,0.96,0.97,0.1627,0.0674,-0.0674
0.975,0.97,0.98,0.1616,0.0667,-0.0667
0.985,0.98,0.99,0.1605,0.0661,-0.0661
0.995,0.99,1.0,0.1594,0.0655,-0.0655
1.005,1.0,1.01,0.1583,0.0649,-0.0649
1.0150000000000001,1.01,1.02,0.1572,0.0643,-0.0643
1.025,1.02,1.03,0.1561,0.0638,-0.0638
1.0350000000000001,1.03,1.04,0.1549,0.0633,-0.0633
1.045,1.04,1.05,0.1538,0.0628,-0.0628
1.0550000000000002,1.05,1.06,0.1528,0.0624,-0.0624
1.065,1.06,1.07,0.1517,0.062,-0.062
1.0750000000000002,1.07,1.08,0.1508,0.0616,-0.0616
1.085,1.08,1.09,0.1498,0.0613,-0.0613
1.0950000000000002,1.09,1.1,0.149,0.061,-0.061
1.105,1.1,1.11,0.1482,0.0607,-0.0607
1.1150000000000002,1.11,1.12,0.1476,0.0605,-0.0605
1.125,1.12,1.13,0.147,0.0602,-0.0602
1.1349999999999998,1.13,1.14,0.1466,0.06,-0.06
1.145,1.14,1.15,0.1463,0.0598,-0.0598
1.1549999999999998,1.15,1.16,0.1462,0.0596,-0.0596
1.165,1.16,1.17,0.1462,0.0594,-0.0594
1.1749999999999998,1.17,1.18,0.1464,0.0593,-0.0593
1.185,1.18,1.19,0.1467,0.0591,-0.0591
1.1949999999999998,1.19,1.2,0.1473,0.059,-0.059
1.205,1.2,1.21,0.1481,0.0589,-0.0589
1.2149999999999999,1.21,1.22,0.1492,0.0588,-0.0588
1.225,1.22,1.23,0.1505,0.0588,-0.0588
1.2349999999999999,1.23,1.24,0.152,0.0589,-0.0589
1.245,1.24,1.25,0.1538,0.0592,-0.0592
1.255,1.25,1.26,0.156,0.0595,-0.0595
1.2650000000000001,1.26,1.27,0.1584,0.06,-0.06
1.275,1.27,1.28,0.1612,0.0608,-0.0608
1.2850000000000001,1.28,1.29,0.1643,0.0618,-0.0618
1.295,1.29,1.3,0.1678,0.0631,-0.0631
1.3050000000000002,1.3,1.31,0.1717,0.0648,-0.0648
1.315,1.31,1.32,0.1759,0.0669,-0.0669
1.3250000000000002,1.32,1.33,0.1806,0.0695,-0.0695
1.335,1.33,1.34,0.1858,0.0725,-0.0725
1.3450000000000002,1.34,1.35,0.1914,0.0761,-0.0761
1.355,1.35,1.36,0.1974,0.0803,-0.0803
1.3650000000000002,1.36,1.37,0.204,0.0851,-0.0851
1.375,1.37,1.38,0.2111,0.0905,-0.0905
1.3849999999999998,1.38,1.39,0.2187,0.0966,-0.0966
1.395,1.39,1.4,0.2269,0.1033,-0.1033

