#: table_doi: 10.17182/hepdata.74824.v1/t153
#: name: Table 153
#: description: Fm wave cross section for -T.

#: data_file: Table153.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.865,0.86,0.87,0.0995,0.0627,-0.0627
0.875,0.87,0.88,0.1,0.0641,-0.0641
0.885,0.88,0.89,0.1005,0.0655,-0.0655
0.895,0.89,0.9,0.101,0.0668,-0.0668
0.905,0.9,0.91,0.1015,0.0682,-0.0682
0.915,0.91,0.92,0.102,0.0695,-0.0695
0.925,0.92,0.93,0.1025,0.0708,-0.0708
0.935,0.93,0.94,0.103,0.0722,-0.0722
0.945,0.94,0.95,0.1036,0.0735,-0.0735
0.955,0.95,0.96,0.1042,0.0748,-0.0748
0.965,0.96,0.97,0.1048,0.0761,-0.0761
0.975,0.97,0.98,0.1054,0.0774,-0.0774
0.985,0.98,0.99,0.1062,0.0786,-0.0786
0.995,0.99,1.0,0.1069,0.0799,-0.0799
1.005,1.0,1.01,0.1078,0.0812,-0.0812
1.0150000000000001,1.01,1.02,0.1087,0.0824,-0.0824
1.025,1.02,1.03,0.1097,0.0837,-0.0837
1.0350000000000001,1.03,1.04,0.1108,0.0849,-0.0849
1.045,1.04,1.05,0.112,0.0862,-0.0862
1.0550000000000002,1.05,1.06,0.1133,0.0874,-0.0874
1.065,1.06,1.07,0.1148,0.0887,-0.0887
1.0750000000000002,1.07,1.08,0.1163,0.09,-0.09
1.085,1.08,1.09,0.118,0.0913,-0.0913
1.0950000000000002,1.09,1.1,0.1199,0.0926,-0.0926
1.105,1.1,1.11,0.1219,0.0939,-0.0939
1.1150000000000002,1.11,1.12,0.124,0.0953,-0.0953
1.125,1.12,1.13,0.1264,0.0967,-0.0967
1.1349999999999998,1.13,1.14,0.1289,0.0982,-0.0982
1.145,1.14,1.15,0.1317,0.0997,-0.0997
1.1549999999999998,1.15,1.16,0.1347,0.1013,-0.1013
1.165,1.16,1.17,0.1378,0.103,-0.103
1.1749999999999998,1.17,1.18,0.1412,0.1047,-0.1047
1.185,1.18,1.19,0.1449,0.1066,-0.1066
1.1949999999999998,1.19,1.2,0.1488,0.1085,-0.1085
1.205,1.2,1.21,0.153,0.1106,-0.1106
1.2149999999999999,1.21,1.22,0.1575,0.1128,-0.1128
1.225,1.22,1.23,0.1623,0.1152,-0.1152
1.2349999999999999,1.23,1.24,0.1674,0.1178,-0.1178
1.245,1.24,1.25,0.1728,0.1205,-0.1205
1.255,1.25,1.26,0.1785,0.1234,-0.1234
1.2650000000000001,1.26,1.27,0.1846,0.1265,-0.1265
1.275,1.27,1.28,0.1911,0.1299,-0.1299
1.2850000000000001,1.28,1.29,0.198,0.1335,-0.1335
1.295,1.29,1.3,0.2052,0.1373,-0.1373
1.3050000000000002,1.3,1.31,0.2129,0.1415,-0.1415
1.315,1.31,1.32,0.2209,0.1459,-0.1459
1.3250000000000002,1.32,1.33,0.2295,0.1507,-0.1507
1.335,1.33,1.34,0.2384,0.1557,-0.1557
1.3450000000000002,1.34,1.35,0.2479,0.1611,-0.1611
1.355,1.35,1.36,0.2578,0.1669,-0.1669
1.3650000000000002,1.36,1.37,0.2683,0.173,-0.173
1.375,1.37,1.38,0.2792,0.1795,-0.1795
1.3849999999999998,1.38,1.39,0.2908,0.1863,-0.1863
1.395,1.39,1.4,0.3028,0.1936,-0.1936

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0274,0.0249,-0.0249
0.415,0.41,0.42,0.0316,0.0287,-0.0287
0.425,0.42,0.43,0.0359,0.0326,-0.0326
0.435,0.43,0.44,0.0404,0.0366,-0.0366
0.445,0.44,0.45,0.0449,0.0406,-0.0406
0.455,0.45,0.46,0.0494,0.0446,-0.0446
0.46499999999999997,0.46,0.47,0.054,0.0487,-0.0487
0.475,0.47,0.48,0.0586,0.0527,-0.0527
0.485,0.48,0.49,0.0631,0.0567,-0.0567
0.495,0.49,0.5,0.0676,0.0607,-0.0607
0.505,0.5,0.51,0.0721,0.0646,-0.0646
0.515,0.51,0.52,0.0765,0.0684,-0.0684
0.525,0.52,0.53,0.0808,0.0721,-0.0721
0.535,0.53,0.54,0.085,0.0757,-0.0757
0.545,0.54,0.55,0.089,0.0791,-0.0791
0.555,0.55,0.56,0.093,0.0825,-0.0825
0.565,0.56,0.57,0.0968,0.0857,-0.0857
0.575,0.57,0.58,0.1005,0.0887,-0.0887
0.585,0.58,0.59,0.1041,0.0917,-0.0917
0.595,0.59,0.6,0.1074,0.0944,-0.0944
0.605,0.6,0.61,0.1107,0.097,-0.097
0.615,0.61,0.62,0.1138,0.0994,-0.0994
0.625,0.62,0.63,0.1167,0.1017,-0.1017
0.635,0.63,0.64,0.1194,0.1038,-0.1038
0.645,0.64,0.65,0.122,0.1057,-0.1057
0.655,0.65,0.66,0.1244,0.1074,-0.1074
0.665,0.66,0.67,0.1266,0.109,-0.109
0.675,0.67,0.68,0.1287,0.1104,-0.1104
0.685,0.68,0.69,0.1305,0.1116,-0.1116
0.695,0.69,0.7,0.1322,0.1126,-0.1126
0.705,0.7,0.71,0.1338,0.1134,-0.1134
0.715,0.71,0.72,0.1351,0.1141,-0.1141
0.725,0.72,0.73,0.1363,0.1146,-0.1146
0.735,0.73,0.74,0.1373,0.115,-0.115
0.745,0.74,0.75,0.1382,0.1151,-0.1151
0.755,0.75,0.76,0.1388,0.1151,-0.1151
0.765,0.76,0.77,0.1393,0.115,-0.115
0.775,0.77,0.78,0.1397,0.1146,-0.1146
0.785,0.78,0.79,0.1399,0.1142,-0.1142
0.795,0.79,0.8,0.1399,0.1135,-0.1135
0.805,0.8,0.81,0.1398,0.1127,-0.1127
0.815,0.81,0.82,0.1395,0.1118,-0.1118
0.825,0.82,0.83,0.1391,0.1108,-0.1108
0.835,0.83,0.84,0.1386,0.1096,-0.1096
0.845,0.84,0.85,0.1379,0.1083,-0.1083
0.855,0.85,0.86,0.1371,0.1068,-0.1068
0.865,0.86,0.87,0.1361,0.1053,-0.1053
0.875,0.87,0.88,0.1351,0.1036,-0.1036
0.885,0.88,0.89,0.1339,0.1019,-0.1019
0.895,0.89,0.9,0.1327,0.1,-0.1
0.905,0.9,0.91,0.1313,0.0981,-0.0981
0.915,0.91,0.92,0.1298,0.0961,-0.0961
0.925,0.92,0.93,0.1283,0.0941,-0.0941
0.935,0.93,0.94,0.1266,0.092,-0.092
0.945,0.94,0.95,0.1249,0.0898,-0.0898
0.955,0.95,0.96,0.1232,0.0877,-0.0877
0.965,0.96,0.97,0.1214,0.0855,-0.0855
0.975,0.97,0.98,0.1195,0.0833,-0.0833
0.985,0.98,0.99,0.1176,0.0811,-0.0811
0.995,0.99,1.0,0.1156,0.079,-0.079
1.005,1.0,1.01,0.1137,0.0769,-0.0769
1.0150000000000001,1.01,1.02,0.1117,0.0748,-0.0748
1.025,1.02,1.03,0.1097,0.0728,-0.0728
1.0350000000000001,1.03,1.04,0.1078,0.0709,-0.0709
1.045,1.04,1.05,0.1058,0.0691,-0.0691
1.0550000000000002,1.05,1.06,0.1039,0.0674,-0.0674
1.065,1.06,1.07,0.102,0.0658,-0.0658
1.0750000000000002,1.07,1.08,0.1002,0.0644,-0.0644
1.085,1.08,1.09,0.0984,0.0631,-0.0631
1.0950000000000002,1.09,1.1,0.0967,0.062,-0.062
1.105,1.1,1.11,0.0951,0.061,-0.061
1.1150000000000002,1.11,1.12,0.0936,0.0602,-0.0602
1.125,1.12,1.13,0.0921,0.0596,-0.0596
1.1349999999999998,1.13,1.14,0.0909,0.0591,-0.0591
1.145,1.14,1.15,0.0897,0.0588,-0.0588
1.1549999999999998,1.15,1.16,0.0887,0.0586,-0.0586
1.165,1.16,1.17,0.0878,0.0586,-0.0586
1.1749999999999998,1.17,1.18,0.0872,0.0587,-0.0587
1.185,1.18,1.19,0.0867,0.0589,-0.0589
1.1949999999999998,1.19,1.2,0.0864,0.0592,-0.0592
1.205,1.2,1.21,0.0863,0.0596,-0.0596
1.2149999999999999,1.21,1.22,0.0865,0.06,-0.06
1.225,1.22,1.23,0.0869,0.0605,-0.0605
1.2349999999999999,1.23,1.24,0.0876,0.0611,-0.0611
1.245,1.24,1.25,0.0886,0.0616,-0.0616
1.255,1.25,1.26,0.0899,0.0622,-0.0622
1.2650000000000001,1.26,1.27,0.0915,0.0628,-0.0628
1.275,1.27,1.28,0.0934,0.0634,-0.0634
1.2850000000000001,1.28,1.29,0.0957,0.064,-0.064
1.295,1.29,1.3,0.0983,0.0646,-0.0646
1.3050000000000002,1.3,1.31,0.1013,0.0653,-0.0653
1.315,1.31,1.32,0.1048,0.066,-0.066
1.3250000000000002,1.32,1.33,0.1086,0.0668,-0.0668
1.335,1.33,1.34,0.1129,0.0676,-0.0676
1.3450000000000002,1.34,1.35,0.1177,0.0687,-0.0687
1.355,1.35,1.36,0.1229,0.0699,-0.0699
1.3650000000000002,1.36,1.37,0.1287,0.0713,-0.0713
1.375,1.37,1.38,0.1349,0.073,-0.073
1.3849999999999998,1.38,1.39,0.1417,0.0752,-0.0752
1.395,1.39,1.4,0.1491,0.0777,-0.0777

