#: table_doi: 10.17182/hepdata.74824.v1/t120
#: name: Table 120
#: description: Pp wave cross section for -T.

#: data_file: Table120.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.735,0.73,0.74,2.0587,0.2903,-0.2903
0.745,0.74,0.75,2.1773,0.3073,-0.3073
0.755,0.75,0.76,2.2304,0.3169,-0.3169
0.765,0.76,0.77,2.2072,0.3181,-0.3181
0.775,0.77,0.78,2.1118,0.3116,-0.3116
0.785,0.78,0.79,1.9612,0.2997,-0.2997
0.795,0.79,0.8,1.7783,0.2853,-0.2853
0.805,0.8,0.81,1.5851,0.2709,-0.2709
0.815,0.81,0.82,1.3976,0.2583,-0.2583
0.825,0.82,0.83,1.2257,0.2481,-0.2481
0.835,0.83,0.84,1.0737,0.2404,-0.2404
0.845,0.84,0.85,0.9425,0.2348,-0.2348
0.855,0.85,0.86,0.831,0.231,-0.231
0.865,0.86,0.87,0.7372,0.2284,-0.2284
0.875,0.87,0.88,0.6589,0.2267,-0.2267
0.885,0.88,0.89,0.5938,0.2256,-0.2256
0.895,0.89,0.9,0.5399,0.2249,-0.2249
0.905,0.9,0.91,0.4955,0.2245,-0.2245
0.915,0.91,0.92,0.4592,0.2241,-0.2241
0.925,0.92,0.93,0.4296,0.2238,-0.2238
0.935,0.93,0.94,0.4057,0.2234,-0.2234
0.945,0.94,0.95,0.3867,0.223,-0.223
0.955,0.95,0.96,0.3717,0.2225,-0.2225
0.965,0.96,0.97,0.3603,0.2219,-0.2219
0.975,0.97,0.98,0.3519,0.2211,-0.2211
0.985,0.98,0.99,0.3461,0.2202,-0.2202
0.995,0.99,1.0,0.3424,0.2191,-0.2191
1.005,1.0,1.01,0.3406,0.2179,-0.2179
1.0150000000000001,1.01,1.02,0.3403,0.2166,-0.2166
1.025,1.02,1.03,0.3414,0.215,-0.215
1.0350000000000001,1.03,1.04,0.3437,0.2133,-0.2133
1.045,1.04,1.05,0.3468,0.2115,-0.2115
1.0550000000000002,1.05,1.06,0.3508,0.2095,-0.2095
1.065,1.06,1.07,0.3553,0.2074,-0.2074
1.0750000000000002,1.07,1.08,0.3603,0.2051,-0.2051
1.085,1.08,1.09,0.3656,0.2027,-0.2027
1.0950000000000002,1.09,1.1,0.3711,0.2002,-0.2002
1.105,1.1,1.11,0.3768,0.1976,-0.1976
1.1150000000000002,1.11,1.12,0.3824,0.1949,-0.1949
1.125,1.12,1.13,0.3879,0.1922,-0.1922
1.1349999999999998,1.13,1.14,0.3933,0.1896,-0.1896
1.145,1.14,1.15,0.3983,0.1869,-0.1869
1.1549999999999998,1.15,1.16,0.403,0.1843,-0.1843
1.165,1.16,1.17,0.4073,0.1819,-0.1819
1.1749999999999998,1.17,1.18,0.4111,0.1797,-0.1797
1.185,1.18,1.19,0.4144,0.1776,-0.1776
1.1949999999999998,1.19,1.2,0.417,0.1759,-0.1759
1.205,1.2,1.21,0.419,0.1745,-0.1745
1.2149999999999999,1.21,1.22,0.4203,0.1736,-0.1736
1.225,1.22,1.23,0.4209,0.1731,-0.1731
1.2349999999999999,1.23,1.24,0.4207,0.1731,-0.1731
1.245,1.24,1.25,0.4198,0.1736,-0.1736
1.255,1.25,1.26,0.4181,0.1747,-0.1747
1.2650000000000001,1.26,1.27,0.4156,0.1764,-0.1764
1.275,1.27,1.28,0.4124,0.1786,-0.1786
1.2850000000000001,1.28,1.29,0.4085,0.1813,-0.1813
1.295,1.29,1.3,0.4038,0.1845,-0.1845
1.3050000000000002,1.3,1.31,0.3986,0.188,-0.188
1.315,1.31,1.32,0.3927,0.1919,-0.1919
1.3250000000000002,1.32,1.33,0.3864,0.196,-0.196
1.335,1.33,1.34,0.3796,0.2002,-0.2002
1.3450000000000002,1.34,1.35,0.3725,0.2044,-0.2044
1.355,1.35,1.36,0.3653,0.2086,-0.2086
1.3650000000000002,1.36,1.37,0.3581,0.2125,-0.2125
1.375,1.37,1.38,0.351,0.2161,-0.2161
1.3849999999999998,1.38,1.39,0.3443,0.2194,-0.2194
1.395,1.39,1.4,0.3381,0.2223,-0.2223

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0538,0.0258,-0.0258
0.415,0.41,0.42,0.0582,0.027,-0.027
0.425,0.42,0.43,0.063,0.0281,-0.0281
0.435,0.43,0.44,0.0683,0.0292,-0.0292
0.445,0.44,0.45,0.074,0.0302,-0.0302
0.455,0.45,0.46,0.0804,0.0312,-0.0312
0.46499999999999997,0.46,0.47,0.0875,0.0322,-0.0322
0.475,0.47,0.48,0.0955,0.0331,-0.0331
0.485,0.48,0.49,0.1045,0.0342,-0.0342
0.495,0.49,0.5,0.1148,0.0354,-0.0354
0.505,0.5,0.51,0.1266,0.0367,-0.0367
0.515,0.51,0.52,0.1401,0.0383,-0.0383
0.525,0.52,0.53,0.1556,0.0402,-0.0402
0.535,0.53,0.54,0.1734,0.0426,-0.0426
0.545,0.54,0.55,0.1939,0.0454,-0.0454
0.555,0.55,0.56,0.2177,0.049,-0.049
0.565,0.56,0.57,0.2452,0.0533,-0.0533
0.575,0.57,0.58,0.2771,0.0585,-0.0585
0.585,0.58,0.59,0.3141,0.0648,-0.0648
0.595,0.59,0.6,0.3572,0.0722,-0.0722
0.605,0.6,0.61,0.4074,0.0809,-0.0809
0.615,0.61,0.62,0.4661,0.0912,-0.0912
0.625,0.62,0.63,0.5348,0.1032,-0.1032
0.635,0.63,0.64,0.6152,0.1171,-0.1171
0.645,0.64,0.65,0.7095,0.1333,-0.1333
0.655,0.65,0.66,0.8198,0.1518,-0.1518
0.665,0.66,0.67,0.9487,0.173,-0.173
0.675,0.67,0.68,1.0982,0.197,-0.197
0.685,0.68,0.69,1.2699,0.2239,-0.2239
0.695,0.69,0.7,1.4637,0.2535,-0.2535
0.705,0.7,0.71,1.6762,0.2849,-0.2849
0.715,0.71,0.72,1.8991,0.3167,-0.3167
0.725,0.72,0.73,2.1175,0.3468,-0.3468
0.735,0.73,0.74,2.3089,0.3721,-0.3721
0.745,0.74,0.75,2.4467,0.3892,-0.3892
0.755,0.75,0.76,2.5068,0.3956,-0.3956
0.765,0.76,0.77,2.4767,0.3905,-0.3905
0.775,0.77,0.78,2.3613,0.3753,-0.3753
0.785,0.78,0.79,2.1806,0.3533,-0.3533
0.795,0.79,0.8,1.9623,0.3279,-0.3279
0.805,0.8,0.81,1.732,0.3023,-0.3023
0.815,0.81,0.82,1.509,0.2782,-0.2782
0.825,0.82,0.83,1.3047,0.2565,-0.2565
0.835,0.83,0.84,1.1243,0.2374,-0.2374
0.845,0.84,0.85,0.9687,0.2206,-0.2206
0.855,0.85,0.86,0.8368,0.2059,-0.2059
0.865,0.86,0.87,0.726,0.1928,-0.1928
0.875,0.87,0.88,0.6336,0.181,-0.181
0.885,0.88,0.89,0.5572,0.1702,-0.1702
0.895,0.89,0.9,0.4941,0.1604,-0.1604
0.905,0.9,0.91,0.4425,0.1513,-0.1513
0.915,0.91,0.92,0.4004,0.1428,-0.1428
0.925,0.92,0.93,0.3665,0.135,-0.135
0.935,0.93,0.94,0.3395,0.1277,-0.1277
0.945,0.94,0.95,0.3183,0.1211,-0.1211
0.955,0.95,0.96,0.302,0.115,-0.115
0.965,0.96,0.97,0.29,0.1096,-0.1096
0.975,0.97,0.98,0.2816,0.105,-0.105
0.985,0.98,0.99,0.2763,0.1011,-0.1011
0.995,0.99,1.0,0.2736,0.0981,-0.0981
1.005,1.0,1.01,0.2731,0.096,-0.096
1.0150000000000001,1.01,1.02,0.2745,0.0948,-0.0948
1.025,1.02,1.03,0.2775,0.0945,-0.0945
1.0350000000000001,1.03,1.04,0.2818,0.0952,-0.0952
1.045,1.04,1.05,0.2872,0.0968,-0.0968
1.0550000000000002,1.05,1.06,0.2934,0.0992,-0.0992
1.065,1.06,1.07,0.3003,0.1023,-0.1023
1.0750000000000002,1.07,1.08,0.3077,0.106,-0.106
1.085,1.08,1.09,0.3153,0.1102,-0.1102
1.0950000000000002,1.09,1.1,0.3231,0.1148,-0.1148
1.105,1.1,1.11,0.3309,0.1198,-0.1198
1.1150000000000002,1.11,1.12,0.3386,0.1249,-0.1249
1.125,1.12,1.13,0.3459,0.1303,-0.1303
1.1349999999999998,1.13,1.14,0.3529,0.1357,-0.1357
1.145,1.14,1.15,0.3594,0.1411,-0.1411
1.1549999999999998,1.15,1.16,0.3653,0.1464,-0.1464
1.165,1.16,1.17,0.3705,0.1517,-0.1517
1.1749999999999998,1.17,1.18,0.3748,0.1568,-0.1568
1.185,1.18,1.19,0.3783,0.1618,-0.1618
1.1949999999999998,1.19,1.2,0.3809,0.1665,-0.1665
1.205,1.2,1.21,0.3824,0.171,-0.171
1.2149999999999999,1.21,1.22,0.3829,0.1752,-0.1752
1.225,1.22,1.23,0.3823,0.1791,-0.1791
1.2349999999999999,1.23,1.24,0.3806,0.1827,-0.1827
1.245,1.24,1.25,0.3778,0.1859,-0.1859
1.255,1.25,1.26,0.3738,0.1888,-0.1888
1.2650000000000001,1.26,1.27,0.3687,0.1912,-0.1912
1.275,1.27,1.28,0.3625,0.1934,-0.1934
1.2850000000000001,1.28,1.29,0.3552,0.1951,-0.1951
1.295,1.29,1.3,0.347,0.1965,-0.1965
1.3050000000000002,1.3,1.31,0.3379,0.1975,-0.1975
1.315,1.31,1.32,0.328,0.1981,-0.1981
1.3250000000000002,1.32,1.33,0.3175,0.1985,-0.1985
1.335,1.33,1.34,0.3065,0.1987,-0.1987
1.3450000000000002,1.34,1.35,0.2952,0.1986,-0.1986
1.355,1.35,1.36,0.2837,0.1984,-0.1984
1.3650000000000002,1.36,1.37,0.2725,0.1983,-0.1983
1.375,1.37,1.38,0.2616,0.1982,-0.1982
1.3849999999999998,1.38,1.39,0.2514,0.1984,-0.1984
1.395,1.39,1.4,0.2423,0.1991,-0.1991

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0268,0.0185,-0.0185
0.415,0.41,0.42,0.03,0.0201,-0.0201
0.425,0.42,0.43,0.0337,0.0218,-0.0218
0.435,0.43,0.44,0.0377,0.0236,-0.0236
0.445,0.44,0.45,0.0423,0.0255,-0.0255
0.455,0.45,0.46,0.0475,0.0275,-0.0275
0.46499999999999997,0.46,0.47,0.0534,0.0296,-0.0296
0.475,0.47,0.48,0.0601,0.0318,-0.0318
0.485,0.48,0.49,0.0676,0.0342,-0.0342
0.495,0.49,0.5,0.0761,0.0367,-0.0367
0.505,0.5,0.51,0.0858,0.0394,-0.0394
0.515,0.51,0.52,0.0969,0.0423,-0.0423
0.525,0.52,0.53,0.1094,0.0455,-0.0455
0.535,0.53,0.54,0.1237,0.049,-0.049
0.545,0.54,0.55,0.14,0.0529,-0.0529
0.555,0.55,0.56,0.1586,0.0573,-0.0573
0.565,0.56,0.57,0.18,0.0623,-0.0623
0.575,0.57,0.58,0.2045,0.068,-0.068
0.585,0.58,0.59,0.2326,0.0745,-0.0745
0.595,0.59,0.6,0.2651,0.082,-0.082
0.605,0.6,0.61,0.3025,0.0907,-0.0907
0.615,0.61,0.62,0.3459,0.101,-0.101
0.625,0.62,0.63,0.3963,0.1129,-0.1129
0.635,0.63,0.64,0.4549,0.127,-0.127
0.645,0.64,0.65,0.523,0.1436,-0.1436
0.655,0.65,0.66,0.6023,0.163,-0.163
0.665,0.66,0.67,0.6943,0.1858,-0.1858
0.675,0.67,0.68,0.8006,0.2124,-0.2124
0.685,0.68,0.69,0.922,0.2431,-0.2431
0.695,0.69,0.7,1.0583,0.2778,-0.2778
0.705,0.7,0.71,1.2071,0.3161,-0.3161
0.715,0.71,0.72,1.3625,0.3565,-0.3565
0.725,0.72,0.73,1.5138,0.3964,-0.3964
0.735,0.73,0.74,1.6454,0.4319,-0.4319
0.745,0.74,0.75,1.7387,0.4582,-0.4582
0.755,0.75,0.76,1.7774,0.4711,-0.4711
0.765,0.76,0.77,1.753,0.4681,-0.4681
0.775,0.77,0.78,1.6694,0.4501,-0.4501
0.785,0.78,0.79,1.541,0.4206,-0.4206
0.795,0.79,0.8,1.3871,0.3842,-0.3842
0.805,0.8,0.81,1.2257,0.3455,-0.3455
0.815,0.81,0.82,1.0699,0.308,-0.308
0.825,0.82,0.83,0.9276,0.2736,-0.2736
0.835,0.83,0.84,0.8022,0.2433,-0.2433
0.845,0.84,0.85,0.6942,0.2173,-0.2173
0.855,0.85,0.86,0.6027,0.1953,-0.1953
0.865,0.86,0.87,0.5258,0.1771,-0.1771
0.875,0.87,0.88,0.4618,0.162,-0.162
0.885,0.88,0.89,0.4087,0.1498,-0.1498
0.895,0.89,0.9,0.3648,0.1399,-0.1399
0.905,0.9,0.91,0.3286,0.1322,-0.1322
0.915,0.91,0.92,0.299,0.1262,-0.1262
0.925,0.92,0.93,0.2749,0.1217,-0.1217
0.935,0.93,0.94,0.2554,0.1187,-0.1187
0.945,0.94,0.95,0.2399,0.1168,-0.1168
0.955,0.95,0.96,0.2277,0.1161,-0.1161
0.965,0.96,0.97,0.2183,0.1163,-0.1163
0.975,0.97,0.98,0.2113,0.1173,-0.1173
0.985,0.98,0.99,0.2063,0.1191,-0.1191
0.995,0.99,1.0,0.2031,0.1216,-0.1216
1.005,1.0,1.01,0.2014,0.1246,-0.1246
1.0150000000000001,1.01,1.02,0.201,0.1281,-0.1281
1.025,1.02,1.03,0.2017,0.1321,-0.1321
1.0350000000000001,1.03,1.04,0.2033,0.1364,-0.1364
1.045,1.04,1.05,0.2057,0.141,-0.141
1.0550000000000002,1.05,1.06,0.2087,0.1458,-0.1458
1.065,1.06,1.07,0.2123,0.1508,-0.1508
1.0750000000000002,1.07,1.08,0.2163,0.1559,-0.1559
1.085,1.08,1.09,0.2206,0.1611,-0.1611
1.0950000000000002,1.09,1.1,0.2252,0.1664,-0.1664
1.105,1.1,1.11,0.23,0.1716,-0.1716
1.1150000000000002,1.11,1.12,0.2349,0.1768,-0.1768
1.125,1.12,1.13,0.2399,0.1819,-0.1819
1.1349999999999998,1.13,1.14,0.2449,0.187,-0.187
1.145,1.14,1.15,0.2499,0.1919,-0.1919
1.1549999999999998,1.15,1.16,0.2548,0.1966,-0.1966
1.165,1.16,1.17,0.2596,0.2012,-0.2012
1.1749999999999998,1.17,1.18,0.2643,0.2057,-0.2057
1.185,1.18,1.19,0.2688,0.2099,-0.2099
1.1949999999999998,1.19,1.2,0.2732,0.214,-0.214
1.205,1.2,1.21,0.2774,0.2178,-0.2178
1.2149999999999999,1.21,1.22,0.2814,0.2216,-0.2216
1.225,1.22,1.23,0.2853,0.2252,-0.2252
1.2349999999999999,1.23,1.24,0.289,0.2287,-0.2287
1.245,1.24,1.25,0.2926,0.2321,-0.2321
1.255,1.25,1.26,0.2961,0.2356,-0.2356
1.2650000000000001,1.26,1.27,0.2996,0.2391,-0.2391
1.275,1.27,1.28,0.3031,0.2428,-0.2428
1.2850000000000001,1.28,1.29,0.3067,0.2468,-0.2468
1.295,1.29,1.3,0.3104,0.2513,-0.2513
1.3050000000000002,1.3,1.31,0.3143,0.2562,-0.2562
1.315,1.31,1.32,0.3186,0.2619,-0.2619
1.3250000000000002,1.32,1.33,0.3234,0.2684,-0.2684
1.335,1.33,1.34,0.3287,0.276,-0.276
1.3450000000000002,1.34,1.35,0.3347,0.2847,-0.2847
1.355,1.35,1.36,0.3417,0.2948,-0.2948
1.3650000000000002,1.36,1.37,0.3496,0.3065,-0.3065
1.375,1.37,1.38,0.3589,0.3199,-0.3199
1.3849999999999998,1.38,1.39,0.3696,0.3351,-0.3351
1.395,1.39,1.4,0.382,0.3522,-0.3522

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=ppwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0322,0.0185,-0.0185
0.415,0.41,0.42,0.0356,0.0201,-0.0201
0.425,0.42,0.43,0.0393,0.0217,-0.0217
0.435,0.43,0.44,0.0436,0.0235,-0.0235
0.445,0.44,0.45,0.0483,0.0253,-0.0253
0.455,0.45,0.46,0.0536,0.0273,-0.0273
0.46499999999999997,0.46,0.47,0.0596,0.0294,-0.0294
0.475,0.47,0.48,0.0664,0.0316,-0.0316
0.485,0.48,0.49,0.074,0.0341,-0.0341
0.495,0.49,0.5,0.0827,0.0368,-0.0368
0.505,0.5,0.51,0.0926,0.0398,-0.0398
0.515,0.51,0.52,0.1038,0.0431,-0.0431
0.525,0.52,0.53,0.1166,0.0468,-0.0468
0.535,0.53,0.54,0.1312,0.0511,-0.0511
0.545,0.54,0.55,0.1479,0.0559,-0.0559
0.555,0.55,0.56,0.1671,0.0615,-0.0615
0.565,0.56,0.57,0.1892,0.0679,-0.0679
0.575,0.57,0.58,0.2146,0.0753,-0.0753
0.585,0.58,0.59,0.2441,0.084,-0.084
0.595,0.59,0.6,0.2782,0.0941,-0.0941
0.605,0.6,0.61,0.3178,0.106,-0.106
0.615,0.61,0.62,0.364,0.1199,-0.1199
0.625,0.62,0.63,0.418,0.1363,-0.1363
0.635,0.63,0.64,0.4813,0.1556,-0.1556
0.645,0.64,0.65,0.5555,0.1782,-0.1782
0.655,0.65,0.66,0.6426,0.2049,-0.2049
0.665,0.66,0.67,0.7446,0.2361,-0.2361
0.675,0.67,0.68,0.8635,0.2724,-0.2724
0.685,0.68,0.69,1.0008,0.3144,-0.3144
0.695,0.69,0.7,1.1567,0.362,-0.362
0.705,0.7,0.71,1.3292,0.4146,-0.4146
0.715,0.71,0.72,1.5123,0.4705,-0.4705
0.725,0.72,0.73,1.6944,0.5262,-0.5262
0.735,0.73,0.74,1.858,0.5765,-0.5765
0.745,0.74,0.75,1.9816,0.6153,-0.6153
0.755,0.75,0.76,2.045,0.6366,-0.6366
0.765,0.76,0.77,2.0366,0.6372,-0.6372
0.775,0.77,0.78,1.9585,0.6177,-0.6177
0.785,0.78,0.79,1.8257,0.5825,-0.5825
0.795,0.79,0.8,1.6591,0.5379,-0.5379
0.805,0.8,0.81,1.4796,0.4896,-0.4896
0.815,0.81,0.82,1.3027,0.4422,-0.4422
0.825,0.82,0.83,1.1382,0.3984,-0.3984
0.835,0.83,0.84,0.9908,0.3593,-0.3593
0.845,0.84,0.85,0.8618,0.3253,-0.3253
0.855,0.85,0.86,0.7506,0.2961,-0.2961
0.865,0.86,0.87,0.6556,0.271,-0.271
0.875,0.87,0.88,0.5749,0.2495,-0.2495
0.885,0.88,0.89,0.5064,0.231,-0.231
0.895,0.89,0.9,0.4483,0.2148,-0.2148
0.905,0.9,0.91,0.3992,0.2007,-0.2007
0.915,0.91,0.92,0.3575,0.1882,-0.1882
0.925,0.92,0.93,0.3223,0.177,-0.177
0.935,0.93,0.94,0.2925,0.1669,-0.1669
0.945,0.94,0.95,0.2673,0.1578,-0.1578
0.955,0.95,0.96,0.2461,0.1494,-0.1494
0.965,0.96,0.97,0.2282,0.1418,-0.1418
0.975,0.97,0.98,0.2133,0.1349,-0.1349
0.985,0.98,0.99,0.201,0.1287,-0.1287
0.995,0.99,1.0,0.1908,0.1231,-0.1231
1.005,1.0,1.01,0.1826,0.1182,-0.1182
1.0150000000000001,1.01,1.02,0.1761,0.1141,-0.1141
1.025,1.02,1.03,0.171,0.1106,-0.1106
1.0350000000000001,1.03,1.04,0.1673,0.108,-0.108
1.045,1.04,1.05,0.1647,0.1063,-0.1063
1.0550000000000002,1.05,1.06,0.1631,0.1053,-0.1053
1.065,1.06,1.07,0.1624,0.1053,-0.1053
1.0750000000000002,1.07,1.08,0.1625,0.1061,-0.1061
1.085,1.08,1.09,0.1634,0.1078,-0.1078
1.0950000000000002,1.09,1.1,0.1648,0.1103,-0.1103
1.105,1.1,1.11,0.1668,0.1135,-0.1135
1.1150000000000002,1.11,1.12,0.1693,0.1173,-0.1173
1.125,1.12,1.13,0.1722,0.1217,-0.1217
1.1349999999999998,1.13,1.14,0.1754,0.1266,-0.1266
1.145,1.14,1.15,0.179,0.1319,-0.1319
1.1549999999999998,1.15,1.16,0.183,0.1376,-0.1376
1.165,1.16,1.17,0.1871,0.1435,-0.1435
1.1749999999999998,1.17,1.18,0.1915,0.1496,-0.1496
1.185,1.18,1.19,0.1961,0.1558,-0.1558
1.1949999999999998,1.19,1.2,0.2009,0.1621,-0.1621
1.205,1.2,1.21,0.2058,0.1685,-0.1685
1.2149999999999999,1.21,1.22,0.2109,0.1748,-0.1748
1.225,1.22,1.23,0.2162,0.1811,-0.1811
1.2349999999999999,1.23,1.24,0.2216,0.1873,-0.1873
1.245,1.24,1.25,0.2271,0.1933,-0.1933
1.255,1.25,1.26,0.2328,0.1993,-0.1993
1.2650000000000001,1.26,1.27,0.2387,0.2051,-0.2051
1.275,1.27,1.28,0.2448,0.2106,-0.2106
1.2850000000000001,1.28,1.29,0.251,0.2161,-0.2161
1.295,1.29,1.3,0.2576,0.2213,-0.2213
1.3050000000000002,1.3,1.31,0.2644,0.2263,-0.2263
1.315,1.31,1.32,0.2715,0.2312,-0.2312
1.3250000000000002,1.32,1.33,0.2791,0.236,-0.236
1.335,1.33,1.34,0.287,0.2406,-0.2406
1.3450000000000002,1.34,1.35,0.2955,0.2452,-0.2452
1.355,1.35,1.36,0.3046,0.2498,-0.2498
1.3650000000000002,1.36,1.37,0.3144,0.2545,-0.2545
1.375,1.37,1.38,0.325,0.2593,-0.2593
1.3849999999999998,1.38,1.39,0.3364,0.2645,-0.2645
1.395,1.39,1.4,0.3489,0.2702,-0.2702

