#: table_doi: 10.17182/hepdata.74824.v1/t158
#: name: Table 158
#: description: F0 wave cross section for -T.

#: data_file: Table158.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.865,0.86,0.87,0.3188,0.3796,-0.3796
0.875,0.87,0.88,0.3189,0.3774,-0.3774
0.885,0.88,0.89,0.3188,0.3747,-0.3747
0.895,0.89,0.9,0.3185,0.3717,-0.3717
0.905,0.9,0.91,0.3181,0.3683,-0.3683
0.915,0.91,0.92,0.3174,0.3646,-0.3646
0.925,0.92,0.93,0.3166,0.3605,-0.3605
0.935,0.93,0.94,0.3156,0.356,-0.356
0.945,0.94,0.95,0.3144,0.3512,-0.3512
0.955,0.95,0.96,0.3131,0.3461,-0.3461
0.965,0.96,0.97,0.3117,0.3406,-0.3406
0.975,0.97,0.98,0.3101,0.3349,-0.3349
0.985,0.98,0.99,0.3085,0.3289,-0.3289
0.995,0.99,1.0,0.3067,0.3226,-0.3226
1.005,1.0,1.01,0.3049,0.316,-0.316
1.0150000000000001,1.01,1.02,0.3029,0.3092,-0.3092
1.025,1.02,1.03,0.3009,0.3021,-0.3021
1.0350000000000001,1.03,1.04,0.2989,0.2948,-0.2948
1.045,1.04,1.05,0.2968,0.2874,-0.2874
1.0550000000000002,1.05,1.06,0.2947,0.2797,-0.2797
1.065,1.06,1.07,0.2927,0.2719,-0.2719
1.0750000000000002,1.07,1.08,0.2906,0.264,-0.264
1.085,1.08,1.09,0.2885,0.2559,-0.2559
1.0950000000000002,1.09,1.1,0.2865,0.2478,-0.2478
1.105,1.1,1.11,0.2846,0.2396,-0.2396
1.1150000000000002,1.11,1.12,0.2827,0.2314,-0.2314
1.125,1.12,1.13,0.2809,0.2231,-0.2231
1.1349999999999998,1.13,1.14,0.2792,0.2149,-0.2149
1.145,1.14,1.15,0.2777,0.2068,-0.2068
1.1549999999999998,1.15,1.16,0.2763,0.1988,-0.1988
1.165,1.16,1.17,0.275,0.1909,-0.1909
1.1749999999999998,1.17,1.18,0.274,0.1833,-0.1833
1.185,1.18,1.19,0.2732,0.1759,-0.1759
1.1949999999999998,1.19,1.2,0.2726,0.1689,-0.1689
1.205,1.2,1.21,0.2722,0.1623,-0.1623
1.2149999999999999,1.21,1.22,0.2721,0.1561,-0.1561
1.225,1.22,1.23,0.2723,0.1504,-0.1504
1.2349999999999999,1.23,1.24,0.2728,0.1453,-0.1453
1.245,1.24,1.25,0.2736,0.1409,-0.1409
1.255,1.25,1.26,0.2748,0.1372,-0.1372
1.2650000000000001,1.26,1.27,0.2764,0.1343,-0.1343
1.275,1.27,1.28,0.2784,0.1322,-0.1322
1.2850000000000001,1.28,1.29,0.2808,0.131,-0.131
1.295,1.29,1.3,0.2837,0.1306,-0.1306
1.3050000000000002,1.3,1.31,0.287,0.131,-0.131
1.315,1.31,1.32,0.2909,0.1323,-0.1323
1.3250000000000002,1.32,1.33,0.2953,0.1342,-0.1342
1.335,1.33,1.34,0.3002,0.1368,-0.1368
1.3450000000000002,1.34,1.35,0.3058,0.14,-0.14
1.355,1.35,1.36,0.3119,0.1437,-0.1437
1.3650000000000002,1.36,1.37,0.3187,0.1478,-0.1478
1.375,1.37,1.38,0.3262,0.1522,-0.1522
1.3849999999999998,1.38,1.39,0.3344,0.1569,-0.1569
1.395,1.39,1.4,0.3433,0.1618,-0.1618

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0665,0.0472,-0.0472
0.415,0.41,0.42,0.0766,0.0544,-0.0544
0.425,0.42,0.43,0.0872,0.0618,-0.0618
0.435,0.43,0.44,0.098,0.0693,-0.0693
0.445,0.44,0.45,0.109,0.077,-0.077
0.455,0.45,0.46,0.1201,0.0848,-0.0848
0.46499999999999997,0.46,0.47,0.1313,0.0926,-0.0926
0.475,0.47,0.48,0.1425,0.1004,-0.1004
0.485,0.48,0.49,0.1537,0.1081,-0.1081
0.495,0.49,0.5,0.1648,0.1158,-0.1158
0.505,0.5,0.51,0.1758,0.1233,-0.1233
0.515,0.51,0.52,0.1866,0.1308,-0.1308
0.525,0.52,0.53,0.1972,0.138,-0.138
0.535,0.53,0.54,0.2076,0.145,-0.145
0.545,0.54,0.55,0.2178,0.1519,-0.1519
0.555,0.55,0.56,0.2276,0.1585,-0.1585
0.565,0.56,0.57,0.2372,0.1649,-0.1649
0.575,0.57,0.58,0.2464,0.171,-0.171
0.585,0.58,0.59,0.2553,0.1768,-0.1768
0.595,0.59,0.6,0.2639,0.1824,-0.1824
0.605,0.6,0.61,0.2721,0.1876,-0.1876
0.615,0.61,0.62,0.2799,0.1926,-0.1926
0.625,0.62,0.63,0.2873,0.1972,-0.1972
0.635,0.63,0.64,0.2943,0.2016,-0.2016
0.645,0.64,0.65,0.3009,0.2056,-0.2056
0.655,0.65,0.66,0.3071,0.2093,-0.2093
0.665,0.66,0.67,0.3129,0.2126,-0.2126
0.675,0.67,0.68,0.3183,0.2156,-0.2156
0.685,0.68,0.69,0.3232,0.2183,-0.2183
0.695,0.69,0.7,0.3277,0.2207,-0.2207
0.705,0.7,0.71,0.3318,0.2227,-0.2227
0.715,0.71,0.72,0.3355,0.2244,-0.2244
0.725,0.72,0.73,0.3387,0.2257,-0.2257
0.735,0.73,0.74,0.3415,0.2267,-0.2267
0.745,0.74,0.75,0.3439,0.2274,-0.2274
0.755,0.75,0.76,0.3459,0.2278,-0.2278
0.765,0.76,0.77,0.3475,0.2278,-0.2278
0.775,0.77,0.78,0.3486,0.2275,-0.2275
0.785,0.78,0.79,0.3493,0.2268,-0.2268
0.795,0.79,0.8,0.3497,0.2259,-0.2259
0.805,0.8,0.81,0.3496,0.2246,-0.2246
0.815,0.81,0.82,0.3491,0.223,-0.223
0.825,0.82,0.83,0.3483,0.2212,-0.2212
0.835,0.83,0.84,0.3471,0.219,-0.219
0.845,0.84,0.85,0.3455,0.2166,-0.2166
0.855,0.85,0.86,0.3436,0.2138,-0.2138
0.865,0.86,0.87,0.3413,0.2108,-0.2108
0.875,0.87,0.88,0.3387,0.2075,-0.2075
0.885,0.88,0.89,0.3357,0.204,-0.204
0.895,0.89,0.9,0.3325,0.2002,-0.2002
0.905,0.9,0.91,0.3289,0.1962,-0.1962
0.915,0.91,0.92,0.325,0.192,-0.192
0.925,0.92,0.93,0.3209,0.1875,-0.1875
0.935,0.93,0.94,0.3165,0.1829,-0.1829
0.945,0.94,0.95,0.3118,0.178,-0.178
0.955,0.95,0.96,0.3069,0.173,-0.173
0.965,0.96,0.97,0.3018,0.1678,-0.1678
0.975,0.97,0.98,0.2965,0.1624,-0.1624
0.985,0.98,0.99,0.2909,0.157,-0.157
0.995,0.99,1.0,0.2852,0.1514,-0.1514
1.005,1.0,1.01,0.2794,0.1457,-0.1457
1.0150000000000001,1.01,1.02,0.2734,0.1399,-0.1399
1.025,1.02,1.03,0.2672,0.1341,-0.1341
1.0350000000000001,1.03,1.04,0.261,0.1283,-0.1283
1.045,1.04,1.05,0.2546,0.1224,-0.1224
1.0550000000000002,1.05,1.06,0.2482,0.1166,-0.1166
1.065,1.06,1.07,0.2418,0.1108,-0.1108
1.0750000000000002,1.07,1.08,0.2353,0.1051,-0.1051
1.085,1.08,1.09,0.2288,0.0996,-0.0996
1.0950000000000002,1.09,1.1,0.2223,0.0942,-0.0942
1.105,1.1,1.11,0.2159,0.0891,-0.0891
1.1150000000000002,1.11,1.12,0.2095,0.0843,-0.0843
1.125,1.12,1.13,0.2033,0.0797,-0.0797
1.1349999999999998,1.13,1.14,0.1971,0.0757,-0.0757
1.145,1.14,1.15,0.191,0.072,-0.072
1.1549999999999998,1.15,1.16,0.1851,0.069,-0.069
1.165,1.16,1.17,0.1794,0.0665,-0.0665
1.1749999999999998,1.17,1.18,0.1739,0.0647,-0.0647
1.185,1.18,1.19,0.1687,0.0636,-0.0636
1.1949999999999998,1.19,1.2,0.1637,0.0631,-0.0631
1.205,1.2,1.21,0.159,0.0633,-0.0633
1.2149999999999999,1.21,1.22,0.1546,0.0641,-0.0641
1.225,1.22,1.23,0.1506,0.0653,-0.0653
1.2349999999999999,1.23,1.24,0.1469,0.0671,-0.0671
1.245,1.24,1.25,0.1437,0.0691,-0.0691
1.255,1.25,1.26,0.1409,0.0714,-0.0714
1.2650000000000001,1.26,1.27,0.1386,0.0739,-0.0739
1.275,1.27,1.28,0.1368,0.0765,-0.0765
1.2850000000000001,1.28,1.29,0.1356,0.0791,-0.0791
1.295,1.29,1.3,0.1349,0.0816,-0.0816
1.3050000000000002,1.3,1.31,0.1348,0.0841,-0.0841
1.315,1.31,1.32,0.1354,0.0865,-0.0865
1.3250000000000002,1.32,1.33,0.1367,0.0888,-0.0888
1.335,1.33,1.34,0.1387,0.0909,-0.0909
1.3450000000000002,1.34,1.35,0.1414,0.0928,-0.0928
1.355,1.35,1.36,0.145,0.0945,-0.0945
1.3650000000000002,1.36,1.37,0.1494,0.096,-0.096
1.375,1.37,1.38,0.1547,0.0973,-0.0973
1.3849999999999998,1.38,1.39,0.1608,0.0985,-0.0985
1.395,1.39,1.4,0.168,0.0995,-0.0995

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0481,0.0286,-0.0286
0.415,0.41,0.42,0.0555,0.033,-0.033
0.425,0.42,0.43,0.0631,0.0375,-0.0375
0.435,0.43,0.44,0.071,0.0422,-0.0422
0.445,0.44,0.45,0.0791,0.0469,-0.0469
0.455,0.45,0.46,0.0872,0.0517,-0.0517
0.46499999999999997,0.46,0.47,0.0955,0.0565,-0.0565
0.475,0.47,0.48,0.1037,0.0614,-0.0614
0.485,0.48,0.49,0.112,0.0662,-0.0662
0.495,0.49,0.5,0.1202,0.0711,-0.0711
0.505,0.5,0.51,0.1284,0.0758,-0.0758
0.515,0.51,0.52,0.1365,0.0805,-0.0805
0.525,0.52,0.53,0.1444,0.0852,-0.0852
0.535,0.53,0.54,0.1523,0.0897,-0.0897
0.545,0.54,0.55,0.1599,0.0941,-0.0941
0.555,0.55,0.56,0.1674,0.0985,-0.0985
0.565,0.56,0.57,0.1747,0.1027,-0.1027
0.575,0.57,0.58,0.1818,0.1067,-0.1067
0.585,0.58,0.59,0.1887,0.1107,-0.1107
0.595,0.59,0.6,0.1954,0.1145,-0.1145
0.605,0.6,0.61,0.2018,0.1181,-0.1181
0.615,0.61,0.62,0.208,0.1216,-0.1216
0.625,0.62,0.63,0.214,0.1249,-0.1249
0.635,0.63,0.64,0.2196,0.1281,-0.1281
0.645,0.64,0.65,0.2251,0.1311,-0.1311
0.655,0.65,0.66,0.2302,0.134,-0.134
0.665,0.66,0.67,0.2351,0.1367,-0.1367
0.675,0.67,0.68,0.2397,0.1392,-0.1392
0.685,0.68,0.69,0.2441,0.1415,-0.1415
0.695,0.69,0.7,0.2482,0.1437,-0.1437
0.705,0.7,0.71,0.252,0.1457,-0.1457
0.715,0.71,0.72,0.2555,0.1476,-0.1476
0.725,0.72,0.73,0.2588,0.1493,-0.1493
0.735,0.73,0.74,0.2618,0.1508,-0.1508
0.745,0.74,0.75,0.2645,0.1521,-0.1521
0.755,0.75,0.76,0.267,0.1533,-0.1533
0.765,0.76,0.77,0.2692,0.1544,-0.1544
0.775,0.77,0.78,0.2711,0.1553,-0.1553
0.785,0.78,0.79,0.2728,0.156,-0.156
0.795,0.79,0.8,0.2742,0.1566,-0.1566
0.805,0.8,0.81,0.2754,0.157,-0.157
0.815,0.81,0.82,0.2764,0.1573,-0.1573
0.825,0.82,0.83,0.2771,0.1575,-0.1575
0.835,0.83,0.84,0.2775,0.1575,-0.1575
0.845,0.84,0.85,0.2778,0.1574,-0.1574
0.855,0.85,0.86,0.2778,0.1572,-0.1572
0.865,0.86,0.87,0.2777,0.1568,-0.1568
0.875,0.87,0.88,0.2773,0.1564,-0.1564
0.885,0.88,0.89,0.2767,0.1558,-0.1558
0.895,0.89,0.9,0.276,0.1552,-0.1552
0.905,0.9,0.91,0.275,0.1545,-0.1545
0.915,0.91,0.92,0.2739,0.1537,-0.1537
0.925,0.92,0.93,0.2727,0.1528,-0.1528
0.935,0.93,0.94,0.2713,0.1518,-0.1518
0.945,0.94,0.95,0.2697,0.1508,-0.1508
0.955,0.95,0.96,0.2681,0.1497,-0.1497
0.965,0.96,0.97,0.2663,0.1487,-0.1487
0.975,0.97,0.98,0.2644,0.1475,-0.1475
0.985,0.98,0.99,0.2624,0.1464,-0.1464
0.995,0.99,1.0,0.2603,0.1452,-0.1452
1.005,1.0,1.01,0.2581,0.1441,-0.1441
1.0150000000000001,1.01,1.02,0.2559,0.143,-0.143
1.025,1.02,1.03,0.2537,0.1419,-0.1419
1.0350000000000001,1.03,1.04,0.2514,0.1408,-0.1408
1.045,1.04,1.05,0.2491,0.1399,-0.1399
1.0550000000000002,1.05,1.06,0.2468,0.1389,-0.1389
1.065,1.06,1.07,0.2445,0.1381,-0.1381
1.0750000000000002,1.07,1.08,0.2422,0.1374,-0.1374
1.085,1.08,1.09,0.24,0.1367,-0.1367
1.0950000000000002,1.09,1.1,0.2378,0.1363,-0.1363
1.105,1.1,1.11,0.2357,0.1359,-0.1359
1.1150000000000002,1.11,1.12,0.2337,0.1357,-0.1357
1.125,1.12,1.13,0.2318,0.1357,-0.1357
1.1349999999999998,1.13,1.14,0.23,0.1359,-0.1359
1.145,1.14,1.15,0.2284,0.1363,-0.1363
1.1549999999999998,1.15,1.16,0.2269,0.1369,-0.1369
1.165,1.16,1.17,0.2256,0.1378,-0.1378
1.1749999999999998,1.17,1.18,0.2246,0.1388,-0.1388
1.185,1.18,1.19,0.2237,0.1402,-0.1402
1.1949999999999998,1.19,1.2,0.2231,0.1418,-0.1418
1.205,1.2,1.21,0.2227,0.1438,-0.1438
1.2149999999999999,1.21,1.22,0.2226,0.146,-0.146
1.225,1.22,1.23,0.2228,0.1485,-0.1485
1.2349999999999999,1.23,1.24,0.2234,0.1513,-0.1513
1.245,1.24,1.25,0.2243,0.1545,-0.1545
1.255,1.25,1.26,0.2255,0.158,-0.158
1.2650000000000001,1.26,1.27,0.2272,0.1619,-0.1619
1.275,1.27,1.28,0.2292,0.1661,-0.1661
1.2850000000000001,1.28,1.29,0.2318,0.1707,-0.1707
1.295,1.29,1.3,0.2347,0.1757,-0.1757
1.3050000000000002,1.3,1.31,0.2382,0.1811,-0.1811
1.315,1.31,1.32,0.2422,0.1868,-0.1868
1.3250000000000002,1.32,1.33,0.2467,0.193,-0.193
1.335,1.33,1.34,0.2518,0.1996,-0.1996
1.3450000000000002,1.34,1.35,0.2575,0.2067,-0.2067
1.355,1.35,1.36,0.2638,0.2142,-0.2142
1.3650000000000002,1.36,1.37,0.2708,0.2221,-0.2221
1.375,1.37,1.38,0.2785,0.2306,-0.2306
1.3849999999999998,1.38,1.39,0.2869,0.2395,-0.2395
1.395,1.39,1.4,0.296,0.2489,-0.2489

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0538,0.026,-0.026
0.415,0.41,0.42,0.062,0.0297,-0.0297
0.425,0.42,0.43,0.0705,0.0335,-0.0335
0.435,0.43,0.44,0.0792,0.0373,-0.0373
0.445,0.44,0.45,0.088,0.0412,-0.0412
0.455,0.45,0.46,0.0969,0.045,-0.045
0.46499999999999997,0.46,0.47,0.1059,0.0487,-0.0487
0.475,0.47,0.48,0.1149,0.0524,-0.0524
0.485,0.48,0.49,0.1238,0.056,-0.056
0.495,0.49,0.5,0.1326,0.0594,-0.0594
0.505,0.5,0.51,0.1413,0.0627,-0.0627
0.515,0.51,0.52,0.1499,0.0659,-0.0659
0.525,0.52,0.53,0.1583,0.0689,-0.0689
0.535,0.53,0.54,0.1666,0.0717,-0.0717
0.545,0.54,0.55,0.1746,0.0743,-0.0743
0.555,0.55,0.56,0.1823,0.0768,-0.0768
0.565,0.56,0.57,0.1899,0.0791,-0.0791
0.575,0.57,0.58,0.1971,0.0811,-0.0811
0.585,0.58,0.59,0.2041,0.083,-0.083
0.595,0.59,0.6,0.2108,0.0847,-0.0847
0.605,0.6,0.61,0.2172,0.0862,-0.0862
0.615,0.61,0.62,0.2232,0.0875,-0.0875
0.625,0.62,0.63,0.229,0.0887,-0.0887
0.635,0.63,0.64,0.2345,0.0896,-0.0896
0.645,0.64,0.65,0.2396,0.0904,-0.0904
0.655,0.65,0.66,0.2444,0.0911,-0.0911
0.665,0.66,0.67,0.2489,0.0916,-0.0916
0.675,0.67,0.68,0.2531,0.092,-0.092
0.685,0.68,0.69,0.2569,0.0922,-0.0922
0.695,0.69,0.7,0.2604,0.0924,-0.0924
0.705,0.7,0.71,0.2637,0.0926,-0.0926
0.715,0.71,0.72,0.2665,0.0926,-0.0926
0.725,0.72,0.73,0.2691,0.0927,-0.0927
0.735,0.73,0.74,0.2714,0.0927,-0.0927
0.745,0.74,0.75,0.2734,0.0928,-0.0928
0.755,0.75,0.76,0.275,0.0929,-0.0929
0.765,0.76,0.77,0.2764,0.0931,-0.0931
0.775,0.77,0.78,0.2775,0.0933,-0.0933
0.785,0.78,0.79,0.2783,0.0938,-0.0938
0.795,0.79,0.8,0.2789,0.0943,-0.0943
0.805,0.8,0.81,0.2792,0.0951,-0.0951
0.815,0.81,0.82,0.2793,0.096,-0.096
0.825,0.82,0.83,0.2791,0.0972,-0.0972
0.835,0.83,0.84,0.2787,0.0985,-0.0985
0.845,0.84,0.85,0.2781,0.1002,-0.1002
0.855,0.85,0.86,0.2773,0.102,-0.102
0.865,0.86,0.87,0.2763,0.1041,-0.1041
0.875,0.87,0.88,0.2752,0.1065,-0.1065
0.885,0.88,0.89,0.2739,0.1091,-0.1091
0.895,0.89,0.9,0.2724,0.1119,-0.1119
0.905,0.9,0.91,0.2708,0.1149,-0.1149
0.915,0.91,0.92,0.2692,0.1181,-0.1181
0.925,0.92,0.93,0.2674,0.1215,-0.1215
0.935,0.93,0.94,0.2655,0.125,-0.125
0.945,0.94,0.95,0.2636,0.1287,-0.1287
0.955,0.95,0.96,0.2616,0.1324,-0.1324
0.965,0.96,0.97,0.2596,0.1363,-0.1363
0.975,0.97,0.98,0.2577,0.1402,-0.1402
0.985,0.98,0.99,0.2557,0.1441,-0.1441
0.995,0.99,1.0,0.2538,0.1481,-0.1481
1.005,1.0,1.01,0.2519,0.152,-0.152
1.0150000000000001,1.01,1.02,0.2501,0.1559,-0.1559
1.025,1.02,1.03,0.2484,0.1597,-0.1597
1.0350000000000001,1.03,1.04,0.2469,0.1634,-0.1634
1.045,1.04,1.05,0.2455,0.167,-0.167
1.0550000000000002,1.05,1.06,0.2443,0.1705,-0.1705
1.065,1.06,1.07,0.2432,0.1737,-0.1737
1.0750000000000002,1.07,1.08,0.2424,0.1768,-0.1768
1.085,1.08,1.09,0.2419,0.1797,-0.1797
1.0950000000000002,1.09,1.1,0.2417,0.1824,-0.1824
1.105,1.1,1.11,0.2417,0.1847,-0.1847
1.1150000000000002,1.11,1.12,0.2421,0.1869,-0.1869
1.125,1.12,1.13,0.2429,0.1887,-0.1887
1.1349999999999998,1.13,1.14,0.244,0.1902,-0.1902
1.145,1.14,1.15,0.2456,0.1915,-0.1915
1.1549999999999998,1.15,1.16,0.2476,0.1923,-0.1923
1.165,1.16,1.17,0.2502,0.1929,-0.1929
1.1749999999999998,1.17,1.18,0.2532,0.1931,-0.1931
1.185,1.18,1.19,0.2569,0.1929,-0.1929
1.1949999999999998,1.19,1.2,0.2611,0.1924,-0.1924
1.205,1.2,1.21,0.2659,0.1916,-0.1916
1.2149999999999999,1.21,1.22,0.2714,0.1904,-0.1904
1.225,1.22,1.23,0.2776,0.189,-0.189
1.2349999999999999,1.23,1.24,0.2845,0.1873,-0.1873
1.245,1.24,1.25,0.2922,0.1853,-0.1853
1.255,1.25,1.26,0.3007,0.1833,-0.1833
1.2650000000000001,1.26,1.27,0.31,0.1812,-0.1812
1.275,1.27,1.28,0.3203,0.1793,-0.1793
1.2850000000000001,1.28,1.29,0.3315,0.1775,-0.1775
1.295,1.29,1.3,0.3436,0.1763,-0.1763
1.3050000000000002,1.3,1.31,0.3568,0.1756,-0.1756
1.315,1.31,1.32,0.371,0.1759,-0.1759
1.3250000000000002,1.32,1.33,0.3863,0.1774,-0.1774
1.335,1.33,1.34,0.4028,0.1803,-0.1803
1.3450000000000002,1.34,1.35,0.4204,0.185,-0.185
1.355,1.35,1.36,0.4393,0.1916,-0.1916
1.3650000000000002,1.36,1.37,0.4595,0.2005,-0.2005
1.375,1.37,1.38,0.481,0.2116,-0.2116
1.3849999999999998,1.38,1.39,0.5039,0.2252,-0.2252
1.395,1.39,1.4,0.5282,0.2413,-0.2413

