Mpipi     YLM       dYLM      
0.405     -0.002    0.000     
0.415     -0.003    0.000     
0.425     -0.004    0.000     
0.435     -0.005    0.000     
0.445     -0.006    0.000     
0.455     -0.008    0.001     
0.465     -0.009    0.001     
0.475     -0.011    0.001     
0.485     -0.013    0.001     
0.495     -0.015    0.001     
0.505     -0.017    0.001     
0.515     -0.019    0.001     
0.525     -0.021    0.002     
0.535     -0.024    0.002     
0.545     -0.026    0.002     
0.555     -0.029    0.002     
0.565     -0.032    0.003     
0.575     -0.036    0.003     
0.585     -0.039    0.003     
0.595     -0.043    0.004     
0.605     -0.048    0.004     
0.615     -0.053    0.005     
0.625     -0.059    0.005     
0.635     -0.065    0.006     
0.645     -0.073    0.006     
0.655     -0.081    0.007     
0.665     -0.092    0.007     
0.675     -0.104    0.008     
0.685     -0.117    0.008     
0.695     -0.134    0.009     
0.705     -0.153    0.010     
0.715     -0.174    0.010     
0.725     -0.197    0.011     
0.735     -0.222    0.011     
0.745     -0.244    0.010     
0.755     -0.263    0.010     
0.765     -0.274    0.009     
0.775     -0.279    0.008     
0.785     -0.276    0.007     
0.795     -0.267    0.006     
0.805     -0.255    0.006     
0.815     -0.242    0.006     
0.825     -0.229    0.005     
0.835     -0.216    0.005     
0.845     -0.205    0.005     
0.855     -0.195    0.005     
0.865     -0.187    0.005     
0.875     -0.180    0.005     
0.885     -0.174    0.005     
0.895     -0.170    0.005     
0.905     -0.165    0.005     
0.915     -0.162    0.005     
0.925     -0.158    0.005     
0.935     -0.156    0.006     
0.945     -0.153    0.006     
0.955     -0.151    0.006     
0.965     -0.149    0.006     
0.975     -0.146    0.007     
0.985     -0.142    0.007     
0.995     -0.136    0.008     
1.005     -0.129    0.009     
1.015     -0.124    0.009     
1.025     -0.119    0.009     
1.035     -0.116    0.010     
1.045     -0.112    0.010     
1.055     -0.108    0.010     
1.065     -0.104    0.010     
1.075     -0.100    0.011     
1.085     -0.095    0.011     
1.095     -0.091    0.011     
1.105     -0.086    0.012     
1.115     -0.081    0.012     
1.125     -0.076    0.013     
1.135     -0.071    0.013     
1.145     -0.066    0.013     
1.155     -0.061    0.014     
1.165     -0.056    0.014     
1.175     -0.050    0.015     
1.185     -0.045    0.015     
1.195     -0.039    0.015     
1.205     -0.033    0.016     
1.215     -0.028    0.016     
1.225     -0.022    0.017     
1.235     -0.017    0.017     
1.245     -0.013    0.018     
1.255     -0.010    0.018     
1.265     -0.008    0.018     
1.275     -0.009    0.019     
1.285     -0.012    0.019     
1.295     -0.016    0.019     
1.305     -0.022    0.019     
1.315     -0.029    0.019     
1.325     -0.037    0.019     
1.335     -0.045    0.019     
1.345     -0.051    0.020     
1.355     -0.058    0.020     
1.365     -0.063    0.020     
1.375     -0.068    0.020     
1.385     -0.071    0.021     
1.395     -0.074    0.021     
