Mpipi     YLM       dYLM      
0.405     -0.004    0.001     
0.415     -0.005    0.001     
0.425     -0.006    0.002     
0.435     -0.007    0.002     
0.445     -0.008    0.002     
0.455     -0.010    0.002     
0.465     -0.011    0.003     
0.475     -0.013    0.003     
0.485     -0.015    0.003     
0.495     -0.017    0.004     
0.505     -0.019    0.004     
0.515     -0.022    0.004     
0.525     -0.025    0.005     
0.535     -0.028    0.005     
0.545     -0.032    0.006     
0.555     -0.037    0.006     
0.565     -0.042    0.007     
0.575     -0.048    0.007     
0.585     -0.055    0.008     
0.595     -0.063    0.009     
0.605     -0.073    0.010     
0.615     -0.085    0.010     
0.625     -0.099    0.011     
0.635     -0.117    0.013     
0.645     -0.138    0.014     
0.655     -0.164    0.015     
0.665     -0.195    0.017     
0.675     -0.234    0.020     
0.685     -0.281    0.022     
0.695     -0.338    0.025     
0.705     -0.405    0.029     
0.715     -0.482    0.033     
0.725     -0.567    0.037     
0.735     -0.654    0.041     
0.745     -0.733    0.045     
0.755     -0.795    0.047     
0.765     -0.828    0.048     
0.775     -0.828    0.048     
0.785     -0.797    0.045     
0.795     -0.743    0.042     
0.805     -0.674    0.038     
0.815     -0.601    0.034     
0.825     -0.529    0.030     
0.835     -0.461    0.027     
0.845     -0.399    0.025     
0.855     -0.344    0.022     
0.865     -0.295    0.020     
0.875     -0.252    0.019     
0.885     -0.214    0.018     
0.895     -0.180    0.017     
0.905     -0.150    0.016     
0.915     -0.123    0.015     
0.925     -0.099    0.015     
0.935     -0.077    0.014     
0.945     -0.059    0.014     
0.955     -0.041    0.014     
0.965     -0.027    0.014     
0.975     -0.013    0.015     
0.985     0.000     0.015     
0.995     0.016     0.015     
1.005     0.032     0.014     
1.015     0.047     0.013     
1.025     0.059     0.013     
1.035     0.070     0.013     
1.045     0.079     0.013     
1.055     0.088     0.013     
1.065     0.096     0.013     
1.075     0.104     0.013     
1.085     0.111     0.014     
1.095     0.118     0.014     
1.105     0.124     0.014     
1.115     0.131     0.015     
1.125     0.137     0.016     
1.135     0.143     0.016     
1.145     0.149     0.017     
1.155     0.156     0.018     
1.165     0.163     0.019     
1.175     0.171     0.020     
1.185     0.179     0.021     
1.195     0.189     0.022     
1.205     0.201     0.023     
1.215     0.214     0.024     
1.225     0.230     0.026     
1.235     0.248     0.028     
1.245     0.268     0.031     
1.255     0.290     0.033     
1.265     0.313     0.036     
1.275     0.335     0.039     
1.285     0.357     0.042     
1.295     0.376     0.044     
1.305     0.391     0.046     
1.315     0.404     0.047     
1.325     0.414     0.049     
1.335     0.422     0.050     
1.345     0.427     0.052     
1.355     0.433     0.054     
1.365     0.437     0.057     
1.375     0.441     0.059     
1.385     0.446     0.061     
1.395     0.450     0.064     
