Mpipi     YLM       dYLM      
0.405     0.866     0.054     
0.415     0.937     0.057     
0.425     1.014     0.060     
0.435     1.099     0.063     
0.445     1.190     0.066     
0.455     1.289     0.069     
0.465     1.391     0.072     
0.475     1.497     0.076     
0.485     1.620     0.078     
0.495     1.746     0.081     
0.505     1.882     0.084     
0.515     2.027     0.087     
0.525     2.182     0.089     
0.535     2.354     0.092     
0.545     2.538     0.094     
0.555     2.748     0.096     
0.565     2.972     0.099     
0.575     3.230     0.102     
0.585     3.522     0.106     
0.595     3.861     0.111     
0.605     4.246     0.117     
0.615     4.706     0.126     
0.625     5.243     0.138     
0.635     5.891     0.153     
0.645     6.666     0.172     
0.655     7.603     0.196     
0.665     8.738     0.225     
0.675     10.121    0.261     
0.685     11.796    0.303     
0.695     13.810    0.353     
0.705     16.182    0.409     
0.715     18.902    0.472     
0.725     21.885    0.539     
0.735     24.941    0.603     
0.745     27.755    0.659     
0.755     29.943    0.698     
0.765     31.167    0.713     
0.775     31.255    0.702     
0.785     30.290    0.669     
0.795     28.537    0.620     
0.805     26.318    0.564     
0.815     23.945    0.506     
0.825     21.604    0.451     
0.835     19.430    0.401     
0.845     17.462    0.356     
0.855     15.729    0.318     
0.865     14.215    0.284     
0.875     12.901    0.255     
0.885     11.760    0.230     
0.895     10.775    0.209     
0.905     9.919     0.190     
0.915     9.173     0.174     
0.925     8.532     0.161     
0.935     7.961     0.149     
0.945     7.470     0.139     
0.955     7.032     0.132     
0.965     6.641     0.127     
0.975     6.288     0.124     
0.985     5.960     0.121     
0.995     5.661     0.113     
1.005     5.406     0.103     
1.015     5.202     0.095     
1.025     5.025     0.090     
1.035     4.873     0.086     
1.045     4.745     0.084     
1.055     4.623     0.082     
1.065     4.519     0.081     
1.075     4.431     0.080     
1.085     4.348     0.080     
1.095     4.282     0.080     
1.105     4.221     0.080     
1.115     4.173     0.081     
1.125     4.137     0.082     
1.135     4.104     0.082     
1.145     4.072     0.082     
1.155     4.059     0.084     
1.165     4.046     0.084     
1.175     4.036     0.085     
1.185     4.028     0.085     
1.195     4.034     0.085     
1.205     4.037     0.086     
1.215     4.046     0.086     
1.225     4.061     0.086     
1.235     4.071     0.087     
1.245     4.084     0.087     
1.255     4.090     0.087     
1.265     4.100     0.088     
1.275     4.114     0.089     
1.285     4.106     0.089     
1.295     4.103     0.091     
1.305     4.093     0.091     
1.315     4.069     0.091     
1.325     4.050     0.093     
1.335     4.012     0.095     
1.345     3.979     0.097     
1.355     3.961     0.100     
1.365     3.923     0.102     
1.375     3.885     0.105     
1.385     3.855     0.109     
1.395     3.825     0.112     
