Mpipi     YLM       dYLM      
0.405     0.075     0.008     
0.415     0.080     0.008     
0.425     0.087     0.008     
0.435     0.095     0.009     
0.445     0.101     0.009     
0.455     0.113     0.009     
0.465     0.123     0.010     
0.475     0.131     0.010     
0.485     0.144     0.011     
0.495     0.156     0.012     
0.505     0.167     0.014     
0.515     0.174     0.015     
0.525     0.181     0.017     
0.535     0.184     0.019     
0.545     0.182     0.021     
0.555     0.178     0.023     
0.565     0.177     0.025     
0.575     0.165     0.027     
0.585     0.157     0.029     
0.595     0.141     0.031     
0.605     0.122     0.033     
0.615     0.097     0.036     
0.625     0.064     0.039     
0.635     0.022     0.042     
0.645     -0.031    0.046     
0.655     -0.100    0.050     
0.665     -0.190    0.056     
0.675     -0.303    0.062     
0.685     -0.450    0.070     
0.695     -0.639    0.079     
0.705     -0.874    0.089     
0.715     -1.156    0.100     
0.725     -1.492    0.112     
0.735     -1.862    0.122     
0.745     -2.240    0.131     
0.755     -2.584    0.136     
0.765     -2.850    0.138     
0.775     -3.004    0.135     
0.785     -3.044    0.130     
0.795     -2.974    0.123     
0.805     -2.831    0.115     
0.815     -2.644    0.108     
0.825     -2.437    0.102     
0.835     -2.225    0.097     
0.845     -2.021    0.092     
0.855     -1.831    0.089     
0.865     -1.654    0.085     
0.875     -1.493    0.082     
0.885     -1.345    0.079     
0.895     -1.209    0.076     
0.905     -1.084    0.074     
0.915     -0.972    0.072     
0.925     -0.866    0.070     
0.935     -0.767    0.068     
0.945     -0.672    0.066     
0.955     -0.585    0.064     
0.965     -0.503    0.062     
0.975     -0.423    0.059     
0.985     -0.341    0.053     
0.995     -0.258    0.045     
1.005     -0.178    0.039     
1.015     -0.108    0.036     
1.025     -0.038    0.034     
1.035     0.027     0.033     
1.045     0.090     0.032     
1.055     0.145     0.029     
1.065     0.204     0.028     
1.075     0.266     0.027     
1.085     0.322     0.027     
1.095     0.378     0.026     
1.105     0.437     0.026     
1.115     0.489     0.026     
1.125     0.543     0.026     
1.135     0.588     0.026     
1.145     0.636     0.027     
1.155     0.684     0.027     
1.165     0.723     0.028     
1.175     0.767     0.030     
1.185     0.803     0.031     
1.195     0.839     0.033     
1.205     0.869     0.035     
1.215     0.891     0.037     
1.225     0.908     0.039     
1.235     0.919     0.040     
1.245     0.925     0.041     
1.255     0.923     0.042     
1.265     0.917     0.042     
1.275     0.913     0.039     
1.285     0.896     0.039     
1.295     0.889     0.038     
1.305     0.881     0.037     
1.315     0.878     0.038     
1.325     0.876     0.040     
1.335     0.884     0.042     
1.345     0.898     0.045     
1.355     0.905     0.047     
1.365     0.919     0.050     
1.375     0.928     0.052     
1.385     0.943     0.055     
1.395     0.951     0.056     
