Mpipi     YLM       dYLM      
0.405     -0.000    0.000     
0.415     -0.000    0.000     
0.425     -0.000    0.000     
0.435     -0.001    0.000     
0.445     -0.001    0.000     
0.455     -0.001    0.000     
0.465     -0.001    0.000     
0.475     -0.001    0.001     
0.485     -0.001    0.001     
0.495     -0.001    0.001     
0.505     -0.002    0.001     
0.515     -0.002    0.001     
0.525     -0.002    0.001     
0.535     -0.002    0.001     
0.545     -0.002    0.002     
0.555     -0.002    0.002     
0.565     -0.003    0.002     
0.575     -0.003    0.002     
0.585     -0.003    0.002     
0.595     -0.003    0.003     
0.605     -0.003    0.003     
0.615     -0.003    0.003     
0.625     -0.003    0.004     
0.635     -0.003    0.004     
0.645     -0.003    0.005     
0.655     -0.003    0.005     
0.665     -0.002    0.006     
0.675     -0.001    0.007     
0.685     -0.000    0.008     
0.695     0.001     0.009     
0.705     0.003     0.010     
0.715     0.007     0.012     
0.725     0.011     0.013     
0.735     0.016     0.014     
0.745     0.022     0.016     
0.755     0.030     0.017     
0.765     0.038     0.017     
0.775     0.045     0.017     
0.785     0.052     0.016     
0.795     0.057     0.015     
0.805     0.062     0.014     
0.815     0.066     0.013     
0.825     0.068     0.012     
0.835     0.071     0.011     
0.845     0.073     0.010     
0.855     0.075     0.010     
0.865     0.076     0.009     
0.875     0.078     0.008     
0.885     0.080     0.008     
0.895     0.082     0.008     
0.905     0.083     0.007     
0.915     0.085     0.007     
0.925     0.087     0.007     
0.935     0.089     0.007     
0.945     0.090     0.007     
0.955     0.092     0.007     
0.965     0.092     0.007     
0.975     0.093     0.007     
0.985     0.093     0.008     
0.995     0.094     0.008     
1.005     0.097     0.008     
1.015     0.100     0.008     
1.025     0.102     0.008     
1.035     0.105     0.009     
1.045     0.107     0.009     
1.055     0.108     0.009     
1.065     0.110     0.009     
1.075     0.111     0.010     
1.085     0.113     0.010     
1.095     0.114     0.010     
1.105     0.116     0.011     
1.115     0.117     0.011     
1.125     0.119     0.011     
1.135     0.120     0.012     
1.145     0.122     0.012     
1.155     0.124     0.013     
1.165     0.126     0.014     
1.175     0.128     0.014     
1.185     0.131     0.015     
1.195     0.134     0.017     
1.205     0.138     0.018     
1.215     0.143     0.020     
1.225     0.149     0.022     
1.235     0.155     0.025     
1.245     0.163     0.027     
1.255     0.171     0.030     
1.265     0.181     0.033     
1.275     0.190     0.035     
1.285     0.200     0.037     
1.295     0.209     0.038     
1.305     0.217     0.038     
1.315     0.224     0.037     
1.325     0.230     0.036     
1.335     0.234     0.034     
1.345     0.238     0.033     
1.355     0.240     0.031     
1.365     0.242     0.029     
1.375     0.243     0.027     
1.385     0.244     0.026     
1.395     0.245     0.024     
