Mpipi     YLM       dYLM      
0.405     0.049     0.003     
0.415     0.056     0.003     
0.425     0.064     0.003     
0.435     0.071     0.004     
0.445     0.080     0.004     
0.455     0.089     0.004     
0.465     0.099     0.005     
0.475     0.109     0.006     
0.485     0.121     0.007     
0.495     0.134     0.008     
0.505     0.147     0.009     
0.515     0.162     0.011     
0.525     0.178     0.012     
0.535     0.195     0.014     
0.545     0.214     0.016     
0.555     0.235     0.019     
0.565     0.258     0.021     
0.575     0.283     0.024     
0.585     0.311     0.026     
0.595     0.342     0.029     
0.605     0.376     0.032     
0.615     0.414     0.036     
0.625     0.455     0.040     
0.635     0.500     0.044     
0.645     0.547     0.049     
0.655     0.597     0.054     
0.665     0.647     0.060     
0.675     0.694     0.067     
0.685     0.735     0.074     
0.695     0.763     0.083     
0.705     0.768     0.091     
0.715     0.739     0.101     
0.725     0.660     0.109     
0.735     0.522     0.117     
0.745     0.316     0.121     
0.755     0.049     0.122     
0.765     -0.256    0.118     
0.775     -0.563    0.110     
0.785     -0.841    0.099     
0.795     -1.066    0.086     
0.805     -1.230    0.073     
0.815     -1.335    0.060     
0.825     -1.394    0.049     
0.835     -1.415    0.040     
0.845     -1.408    0.033     
0.855     -1.383    0.027     
0.865     -1.346    0.023     
0.875     -1.300    0.021     
0.885     -1.249    0.020     
0.895     -1.194    0.020     
0.905     -1.138    0.021     
0.915     -1.081    0.022     
0.925     -1.024    0.024     
0.935     -0.967    0.025     
0.945     -0.912    0.027     
0.955     -0.859    0.029     
0.965     -0.808    0.030     
0.975     -0.761    0.033     
0.985     -0.718    0.035     
0.995     -0.674    0.038     
1.005     -0.624    0.039     
1.015     -0.571    0.040     
1.025     -0.519    0.041     
1.035     -0.469    0.041     
1.045     -0.421    0.042     
1.055     -0.374    0.042     
1.065     -0.328    0.043     
1.075     -0.283    0.043     
1.085     -0.240    0.044     
1.095     -0.197    0.045     
1.105     -0.156    0.045     
1.115     -0.114    0.046     
1.125     -0.074    0.046     
1.135     -0.034    0.047     
1.145     0.005     0.047     
1.155     0.043     0.048     
1.165     0.081     0.049     
1.175     0.119     0.049     
1.185     0.156     0.050     
1.195     0.192     0.051     
1.205     0.227     0.052     
1.215     0.263     0.053     
1.225     0.296     0.054     
1.235     0.329     0.055     
1.245     0.360     0.056     
1.255     0.389     0.057     
1.265     0.417     0.058     
1.275     0.443     0.059     
1.285     0.467     0.060     
1.295     0.490     0.060     
1.305     0.511     0.061     
1.315     0.532     0.062     
1.325     0.552     0.063     
1.335     0.573     0.064     
1.345     0.594     0.065     
1.355     0.615     0.066     
1.365     0.634     0.067     
1.375     0.654     0.069     
1.385     0.674     0.070     
1.395     0.692     0.071     
