Mpipi     YLM       dYLM      
0.405     0.019     0.002     
0.415     0.022     0.003     
0.425     0.025     0.003     
0.435     0.027     0.003     
0.445     0.030     0.003     
0.455     0.032     0.004     
0.465     0.034     0.004     
0.475     0.036     0.004     
0.485     0.037     0.004     
0.495     0.038     0.004     
0.505     0.038     0.005     
0.515     0.038     0.005     
0.525     0.038     0.004     
0.535     0.038     0.004     
0.545     0.037     0.004     
0.555     0.036     0.004     
0.565     0.035     0.003     
0.575     0.033     0.003     
0.585     0.033     0.003     
0.595     0.032     0.003     
0.605     0.033     0.003     
0.615     0.034     0.003     
0.625     0.036     0.003     
0.635     0.039     0.004     
0.645     0.044     0.005     
0.655     0.051     0.006     
0.665     0.060     0.007     
0.675     0.072     0.008     
0.685     0.086     0.009     
0.695     0.103     0.010     
0.705     0.122     0.012     
0.715     0.143     0.013     
0.725     0.165     0.015     
0.735     0.185     0.016     
0.745     0.198     0.018     
0.755     0.201     0.020     
0.765     0.192     0.022     
0.775     0.171     0.023     
0.785     0.140     0.024     
0.795     0.102     0.025     
0.805     0.062     0.025     
0.815     0.022     0.025     
0.825     -0.015    0.025     
0.835     -0.048    0.025     
0.845     -0.078    0.024     
0.855     -0.104    0.024     
0.865     -0.129    0.024     
0.875     -0.149    0.023     
0.885     -0.167    0.023     
0.895     -0.184    0.023     
0.905     -0.198    0.023     
0.915     -0.211    0.023     
0.925     -0.223    0.023     
0.935     -0.234    0.023     
0.945     -0.243    0.023     
0.955     -0.252    0.024     
0.965     -0.259    0.025     
0.975     -0.261    0.026     
0.985     -0.258    0.027     
0.995     -0.251    0.026     
1.005     -0.248    0.025     
1.015     -0.249    0.024     
1.025     -0.254    0.023     
1.035     -0.260    0.023     
1.045     -0.266    0.023     
1.055     -0.271    0.023     
1.065     -0.276    0.023     
1.075     -0.282    0.023     
1.085     -0.286    0.023     
1.095     -0.291    0.024     
1.105     -0.296    0.024     
1.115     -0.301    0.024     
1.125     -0.306    0.025     
1.135     -0.311    0.025     
1.145     -0.316    0.025     
1.155     -0.321    0.026     
1.165     -0.325    0.026     
1.175     -0.329    0.027     
1.185     -0.333    0.028     
1.195     -0.336    0.029     
1.205     -0.338    0.031     
1.215     -0.337    0.032     
1.225     -0.336    0.034     
1.235     -0.331    0.037     
1.245     -0.324    0.040     
1.255     -0.313    0.043     
1.265     -0.299    0.046     
1.275     -0.283    0.050     
1.285     -0.264    0.053     
1.295     -0.245    0.056     
1.305     -0.225    0.059     
1.315     -0.207    0.061     
1.325     -0.189    0.062     
1.335     -0.173    0.063     
1.345     -0.158    0.064     
1.355     -0.145    0.064     
1.365     -0.133    0.064     
1.375     -0.121    0.064     
1.385     -0.111    0.064     
1.395     -0.101    0.063     
