Mpipi     YLM       dYLM      
0.405     0.023     0.003     
0.415     0.024     0.003     
0.425     0.026     0.003     
0.435     0.028     0.003     
0.445     0.030     0.003     
0.455     0.033     0.003     
0.465     0.037     0.003     
0.475     0.041     0.003     
0.485     0.046     0.003     
0.495     0.051     0.004     
0.505     0.055     0.005     
0.515     0.059     0.006     
0.525     0.061     0.007     
0.535     0.063     0.008     
0.545     0.064     0.009     
0.555     0.064     0.010     
0.565     0.064     0.011     
0.575     0.064     0.012     
0.585     0.063     0.013     
0.595     0.063     0.014     
0.605     0.063     0.014     
0.615     0.064     0.015     
0.625     0.065     0.016     
0.635     0.066     0.016     
0.645     0.067     0.017     
0.655     0.069     0.019     
0.665     0.072     0.020     
0.675     0.074     0.022     
0.685     0.076     0.024     
0.695     0.079     0.027     
0.705     0.080     0.030     
0.715     0.079     0.034     
0.725     0.075     0.038     
0.735     0.069     0.042     
0.745     0.060     0.046     
0.755     0.047     0.049     
0.765     0.032     0.050     
0.775     0.017     0.050     
0.785     0.003     0.049     
0.795     -0.008    0.046     
0.805     -0.016    0.043     
0.815     -0.021    0.039     
0.825     -0.023    0.036     
0.835     -0.024    0.032     
0.845     -0.023    0.029     
0.855     -0.020    0.027     
0.865     -0.019    0.025     
0.875     -0.015    0.023     
0.885     -0.012    0.021     
0.895     -0.008    0.020     
0.905     -0.005    0.019     
0.915     -0.001    0.018     
0.925     0.001     0.017     
0.935     0.004     0.017     
0.945     0.006     0.016     
0.955     0.008     0.016     
0.965     0.008     0.015     
0.975     0.008     0.015     
0.985     0.007     0.014     
0.995     0.010     0.014     
1.005     0.013     0.013     
1.015     0.018     0.014     
1.025     0.020     0.014     
1.035     0.022     0.015     
1.045     0.023     0.015     
1.055     0.023     0.016     
1.065     0.023     0.017     
1.075     0.021     0.018     
1.085     0.020     0.019     
1.095     0.017     0.021     
1.105     0.016     0.022     
1.115     0.011     0.024     
1.125     0.014     0.027     
1.135     0.009     0.029     
1.145     0.003     0.032     
1.155     -0.004    0.036     
1.165     -0.012    0.040     
1.175     -0.022    0.045     
1.185     -0.033    0.050     
1.195     -0.040    0.057     
1.205     -0.054    0.064     
1.215     -0.071    0.072     
1.225     -0.082    0.080     
1.235     -0.101    0.089     
1.245     -0.121    0.097     
1.255     -0.134    0.105     
1.265     -0.149    0.111     
1.275     -0.155    0.115     
1.285     -0.161    0.117     
1.295     -0.163    0.116     
1.305     -0.159    0.112     
1.315     -0.151    0.107     
1.325     -0.140    0.101     
1.335     -0.128    0.094     
1.345     -0.122    0.087     
1.355     -0.112    0.080     
1.365     -0.102    0.075     
1.375     -0.095    0.069     
1.385     -0.089    0.065     
1.395     -0.091    0.061     
