Mpipi     YLM       dYLM      
0.405     -0.074    0.011     
0.415     -0.079    0.012     
0.425     -0.083    0.012     
0.435     -0.087    0.013     
0.445     -0.091    0.013     
0.455     -0.094    0.014     
0.465     -0.097    0.014     
0.475     -0.099    0.014     
0.485     -0.101    0.014     
0.495     -0.103    0.014     
0.505     -0.105    0.013     
0.515     -0.106    0.013     
0.525     -0.107    0.013     
0.535     -0.108    0.013     
0.545     -0.108    0.013     
0.555     -0.109    0.013     
0.565     -0.109    0.014     
0.575     -0.109    0.014     
0.585     -0.109    0.016     
0.595     -0.107    0.018     
0.605     -0.104    0.020     
0.615     -0.099    0.023     
0.625     -0.092    0.027     
0.635     -0.083    0.030     
0.645     -0.068    0.035     
0.655     -0.047    0.039     
0.665     -0.018    0.045     
0.675     0.022     0.050     
0.685     0.077     0.056     
0.695     0.152     0.061     
0.705     0.252     0.068     
0.715     0.383     0.074     
0.725     0.550     0.080     
0.735     0.750     0.085     
0.745     0.978     0.090     
0.755     1.214     0.094     
0.765     1.435     0.096     
0.775     1.618     0.097     
0.785     1.748     0.095     
0.795     1.823     0.091     
0.805     1.851     0.086     
0.815     1.844     0.080     
0.825     1.814     0.074     
0.835     1.771     0.068     
0.845     1.723     0.062     
0.855     1.673     0.057     
0.865     1.625     0.052     
0.875     1.579     0.047     
0.885     1.537     0.043     
0.895     1.499     0.040     
0.905     1.464     0.037     
0.915     1.433     0.034     
0.925     1.406     0.032     
0.935     1.381     0.031     
0.945     1.359     0.030     
0.955     1.340     0.029     
0.965     1.323     0.028     
0.975     1.306     0.029     
0.985     1.289     0.029     
0.995     1.270     0.030     
1.005     1.249     0.030     
1.015     1.231     0.030     
1.025     1.216     0.030     
1.035     1.203     0.029     
1.045     1.190     0.029     
1.055     1.179     0.029     
1.065     1.167     0.029     
1.075     1.155     0.029     
1.085     1.143     0.029     
1.095     1.131     0.029     
1.105     1.119     0.029     
1.115     1.108     0.029     
1.125     1.096     0.029     
1.135     1.083     0.029     
1.145     1.071     0.029     
1.155     1.058     0.029     
1.165     1.047     0.030     
1.175     1.035     0.030     
1.185     1.023     0.030     
1.195     1.012     0.031     
1.205     1.002     0.031     
1.215     0.994     0.032     
1.225     0.987     0.033     
1.235     0.984     0.034     
1.245     0.984     0.035     
1.255     0.989     0.037     
1.265     0.995     0.038     
1.275     1.003     0.039     
1.285     1.014     0.039     
1.295     1.023     0.040     
1.305     1.029     0.039     
1.315     1.033     0.039     
1.325     1.034     0.038     
1.335     1.030     0.038     
1.345     1.025     0.037     
1.355     1.015     0.037     
1.365     1.002     0.036     
1.375     0.988     0.036     
1.385     0.972     0.036     
1.395     0.954     0.036     
