Mpipi     YLM       dYLM      
0.405     0.015     0.005     
0.415     0.021     0.005     
0.425     0.026     0.005     
0.435     0.032     0.005     
0.445     0.039     0.005     
0.455     0.046     0.004     
0.465     0.053     0.004     
0.475     0.061     0.004     
0.485     0.069     0.003     
0.495     0.077     0.003     
0.505     0.082     0.002     
0.515     0.086     0.002     
0.525     0.089     0.002     
0.535     0.089     0.002     
0.545     0.088     0.003     
0.555     0.086     0.003     
0.565     0.083     0.004     
0.575     0.080     0.005     
0.585     0.077     0.005     
0.595     0.074     0.006     
0.605     0.071     0.006     
0.615     0.069     0.007     
0.625     0.066     0.008     
0.635     0.063     0.008     
0.645     0.061     0.009     
0.655     0.059     0.010     
0.665     0.057     0.010     
0.675     0.055     0.011     
0.685     0.053     0.012     
0.695     0.050     0.013     
0.705     0.047     0.014     
0.715     0.043     0.015     
0.725     0.037     0.015     
0.735     0.030     0.016     
0.745     0.021     0.016     
0.755     0.012     0.016     
0.765     0.002     0.015     
0.775     -0.007    0.013     
0.785     -0.013    0.012     
0.795     -0.017    0.010     
0.805     -0.019    0.009     
0.815     -0.018    0.008     
0.825     -0.016    0.007     
0.835     -0.013    0.006     
0.845     -0.009    0.006     
0.855     -0.005    0.006     
0.865     -0.000    0.006     
0.875     0.005     0.006     
0.885     0.010     0.006     
0.895     0.014     0.006     
0.905     0.019     0.007     
0.915     0.024     0.007     
0.925     0.029     0.007     
0.935     0.034     0.007     
0.945     0.039     0.008     
0.955     0.043     0.008     
0.965     0.048     0.009     
0.975     0.053     0.009     
0.985     0.057     0.009     
0.995     0.062     0.010     
1.005     0.066     0.010     
1.015     0.070     0.011     
1.025     0.073     0.011     
1.035     0.076     0.012     
1.045     0.079     0.012     
1.055     0.082     0.013     
1.065     0.084     0.014     
1.075     0.086     0.014     
1.085     0.087     0.015     
1.095     0.089     0.016     
1.105     0.089     0.017     
1.115     0.089     0.018     
1.125     0.089     0.019     
1.135     0.100     0.020     
1.145     0.098     0.021     
1.155     0.096     0.022     
1.165     0.092     0.024     
1.175     0.088     0.025     
1.185     0.082     0.027     
1.195     0.076     0.029     
1.205     0.082     0.032     
1.215     0.074     0.034     
1.225     0.065     0.037     
1.235     0.069     0.040     
1.245     0.060     0.043     
1.255     0.052     0.046     
1.265     0.057     0.049     
1.275     0.053     0.050     
1.285     0.050     0.051     
1.295     0.050     0.051     
1.305     0.052     0.050     
1.315     0.056     0.048     
1.325     0.062     0.046     
1.335     0.068     0.043     
1.345     0.076     0.041     
1.355     0.083     0.038     
1.365     0.077     0.035     
1.375     0.085     0.033     
1.385     0.092     0.032     
1.395     0.098     0.030     
