Mpipi     YLM       dYLM      
0.405     0.033     0.003     
0.415     0.037     0.004     
0.425     0.040     0.004     
0.435     0.043     0.004     
0.445     0.047     0.004     
0.455     0.050     0.005     
0.465     0.053     0.005     
0.475     0.057     0.005     
0.485     0.059     0.006     
0.495     0.062     0.006     
0.505     0.065     0.007     
0.515     0.067     0.007     
0.525     0.069     0.007     
0.535     0.072     0.008     
0.545     0.073     0.009     
0.555     0.074     0.009     
0.565     0.076     0.010     
0.575     0.077     0.011     
0.585     0.078     0.012     
0.595     0.080     0.013     
0.605     0.081     0.014     
0.615     0.083     0.015     
0.625     0.086     0.016     
0.635     0.089     0.018     
0.645     0.094     0.019     
0.655     0.100     0.021     
0.665     0.108     0.023     
0.675     0.120     0.024     
0.685     0.133     0.026     
0.695     0.150     0.028     
0.705     0.169     0.030     
0.715     0.191     0.032     
0.725     0.211     0.034     
0.735     0.230     0.035     
0.745     0.243     0.037     
0.755     0.246     0.038     
0.765     0.236     0.039     
0.775     0.216     0.039     
0.785     0.186     0.038     
0.795     0.153     0.037     
0.805     0.118     0.035     
0.815     0.086     0.033     
0.825     0.057     0.031     
0.835     0.033     0.030     
0.845     0.014     0.028     
0.855     -0.002    0.027     
0.865     -0.014    0.026     
0.875     -0.024    0.025     
0.885     -0.031    0.025     
0.895     -0.036    0.025     
0.905     -0.039    0.024     
0.915     -0.042    0.024     
0.925     -0.043    0.024     
0.935     -0.043    0.025     
0.945     -0.043    0.026     
0.955     -0.043    0.027     
0.965     -0.042    0.028     
0.975     -0.042    0.028     
0.985     -0.043    0.025     
0.995     -0.039    0.020     
1.005     -0.033    0.016     
1.015     -0.026    0.014     
1.025     -0.020    0.013     
1.035     -0.014    0.013     
1.045     -0.009    0.013     
1.055     -0.004    0.014     
1.065     -0.000    0.014     
1.075     0.005     0.014     
1.085     0.010     0.015     
1.095     0.015     0.015     
1.105     0.018     0.015     
1.115     0.023     0.016     
1.125     0.028     0.016     
1.135     0.032     0.017     
1.145     0.037     0.017     
1.155     0.042     0.018     
1.165     0.047     0.019     
1.175     0.052     0.020     
1.185     0.059     0.021     
1.195     0.065     0.023     
1.205     0.071     0.024     
1.215     0.079     0.026     
1.225     0.086     0.027     
1.235     0.094     0.028     
1.245     0.102     0.029     
1.255     0.109     0.030     
1.265     0.116     0.031     
1.275     0.121     0.031     
1.285     0.125     0.031     
1.295     0.128     0.032     
1.305     0.131     0.032     
1.315     0.135     0.034     
1.325     0.139     0.036     
1.335     0.145     0.039     
1.345     0.155     0.043     
1.355     0.164     0.047     
1.365     0.177     0.053     
1.375     0.190     0.059     
1.385     0.205     0.065     
1.395     0.221     0.072     
