Mpipi     YLM       dYLM      
0.405     -0.230    0.032     
0.415     -0.249    0.033     
0.425     -0.268    0.033     
0.435     -0.288    0.033     
0.445     -0.307    0.033     
0.455     -0.327    0.033     
0.465     -0.348    0.032     
0.475     -0.369    0.031     
0.485     -0.389    0.030     
0.495     -0.408    0.029     
0.505     -0.427    0.027     
0.515     -0.443    0.026     
0.525     -0.457    0.025     
0.535     -0.470    0.024     
0.545     -0.483    0.025     
0.555     -0.494    0.026     
0.565     -0.505    0.028     
0.575     -0.517    0.031     
0.585     -0.530    0.034     
0.595     -0.546    0.036     
0.605     -0.565    0.039     
0.615     -0.587    0.041     
0.625     -0.617    0.043     
0.635     -0.653    0.044     
0.645     -0.697    0.045     
0.655     -0.752    0.046     
0.665     -0.820    0.047     
0.675     -0.899    0.049     
0.685     -0.996    0.052     
0.695     -1.108    0.057     
0.705     -1.233    0.064     
0.715     -1.365    0.073     
0.725     -1.495    0.082     
0.735     -1.606    0.091     
0.745     -1.677    0.099     
0.755     -1.688    0.105     
0.765     -1.628    0.110     
0.775     -1.501    0.115     
0.785     -1.324    0.121     
0.795     -1.126    0.127     
0.805     -0.924    0.132     
0.815     -0.738    0.136     
0.825     -0.573    0.137     
0.835     -0.434    0.137     
0.845     -0.321    0.134     
0.855     -0.228    0.130     
0.865     -0.155    0.124     
0.875     -0.097    0.117     
0.885     -0.055    0.109     
0.895     -0.022    0.100     
0.905     0.001     0.090     
0.915     0.014     0.079     
0.925     0.020     0.069     
0.935     0.018     0.060     
0.945     0.006     0.056     
0.955     -0.015    0.061     
0.965     -0.047    0.074     
0.975     -0.084    0.086     
0.985     -0.105    0.086     
0.995     -0.082    0.084     
1.005     -0.033    0.098     
1.015     0.006     0.106     
1.025     0.027     0.102     
1.035     0.034     0.094     
1.045     0.031     0.083     
1.055     0.026     0.073     
1.065     0.017     0.063     
1.075     0.007     0.055     
1.085     -0.002    0.048     
1.095     -0.012    0.043     
1.105     -0.022    0.040     
1.115     -0.031    0.038     
1.125     -0.040    0.038     
1.135     -0.047    0.039     
1.145     -0.051    0.041     
1.155     -0.056    0.043     
1.165     -0.058    0.044     
1.175     -0.057    0.045     
1.185     -0.054    0.046     
1.195     -0.047    0.046     
1.205     -0.036    0.045     
1.215     -0.023    0.043     
1.225     -0.006    0.041     
1.235     0.016     0.039     
1.245     0.040     0.039     
1.255     0.065     0.042     
1.265     0.090     0.047     
1.275     0.113     0.054     
1.285     0.132     0.060     
1.295     0.142     0.064     
1.305     0.145     0.064     
1.315     0.140     0.061     
1.325     0.127     0.055     
1.335     0.108     0.049     
1.345     0.083     0.045     
1.355     0.052     0.049     
1.365     0.019     0.062     
1.375     -0.018    0.081     
1.385     -0.056    0.103     
1.395     -0.096    0.126     
