Mpipi     YLM       dYLM      
0.405     -0.002    0.000     
0.415     -0.002    0.001     
0.425     -0.003    0.001     
0.435     -0.003    0.001     
0.445     -0.004    0.001     
0.455     -0.004    0.001     
0.465     -0.005    0.001     
0.475     -0.005    0.001     
0.485     -0.006    0.001     
0.495     -0.006    0.001     
0.505     -0.007    0.001     
0.515     -0.007    0.001     
0.525     -0.008    0.001     
0.535     -0.008    0.002     
0.545     -0.009    0.002     
0.555     -0.010    0.002     
0.565     -0.011    0.002     
0.575     -0.012    0.002     
0.585     -0.013    0.002     
0.595     -0.015    0.003     
0.605     -0.016    0.003     
0.615     -0.018    0.003     
0.625     -0.020    0.004     
0.635     -0.023    0.004     
0.645     -0.026    0.005     
0.655     -0.029    0.005     
0.665     -0.033    0.006     
0.675     -0.036    0.007     
0.685     -0.040    0.008     
0.695     -0.044    0.010     
0.705     -0.047    0.012     
0.715     -0.049    0.014     
0.725     -0.049    0.018     
0.735     -0.047    0.022     
0.745     -0.042    0.026     
0.755     -0.033    0.030     
0.765     -0.022    0.034     
0.775     -0.010    0.036     
0.785     0.002     0.038     
0.795     0.013     0.038     
0.805     0.021     0.037     
0.815     0.027     0.036     
0.825     0.032     0.034     
0.835     0.034     0.032     
0.845     0.035     0.030     
0.855     0.036     0.028     
0.865     0.035     0.027     
0.875     0.034     0.025     
0.885     0.033     0.024     
0.895     0.031     0.023     
0.905     0.030     0.022     
0.915     0.028     0.021     
0.925     0.027     0.021     
0.935     0.025     0.020     
0.945     0.024     0.019     
0.955     0.023     0.019     
0.965     0.022     0.018     
0.975     0.021     0.017     
0.985     0.018     0.017     
0.995     0.013     0.016     
1.005     0.008     0.016     
1.015     0.004     0.017     
1.025     0.002     0.017     
1.035     -0.000    0.018     
1.045     -0.002    0.018     
1.055     -0.003    0.019     
1.065     -0.004    0.019     
1.075     -0.006    0.020     
1.085     -0.007    0.021     
1.095     -0.008    0.021     
1.105     -0.010    0.022     
1.115     -0.011    0.023     
1.125     -0.013    0.025     
1.135     -0.014    0.026     
1.145     -0.016    0.027     
1.155     -0.018    0.029     
1.165     -0.021    0.031     
1.175     -0.024    0.033     
1.185     -0.027    0.036     
1.195     -0.030    0.039     
1.205     -0.034    0.042     
1.215     -0.038    0.045     
1.225     -0.043    0.049     
1.235     -0.047    0.053     
1.245     -0.052    0.056     
1.255     -0.056    0.060     
1.265     -0.060    0.062     
1.275     -0.064    0.065     
1.285     -0.067    0.066     
1.295     -0.069    0.066     
1.305     -0.070    0.065     
1.315     -0.071    0.064     
1.325     -0.072    0.062     
1.335     -0.072    0.060     
1.345     -0.072    0.058     
1.355     -0.072    0.055     
1.365     -0.072    0.053     
1.375     -0.072    0.051     
1.385     -0.072    0.049     
1.395     -0.072    0.047     
