Mpipi     YLM       dYLM      
0.405     -0.001    0.002     
0.415     -0.003    0.002     
0.425     -0.006    0.002     
0.435     -0.010    0.002     
0.445     -0.016    0.002     
0.455     -0.022    0.002     
0.465     -0.031    0.002     
0.475     -0.040    0.003     
0.485     -0.050    0.003     
0.495     -0.061    0.003     
0.505     -0.071    0.003     
0.515     -0.081    0.004     
0.525     -0.089    0.004     
0.535     -0.096    0.005     
0.545     -0.101    0.005     
0.555     -0.105    0.006     
0.565     -0.109    0.007     
0.575     -0.112    0.007     
0.585     -0.116    0.008     
0.595     -0.118    0.009     
0.605     -0.120    0.010     
0.615     -0.122    0.011     
0.625     -0.123    0.012     
0.635     -0.124    0.013     
0.645     -0.123    0.014     
0.655     -0.121    0.015     
0.665     -0.116    0.017     
0.675     -0.109    0.018     
0.685     -0.098    0.020     
0.695     -0.083    0.021     
0.705     -0.061    0.023     
0.715     -0.033    0.025     
0.725     0.002     0.026     
0.735     0.044     0.027     
0.745     0.090     0.028     
0.755     0.138     0.028     
0.765     0.182     0.027     
0.775     0.217     0.026     
0.785     0.242     0.025     
0.795     0.255     0.024     
0.805     0.260     0.023     
0.815     0.258     0.022     
0.825     0.253     0.021     
0.835     0.245     0.020     
0.845     0.237     0.019     
0.855     0.229     0.018     
0.865     0.222     0.017     
0.875     0.216     0.017     
0.885     0.211     0.016     
0.895     0.206     0.016     
0.905     0.203     0.016     
0.915     0.200     0.016     
0.925     0.198     0.016     
0.935     0.197     0.016     
0.945     0.196     0.016     
0.955     0.196     0.016     
0.965     0.196     0.016     
0.975     0.195     0.017     
0.985     0.194     0.018     
0.995     0.188     0.018     
1.005     0.182     0.018     
1.015     0.178     0.019     
1.025     0.174     0.020     
1.035     0.172     0.020     
1.045     0.169     0.021     
1.055     0.166     0.022     
1.065     0.163     0.023     
1.075     0.160     0.024     
1.085     0.156     0.025     
1.095     0.152     0.027     
1.105     0.148     0.028     
1.115     0.143     0.029     
1.125     0.137     0.031     
1.135     0.133     0.033     
1.145     0.127     0.035     
1.155     0.121     0.037     
1.165     0.116     0.039     
1.175     0.110     0.041     
1.185     0.105     0.044     
1.195     0.101     0.047     
1.205     0.096     0.050     
1.215     0.092     0.054     
1.225     0.089     0.057     
1.235     0.086     0.061     
1.245     0.083     0.065     
1.255     0.079     0.069     
1.265     0.074     0.072     
1.275     0.068     0.075     
1.285     0.058     0.077     
1.295     0.047     0.078     
1.305     0.033     0.077     
1.315     0.018     0.075     
1.325     0.003     0.073     
1.335     -0.012    0.069     
1.345     -0.026    0.066     
1.355     -0.038    0.062     
1.365     -0.049    0.058     
1.375     -0.059    0.055     
1.385     -0.066    0.051     
1.395     -0.072    0.048     
