Mpipi     YLM       dYLM      
0.405     0.039     0.002     
0.415     0.042     0.002     
0.425     0.047     0.002     
0.435     0.052     0.002     
0.445     0.059     0.002     
0.455     0.067     0.003     
0.465     0.075     0.003     
0.475     0.084     0.003     
0.485     0.093     0.003     
0.495     0.101     0.003     
0.505     0.107     0.004     
0.515     0.112     0.004     
0.525     0.114     0.005     
0.535     0.114     0.005     
0.545     0.114     0.005     
0.555     0.113     0.005     
0.565     0.112     0.005     
0.575     0.112     0.005     
0.585     0.112     0.006     
0.595     0.113     0.006     
0.605     0.115     0.006     
0.615     0.118     0.006     
0.625     0.123     0.006     
0.635     0.128     0.006     
0.645     0.136     0.006     
0.655     0.144     0.006     
0.665     0.154     0.007     
0.675     0.165     0.007     
0.685     0.178     0.008     
0.695     0.191     0.008     
0.705     0.204     0.009     
0.715     0.217     0.010     
0.725     0.227     0.011     
0.735     0.232     0.012     
0.745     0.230     0.013     
0.755     0.221     0.014     
0.765     0.204     0.015     
0.775     0.180     0.015     
0.785     0.155     0.014     
0.795     0.129     0.013     
0.805     0.107     0.012     
0.815     0.090     0.011     
0.825     0.076     0.010     
0.835     0.067     0.009     
0.845     0.061     0.008     
0.855     0.058     0.007     
0.865     0.057     0.007     
0.875     0.057     0.006     
0.885     0.058     0.006     
0.895     0.061     0.006     
0.905     0.063     0.006     
0.915     0.067     0.006     
0.925     0.069     0.006     
0.935     0.073     0.006     
0.945     0.077     0.006     
0.955     0.080     0.006     
0.965     0.085     0.006     
0.975     0.089     0.006     
0.985     0.094     0.007     
0.995     0.100     0.007     
1.005     0.103     0.007     
1.015     0.105     0.007     
1.025     0.105     0.006     
1.035     0.106     0.006     
1.045     0.106     0.006     
1.055     0.106     0.007     
1.065     0.105     0.007     
1.075     0.104     0.007     
1.085     0.104     0.007     
1.095     0.103     0.007     
1.105     0.101     0.007     
1.115     0.099     0.008     
1.125     0.097     0.008     
1.135     0.093     0.008     
1.145     0.096     0.009     
1.155     0.092     0.009     
1.165     0.088     0.010     
1.175     0.083     0.010     
1.185     0.076     0.011     
1.195     0.069     0.012     
1.205     0.061     0.013     
1.215     0.058     0.015     
1.225     0.048     0.016     
1.235     0.038     0.018     
1.245     0.029     0.019     
1.255     0.025     0.022     
1.265     0.017     0.023     
1.275     0.013     0.024     
1.285     0.011     0.025     
1.295     0.012     0.026     
1.305     0.014     0.026     
1.315     0.020     0.026     
1.325     0.026     0.026     
1.335     0.033     0.026     
1.345     0.038     0.025     
1.355     0.042     0.025     
1.365     0.046     0.024     
1.375     0.048     0.023     
1.385     0.043     0.022     
1.395     0.042     0.021     
