Mpipi     YLM       dYLM      
0.405     -0.047    0.005     
0.415     -0.053    0.006     
0.425     -0.060    0.006     
0.435     -0.066    0.007     
0.445     -0.073    0.008     
0.455     -0.081    0.009     
0.465     -0.089    0.009     
0.475     -0.097    0.010     
0.485     -0.104    0.011     
0.495     -0.111    0.012     
0.505     -0.118    0.012     
0.515     -0.122    0.013     
0.525     -0.127    0.014     
0.535     -0.130    0.014     
0.545     -0.134    0.015     
0.555     -0.136    0.016     
0.565     -0.138    0.016     
0.575     -0.140    0.017     
0.585     -0.143    0.017     
0.595     -0.147    0.018     
0.605     -0.153    0.018     
0.615     -0.160    0.018     
0.625     -0.172    0.019     
0.635     -0.188    0.019     
0.645     -0.209    0.020     
0.655     -0.239    0.021     
0.665     -0.277    0.023     
0.675     -0.325    0.025     
0.685     -0.386    0.028     
0.695     -0.461    0.032     
0.705     -0.550    0.037     
0.715     -0.651    0.043     
0.725     -0.759    0.048     
0.735     -0.866    0.052     
0.745     -0.956    0.055     
0.755     -1.016    0.056     
0.765     -1.033    0.054     
0.775     -1.004    0.050     
0.785     -0.934    0.044     
0.795     -0.840    0.038     
0.805     -0.733    0.033     
0.815     -0.626    0.028     
0.825     -0.527    0.025     
0.835     -0.441    0.022     
0.845     -0.366    0.020     
0.855     -0.304    0.019     
0.865     -0.253    0.017     
0.875     -0.213    0.017     
0.885     -0.181    0.016     
0.895     -0.158    0.015     
0.905     -0.141    0.015     
0.915     -0.129    0.015     
0.925     -0.124    0.016     
0.935     -0.124    0.016     
0.945     -0.129    0.018     
0.955     -0.141    0.020     
0.965     -0.156    0.023     
0.975     -0.171    0.024     
0.985     -0.173    0.024     
0.995     -0.148    0.020     
1.005     -0.115    0.019     
1.015     -0.095    0.018     
1.025     -0.088    0.018     
1.035     -0.090    0.017     
1.045     -0.093    0.017     
1.055     -0.100    0.016     
1.065     -0.107    0.016     
1.075     -0.115    0.016     
1.085     -0.120    0.015     
1.095     -0.126    0.015     
1.105     -0.129    0.015     
1.115     -0.134    0.015     
1.125     -0.136    0.015     
1.135     -0.137    0.015     
1.145     -0.135    0.015     
1.155     -0.132    0.015     
1.165     -0.126    0.015     
1.175     -0.120    0.016     
1.185     -0.111    0.016     
1.195     -0.100    0.017     
1.205     -0.088    0.018     
1.215     -0.075    0.019     
1.225     -0.063    0.020     
1.235     -0.051    0.021     
1.245     -0.041    0.022     
1.255     -0.035    0.023     
1.265     -0.033    0.024     
1.275     -0.034    0.025     
1.285     -0.039    0.026     
1.295     -0.047    0.026     
1.305     -0.055    0.026     
1.315     -0.063    0.026     
1.325     -0.069    0.027     
1.335     -0.074    0.027     
1.345     -0.077    0.028     
1.355     -0.078    0.030     
1.365     -0.079    0.032     
1.375     -0.081    0.035     
1.385     -0.082    0.039     
1.395     -0.085    0.043     
