Mpipi     YLM       dYLM      
0.405     0.491     0.028     
0.415     0.533     0.029     
0.425     0.579     0.031     
0.435     0.625     0.032     
0.445     0.673     0.034     
0.455     0.729     0.036     
0.465     0.780     0.037     
0.475     0.833     0.038     
0.485     0.894     0.039     
0.495     0.955     0.040     
0.505     1.015     0.041     
0.515     1.083     0.042     
0.525     1.151     0.043     
0.535     1.220     0.043     
0.545     1.293     0.043     
0.555     1.365     0.043     
0.565     1.452     0.043     
0.575     1.542     0.043     
0.585     1.640     0.042     
0.595     1.752     0.043     
0.605     1.882     0.043     
0.615     2.022     0.044     
0.625     2.191     0.047     
0.635     2.390     0.051     
0.645     2.628     0.057     
0.655     2.916     0.064     
0.665     3.251     0.075     
0.675     3.674     0.087     
0.685     4.170     0.102     
0.695     4.769     0.120     
0.705     5.470     0.139     
0.715     6.266     0.161     
0.725     7.131     0.183     
0.735     8.007     0.204     
0.745     8.794     0.222     
0.755     9.381     0.234     
0.765     9.675     0.237     
0.775     9.628     0.233     
0.785     9.268     0.221     
0.795     8.687     0.205     
0.805     7.982     0.187     
0.815     7.247     0.169     
0.825     6.532     0.153     
0.835     5.878     0.138     
0.845     5.292     0.125     
0.855     4.783     0.114     
0.865     4.344     0.105     
0.875     3.966     0.097     
0.885     3.640     0.090     
0.895     3.360     0.085     
0.905     3.126     0.079     
0.915     2.923     0.075     
0.925     2.755     0.071     
0.935     2.604     0.068     
0.945     2.476     0.065     
0.955     2.372     0.061     
0.965     2.301     0.057     
0.975     2.259     0.055     
0.985     2.255     0.058     
0.995     2.269     0.063     
1.005     2.265     0.062     
1.015     2.223     0.056     
1.025     2.183     0.051     
1.035     2.142     0.047     
1.045     2.112     0.045     
1.055     2.092     0.044     
1.065     2.076     0.044     
1.075     2.061     0.044     
1.085     2.065     0.043     
1.095     2.065     0.044     
1.105     2.065     0.044     
1.115     2.069     0.044     
1.125     2.081     0.044     
1.135     2.092     0.045     
1.145     2.108     0.044     
1.155     2.124     0.045     
1.165     2.143     0.045     
1.175     2.165     0.045     
1.185     2.190     0.044     
1.195     2.220     0.045     
1.205     2.252     0.044     
1.215     2.286     0.045     
1.225     2.326     0.046     
1.235     2.361     0.047     
1.245     2.398     0.049     
1.255     2.433     0.051     
1.265     2.467     0.054     
1.275     2.493     0.056     
1.285     2.508     0.059     
1.295     2.509     0.060     
1.305     2.496     0.061     
1.315     2.481     0.062     
1.325     2.453     0.061     
1.335     2.420     0.060     
1.345     2.384     0.059     
1.355     2.346     0.059     
1.365     2.308     0.058     
1.375     2.276     0.057     
1.385     2.247     0.057     
1.395     2.215     0.056     
