Mpipi     YLM       dYLM      
0.405     0.051     0.006     
0.415     0.056     0.007     
0.425     0.062     0.007     
0.435     0.068     0.008     
0.445     0.074     0.008     
0.455     0.080     0.008     
0.465     0.086     0.008     
0.475     0.095     0.009     
0.485     0.100     0.009     
0.495     0.108     0.009     
0.505     0.113     0.009     
0.515     0.120     0.009     
0.525     0.126     0.009     
0.535     0.130     0.009     
0.545     0.137     0.010     
0.555     0.139     0.010     
0.565     0.143     0.010     
0.575     0.145     0.010     
0.585     0.145     0.011     
0.595     0.146     0.011     
0.605     0.146     0.012     
0.615     0.143     0.012     
0.625     0.137     0.013     
0.635     0.131     0.014     
0.645     0.125     0.015     
0.655     0.114     0.016     
0.665     0.102     0.017     
0.675     0.092     0.018     
0.685     0.077     0.020     
0.695     0.064     0.022     
0.705     0.046     0.023     
0.715     0.031     0.025     
0.725     0.014     0.026     
0.735     -0.002    0.029     
0.745     -0.018    0.030     
0.755     -0.030    0.031     
0.765     -0.035    0.031     
0.775     -0.043    0.031     
0.785     -0.047    0.031     
0.795     -0.045    0.029     
0.805     -0.044    0.028     
0.815     -0.043    0.026     
0.825     -0.040    0.025     
0.835     -0.039    0.023     
0.845     -0.039    0.022     
0.855     -0.040    0.022     
0.865     -0.039    0.021     
0.875     -0.036    0.020     
0.885     -0.037    0.019     
0.895     -0.036    0.019     
0.905     -0.037    0.019     
0.915     -0.039    0.018     
0.925     -0.040    0.019     
0.935     -0.040    0.019     
0.945     -0.037    0.020     
0.955     -0.038    0.020     
0.965     -0.040    0.021     
0.975     -0.047    0.022     
0.985     -0.054    0.023     
0.995     -0.055    0.023     
1.005     -0.059    0.022     
1.015     -0.052    0.021     
1.025     -0.051    0.020     
1.035     -0.045    0.021     
1.045     -0.043    0.021     
1.055     -0.040    0.020     
1.065     -0.037    0.021     
1.075     -0.038    0.021     
1.085     -0.036    0.021     
1.095     -0.033    0.021     
1.105     -0.030    0.021     
1.115     -0.029    0.022     
1.125     -0.027    0.022     
1.135     -0.025    0.022     
1.145     -0.020    0.023     
1.155     -0.021    0.024     
1.165     -0.014    0.025     
1.175     -0.011    0.027     
1.185     -0.003    0.029     
1.195     0.002     0.032     
1.205     0.010     0.034     
1.215     0.018     0.036     
1.225     0.027     0.040     
1.235     0.037     0.041     
1.245     0.050     0.043     
1.255     0.060     0.044     
1.265     0.070     0.044     
1.275     0.075     0.044     
1.285     0.080     0.043     
1.295     0.083     0.041     
1.305     0.087     0.039     
1.315     0.086     0.039     
1.325     0.084     0.039     
1.335     0.086     0.039     
1.345     0.090     0.039     
1.355     0.096     0.040     
1.365     0.104     0.040     
1.375     0.112     0.042     
1.385     0.122     0.043     
1.395     0.138     0.044     
