Mpipi     YLM       dYLM      
0.405     -0.000    0.000     
0.415     -0.000    0.000     
0.425     -0.000    0.000     
0.435     -0.000    0.000     
0.445     -0.000    0.000     
0.455     -0.000    0.000     
0.465     -0.001    0.000     
0.475     -0.001    0.000     
0.485     -0.001    0.000     
0.495     -0.001    0.001     
0.505     -0.001    0.001     
0.515     -0.002    0.001     
0.525     -0.002    0.001     
0.535     -0.003    0.001     
0.545     -0.003    0.001     
0.555     -0.004    0.001     
0.565     -0.004    0.001     
0.575     -0.005    0.001     
0.585     -0.006    0.002     
0.595     -0.007    0.002     
0.605     -0.008    0.002     
0.615     -0.010    0.002     
0.625     -0.011    0.002     
0.635     -0.013    0.002     
0.645     -0.015    0.003     
0.655     -0.017    0.003     
0.665     -0.020    0.003     
0.675     -0.023    0.003     
0.685     -0.027    0.003     
0.695     -0.032    0.003     
0.705     -0.037    0.003     
0.715     -0.042    0.003     
0.725     -0.047    0.002     
0.735     -0.053    0.002     
0.745     -0.057    0.002     
0.755     -0.058    0.003     
0.765     -0.058    0.005     
0.775     -0.055    0.006     
0.785     -0.050    0.007     
0.795     -0.043    0.008     
0.805     -0.037    0.009     
0.815     -0.030    0.009     
0.825     -0.024    0.009     
0.835     -0.019    0.009     
0.845     -0.014    0.009     
0.855     -0.009    0.009     
0.865     -0.006    0.009     
0.875     -0.003    0.008     
0.885     0.000     0.008     
0.895     0.003     0.008     
0.905     0.005     0.008     
0.915     0.007     0.007     
0.925     0.009     0.007     
0.935     0.011     0.007     
0.945     0.013     0.007     
0.955     0.015     0.007     
0.965     0.017     0.007     
0.975     0.019     0.007     
0.985     0.021     0.007     
0.995     0.023     0.007     
1.005     0.024     0.007     
1.015     0.026     0.007     
1.025     0.027     0.007     
1.035     0.028     0.007     
1.045     0.030     0.007     
1.055     0.031     0.007     
1.065     0.032     0.007     
1.075     0.034     0.007     
1.085     0.035     0.007     
1.095     0.036     0.008     
1.105     0.038     0.008     
1.115     0.039     0.009     
1.125     0.041     0.010     
1.135     0.042     0.011     
1.145     0.044     0.012     
1.155     0.046     0.014     
1.165     0.048     0.016     
1.175     0.050     0.019     
1.185     0.053     0.022     
1.195     0.056     0.026     
1.205     0.059     0.031     
1.215     0.064     0.037     
1.225     0.069     0.043     
1.235     0.074     0.050     
1.245     0.080     0.058     
1.255     0.087     0.065     
1.265     0.093     0.072     
1.275     0.099     0.078     
1.285     0.104     0.082     
1.295     0.109     0.084     
1.305     0.112     0.084     
1.315     0.115     0.082     
1.325     0.117     0.079     
1.335     0.119     0.075     
1.345     0.121     0.070     
1.355     0.122     0.065     
1.365     0.124     0.060     
1.375     0.127     0.056     
1.385     0.130     0.051     
1.395     0.133     0.047     
