Mpipi     YLM       dYLM      
0.405     -0.004    0.008     
0.415     -0.020    0.008     
0.425     -0.038    0.008     
0.435     -0.059    0.007     
0.445     -0.082    0.007     
0.455     -0.107    0.006     
0.465     -0.134    0.006     
0.475     -0.162    0.006     
0.485     -0.190    0.008     
0.495     -0.217    0.010     
0.505     -0.242    0.013     
0.515     -0.264    0.016     
0.525     -0.283    0.019     
0.535     -0.300    0.023     
0.545     -0.316    0.027     
0.555     -0.330    0.030     
0.565     -0.343    0.034     
0.575     -0.354    0.038     
0.585     -0.363    0.042     
0.595     -0.373    0.045     
0.605     -0.381    0.049     
0.615     -0.388    0.052     
0.625     -0.394    0.055     
0.635     -0.398    0.059     
0.645     -0.402    0.061     
0.655     -0.403    0.064     
0.665     -0.404    0.067     
0.675     -0.402    0.069     
0.685     -0.395    0.072     
0.695     -0.383    0.074     
0.705     -0.359    0.077     
0.715     -0.317    0.081     
0.725     -0.252    0.085     
0.735     -0.160    0.090     
0.745     -0.037    0.094     
0.755     0.111     0.097     
0.765     0.274     0.098     
0.775     0.430     0.097     
0.785     0.567     0.094     
0.795     0.675     0.090     
0.805     0.749     0.084     
0.815     0.795     0.079     
0.825     0.815     0.073     
0.835     0.813     0.069     
0.845     0.800     0.066     
0.855     0.777     0.063     
0.865     0.747     0.061     
0.875     0.711     0.060     
0.885     0.672     0.060     
0.895     0.632     0.060     
0.905     0.590     0.060     
0.915     0.548     0.061     
0.925     0.505     0.062     
0.935     0.463     0.063     
0.945     0.421     0.063     
0.955     0.379     0.064     
0.965     0.343     0.064     
0.975     0.316     0.064     
0.985     0.304     0.063     
0.995     0.296     0.062     
1.005     0.279     0.062     
1.015     0.247     0.065     
1.025     0.210     0.068     
1.035     0.172     0.070     
1.045     0.137     0.073     
1.055     0.103     0.075     
1.065     0.072     0.077     
1.075     0.043     0.079     
1.085     0.016     0.082     
1.095     -0.009    0.084     
1.105     -0.031    0.087     
1.115     -0.052    0.090     
1.125     -0.070    0.094     
1.135     -0.086    0.098     
1.145     -0.100    0.103     
1.155     -0.111    0.108     
1.165     -0.121    0.115     
1.175     -0.128    0.123     
1.185     -0.134    0.132     
1.195     -0.137    0.141     
1.205     -0.139    0.153     
1.215     -0.141    0.165     
1.225     -0.145    0.177     
1.235     -0.150    0.190     
1.245     -0.160    0.201     
1.255     -0.175    0.211     
1.265     -0.199    0.217     
1.275     -0.230    0.219     
1.285     -0.268    0.216     
1.295     -0.311    0.209     
1.305     -0.359    0.198     
1.315     -0.407    0.185     
1.325     -0.455    0.169     
1.335     -0.502    0.153     
1.345     -0.543    0.138     
1.355     -0.583    0.123     
1.365     -0.617    0.109     
1.375     -0.647    0.096     
1.385     -0.677    0.085     
1.395     -0.702    0.075     
