Mpipi     YLM       dYLM      
0.405     -0.002    0.002     
0.415     -0.003    0.002     
0.425     -0.004    0.002     
0.435     -0.006    0.003     
0.445     -0.008    0.003     
0.455     -0.011    0.004     
0.465     -0.013    0.004     
0.475     -0.016    0.005     
0.485     -0.019    0.006     
0.495     -0.023    0.007     
0.505     -0.026    0.008     
0.515     -0.030    0.009     
0.525     -0.034    0.010     
0.535     -0.037    0.011     
0.545     -0.041    0.012     
0.555     -0.044    0.014     
0.565     -0.047    0.015     
0.575     -0.049    0.016     
0.585     -0.051    0.018     
0.595     -0.053    0.019     
0.605     -0.055    0.021     
0.615     -0.055    0.022     
0.625     -0.056    0.024     
0.635     -0.057    0.025     
0.645     -0.057    0.026     
0.655     -0.057    0.027     
0.665     -0.057    0.029     
0.675     -0.057    0.030     
0.685     -0.058    0.031     
0.695     -0.058    0.032     
0.705     -0.060    0.032     
0.715     -0.062    0.033     
0.725     -0.066    0.034     
0.735     -0.070    0.034     
0.745     -0.077    0.034     
0.755     -0.084    0.034     
0.765     -0.093    0.034     
0.775     -0.101    0.033     
0.785     -0.109    0.032     
0.795     -0.117    0.031     
0.805     -0.124    0.030     
0.815     -0.131    0.029     
0.825     -0.136    0.028     
0.835     -0.142    0.027     
0.845     -0.148    0.027     
0.855     -0.153    0.026     
0.865     -0.158    0.026     
0.875     -0.164    0.026     
0.885     -0.167    0.025     
0.895     -0.173    0.024     
0.905     -0.179    0.025     
0.915     -0.185    0.025     
0.925     -0.192    0.025     
0.935     -0.199    0.026     
0.945     -0.206    0.026     
0.955     -0.212    0.027     
0.965     -0.215    0.029     
0.975     -0.212    0.030     
0.985     -0.197    0.030     
0.995     -0.174    0.027     
1.005     -0.161    0.022     
1.015     -0.161    0.019     
1.025     -0.166    0.018     
1.035     -0.174    0.019     
1.045     -0.180    0.019     
1.055     -0.186    0.020     
1.065     -0.192    0.020     
1.075     -0.197    0.021     
1.085     -0.198    0.021     
1.095     -0.201    0.022     
1.105     -0.204    0.023     
1.115     -0.204    0.024     
1.125     -0.205    0.025     
1.135     -0.205    0.026     
1.145     -0.203    0.027     
1.155     -0.201    0.029     
1.165     -0.197    0.031     
1.175     -0.191    0.033     
1.185     -0.183    0.036     
1.195     -0.169    0.039     
1.205     -0.156    0.043     
1.215     -0.141    0.048     
1.225     -0.121    0.053     
1.235     -0.095    0.059     
1.245     -0.066    0.065     
1.255     -0.037    0.071     
1.265     -0.005    0.077     
1.275     0.026     0.082     
1.285     0.059     0.087     
1.295     0.085     0.090     
1.305     0.107     0.092     
1.315     0.124     0.091     
1.325     0.138     0.091     
1.335     0.145     0.088     
1.345     0.152     0.086     
1.355     0.155     0.083     
1.365     0.154     0.079     
1.375     0.154     0.075     
1.385     0.152     0.072     
1.395     0.149     0.069     
