Mpipi     YLM       dYLM      
0.405     0.000     0.000     
0.415     0.000     0.000     
0.425     0.000     0.000     
0.435     0.000     0.000     
0.445     0.000     0.001     
0.455     -0.000    0.001     
0.465     -0.000    0.001     
0.475     -0.000    0.001     
0.485     -0.000    0.001     
0.495     -0.001    0.001     
0.505     -0.001    0.001     
0.515     -0.001    0.002     
0.525     -0.001    0.002     
0.535     -0.002    0.002     
0.545     -0.002    0.002     
0.555     -0.003    0.003     
0.565     -0.003    0.003     
0.575     -0.004    0.003     
0.585     -0.004    0.004     
0.595     -0.005    0.004     
0.605     -0.007    0.005     
0.615     -0.008    0.005     
0.625     -0.010    0.006     
0.635     -0.012    0.007     
0.645     -0.014    0.007     
0.655     -0.018    0.008     
0.665     -0.022    0.009     
0.675     -0.028    0.010     
0.685     -0.035    0.010     
0.695     -0.043    0.011     
0.705     -0.054    0.012     
0.715     -0.067    0.012     
0.725     -0.081    0.012     
0.735     -0.097    0.011     
0.745     -0.112    0.010     
0.755     -0.125    0.008     
0.765     -0.134    0.006     
0.775     -0.137    0.004     
0.785     -0.135    0.004     
0.795     -0.128    0.005     
0.805     -0.119    0.007     
0.815     -0.107    0.008     
0.825     -0.094    0.009     
0.835     -0.082    0.009     
0.845     -0.070    0.010     
0.855     -0.060    0.010     
0.865     -0.050    0.010     
0.875     -0.040    0.010     
0.885     -0.032    0.009     
0.895     -0.024    0.009     
0.905     -0.017    0.009     
0.915     -0.011    0.009     
0.925     -0.005    0.008     
0.935     -0.000    0.008     
0.945     0.005     0.008     
0.955     0.009     0.008     
0.965     0.014     0.007     
0.975     0.018     0.007     
0.985     0.022     0.007     
0.995     0.023     0.007     
1.005     0.022     0.006     
1.015     0.021     0.006     
1.025     0.020     0.006     
1.035     0.019     0.006     
1.045     0.018     0.005     
1.055     0.016     0.005     
1.065     0.015     0.005     
1.075     0.013     0.005     
1.085     0.011     0.005     
1.095     0.008     0.005     
1.105     0.005     0.005     
1.115     0.003     0.006     
1.125     -0.001    0.006     
1.135     -0.004    0.006     
1.145     -0.009    0.006     
1.155     -0.013    0.007     
1.165     -0.018    0.007     
1.175     -0.023    0.008     
1.185     -0.029    0.009     
1.195     -0.036    0.010     
1.205     -0.044    0.011     
1.215     -0.052    0.013     
1.225     -0.061    0.014     
1.235     -0.071    0.016     
1.245     -0.081    0.018     
1.255     -0.091    0.019     
1.265     -0.100    0.021     
1.275     -0.107    0.022     
1.285     -0.112    0.022     
1.295     -0.114    0.023     
1.305     -0.114    0.022     
1.315     -0.112    0.022     
1.325     -0.109    0.021     
1.335     -0.104    0.020     
1.345     -0.098    0.019     
1.355     -0.093    0.018     
1.365     -0.087    0.017     
1.375     -0.082    0.016     
1.385     -0.077    0.016     
1.395     -0.073    0.015     
