Mpipi     YLM       dYLM      
0.405     -0.058    0.009     
0.415     -0.065    0.010     
0.425     -0.067    0.011     
0.435     -0.067    0.011     
0.445     -0.067    0.012     
0.455     -0.071    0.013     
0.465     -0.071    0.014     
0.475     -0.071    0.016     
0.485     -0.071    0.017     
0.495     -0.078    0.019     
0.505     -0.085    0.020     
0.515     -0.102    0.022     
0.525     -0.120    0.024     
0.535     -0.146    0.026     
0.545     -0.172    0.029     
0.555     -0.215    0.031     
0.565     -0.258    0.034     
0.575     -0.315    0.037     
0.585     -0.382    0.041     
0.595     -0.468    0.044     
0.605     -0.562    0.049     
0.615     -0.680    0.055     
0.625     -0.826    0.061     
0.635     -1.003    0.068     
0.645     -1.219    0.076     
0.655     -1.479    0.086     
0.665     -1.796    0.097     
0.675     -2.191    0.110     
0.685     -2.657    0.126     
0.695     -3.218    0.144     
0.705     -3.878    0.164     
0.715     -4.626    0.187     
0.725     -5.439    0.210     
0.735     -6.266    0.234     
0.745     -7.010    0.254     
0.755     -7.574    0.268     
0.765     -7.848    0.274     
0.775     -7.807    0.271     
0.785     -7.481    0.260     
0.795     -6.931    0.243     
0.805     -6.261    0.223     
0.815     -5.550    0.202     
0.825     -4.864    0.183     
0.835     -4.216    0.164     
0.845     -3.640    0.148     
0.855     -3.121    0.134     
0.865     -2.673    0.122     
0.875     -2.275    0.111     
0.885     -1.924    0.101     
0.895     -1.617    0.093     
0.905     -1.339    0.085     
0.915     -1.099    0.079     
0.925     -0.880    0.073     
0.935     -0.676    0.068     
0.945     -0.500    0.063     
0.955     -0.340    0.059     
0.965     -0.189    0.056     
0.975     -0.053    0.053     
0.985     0.066     0.051     
0.995     0.179     0.048     
1.005     0.298     0.045     
1.015     0.404     0.042     
1.025     0.505     0.040     
1.035     0.602     0.038     
1.045     0.694     0.036     
1.055     0.785     0.035     
1.065     0.865     0.034     
1.075     0.931     0.034     
1.085     1.004     0.034     
1.095     1.077     0.034     
1.105     1.142     0.035     
1.115     1.206     0.036     
1.125     1.269     0.037     
1.135     1.330     0.040     
1.145     1.383     0.042     
1.155     1.426     0.044     
1.165     1.476     0.047     
1.175     1.526     0.051     
1.185     1.561     0.054     
1.195     1.598     0.057     
1.205     1.629     0.060     
1.215     1.657     0.063     
1.225     1.673     0.064     
1.235     1.681     0.065     
1.245     1.694     0.065     
1.255     1.691     0.063     
1.265     1.683     0.060     
1.275     1.680     0.057     
1.285     1.670     0.055     
1.295     1.655     0.055     
1.305     1.645     0.057     
1.315     1.656     0.059     
1.325     1.651     0.064     
1.335     1.659     0.068     
1.345     1.672     0.071     
1.355     1.676     0.075     
1.365     1.691     0.077     
1.375     1.706     0.079     
1.385     1.712     0.081     
1.395     1.728     0.081     
