Mpipi     YLM       dYLM      
0.405     0.002     0.001     
0.415     0.002     0.001     
0.425     0.002     0.001     
0.435     0.002     0.001     
0.445     0.003     0.002     
0.455     0.003     0.002     
0.465     0.003     0.002     
0.475     0.003     0.002     
0.485     0.003     0.002     
0.495     0.003     0.002     
0.505     0.004     0.002     
0.515     0.004     0.002     
0.525     0.004     0.002     
0.535     0.005     0.002     
0.545     0.005     0.002     
0.555     0.005     0.002     
0.565     0.006     0.002     
0.575     0.006     0.002     
0.585     0.007     0.002     
0.595     0.007     0.003     
0.605     0.008     0.003     
0.615     0.009     0.003     
0.625     0.009     0.003     
0.635     0.010     0.004     
0.645     0.010     0.004     
0.655     0.010     0.004     
0.665     0.011     0.005     
0.675     0.012     0.006     
0.685     0.013     0.007     
0.695     0.014     0.007     
0.705     0.016     0.008     
0.715     0.019     0.009     
0.725     0.023     0.010     
0.735     0.029     0.011     
0.745     0.035     0.012     
0.755     0.041     0.012     
0.765     0.046     0.013     
0.775     0.049     0.013     
0.785     0.050     0.013     
0.795     0.049     0.013     
0.805     0.046     0.013     
0.815     0.041     0.013     
0.825     0.036     0.013     
0.835     0.030     0.013     
0.845     0.025     0.013     
0.855     0.019     0.013     
0.865     0.013     0.013     
0.875     0.008     0.013     
0.885     0.003     0.013     
0.895     -0.002    0.013     
0.905     -0.007    0.013     
0.915     -0.010    0.014     
0.925     -0.014    0.014     
0.935     -0.017    0.014     
0.945     -0.020    0.014     
0.955     -0.022    0.015     
0.965     -0.024    0.015     
0.975     -0.025    0.015     
0.985     -0.026    0.016     
0.995     -0.023    0.016     
1.005     -0.022    0.016     
1.015     -0.021    0.017     
1.025     -0.020    0.018     
1.035     -0.018    0.018     
1.045     -0.016    0.019     
1.055     -0.013    0.020     
1.065     -0.009    0.021     
1.075     -0.005    0.021     
1.085     -0.000    0.022     
1.095     0.006     0.023     
1.105     0.012     0.024     
1.115     0.020     0.025     
1.125     0.028     0.027     
1.135     0.037     0.028     
1.145     0.048     0.029     
1.155     0.060     0.031     
1.165     0.072     0.032     
1.175     0.086     0.034     
1.185     0.102     0.036     
1.195     0.117     0.037     
1.205     0.135     0.039     
1.215     0.153     0.040     
1.225     0.172     0.042     
1.235     0.190     0.043     
1.245     0.207     0.044     
1.255     0.222     0.045     
1.265     0.233     0.046     
1.275     0.240     0.046     
1.285     0.242     0.047     
1.295     0.239     0.047     
1.305     0.230     0.047     
1.315     0.218     0.047     
1.325     0.203     0.047     
1.335     0.187     0.046     
1.345     0.169     0.046     
1.355     0.151     0.045     
1.365     0.134     0.044     
1.375     0.116     0.043     
1.385     0.101     0.043     
1.395     0.087     0.042     
