Mpipi     YLM       dYLM      
0.405     0.004     0.002     
0.415     0.005     0.002     
0.425     0.005     0.002     
0.435     0.006     0.002     
0.445     0.006     0.003     
0.455     0.006     0.003     
0.465     0.006     0.003     
0.475     0.005     0.004     
0.485     0.005     0.004     
0.495     0.005     0.004     
0.505     0.004     0.005     
0.515     0.003     0.005     
0.525     0.002     0.006     
0.535     0.000     0.006     
0.545     -0.002    0.007     
0.555     -0.004    0.007     
0.565     -0.007    0.008     
0.575     -0.009    0.009     
0.585     -0.014    0.009     
0.595     -0.019    0.010     
0.605     -0.025    0.011     
0.615     -0.033    0.013     
0.625     -0.042    0.014     
0.635     -0.054    0.016     
0.645     -0.067    0.018     
0.655     -0.083    0.021     
0.665     -0.102    0.024     
0.675     -0.125    0.028     
0.685     -0.151    0.032     
0.695     -0.180    0.037     
0.705     -0.213    0.043     
0.715     -0.246    0.050     
0.725     -0.279    0.058     
0.735     -0.309    0.065     
0.745     -0.325    0.071     
0.755     -0.325    0.076     
0.765     -0.304    0.077     
0.775     -0.267    0.076     
0.785     -0.215    0.072     
0.795     -0.151    0.066     
0.805     -0.090    0.060     
0.815     -0.034    0.053     
0.825     0.017     0.047     
0.835     0.061     0.042     
0.845     0.101     0.037     
0.855     0.133     0.033     
0.865     0.158     0.030     
0.875     0.178     0.027     
0.885     0.198     0.025     
0.895     0.216     0.024     
0.905     0.232     0.022     
0.915     0.245     0.021     
0.925     0.257     0.021     
0.935     0.271     0.020     
0.945     0.282     0.020     
0.955     0.292     0.019     
0.965     0.301     0.019     
0.975     0.307     0.019     
0.985     0.314     0.019     
0.995     0.311     0.018     
1.005     0.305     0.017     
1.015     0.297     0.017     
1.025     0.289     0.017     
1.035     0.288     0.017     
1.045     0.284     0.017     
1.055     0.277     0.017     
1.065     0.277     0.017     
1.075     0.267     0.017     
1.085     0.266     0.017     
1.095     0.258     0.017     
1.105     0.253     0.017     
1.115     0.248     0.017     
1.125     0.240     0.018     
1.135     0.234     0.018     
1.145     0.230     0.019     
1.155     0.221     0.019     
1.165     0.219     0.020     
1.175     0.211     0.021     
1.185     0.204     0.021     
1.195     0.198     0.022     
1.205     0.194     0.023     
1.215     0.193     0.023     
1.225     0.196     0.025     
1.235     0.200     0.025     
1.245     0.205     0.025     
1.255     0.213     0.026     
1.265     0.220     0.026     
1.275     0.237     0.026     
1.285     0.252     0.026     
1.295     0.266     0.026     
1.305     0.278     0.026     
1.315     0.285     0.026     
1.325     0.296     0.025     
1.335     0.299     0.025     
1.345     0.303     0.025     
1.355     0.304     0.024     
1.365     0.306     0.024     
1.375     0.297     0.025     
1.385     0.297     0.025     
1.395     0.292     0.025     
