Mpipi     YLM       dYLM      
0.405     -0.001    0.001     
0.415     -0.004    0.001     
0.425     -0.007    0.001     
0.435     -0.010    0.002     
0.445     -0.013    0.002     
0.455     -0.017    0.003     
0.465     -0.022    0.003     
0.475     -0.026    0.004     
0.485     -0.031    0.004     
0.495     -0.035    0.005     
0.505     -0.039    0.005     
0.515     -0.043    0.006     
0.525     -0.046    0.007     
0.535     -0.047    0.007     
0.545     -0.049    0.008     
0.555     -0.048    0.009     
0.565     -0.047    0.009     
0.575     -0.045    0.010     
0.585     -0.042    0.010     
0.595     -0.038    0.011     
0.605     -0.032    0.011     
0.615     -0.027    0.012     
0.625     -0.020    0.012     
0.635     -0.014    0.012     
0.645     -0.007    0.013     
0.655     -0.000    0.013     
0.665     0.006     0.013     
0.675     0.011     0.013     
0.685     0.017     0.013     
0.695     0.021     0.013     
0.705     0.026     0.014     
0.715     0.030     0.014     
0.725     0.034     0.014     
0.735     0.036     0.015     
0.745     0.041     0.015     
0.755     0.047     0.015     
0.765     0.052     0.015     
0.775     0.058     0.015     
0.785     0.062     0.014     
0.795     0.065     0.014     
0.805     0.065     0.013     
0.815     0.064     0.013     
0.825     0.060     0.012     
0.835     0.056     0.012     
0.845     0.052     0.011     
0.855     0.047     0.011     
0.865     0.043     0.011     
0.875     0.037     0.011     
0.885     0.032     0.010     
0.895     0.026     0.010     
0.905     0.021     0.010     
0.915     0.015     0.010     
0.925     0.010     0.010     
0.935     0.005     0.010     
0.945     -0.001    0.011     
0.955     -0.006    0.011     
0.965     -0.012    0.011     
0.975     -0.024    0.013     
0.985     -0.044    0.015     
0.995     -0.072    0.017     
1.005     -0.097    0.018     
1.015     -0.112    0.018     
1.025     -0.120    0.017     
1.035     -0.127    0.017     
1.045     -0.134    0.017     
1.055     -0.142    0.017     
1.065     -0.152    0.018     
1.075     -0.160    0.018     
1.085     -0.169    0.019     
1.095     -0.177    0.019     
1.105     -0.189    0.020     
1.115     -0.199    0.021     
1.125     -0.211    0.022     
1.135     -0.222    0.023     
1.145     -0.232    0.024     
1.155     -0.246    0.026     
1.165     -0.257    0.027     
1.175     -0.269    0.029     
1.185     -0.284    0.031     
1.195     -0.296    0.033     
1.205     -0.312    0.035     
1.215     -0.327    0.038     
1.225     -0.341    0.040     
1.235     -0.349    0.043     
1.245     -0.361    0.045     
1.255     -0.368    0.048     
1.265     -0.368    0.050     
1.275     -0.368    0.052     
1.285     -0.360    0.053     
1.295     -0.350    0.054     
1.305     -0.334    0.055     
1.315     -0.319    0.055     
1.325     -0.300    0.054     
1.335     -0.281    0.054     
1.345     -0.267    0.052     
1.355     -0.252    0.051     
1.365     -0.237    0.050     
1.375     -0.224    0.049     
1.385     -0.211    0.047     
1.395     -0.202    0.046     
