Mpipi     YLM       dYLM      
0.405     -0.003    0.003     
0.415     -0.007    0.003     
0.425     -0.011    0.003     
0.435     -0.016    0.003     
0.445     -0.021    0.004     
0.455     -0.027    0.004     
0.465     -0.032    0.004     
0.475     -0.038    0.003     
0.485     -0.045    0.003     
0.495     -0.051    0.003     
0.505     -0.056    0.003     
0.515     -0.060    0.003     
0.525     -0.063    0.004     
0.535     -0.065    0.005     
0.545     -0.068    0.006     
0.555     -0.069    0.007     
0.565     -0.070    0.008     
0.575     -0.072    0.009     
0.585     -0.073    0.010     
0.595     -0.076    0.010     
0.605     -0.078    0.011     
0.615     -0.081    0.012     
0.625     -0.084    0.013     
0.635     -0.089    0.015     
0.645     -0.093    0.016     
0.655     -0.098    0.017     
0.665     -0.104    0.019     
0.675     -0.111    0.021     
0.685     -0.120    0.023     
0.695     -0.128    0.025     
0.705     -0.139    0.027     
0.715     -0.151    0.029     
0.725     -0.163    0.031     
0.735     -0.176    0.033     
0.745     -0.189    0.034     
0.755     -0.199    0.034     
0.765     -0.207    0.033     
0.775     -0.213    0.032     
0.785     -0.215    0.029     
0.795     -0.216    0.027     
0.805     -0.215    0.025     
0.815     -0.214    0.024     
0.825     -0.213    0.023     
0.835     -0.214    0.022     
0.845     -0.215    0.021     
0.855     -0.216    0.021     
0.865     -0.219    0.021     
0.875     -0.223    0.021     
0.885     -0.227    0.021     
0.895     -0.232    0.022     
0.905     -0.237    0.022     
0.915     -0.245    0.023     
0.925     -0.251    0.023     
0.935     -0.259    0.024     
0.945     -0.265    0.025     
0.955     -0.272    0.026     
0.965     -0.276    0.028     
0.975     -0.273    0.029     
0.985     -0.260    0.029     
0.995     -0.242    0.027     
1.005     -0.236    0.025     
1.015     -0.240    0.024     
1.025     -0.250    0.025     
1.035     -0.260    0.027     
1.045     -0.271    0.029     
1.055     -0.279    0.031     
1.065     -0.287    0.033     
1.075     -0.294    0.035     
1.085     -0.300    0.038     
1.095     -0.305    0.040     
1.105     -0.309    0.043     
1.115     -0.313    0.047     
1.125     -0.314    0.050     
1.135     -0.314    0.055     
1.145     -0.312    0.059     
1.155     -0.309    0.064     
1.165     -0.302    0.070     
1.175     -0.293    0.076     
1.185     -0.278    0.083     
1.195     -0.260    0.090     
1.205     -0.236    0.098     
1.215     -0.205    0.105     
1.225     -0.168    0.113     
1.235     -0.122    0.119     
1.245     -0.069    0.124     
1.255     -0.011    0.128     
1.265     0.052     0.129     
1.275     0.114     0.127     
1.285     0.172     0.123     
1.295     0.224     0.117     
1.305     0.264     0.110     
1.315     0.294     0.103     
1.325     0.314     0.097     
1.335     0.321     0.091     
1.345     0.321     0.086     
1.355     0.313     0.082     
1.365     0.301     0.079     
1.375     0.283     0.077     
1.385     0.262     0.075     
1.395     0.238     0.073     
