Mpipi     YLM       dYLM      
0.405     -0.018    0.005     
0.415     -0.028    0.006     
0.425     -0.040    0.007     
0.435     -0.053    0.008     
0.445     -0.068    0.009     
0.455     -0.085    0.010     
0.465     -0.104    0.010     
0.475     -0.124    0.011     
0.485     -0.145    0.011     
0.495     -0.166    0.012     
0.505     -0.186    0.012     
0.515     -0.205    0.012     
0.525     -0.222    0.012     
0.535     -0.237    0.012     
0.545     -0.251    0.012     
0.555     -0.265    0.012     
0.565     -0.276    0.012     
0.575     -0.289    0.013     
0.585     -0.301    0.013     
0.595     -0.313    0.014     
0.605     -0.324    0.015     
0.615     -0.334    0.016     
0.625     -0.343    0.018     
0.635     -0.349    0.019     
0.645     -0.355    0.021     
0.655     -0.357    0.023     
0.665     -0.355    0.025     
0.675     -0.348    0.028     
0.685     -0.333    0.030     
0.695     -0.309    0.033     
0.705     -0.271    0.036     
0.715     -0.215    0.039     
0.725     -0.138    0.042     
0.735     -0.039    0.045     
0.745     0.079     0.047     
0.755     0.212     0.049     
0.765     0.344     0.050     
0.775     0.460     0.051     
0.785     0.552     0.050     
0.795     0.614     0.049     
0.805     0.650     0.048     
0.815     0.662     0.046     
0.825     0.659     0.044     
0.835     0.645     0.042     
0.845     0.622     0.040     
0.855     0.596     0.039     
0.865     0.570     0.038     
0.875     0.543     0.036     
0.885     0.515     0.036     
0.895     0.489     0.035     
0.905     0.464     0.035     
0.915     0.440     0.035     
0.925     0.419     0.035     
0.935     0.397     0.036     
0.945     0.379     0.037     
0.955     0.363     0.038     
0.965     0.348     0.038     
0.975     0.332     0.038     
0.985     0.309     0.036     
0.995     0.273     0.038     
1.005     0.235     0.040     
1.015     0.205     0.040     
1.025     0.181     0.040     
1.035     0.163     0.039     
1.045     0.147     0.039     
1.055     0.131     0.039     
1.065     0.118     0.039     
1.075     0.105     0.040     
1.085     0.093     0.041     
1.095     0.081     0.042     
1.105     0.072     0.044     
1.115     0.064     0.046     
1.125     0.056     0.048     
1.135     0.051     0.051     
1.145     0.047     0.055     
1.155     0.045     0.059     
1.165     0.046     0.064     
1.175     0.049     0.069     
1.185     0.055     0.075     
1.195     0.063     0.082     
1.205     0.074     0.089     
1.215     0.085     0.097     
1.225     0.100     0.104     
1.235     0.116     0.112     
1.245     0.129     0.118     
1.255     0.140     0.123     
1.265     0.145     0.126     
1.275     0.146     0.126     
1.285     0.136     0.124     
1.295     0.120     0.119     
1.305     0.097     0.112     
1.315     0.070     0.105     
1.325     0.038     0.097     
1.335     0.008     0.088     
1.345     -0.022    0.081     
1.355     -0.054    0.074     
1.365     -0.080    0.067     
1.375     -0.107    0.062     
1.385     -0.130    0.057     
1.395     -0.152    0.052     
