Mpipi     YLM       dYLM      
0.405     0.004     0.001     
0.415     0.004     0.001     
0.425     0.004     0.002     
0.435     0.004     0.002     
0.445     0.004     0.002     
0.455     0.004     0.002     
0.465     0.004     0.002     
0.475     0.003     0.003     
0.485     0.002     0.003     
0.495     0.002     0.003     
0.505     0.000     0.004     
0.515     -0.001    0.004     
0.525     -0.003    0.004     
0.535     -0.006    0.005     
0.545     -0.008    0.004     
0.555     -0.012    0.005     
0.565     -0.016    0.005     
0.575     -0.021    0.006     
0.585     -0.028    0.007     
0.595     -0.036    0.007     
0.605     -0.045    0.008     
0.615     -0.056    0.009     
0.625     -0.070    0.011     
0.635     -0.087    0.012     
0.645     -0.107    0.013     
0.655     -0.131    0.015     
0.665     -0.160    0.018     
0.675     -0.193    0.020     
0.685     -0.235    0.023     
0.695     -0.284    0.027     
0.705     -0.341    0.031     
0.715     -0.401    0.036     
0.725     -0.469    0.041     
0.735     -0.534    0.046     
0.745     -0.595    0.050     
0.755     -0.633    0.053     
0.765     -0.645    0.054     
0.775     -0.630    0.054     
0.785     -0.590    0.052     
0.795     -0.533    0.049     
0.805     -0.468    0.045     
0.815     -0.400    0.041     
0.825     -0.338    0.038     
0.835     -0.278    0.034     
0.845     -0.228    0.031     
0.855     -0.184    0.029     
0.865     -0.144    0.026     
0.875     -0.112    0.025     
0.885     -0.088    0.023     
0.895     -0.063    0.022     
0.905     -0.039    0.020     
0.915     -0.020    0.019     
0.925     -0.004    0.018     
0.935     0.011     0.018     
0.945     0.027     0.017     
0.955     0.034     0.016     
0.965     0.044     0.016     
0.975     0.053     0.015     
0.985     0.065     0.015     
0.995     0.071     0.015     
1.005     0.078     0.015     
1.015     0.085     0.014     
1.025     0.089     0.014     
1.035     0.095     0.014     
1.045     0.101     0.014     
1.055     0.107     0.014     
1.065     0.109     0.014     
1.075     0.111     0.015     
1.085     0.118     0.015     
1.095     0.122     0.016     
1.105     0.123     0.017     
1.115     0.124     0.017     
1.125     0.128     0.019     
1.135     0.126     0.019     
1.145     0.130     0.019     
1.155     0.133     0.023     
1.165     0.136     0.024     
1.175     0.139     0.025     
1.185     0.145     0.025     
1.195     0.151     0.027     
1.205     0.160     0.029     
1.215     0.168     0.030     
1.225     0.184     0.030     
1.235     0.196     0.032     
1.245     0.216     0.034     
1.255     0.235     0.035     
1.265     0.257     0.037     
1.275     0.278     0.038     
1.285     0.295     0.039     
1.295     0.303     0.037     
1.305     0.308     0.036     
1.315     0.316     0.035     
1.325     0.311     0.032     
1.335     0.306     0.029     
1.345     0.297     0.027     
1.355     0.289     0.026     
1.365     0.282     0.027     
1.375     0.277     0.029     
1.385     0.268     0.032     
1.395     0.268     0.034     
