Mpipi     YLM       dYLM      
0.405     0.029     0.006     
0.415     0.034     0.007     
0.425     0.040     0.007     
0.435     0.046     0.008     
0.445     0.053     0.008     
0.455     0.061     0.009     
0.465     0.069     0.009     
0.475     0.077     0.009     
0.485     0.087     0.010     
0.495     0.096     0.010     
0.505     0.106     0.010     
0.515     0.114     0.009     
0.525     0.124     0.009     
0.535     0.132     0.009     
0.545     0.138     0.009     
0.555     0.145     0.009     
0.565     0.151     0.009     
0.575     0.156     0.010     
0.585     0.161     0.011     
0.595     0.166     0.011     
0.605     0.171     0.012     
0.615     0.174     0.013     
0.625     0.179     0.015     
0.635     0.182     0.016     
0.645     0.184     0.017     
0.655     0.186     0.019     
0.665     0.187     0.021     
0.675     0.186     0.023     
0.685     0.183     0.025     
0.695     0.176     0.027     
0.705     0.164     0.030     
0.715     0.145     0.032     
0.725     0.118     0.035     
0.735     0.081     0.037     
0.745     0.036     0.039     
0.755     -0.015    0.039     
0.765     -0.069    0.039     
0.775     -0.118    0.039     
0.785     -0.157    0.038     
0.795     -0.186    0.036     
0.805     -0.203    0.035     
0.815     -0.211    0.033     
0.825     -0.214    0.032     
0.835     -0.211    0.030     
0.845     -0.204    0.029     
0.855     -0.196    0.027     
0.865     -0.187    0.026     
0.875     -0.177    0.025     
0.885     -0.166    0.024     
0.895     -0.154    0.023     
0.905     -0.144    0.023     
0.915     -0.132    0.022     
0.925     -0.120    0.022     
0.935     -0.106    0.022     
0.945     -0.091    0.022     
0.955     -0.075    0.022     
0.965     -0.058    0.023     
0.975     -0.041    0.024     
0.985     -0.036    0.024     
0.995     -0.048    0.024     
1.005     -0.064    0.021     
1.015     -0.079    0.019     
1.025     -0.078    0.018     
1.035     -0.074    0.017     
1.045     -0.064    0.017     
1.055     -0.056    0.017     
1.065     -0.046    0.017     
1.075     -0.036    0.017     
1.085     -0.025    0.018     
1.095     -0.021    0.018     
1.105     -0.009    0.018     
1.115     0.002     0.019     
1.125     0.013     0.020     
1.135     0.018     0.020     
1.145     0.029     0.021     
1.155     0.035     0.021     
1.165     0.041     0.021     
1.175     0.053     0.022     
1.185     0.059     0.022     
1.195     0.063     0.022     
1.205     0.062     0.022     
1.215     0.064     0.022     
1.225     0.059     0.023     
1.235     0.052     0.023     
1.245     0.044     0.024     
1.255     0.033     0.025     
1.265     0.025     0.026     
1.275     0.008     0.026     
1.285     -0.004    0.027     
1.295     -0.012    0.026     
1.305     -0.026    0.026     
1.315     -0.027    0.025     
1.325     -0.034    0.025     
1.335     -0.035    0.026     
1.345     -0.034    0.026     
1.355     -0.034    0.027     
1.365     -0.035    0.029     
1.375     -0.034    0.030     
1.385     -0.037    0.031     
1.395     -0.037    0.032     
