Mpipi     YLM       dYLM      
0.405     -0.052    0.002     
0.415     -0.056    0.002     
0.425     -0.059    0.002     
0.435     -0.062    0.002     
0.445     -0.065    0.002     
0.455     -0.067    0.002     
0.465     -0.069    0.003     
0.475     -0.070    0.003     
0.485     -0.071    0.003     
0.495     -0.071    0.003     
0.505     -0.071    0.004     
0.515     -0.072    0.004     
0.525     -0.072    0.004     
0.535     -0.071    0.005     
0.545     -0.069    0.005     
0.555     -0.067    0.006     
0.565     -0.065    0.007     
0.575     -0.062    0.007     
0.585     -0.058    0.008     
0.595     -0.054    0.009     
0.605     -0.049    0.010     
0.615     -0.043    0.012     
0.625     -0.034    0.013     
0.635     -0.026    0.015     
0.645     -0.016    0.016     
0.655     -0.003    0.019     
0.665     0.014     0.021     
0.675     0.034     0.024     
0.685     0.059     0.027     
0.695     0.092     0.030     
0.705     0.130     0.034     
0.715     0.178     0.038     
0.725     0.239     0.042     
0.735     0.311     0.046     
0.745     0.391     0.049     
0.755     0.473     0.052     
0.765     0.552     0.052     
0.775     0.619     0.051     
0.785     0.668     0.049     
0.795     0.701     0.046     
0.805     0.717     0.042     
0.815     0.723     0.039     
0.825     0.721     0.035     
0.835     0.717     0.032     
0.845     0.708     0.030     
0.855     0.701     0.027     
0.865     0.694     0.025     
0.875     0.688     0.024     
0.885     0.682     0.022     
0.895     0.678     0.021     
0.905     0.675     0.020     
0.915     0.671     0.020     
0.925     0.671     0.019     
0.935     0.673     0.018     
0.945     0.674     0.018     
0.955     0.678     0.018     
0.965     0.683     0.018     
0.975     0.686     0.018     
0.985     0.685     0.018     
0.995     0.675     0.018     
1.005     0.662     0.018     
1.015     0.653     0.018     
1.025     0.647     0.019     
1.035     0.644     0.019     
1.045     0.645     0.019     
1.055     0.644     0.019     
1.065     0.643     0.019     
1.075     0.643     0.019     
1.085     0.642     0.019     
1.095     0.641     0.020     
1.105     0.641     0.020     
1.115     0.640     0.020     
1.125     0.637     0.021     
1.135     0.637     0.021     
1.145     0.636     0.021     
1.155     0.638     0.022     
1.165     0.635     0.022     
1.175     0.636     0.022     
1.185     0.639     0.023     
1.195     0.641     0.023     
1.205     0.646     0.024     
1.215     0.653     0.024     
1.225     0.663     0.025     
1.235     0.674     0.026     
1.245     0.688     0.027     
1.255     0.704     0.028     
1.265     0.721     0.029     
1.275     0.737     0.030     
1.285     0.750     0.030     
1.295     0.763     0.031     
1.305     0.765     0.030     
1.315     0.768     0.030     
1.325     0.766     0.029     
1.335     0.759     0.029     
1.345     0.748     0.028     
1.355     0.738     0.028     
1.365     0.722     0.028     
1.375     0.710     0.029     
1.385     0.695     0.030     
1.395     0.679     0.030     
