Mpipi     YLM       dYLM      
0.405     0.000     0.000     
0.415     0.000     0.000     
0.425     0.000     0.000     
0.435     0.000     0.000     
0.445     0.000     0.000     
0.455     0.000     0.000     
0.465     0.000     0.001     
0.475     0.000     0.001     
0.485     0.000     0.001     
0.495     0.000     0.001     
0.505     0.000     0.001     
0.515     0.000     0.001     
0.525     0.001     0.001     
0.535     0.001     0.002     
0.545     0.001     0.002     
0.555     0.001     0.002     
0.565     0.002     0.003     
0.575     0.002     0.003     
0.585     0.003     0.003     
0.595     0.004     0.004     
0.605     0.004     0.004     
0.615     0.006     0.005     
0.625     0.007     0.006     
0.635     0.008     0.007     
0.645     0.010     0.007     
0.655     0.013     0.008     
0.665     0.015     0.009     
0.675     0.019     0.011     
0.685     0.022     0.012     
0.695     0.027     0.013     
0.705     0.032     0.015     
0.715     0.037     0.017     
0.725     0.044     0.018     
0.735     0.050     0.019     
0.745     0.056     0.020     
0.755     0.061     0.020     
0.765     0.064     0.020     
0.775     0.066     0.019     
0.785     0.066     0.018     
0.795     0.065     0.017     
0.805     0.064     0.016     
0.815     0.062     0.015     
0.825     0.061     0.015     
0.835     0.060     0.014     
0.845     0.060     0.013     
0.855     0.060     0.013     
0.865     0.061     0.012     
0.875     0.062     0.012     
0.885     0.064     0.012     
0.895     0.065     0.011     
0.905     0.068     0.011     
0.915     0.070     0.010     
0.925     0.073     0.010     
0.935     0.075     0.010     
0.945     0.078     0.010     
0.955     0.082     0.009     
0.965     0.085     0.009     
0.975     0.087     0.009     
0.985     0.090     0.009     
0.995     0.094     0.009     
1.005     0.098     0.009     
1.015     0.102     0.008     
1.025     0.106     0.008     
1.035     0.111     0.008     
1.045     0.115     0.008     
1.055     0.119     0.008     
1.065     0.123     0.008     
1.075     0.128     0.008     
1.085     0.132     0.008     
1.095     0.136     0.008     
1.105     0.140     0.008     
1.115     0.144     0.009     
1.125     0.149     0.009     
1.135     0.153     0.009     
1.145     0.157     0.010     
1.155     0.162     0.010     
1.165     0.167     0.011     
1.175     0.171     0.012     
1.185     0.176     0.013     
1.195     0.181     0.014     
1.205     0.186     0.015     
1.215     0.191     0.017     
1.225     0.197     0.018     
1.235     0.203     0.020     
1.245     0.209     0.021     
1.255     0.216     0.023     
1.265     0.223     0.024     
1.275     0.230     0.024     
1.285     0.238     0.024     
1.295     0.246     0.024     
1.305     0.254     0.023     
1.315     0.262     0.022     
1.325     0.270     0.021     
1.335     0.278     0.020     
1.345     0.286     0.019     
1.355     0.294     0.018     
1.365     0.302     0.017     
1.375     0.310     0.017     
1.385     0.317     0.017     
1.395     0.325     0.017     
