Mpipi     YLM       dYLM      
0.405     -0.007    0.002     
0.415     -0.010    0.003     
0.425     -0.015    0.003     
0.435     -0.020    0.004     
0.445     -0.026    0.004     
0.455     -0.033    0.005     
0.465     -0.040    0.006     
0.475     -0.047    0.006     
0.485     -0.055    0.007     
0.495     -0.063    0.007     
0.505     -0.071    0.008     
0.515     -0.079    0.008     
0.525     -0.086    0.008     
0.535     -0.091    0.009     
0.545     -0.096    0.009     
0.555     -0.100    0.009     
0.565     -0.102    0.010     
0.575     -0.102    0.010     
0.585     -0.102    0.011     
0.595     -0.100    0.012     
0.605     -0.096    0.013     
0.615     -0.091    0.014     
0.625     -0.086    0.015     
0.635     -0.080    0.016     
0.645     -0.073    0.017     
0.655     -0.066    0.019     
0.665     -0.060    0.020     
0.675     -0.053    0.021     
0.685     -0.047    0.023     
0.695     -0.041    0.024     
0.705     -0.036    0.026     
0.715     -0.031    0.028     
0.725     -0.029    0.030     
0.735     -0.023    0.032     
0.745     -0.015    0.034     
0.755     -0.006    0.035     
0.765     0.004     0.035     
0.775     0.016     0.034     
0.785     0.026     0.033     
0.795     0.036     0.030     
0.805     0.043     0.028     
0.815     0.048     0.025     
0.825     0.049     0.023     
0.835     0.050     0.021     
0.845     0.050     0.020     
0.855     0.048     0.018     
0.865     0.046     0.018     
0.875     0.042     0.017     
0.885     0.038     0.017     
0.895     0.033     0.017     
0.905     0.027     0.018     
0.915     0.021     0.018     
0.925     0.014     0.018     
0.935     0.008     0.019     
0.945     0.000     0.019     
0.955     -0.007    0.020     
0.965     -0.015    0.020     
0.975     -0.025    0.022     
0.985     -0.043    0.027     
0.995     -0.062    0.032     
1.005     -0.080    0.035     
1.015     -0.093    0.035     
1.025     -0.104    0.035     
1.035     -0.115    0.035     
1.045     -0.130    0.034     
1.055     -0.141    0.034     
1.065     -0.151    0.034     
1.075     -0.162    0.034     
1.085     -0.171    0.034     
1.095     -0.186    0.035     
1.105     -0.196    0.035     
1.115     -0.210    0.036     
1.125     -0.221    0.036     
1.135     -0.231    0.037     
1.145     -0.242    0.038     
1.155     -0.256    0.038     
1.165     -0.265    0.039     
1.175     -0.282    0.041     
1.185     -0.292    0.043     
1.195     -0.305    0.044     
1.205     -0.311    0.046     
1.215     -0.325    0.049     
1.225     -0.338    0.051     
1.235     -0.348    0.054     
1.245     -0.359    0.058     
1.255     -0.368    0.061     
1.265     -0.379    0.064     
1.275     -0.385    0.067     
1.285     -0.391    0.070     
1.295     -0.393    0.072     
1.305     -0.392    0.074     
1.315     -0.398    0.075     
1.325     -0.395    0.076     
1.335     -0.392    0.076     
1.345     -0.394    0.075     
1.355     -0.390    0.074     
1.365     -0.384    0.073     
1.375     -0.384    0.071     
1.385     -0.378    0.070     
1.395     -0.376    0.068     
