Mpipi     YLM       dYLM      
0.405     -0.008    0.004     
0.415     -0.009    0.004     
0.425     -0.011    0.005     
0.435     -0.012    0.005     
0.445     -0.013    0.005     
0.455     -0.015    0.005     
0.465     -0.015    0.006     
0.475     -0.017    0.006     
0.485     -0.019    0.006     
0.495     -0.020    0.006     
0.505     -0.022    0.006     
0.515     -0.023    0.006     
0.525     -0.025    0.007     
0.535     -0.026    0.007     
0.545     -0.029    0.007     
0.555     -0.031    0.008     
0.565     -0.033    0.009     
0.575     -0.036    0.009     
0.585     -0.039    0.010     
0.595     -0.042    0.011     
0.605     -0.045    0.013     
0.615     -0.048    0.014     
0.625     -0.052    0.016     
0.635     -0.056    0.018     
0.645     -0.062    0.020     
0.655     -0.067    0.022     
0.665     -0.073    0.025     
0.675     -0.079    0.027     
0.685     -0.086    0.030     
0.695     -0.092    0.033     
0.705     -0.099    0.036     
0.715     -0.104    0.038     
0.725     -0.107    0.040     
0.735     -0.107    0.041     
0.745     -0.102    0.041     
0.755     -0.091    0.039     
0.765     -0.074    0.036     
0.775     -0.053    0.032     
0.785     -0.031    0.029     
0.795     -0.008    0.027     
0.805     0.013     0.025     
0.815     0.031     0.024     
0.825     0.047     0.023     
0.835     0.060     0.022     
0.845     0.072     0.022     
0.855     0.082     0.021     
0.865     0.091     0.021     
0.875     0.099     0.020     
0.885     0.108     0.019     
0.895     0.115     0.019     
0.905     0.122     0.018     
0.915     0.129     0.017     
0.925     0.137     0.017     
0.935     0.144     0.016     
0.945     0.153     0.016     
0.955     0.162     0.016     
0.965     0.171     0.016     
0.975     0.179     0.016     
0.985     0.185     0.015     
0.995     0.186     0.014     
1.005     0.185     0.012     
1.015     0.187     0.012     
1.025     0.192     0.012     
1.035     0.200     0.012     
1.045     0.208     0.012     
1.055     0.217     0.012     
1.065     0.226     0.012     
1.075     0.236     0.013     
1.085     0.245     0.013     
1.095     0.257     0.013     
1.105     0.267     0.014     
1.115     0.278     0.014     
1.125     0.290     0.015     
1.135     0.302     0.015     
1.145     0.314     0.016     
1.155     0.326     0.016     
1.165     0.338     0.017     
1.175     0.352     0.017     
1.185     0.364     0.018     
1.195     0.376     0.019     
1.205     0.387     0.019     
1.215     0.397     0.020     
1.225     0.406     0.021     
1.235     0.413     0.022     
1.245     0.418     0.023     
1.255     0.420     0.024     
1.265     0.421     0.024     
1.275     0.421     0.024     
1.285     0.420     0.024     
1.295     0.421     0.024     
1.305     0.422     0.024     
1.315     0.427     0.025     
1.325     0.431     0.027     
1.335     0.437     0.030     
1.345     0.442     0.034     
1.355     0.448     0.037     
1.365     0.453     0.041     
1.375     0.457     0.045     
1.385     0.460     0.047     
1.395     0.460     0.049     
