Mpipi     YLM       dYLM      
0.405     -0.005    0.001     
0.415     -0.003    0.001     
0.425     0.000     0.001     
0.435     0.005     0.001     
0.445     0.009     0.001     
0.455     0.015     0.002     
0.465     0.021     0.002     
0.475     0.028     0.003     
0.485     0.036     0.004     
0.495     0.044     0.006     
0.505     0.052     0.007     
0.515     0.061     0.009     
0.525     0.069     0.010     
0.535     0.077     0.012     
0.545     0.085     0.014     
0.555     0.092     0.016     
0.565     0.098     0.018     
0.575     0.105     0.020     
0.585     0.109     0.021     
0.595     0.114     0.023     
0.605     0.117     0.025     
0.615     0.120     0.026     
0.625     0.122     0.028     
0.635     0.124     0.029     
0.645     0.126     0.030     
0.655     0.128     0.031     
0.665     0.130     0.032     
0.675     0.132     0.033     
0.685     0.134     0.034     
0.695     0.134     0.036     
0.705     0.131     0.038     
0.715     0.123     0.040     
0.725     0.108     0.043     
0.735     0.081     0.047     
0.745     0.040     0.051     
0.755     -0.015    0.054     
0.765     -0.077    0.057     
0.775     -0.147    0.058     
0.785     -0.213    0.058     
0.795     -0.268    0.056     
0.805     -0.313    0.053     
0.815     -0.346    0.050     
0.825     -0.369    0.047     
0.835     -0.384    0.044     
0.845     -0.392    0.041     
0.855     -0.395    0.038     
0.865     -0.395    0.036     
0.875     -0.392    0.034     
0.885     -0.386    0.032     
0.895     -0.381    0.031     
0.905     -0.374    0.030     
0.915     -0.366    0.029     
0.925     -0.359    0.028     
0.935     -0.352    0.028     
0.945     -0.345    0.028     
0.955     -0.339    0.028     
0.965     -0.334    0.029     
0.975     -0.332    0.029     
0.985     -0.336    0.030     
0.995     -0.342    0.030     
1.005     -0.346    0.029     
1.015     -0.345    0.028     
1.025     -0.344    0.028     
1.035     -0.343    0.028     
1.045     -0.343    0.029     
1.055     -0.345    0.029     
1.065     -0.348    0.030     
1.075     -0.354    0.030     
1.085     -0.360    0.031     
1.095     -0.368    0.032     
1.105     -0.378    0.033     
1.115     -0.389    0.034     
1.125     -0.401    0.035     
1.135     -0.416    0.037     
1.145     -0.432    0.038     
1.155     -0.449    0.040     
1.165     -0.468    0.042     
1.175     -0.487    0.044     
1.185     -0.508    0.047     
1.195     -0.528    0.049     
1.205     -0.547    0.052     
1.215     -0.565    0.056     
1.225     -0.579    0.059     
1.235     -0.588    0.063     
1.245     -0.591    0.067     
1.255     -0.586    0.072     
1.265     -0.571    0.076     
1.275     -0.548    0.079     
1.285     -0.518    0.082     
1.295     -0.482    0.084     
1.305     -0.444    0.086     
1.315     -0.407    0.086     
1.325     -0.372    0.085     
1.335     -0.341    0.084     
1.345     -0.313    0.083     
1.355     -0.290    0.081     
1.365     -0.271    0.079     
1.375     -0.254    0.077     
1.385     -0.241    0.075     
1.395     -0.229    0.073     
