Mpipi     YLM       dYLM      
0.405     0.037     0.004     
0.415     0.045     0.004     
0.425     0.054     0.005     
0.435     0.065     0.005     
0.445     0.076     0.006     
0.455     0.088     0.006     
0.465     0.101     0.007     
0.475     0.115     0.007     
0.485     0.131     0.008     
0.495     0.147     0.008     
0.505     0.164     0.008     
0.515     0.182     0.008     
0.525     0.201     0.008     
0.535     0.220     0.008     
0.545     0.240     0.008     
0.555     0.260     0.008     
0.565     0.280     0.008     
0.575     0.300     0.008     
0.585     0.321     0.008     
0.595     0.342     0.009     
0.605     0.363     0.010     
0.615     0.384     0.012     
0.625     0.404     0.015     
0.635     0.424     0.018     
0.645     0.443     0.022     
0.655     0.459     0.026     
0.665     0.471     0.031     
0.675     0.476     0.037     
0.685     0.473     0.043     
0.695     0.454     0.049     
0.705     0.416     0.056     
0.715     0.352     0.063     
0.725     0.252     0.069     
0.735     0.116     0.073     
0.745     -0.056    0.075     
0.755     -0.254    0.073     
0.765     -0.461    0.068     
0.775     -0.651    0.060     
0.785     -0.807    0.051     
0.795     -0.920    0.041     
0.805     -0.989    0.033     
0.815     -1.020    0.026     
0.825     -1.026    0.023     
0.835     -1.011    0.022     
0.845     -0.985    0.023     
0.855     -0.950    0.024     
0.865     -0.913    0.026     
0.875     -0.873    0.027     
0.885     -0.833    0.028     
0.895     -0.794    0.030     
0.905     -0.755    0.031     
0.915     -0.719    0.031     
0.925     -0.683    0.032     
0.935     -0.649    0.033     
0.945     -0.617    0.033     
0.955     -0.586    0.034     
0.965     -0.556    0.035     
0.975     -0.525    0.037     
0.985     -0.492    0.041     
0.995     -0.455    0.045     
1.005     -0.420    0.047     
1.015     -0.388    0.048     
1.025     -0.360    0.047     
1.035     -0.333    0.047     
1.045     -0.307    0.046     
1.055     -0.282    0.046     
1.065     -0.257    0.045     
1.075     -0.233    0.045     
1.085     -0.208    0.045     
1.095     -0.185    0.045     
1.105     -0.163    0.044     
1.115     -0.140    0.044     
1.125     -0.118    0.044     
1.135     -0.096    0.044     
1.145     -0.074    0.043     
1.155     -0.053    0.043     
1.165     -0.034    0.042     
1.175     -0.015    0.042     
1.185     0.004     0.041     
1.195     0.020     0.041     
1.205     0.036     0.040     
1.215     0.049     0.040     
1.225     0.059     0.040     
1.235     0.068     0.039     
1.245     0.073     0.039     
1.255     0.075     0.039     
1.265     0.073     0.039     
1.275     0.068     0.039     
1.285     0.063     0.039     
1.295     0.056     0.040     
1.305     0.051     0.040     
1.315     0.046     0.040     
1.325     0.044     0.041     
1.335     0.043     0.041     
1.345     0.045     0.042     
1.355     0.047     0.043     
1.365     0.052     0.044     
1.375     0.056     0.045     
1.385     0.061     0.046     
1.395     0.068     0.047     
