Mpipi     YLM       dYLM      
0.405     -0.004    0.000     
0.415     -0.004    0.000     
0.425     -0.005    0.001     
0.435     -0.005    0.001     
0.445     -0.005    0.001     
0.455     -0.006    0.001     
0.465     -0.006    0.001     
0.475     -0.006    0.001     
0.485     -0.006    0.001     
0.495     -0.007    0.001     
0.505     -0.007    0.001     
0.515     -0.006    0.001     
0.525     -0.006    0.001     
0.535     -0.006    0.001     
0.545     -0.006    0.002     
0.555     -0.005    0.002     
0.565     -0.005    0.002     
0.575     -0.004    0.003     
0.585     -0.004    0.003     
0.595     -0.003    0.003     
0.605     -0.002    0.004     
0.615     -0.001    0.004     
0.625     -0.001    0.005     
0.635     0.000     0.005     
0.645     0.001     0.006     
0.655     0.001     0.007     
0.665     0.001     0.007     
0.675     0.001     0.008     
0.685     0.000     0.009     
0.695     -0.001    0.009     
0.705     -0.003    0.010     
0.715     -0.006    0.011     
0.725     -0.011    0.011     
0.735     -0.017    0.012     
0.745     -0.024    0.012     
0.755     -0.032    0.013     
0.765     -0.040    0.013     
0.775     -0.046    0.014     
0.785     -0.050    0.014     
0.795     -0.053    0.015     
0.805     -0.053    0.015     
0.815     -0.052    0.015     
0.825     -0.050    0.015     
0.835     -0.047    0.015     
0.845     -0.044    0.015     
0.855     -0.042    0.016     
0.865     -0.038    0.016     
0.875     -0.036    0.016     
0.885     -0.033    0.016     
0.895     -0.031    0.017     
0.905     -0.028    0.017     
0.915     -0.027    0.018     
0.925     -0.025    0.019     
0.935     -0.024    0.020     
0.945     -0.024    0.021     
0.955     -0.025    0.023     
0.965     -0.028    0.025     
0.975     -0.036    0.027     
0.985     -0.047    0.028     
0.995     -0.056    0.027     
1.005     -0.057    0.026     
1.015     -0.054    0.025     
1.025     -0.051    0.025     
1.035     -0.048    0.026     
1.045     -0.047    0.027     
1.055     -0.047    0.028     
1.065     -0.047    0.029     
1.075     -0.049    0.030     
1.085     -0.051    0.031     
1.095     -0.054    0.033     
1.105     -0.058    0.034     
1.115     -0.061    0.036     
1.125     -0.065    0.037     
1.135     -0.069    0.039     
1.145     -0.074    0.040     
1.155     -0.078    0.042     
1.165     -0.082    0.043     
1.175     -0.086    0.045     
1.185     -0.088    0.047     
1.195     -0.090    0.048     
1.205     -0.089    0.050     
1.215     -0.086    0.052     
1.225     -0.079    0.053     
1.235     -0.069    0.055     
1.245     -0.054    0.056     
1.255     -0.036    0.057     
1.265     -0.014    0.057     
1.275     0.010     0.058     
1.285     0.035     0.057     
1.295     0.060     0.057     
1.305     0.082     0.056     
1.315     0.101     0.055     
1.325     0.118     0.055     
1.335     0.133     0.055     
1.345     0.146     0.055     
1.355     0.158     0.055     
1.365     0.170     0.056     
1.375     0.181     0.056     
1.385     0.194     0.057     
1.395     0.206     0.058     
