#: table_doi: 10.17182/hepdata.74824.v1/t179
#: name: Table 179
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table179.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.815,0.81,0.82,0.0205,0.0054,-0.0054
0.825,0.82,0.83,0.0248,0.0057,-0.0057
0.835,0.83,0.84,0.0288,0.0062,-0.0062
0.845,0.84,0.85,0.0324,0.0068,-0.0068
0.855,0.85,0.86,0.0356,0.0075,-0.0075
0.865,0.86,0.87,0.0383,0.0082,-0.0082
0.875,0.87,0.88,0.0405,0.009,-0.009
0.885,0.88,0.89,0.0422,0.0098,-0.0098
0.895,0.89,0.9,0.0435,0.0106,-0.0106
0.905,0.9,0.91,0.0446,0.0114,-0.0114
0.915,0.91,0.92,0.0454,0.0122,-0.0122
0.925,0.92,0.93,0.0461,0.0129,-0.0129
0.935,0.93,0.94,0.0469,0.0136,-0.0136
0.945,0.94,0.95,0.0479,0.0143,-0.0143
0.955,0.95,0.96,0.0494,0.015,-0.015
0.965,0.96,0.97,0.0517,0.016,-0.016
0.975,0.97,0.98,0.0562,0.0178,-0.0178
0.985,0.98,0.99,0.0695,0.0219,-0.0219
0.995,0.99,1.0,0.0789,0.0176,-0.0176
1.005,1.0,1.01,0.0762,0.017,-0.017
1.0150000000000001,1.01,1.02,0.0762,0.0173,-0.0173
1.025,1.02,1.03,0.0769,0.0176,-0.0176
1.0350000000000001,1.03,1.04,0.0778,0.0179,-0.0179
1.045,1.04,1.05,0.0789,0.0181,-0.0181
1.0550000000000002,1.05,1.06,0.0801,0.0183,-0.0183
1.065,1.06,1.07,0.0816,0.0184,-0.0184
1.0750000000000002,1.07,1.08,0.0832,0.0184,-0.0184
1.085,1.08,1.09,0.085,0.0185,-0.0185
1.0950000000000002,1.09,1.1,0.0871,0.0185,-0.0185
1.105,1.1,1.11,0.0894,0.0185,-0.0185
1.1150000000000002,1.11,1.12,0.0918,0.0186,-0.0186
1.125,1.12,1.13,0.0945,0.0186,-0.0186
1.1349999999999998,1.13,1.14,0.0973,0.0187,-0.0187
1.145,1.14,1.15,0.1002,0.0188,-0.0188
1.1549999999999998,1.15,1.16,0.1031,0.0188,-0.0188
1.165,1.16,1.17,0.106,0.0189,-0.0189
1.1749999999999998,1.17,1.18,0.1088,0.019,-0.019
1.185,1.18,1.19,0.1113,0.019,-0.019
1.1949999999999998,1.19,1.2,0.1135,0.019,-0.019
1.205,1.2,1.21,0.1151,0.0189,-0.0189
1.2149999999999999,1.21,1.22,0.1162,0.0187,-0.0187
1.225,1.22,1.23,0.1165,0.0186,-0.0186
1.2349999999999999,1.23,1.24,0.1162,0.0184,-0.0184
1.245,1.24,1.25,0.1152,0.0182,-0.0182
1.255,1.25,1.26,0.1137,0.0181,-0.0181
1.2650000000000001,1.26,1.27,0.1119,0.0182,-0.0182
1.275,1.27,1.28,0.1103,0.0183,-0.0183
1.2850000000000001,1.28,1.29,0.109,0.0187,-0.0187
1.295,1.29,1.3,0.1085,0.0193,-0.0193
1.3050000000000002,1.3,1.31,0.1089,0.0202,-0.0202
1.315,1.31,1.32,0.1104,0.0214,-0.0214
1.3250000000000002,1.32,1.33,0.1127,0.0228,-0.0228
1.335,1.33,1.34,0.1159,0.0244,-0.0244
1.3450000000000002,1.34,1.35,0.1195,0.0259,-0.0259
1.355,1.35,1.36,0.123,0.0271,-0.0271
1.3650000000000002,1.36,1.37,0.126,0.0279,-0.0279
1.375,1.37,1.38,0.128,0.0283,-0.0283
1.3849999999999998,1.38,1.39,0.1285,0.0282,-0.0282
1.395,1.39,1.4,0.127,0.0277,-0.0277

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,0.0686,0.0311,-0.0311
0.415,0.41,0.42,0.0502,0.0293,-0.0293
0.425,0.42,0.43,0.0321,0.0271,-0.0271
0.435,0.43,0.44,0.0156,0.025,-0.025
0.445,0.44,0.45,0.0013,0.0234,-0.0234
0.455,0.45,0.46,-0.0105,0.0226,-0.0226
0.46499999999999997,0.46,0.47,-0.0197,0.0223,-0.0223
0.475,0.47,0.48,-0.0264,0.0225,-0.0225
0.485,0.48,0.49,-0.0309,0.0229,-0.0229
0.495,0.49,0.5,-0.0335,0.0237,-0.0237
0.505,0.5,0.51,-0.0344,0.0245,-0.0245
0.515,0.51,0.52,-0.0339,0.0256,-0.0256
0.525,0.52,0.53,-0.0324,0.0267,-0.0267
0.535,0.53,0.54,-0.0301,0.0279,-0.0279
0.545,0.54,0.55,-0.0272,0.0291,-0.0291
0.555,0.55,0.56,-0.024,0.0301,-0.0301
0.565,0.56,0.57,-0.0208,0.0309,-0.0309
0.575,0.57,0.58,-0.0177,0.0315,-0.0315
0.585,0.58,0.59,-0.0149,0.0316,-0.0316
0.595,0.59,0.6,-0.0126,0.0313,-0.0313
0.605,0.6,0.61,-0.0108,0.0305,-0.0305
0.615,0.61,0.62,-0.0096,0.0293,-0.0293
0.625,0.62,0.63,-0.009,0.0277,-0.0277
0.635,0.63,0.64,-0.009,0.0257,-0.0257
0.645,0.64,0.65,-0.0095,0.0235,-0.0235
0.655,0.65,0.66,-0.0104,0.0211,-0.0211
0.665,0.66,0.67,-0.0116,0.0186,-0.0186
0.675,0.67,0.68,-0.0129,0.0162,-0.0162
0.685,0.68,0.69,-0.0142,0.014,-0.014
0.695,0.69,0.7,-0.0153,0.012,-0.012
0.705,0.7,0.71,-0.0162,0.0103,-0.0103
0.715,0.71,0.72,-0.0168,0.009,-0.009
0.725,0.72,0.73,-0.0168,0.0081,-0.0081
0.735,0.73,0.74,-0.0164,0.0076,-0.0076
0.745,0.74,0.75,-0.0153,0.0074,-0.0074
0.755,0.75,0.76,-0.0137,0.0073,-0.0073
0.765,0.76,0.77,-0.0114,0.0074,-0.0074
0.775,0.77,0.78,-0.0084,0.0076,-0.0076
0.785,0.78,0.79,-0.0048,0.0078,-0.0078
0.795,0.79,0.8,-0.0007,0.008,-0.008
0.805,0.8,0.81,0.004,0.0082,-0.0082
0.815,0.81,0.82,0.009,0.0084,-0.0084
0.825,0.82,0.83,0.0144,0.0086,-0.0086
0.835,0.83,0.84,0.0199,0.009,-0.009
0.845,0.84,0.85,0.0254,0.0094,-0.0094
0.855,0.85,0.86,0.0307,0.0099,-0.0099
0.865,0.86,0.87,0.0358,0.0106,-0.0106
0.875,0.87,0.88,0.0404,0.0115,-0.0115
0.885,0.88,0.89,0.0446,0.0124,-0.0124
0.895,0.89,0.9,0.0482,0.0135,-0.0135
0.905,0.9,0.91,0.0513,0.0146,-0.0146
0.915,0.91,0.92,0.0539,0.0158,-0.0158
0.925,0.92,0.93,0.0561,0.0171,-0.0171
0.935,0.93,0.94,0.0579,0.0185,-0.0185
0.945,0.94,0.95,0.0595,0.02,-0.02
0.955,0.95,0.96,0.061,0.0217,-0.0217
0.965,0.96,0.97,0.0627,0.0235,-0.0235
0.975,0.97,0.98,0.0653,0.0256,-0.0256
0.985,0.98,0.99,0.0728,0.0286,-0.0286
0.995,0.99,1.0,0.0784,0.024,-0.024
1.005,1.0,1.01,0.0801,0.0222,-0.0222
1.0150000000000001,1.01,1.02,0.082,0.022,-0.022
1.025,1.02,1.03,0.0837,0.0221,-0.0221
1.0350000000000001,1.03,1.04,0.0852,0.0224,-0.0224
1.045,1.04,1.05,0.0866,0.0226,-0.0226
1.0550000000000002,1.05,1.06,0.0879,0.0227,-0.0227
1.065,1.06,1.07,0.0894,0.0228,-0.0228
1.0750000000000002,1.07,1.08,0.091,0.0228,-0.0228
1.085,1.08,1.09,0.0927,0.0227,-0.0227
1.0950000000000002,1.09,1.1,0.0947,0.0226,-0.0226
1.105,1.1,1.11,0.097,0.0225,-0.0225
1.1150000000000002,1.11,1.12,0.0995,0.0223,-0.0223
1.125,1.12,1.13,0.1022,0.0222,-0.0222
1.1349999999999998,1.13,1.14,0.1051,0.0221,-0.0221
1.145,1.14,1.15,0.1082,0.022,-0.022
1.1549999999999998,1.15,1.16,0.1113,0.022,-0.022
1.165,1.16,1.17,0.1143,0.0219,-0.0219
1.1749999999999998,1.17,1.18,0.117,0.0218,-0.0218
1.185,1.18,1.19,0.1194,0.0217,-0.0217
1.1949999999999998,1.19,1.2,0.1213,0.0216,-0.0216
1.205,1.2,1.21,0.1224,0.0215,-0.0215
1.2149999999999999,1.21,1.22,0.1226,0.0214,-0.0214
1.225,1.22,1.23,0.122,0.0213,-0.0213
1.2349999999999999,1.23,1.24,0.1205,0.0213,-0.0213
1.245,1.24,1.25,0.1183,0.0213,-0.0213
1.255,1.25,1.26,0.1157,0.0214,-0.0214
1.2650000000000001,1.26,1.27,0.1131,0.0216,-0.0216
1.275,1.27,1.28,0.1109,0.0219,-0.0219
1.2850000000000001,1.28,1.29,0.1096,0.0224,-0.0224
1.295,1.29,1.3,0.1093,0.0229,-0.0229
1.3050000000000002,1.3,1.31,0.1103,0.0235,-0.0235
1.315,1.31,1.32,0.1124,0.0242,-0.0242
1.3250000000000002,1.32,1.33,0.1156,0.0249,-0.0249
1.335,1.33,1.34,0.1193,0.0256,-0.0256
1.3450000000000002,1.34,1.35,0.1229,0.0262,-0.0262
1.355,1.35,1.36,0.1259,0.0268,-0.0268
1.3650000000000002,1.36,1.37,0.1272,0.0274,-0.0274
1.375,1.37,1.38,0.1261,0.0281,-0.0281
1.3849999999999998,1.38,1.39,0.1219,0.029,-0.029
1.395,1.39,1.4,0.1138,0.0303,-0.0303

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,0.0469,0.0317,-0.0317
0.415,0.41,0.42,0.0347,0.0308,-0.0308
0.425,0.42,0.43,0.022,0.0298,-0.0298
0.435,0.43,0.44,0.0097,0.029,-0.029
0.445,0.44,0.45,-0.0014,0.0285,-0.0285
0.455,0.45,0.46,-0.0109,0.0284,-0.0284
0.46499999999999997,0.46,0.47,-0.0185,0.0287,-0.0287
0.475,0.47,0.48,-0.0242,0.0293,-0.0293
0.485,0.48,0.49,-0.028,0.0301,-0.0301
0.495,0.49,0.5,-0.03,0.031,-0.031
0.505,0.5,0.51,-0.0305,0.0319,-0.0319
0.515,0.51,0.52,-0.0297,0.0328,-0.0328
0.525,0.52,0.53,-0.028,0.0337,-0.0337
0.535,0.53,0.54,-0.0254,0.0345,-0.0345
0.545,0.54,0.55,-0.0225,0.0352,-0.0352
0.555,0.55,0.56,-0.0193,0.0356,-0.0356
0.565,0.56,0.57,-0.0162,0.0358,-0.0358
0.575,0.57,0.58,-0.0134,0.0357,-0.0357
0.585,0.58,0.59,-0.0111,0.0351,-0.0351
0.595,0.59,0.6,-0.0095,0.0342,-0.0342
0.605,0.6,0.61,-0.0085,0.0328,-0.0328
0.615,0.61,0.62,-0.0082,0.031,-0.031
0.625,0.62,0.63,-0.0087,0.0289,-0.0289
0.635,0.63,0.64,-0.0097,0.0265,-0.0265
0.645,0.64,0.65,-0.0113,0.0241,-0.0241
0.655,0.65,0.66,-0.0132,0.0216,-0.0216
0.665,0.66,0.67,-0.0153,0.0192,-0.0192
0.675,0.67,0.68,-0.0174,0.017,-0.017
0.685,0.68,0.69,-0.0194,0.0151,-0.0151
0.695,0.69,0.7,-0.021,0.0136,-0.0136
0.705,0.7,0.71,-0.0222,0.0125,-0.0125
0.715,0.71,0.72,-0.0229,0.0118,-0.0118
0.725,0.72,0.73,-0.0229,0.0113,-0.0113
0.735,0.73,0.74,-0.0223,0.0109,-0.0109
0.745,0.74,0.75,-0.0209,0.0107,-0.0107
0.755,0.75,0.76,-0.0188,0.0104,-0.0104
0.765,0.76,0.77,-0.0159,0.0101,-0.0101
0.775,0.77,0.78,-0.0124,0.0098,-0.0098
0.785,0.78,0.79,-0.0082,0.0096,-0.0096
0.795,0.79,0.8,-0.0034,0.0094,-0.0094
0.805,0.8,0.81,0.0019,0.0094,-0.0094
0.815,0.81,0.82,0.0075,0.0096,-0.0096
0.825,0.82,0.83,0.0135,0.0101,-0.0101
0.835,0.83,0.84,0.0196,0.0107,-0.0107
0.845,0.84,0.85,0.0258,0.0116,-0.0116
0.855,0.85,0.86,0.0319,0.0127,-0.0127
0.865,0.86,0.87,0.0378,0.0139,-0.0139
0.875,0.87,0.88,0.0435,0.0154,-0.0154
0.885,0.88,0.89,0.0488,0.017,-0.017
0.895,0.89,0.9,0.0537,0.0189,-0.0189
0.905,0.9,0.91,0.0582,0.0208,-0.0208
0.915,0.91,0.92,0.0623,0.0229,-0.0229
0.925,0.92,0.93,0.066,0.0251,-0.0251
0.935,0.93,0.94,0.0694,0.0274,-0.0274
0.945,0.94,0.95,0.0726,0.0296,-0.0296
0.955,0.95,0.96,0.0755,0.032,-0.032
0.965,0.96,0.97,0.0784,0.0346,-0.0346
0.975,0.97,0.98,0.0812,0.0378,-0.0378
0.985,0.98,0.99,0.0854,0.0434,-0.0434
0.995,0.99,1.0,0.1016,0.0436,-0.0436
1.005,1.0,1.01,0.1036,0.043,-0.043
1.0150000000000001,1.01,1.02,0.104,0.0419,-0.0419
1.025,1.02,1.03,0.104,0.0406,-0.0406
1.0350000000000001,1.03,1.04,0.1037,0.0392,-0.0392
1.045,1.04,1.05,0.1034,0.0379,-0.0379
1.0550000000000002,1.05,1.06,0.1032,0.0368,-0.0368
1.065,1.06,1.07,0.1031,0.0357,-0.0357
1.0750000000000002,1.07,1.08,0.1034,0.0349,-0.0349
1.085,1.08,1.09,0.1041,0.0341,-0.0341
1.0950000000000002,1.09,1.1,0.1051,0.0334,-0.0334
1.105,1.1,1.11,0.1066,0.0328,-0.0328
1.1150000000000002,1.11,1.12,0.1086,0.0321,-0.0321
1.125,1.12,1.13,0.111,0.0315,-0.0315
1.1349999999999998,1.13,1.14,0.1139,0.0309,-0.0309
1.145,1.14,1.15,0.1172,0.0302,-0.0302
1.1549999999999998,1.15,1.16,0.1209,0.0295,-0.0295
1.165,1.16,1.17,0.1249,0.0288,-0.0288
1.1749999999999998,1.17,1.18,0.1291,0.0282,-0.0282
1.185,1.18,1.19,0.1333,0.0277,-0.0277
1.1949999999999998,1.19,1.2,0.1374,0.0272,-0.0272
1.205,1.2,1.21,0.1412,0.0269,-0.0269
1.2149999999999999,1.21,1.22,0.1443,0.0267,-0.0267
1.225,1.22,1.23,0.1468,0.0266,-0.0266
1.2349999999999999,1.23,1.24,0.1483,0.0267,-0.0267
1.245,1.24,1.25,0.1488,0.027,-0.027
1.255,1.25,1.26,0.1484,0.0276,-0.0276
1.2650000000000001,1.26,1.27,0.1475,0.0283,-0.0283
1.275,1.27,1.28,0.1462,0.0293,-0.0293
1.2850000000000001,1.28,1.29,0.145,0.0304,-0.0304
1.295,1.29,1.3,0.1443,0.0317,-0.0317
1.3050000000000002,1.3,1.31,0.1442,0.0329,-0.0329
1.315,1.31,1.32,0.1449,0.0342,-0.0342
1.3250000000000002,1.32,1.33,0.1462,0.0355,-0.0355
1.335,1.33,1.34,0.148,0.0367,-0.0367
1.3450000000000002,1.34,1.35,0.1499,0.0379,-0.0379
1.355,1.35,1.36,0.1515,0.0391,-0.0391
1.3650000000000002,1.36,1.37,0.1522,0.0401,-0.0401
1.375,1.37,1.38,0.1516,0.041,-0.041
1.3849999999999998,1.38,1.39,0.149,0.0417,-0.0417
1.395,1.39,1.4,0.1442,0.0424,-0.0424

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=10)",error +,error -
0.405,0.4,0.41,0.0544,0.0247,-0.0247
0.415,0.41,0.42,0.0437,0.0269,-0.0269
0.425,0.42,0.43,0.0341,0.0297,-0.0297
0.435,0.43,0.44,0.0258,0.0325,-0.0325
0.445,0.44,0.45,0.0188,0.035,-0.035
0.455,0.45,0.46,0.0131,0.0372,-0.0372
0.46499999999999997,0.46,0.47,0.0087,0.0392,-0.0392
0.475,0.47,0.48,0.0054,0.0409,-0.0409
0.485,0.48,0.49,0.0031,0.0425,-0.0425
0.495,0.49,0.5,0.0016,0.044,-0.044
0.505,0.5,0.51,0.0007,0.0454,-0.0454
0.515,0.51,0.52,0.0001,0.0466,-0.0466
0.525,0.52,0.53,-0.0001,0.0475,-0.0475
0.535,0.53,0.54,-0.0003,0.0481,-0.0481
0.545,0.54,0.55,-0.0005,0.0483,-0.0483
0.555,0.55,0.56,-0.0009,0.048,-0.048
0.565,0.56,0.57,-0.0016,0.0472,-0.0472
0.575,0.57,0.58,-0.0026,0.0458,-0.0458
0.585,0.58,0.59,-0.0039,0.0439,-0.0439
0.595,0.59,0.6,-0.0055,0.0416,-0.0416
0.605,0.6,0.61,-0.0074,0.0388,-0.0388
0.615,0.61,0.62,-0.0094,0.0357,-0.0357
0.625,0.62,0.63,-0.0116,0.0324,-0.0324
0.635,0.63,0.64,-0.0139,0.0289,-0.0289
0.645,0.64,0.65,-0.0161,0.0254,-0.0254
0.655,0.65,0.66,-0.0182,0.022,-0.022
0.665,0.66,0.67,-0.0201,0.0188,-0.0188
0.675,0.67,0.68,-0.0217,0.0159,-0.0159
0.685,0.68,0.69,-0.023,0.0136,-0.0136
0.695,0.69,0.7,-0.0239,0.0119,-0.0119
0.705,0.7,0.71,-0.0242,0.0108,-0.0108
0.715,0.71,0.72,-0.0241,0.0104,-0.0104
0.725,0.72,0.73,-0.0233,0.0103,-0.0103
0.735,0.73,0.74,-0.022,0.0104,-0.0104
0.745,0.74,0.75,-0.02,0.0104,-0.0104
0.755,0.75,0.76,-0.0173,0.0102,-0.0102
0.765,0.76,0.77,-0.0139,0.0098,-0.0098
0.775,0.77,0.78,-0.0099,0.0093,-0.0093
0.785,0.78,0.79,-0.0053,0.0089,-0.0089
0.795,0.79,0.8,-0.0001,0.0087,-0.0087
0.805,0.8,0.81,0.0056,0.0089,-0.0089
0.815,0.81,0.82,0.0117,0.0095,-0.0095
0.825,0.82,0.83,0.0181,0.0104,-0.0104
0.835,0.83,0.84,0.0247,0.0114,-0.0114
0.845,0.84,0.85,0.0314,0.0124,-0.0124
0.855,0.85,0.86,0.038,0.0133,-0.0133
0.865,0.86,0.87,0.0446,0.0142,-0.0142
0.875,0.87,0.88,0.0509,0.0151,-0.0151
0.885,0.88,0.89,0.057,0.016,-0.016
0.895,0.89,0.9,0.0626,0.0171,-0.0171
0.905,0.9,0.91,0.0678,0.0184,-0.0184
0.915,0.91,0.92,0.0725,0.02,-0.02
0.925,0.92,0.93,0.0766,0.0219,-0.0219
0.935,0.93,0.94,0.0802,0.0239,-0.0239
0.945,0.94,0.95,0.083,0.0262,-0.0262
0.955,0.95,0.96,0.0852,0.0286,-0.0286
0.965,0.96,0.97,0.0865,0.0312,-0.0312
0.975,0.97,0.98,0.0874,0.0349,-0.0349
0.985,0.98,0.99,0.0924,0.044,-0.044
0.995,0.99,1.0,0.1075,0.0322,-0.0322
1.005,1.0,1.01,0.1027,0.0278,-0.0278
1.0150000000000001,1.01,1.02,0.1009,0.0275,-0.0275
1.025,1.02,1.03,0.1007,0.0284,-0.0284
1.0350000000000001,1.03,1.04,0.1013,0.0298,-0.0298
1.045,1.04,1.05,0.1026,0.0316,-0.0316
1.0550000000000002,1.05,1.06,0.1045,0.0336,-0.0336
1.065,1.06,1.07,0.1067,0.0357,-0.0357
1.0750000000000002,1.07,1.08,0.1093,0.0376,-0.0376
1.085,1.08,1.09,0.1123,0.0395,-0.0395
1.0950000000000002,1.09,1.1,0.1155,0.0412,-0.0412
1.105,1.1,1.11,0.1189,0.0427,-0.0427
1.1150000000000002,1.11,1.12,0.1225,0.0439,-0.0439
1.125,1.12,1.13,0.1263,0.0448,-0.0448
1.1349999999999998,1.13,1.14,0.1302,0.0454,-0.0454
1.145,1.14,1.15,0.1341,0.0456,-0.0456
1.1549999999999998,1.15,1.16,0.1381,0.0455,-0.0455
1.165,1.16,1.17,0.1419,0.0451,-0.0451
1.1749999999999998,1.17,1.18,0.1457,0.0442,-0.0442
1.185,1.18,1.19,0.1492,0.043,-0.043
1.1949999999999998,1.19,1.2,0.1523,0.0415,-0.0415
1.205,1.2,1.21,0.1551,0.0397,-0.0397
1.2149999999999999,1.21,1.22,0.1574,0.0378,-0.0378
1.225,1.22,1.23,0.1591,0.0359,-0.0359
1.2349999999999999,1.23,1.24,0.1602,0.0343,-0.0343
1.245,1.24,1.25,0.1609,0.0332,-0.0332
1.255,1.25,1.26,0.1613,0.0327,-0.0327
1.2650000000000001,1.26,1.27,0.1616,0.0329,-0.0329
1.275,1.27,1.28,0.1621,0.0337,-0.0337
1.2850000000000001,1.28,1.29,0.1631,0.0348,-0.0348
1.295,1.29,1.3,0.1646,0.036,-0.036
1.3050000000000002,1.3,1.31,0.1667,0.0372,-0.0372
1.315,1.31,1.32,0.1692,0.0383,-0.0383
1.3250000000000002,1.32,1.33,0.1718,0.0392,-0.0392
1.335,1.33,1.34,0.174,0.0399,-0.0399
1.3450000000000002,1.34,1.35,0.1754,0.0404,-0.0404
1.355,1.35,1.36,0.1755,0.0408,-0.0408
1.3650000000000002,1.36,1.37,0.1738,0.0412,-0.0412
1.375,1.37,1.38,0.1699,0.0416,-0.0416
1.3849999999999998,1.38,1.39,0.1638,0.0423,-0.0423
1.395,1.39,1.4,0.1553,0.0434,-0.0434

