#: table_doi: 10.17182/hepdata.74824.v1/t173
#: name: Table 173
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table173.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.895,0.89,0.9,0.2877,0.0498,-0.0498
0.905,0.9,0.91,0.2889,0.0522,-0.0522
0.915,0.91,0.92,0.2907,0.0538,-0.0538
0.925,0.92,0.93,0.2931,0.0548,-0.0548
0.935,0.93,0.94,0.2963,0.0553,-0.0553
0.945,0.94,0.95,0.3005,0.0556,-0.0556
0.955,0.95,0.96,0.3069,0.0563,-0.0563
0.965,0.96,0.97,0.3175,0.0585,-0.0585
0.975,0.97,0.98,0.3392,0.0659,-0.0659
0.985,0.98,0.99,0.4,0.0964,-0.0964
0.995,0.99,1.0,0.4022,0.0987,-0.0987
1.005,1.0,1.01,0.3818,0.0773,-0.0773
1.0150000000000001,1.01,1.02,0.3745,0.071,-0.071
1.025,1.02,1.03,0.37,0.0682,-0.0682
1.0350000000000001,1.03,1.04,0.3665,0.0669,-0.0669
1.045,1.04,1.05,0.3635,0.0661,-0.0661
1.0550000000000002,1.05,1.06,0.3606,0.0654,-0.0654
1.065,1.06,1.07,0.3578,0.0648,-0.0648
1.0750000000000002,1.07,1.08,0.3549,0.064,-0.064
1.085,1.08,1.09,0.3519,0.063,-0.063
1.0950000000000002,1.09,1.1,0.3488,0.0619,-0.0619
1.105,1.1,1.11,0.3456,0.0606,-0.0606
1.1150000000000002,1.11,1.12,0.3423,0.0591,-0.0591
1.125,1.12,1.13,0.339,0.0576,-0.0576
1.1349999999999998,1.13,1.14,0.3355,0.056,-0.056
1.145,1.14,1.15,0.3321,0.0543,-0.0543
1.1549999999999998,1.15,1.16,0.3285,0.0528,-0.0528
1.165,1.16,1.17,0.325,0.0513,-0.0513
1.1749999999999998,1.17,1.18,0.3215,0.0499,-0.0499
1.185,1.18,1.19,0.3181,0.0487,-0.0487
1.1949999999999998,1.19,1.2,0.3148,0.0475,-0.0475
1.205,1.2,1.21,0.3117,0.0465,-0.0465
1.2149999999999999,1.21,1.22,0.3089,0.0456,-0.0456
1.225,1.22,1.23,0.3064,0.0449,-0.0449
1.2349999999999999,1.23,1.24,0.3043,0.0445,-0.0445
1.245,1.24,1.25,0.3026,0.0444,-0.0444
1.255,1.25,1.26,0.3015,0.0446,-0.0446
1.2650000000000001,1.26,1.27,0.3008,0.0451,-0.0451
1.275,1.27,1.28,0.3005,0.0459,-0.0459
1.2850000000000001,1.28,1.29,0.3006,0.0469,-0.0469
1.295,1.29,1.3,0.3011,0.0481,-0.0481
1.3050000000000002,1.3,1.31,0.3019,0.0496,-0.0496
1.315,1.31,1.32,0.303,0.0516,-0.0516
1.3250000000000002,1.32,1.33,0.3044,0.0541,-0.0541
1.335,1.33,1.34,0.3063,0.0571,-0.0571
1.3450000000000002,1.34,1.35,0.3087,0.0603,-0.0603
1.355,1.35,1.36,0.3118,0.0635,-0.0635
1.3650000000000002,1.36,1.37,0.3158,0.0662,-0.0662
1.375,1.37,1.38,0.3207,0.0684,-0.0684
1.3849999999999998,1.38,1.39,0.3266,0.0702,-0.0702
1.395,1.39,1.4,0.3334,0.072,-0.072

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.508,0.0708,-0.0708
0.415,0.41,0.42,0.5397,0.0837,-0.0837
0.425,0.42,0.43,0.5669,0.0965,-0.0965
0.435,0.43,0.44,0.5887,0.1075,-0.1075
0.445,0.44,0.45,0.6047,0.116,-0.116
0.455,0.45,0.46,0.6152,0.1215,-0.1215
0.46499999999999997,0.46,0.47,0.6207,0.1242,-0.1242
0.475,0.47,0.48,0.6219,0.1244,-0.1244
0.485,0.48,0.49,0.6194,0.1223,-0.1223
0.495,0.49,0.5,0.614,0.1183,-0.1183
0.505,0.5,0.51,0.6063,0.1129,-0.1129
0.515,0.51,0.52,0.5968,0.1064,-0.1064
0.525,0.52,0.53,0.586,0.0991,-0.0991
0.535,0.53,0.54,0.5743,0.0914,-0.0914
0.545,0.54,0.55,0.5622,0.0836,-0.0836
0.555,0.55,0.56,0.5499,0.0758,-0.0758
0.565,0.56,0.57,0.5376,0.0684,-0.0684
0.575,0.57,0.58,0.5257,0.0614,-0.0614
0.585,0.58,0.59,0.5141,0.0551,-0.0551
0.595,0.59,0.6,0.5031,0.0494,-0.0494
0.605,0.6,0.61,0.4926,0.0443,-0.0443
0.615,0.61,0.62,0.4827,0.0398,-0.0398
0.625,0.62,0.63,0.4732,0.0359,-0.0359
0.635,0.63,0.64,0.464,0.0324,-0.0324
0.645,0.64,0.65,0.4551,0.0294,-0.0294
0.655,0.65,0.66,0.4461,0.0268,-0.0268
0.665,0.66,0.67,0.4371,0.0245,-0.0245
0.675,0.67,0.68,0.4278,0.0225,-0.0225
0.685,0.68,0.69,0.4181,0.0208,-0.0208
0.695,0.69,0.7,0.408,0.0193,-0.0193
0.705,0.7,0.71,0.3975,0.018,-0.018
0.715,0.71,0.72,0.3865,0.0169,-0.0169
0.725,0.72,0.73,0.3752,0.0161,-0.0161
0.735,0.73,0.74,0.3636,0.0155,-0.0155
0.745,0.74,0.75,0.3518,0.0153,-0.0153
0.755,0.75,0.76,0.3401,0.0155,-0.0155
0.765,0.76,0.77,0.3288,0.0161,-0.0161
0.775,0.77,0.78,0.318,0.017,-0.017
0.785,0.78,0.79,0.3081,0.0182,-0.0182
0.795,0.79,0.8,0.2994,0.0195,-0.0195
0.805,0.8,0.81,0.2922,0.0212,-0.0212
0.815,0.81,0.82,0.287,0.0232,-0.0232
0.825,0.82,0.83,0.2838,0.0257,-0.0257
0.835,0.83,0.84,0.2829,0.0287,-0.0287
0.845,0.84,0.85,0.2843,0.0322,-0.0322
0.855,0.85,0.86,0.2879,0.0362,-0.0362
0.865,0.86,0.87,0.2935,0.0404,-0.0404
0.875,0.87,0.88,0.3008,0.0447,-0.0447
0.885,0.88,0.89,0.3092,0.049,-0.049
0.895,0.89,0.9,0.3182,0.0532,-0.0532
0.905,0.9,0.91,0.3273,0.0571,-0.0571
0.915,0.91,0.92,0.336,0.0607,-0.0607
0.925,0.92,0.93,0.3437,0.0639,-0.0639
0.935,0.93,0.94,0.3501,0.067,-0.067
0.945,0.94,0.95,0.3546,0.0699,-0.0699
0.955,0.95,0.96,0.3569,0.0733,-0.0733
0.965,0.96,0.97,0.356,0.078,-0.078
0.975,0.97,0.98,0.3506,0.0877,-0.0877
0.985,0.98,0.99,0.3409,0.1118,-0.1118
0.995,0.99,1.0,0.3558,0.0974,-0.0974
1.005,1.0,1.01,0.3509,0.0842,-0.0842
1.0150000000000001,1.01,1.02,0.351,0.0795,-0.0795
1.025,1.02,1.03,0.3525,0.0768,-0.0768
1.0350000000000001,1.03,1.04,0.3546,0.0749,-0.0749
1.045,1.04,1.05,0.3567,0.0733,-0.0733
1.0550000000000002,1.05,1.06,0.3585,0.072,-0.072
1.065,1.06,1.07,0.3598,0.0708,-0.0708
1.0750000000000002,1.07,1.08,0.3604,0.0696,-0.0696
1.085,1.08,1.09,0.3603,0.0686,-0.0686
1.0950000000000002,1.09,1.1,0.3594,0.0677,-0.0677
1.105,1.1,1.11,0.3576,0.0669,-0.0669
1.1150000000000002,1.11,1.12,0.355,0.0662,-0.0662
1.125,1.12,1.13,0.3517,0.0655,-0.0655
1.1349999999999998,1.13,1.14,0.3475,0.0649,-0.0649
1.145,1.14,1.15,0.3427,0.0643,-0.0643
1.1549999999999998,1.15,1.16,0.3372,0.0636,-0.0636
1.165,1.16,1.17,0.3313,0.0628,-0.0628
1.1749999999999998,1.17,1.18,0.3251,0.0619,-0.0619
1.185,1.18,1.19,0.3187,0.0609,-0.0609
1.1949999999999998,1.19,1.2,0.3124,0.0596,-0.0596
1.205,1.2,1.21,0.3065,0.0581,-0.0581
1.2149999999999999,1.21,1.22,0.3013,0.0563,-0.0563
1.225,1.22,1.23,0.297,0.0542,-0.0542
1.2349999999999999,1.23,1.24,0.294,0.052,-0.052
1.245,1.24,1.25,0.2925,0.0497,-0.0497
1.255,1.25,1.26,0.2923,0.0474,-0.0474
1.2650000000000001,1.26,1.27,0.2936,0.0457,-0.0457
1.275,1.27,1.28,0.296,0.0451,-0.0451
1.2850000000000001,1.28,1.29,0.2994,0.0459,-0.0459
1.295,1.29,1.3,0.3034,0.0479,-0.0479
1.3050000000000002,1.3,1.31,0.3078,0.0505,-0.0505
1.315,1.31,1.32,0.3125,0.0534,-0.0534
1.3250000000000002,1.32,1.33,0.3177,0.0566,-0.0566
1.335,1.33,1.34,0.3233,0.06,-0.06
1.3450000000000002,1.34,1.35,0.3299,0.0637,-0.0637
1.355,1.35,1.36,0.3375,0.0676,-0.0676
1.3650000000000002,1.36,1.37,0.3466,0.0715,-0.0715
1.375,1.37,1.38,0.3574,0.0753,-0.0753
1.3849999999999998,1.38,1.39,0.3697,0.0792,-0.0792
1.395,1.39,1.4,0.3836,0.0832,-0.0832

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4724,0.0601,-0.0601
0.415,0.41,0.42,0.4981,0.0681,-0.0681
0.425,0.42,0.43,0.522,0.0775,-0.0775
0.435,0.43,0.44,0.543,0.0866,-0.0866
0.445,0.44,0.45,0.5602,0.0941,-0.0941
0.455,0.45,0.46,0.5735,0.0998,-0.0998
0.46499999999999997,0.46,0.47,0.5828,0.1034,-0.1034
0.475,0.47,0.48,0.5883,0.1051,-0.1051
0.485,0.48,0.49,0.5904,0.1048,-0.1048
0.495,0.49,0.5,0.5895,0.103,-0.103
0.505,0.5,0.51,0.5859,0.0997,-0.0997
0.515,0.51,0.52,0.5802,0.0953,-0.0953
0.525,0.52,0.53,0.5727,0.0901,-0.0901
0.535,0.53,0.54,0.5638,0.0843,-0.0843
0.545,0.54,0.55,0.5538,0.0782,-0.0782
0.555,0.55,0.56,0.543,0.0721,-0.0721
0.565,0.56,0.57,0.5318,0.0662,-0.0662
0.575,0.57,0.58,0.5204,0.0607,-0.0607
0.585,0.58,0.59,0.5088,0.0556,-0.0556
0.595,0.59,0.6,0.4974,0.0511,-0.0511
0.605,0.6,0.61,0.4862,0.0471,-0.0471
0.615,0.61,0.62,0.4752,0.0435,-0.0435
0.625,0.62,0.63,0.4644,0.0403,-0.0403
0.635,0.63,0.64,0.4538,0.0374,-0.0374
0.645,0.64,0.65,0.4433,0.0347,-0.0347
0.655,0.65,0.66,0.4329,0.0323,-0.0323
0.665,0.66,0.67,0.4225,0.0303,-0.0303
0.675,0.67,0.68,0.4119,0.0286,-0.0286
0.685,0.68,0.69,0.4012,0.0274,-0.0274
0.695,0.69,0.7,0.3903,0.0266,-0.0266
0.705,0.7,0.71,0.3793,0.0261,-0.0261
0.715,0.71,0.72,0.368,0.0258,-0.0258
0.725,0.72,0.73,0.3567,0.0254,-0.0254
0.735,0.73,0.74,0.3454,0.0249,-0.0249
0.745,0.74,0.75,0.3341,0.0241,-0.0241
0.755,0.75,0.76,0.3231,0.0231,-0.0231
0.765,0.76,0.77,0.3126,0.0222,-0.0222
0.775,0.77,0.78,0.3026,0.0217,-0.0217
0.785,0.78,0.79,0.2935,0.0217,-0.0217
0.795,0.79,0.8,0.2855,0.0221,-0.0221
0.805,0.8,0.81,0.2787,0.0228,-0.0228
0.815,0.81,0.82,0.2734,0.024,-0.024
0.825,0.82,0.83,0.2697,0.0256,-0.0256
0.835,0.83,0.84,0.2679,0.0276,-0.0276
0.845,0.84,0.85,0.2679,0.03,-0.03
0.855,0.85,0.86,0.2697,0.0328,-0.0328
0.865,0.86,0.87,0.2733,0.0359,-0.0359
0.875,0.87,0.88,0.2784,0.0393,-0.0393
0.885,0.88,0.89,0.2848,0.0429,-0.0429
0.895,0.89,0.9,0.2921,0.0464,-0.0464
0.905,0.9,0.91,0.2999,0.0499,-0.0499
0.915,0.91,0.92,0.3076,0.0532,-0.0532
0.925,0.92,0.93,0.3149,0.0563,-0.0563
0.935,0.93,0.94,0.3212,0.0593,-0.0593
0.945,0.94,0.95,0.3259,0.0624,-0.0624
0.955,0.95,0.96,0.3286,0.0663,-0.0663
0.965,0.96,0.97,0.3286,0.0722,-0.0722
0.975,0.97,0.98,0.326,0.0832,-0.0832
0.985,0.98,0.99,0.3294,0.1101,-0.1101
0.995,0.99,1.0,0.3497,0.1139,-0.1139
1.005,1.0,1.01,0.342,0.0992,-0.0992
1.0150000000000001,1.01,1.02,0.3437,0.0942,-0.0942
1.025,1.02,1.03,0.3476,0.0916,-0.0916
1.0350000000000001,1.03,1.04,0.3521,0.0898,-0.0898
1.045,1.04,1.05,0.3564,0.0883,-0.0883
1.0550000000000002,1.05,1.06,0.3602,0.087,-0.087
1.065,1.06,1.07,0.3631,0.0857,-0.0857
1.0750000000000002,1.07,1.08,0.365,0.0845,-0.0845
1.085,1.08,1.09,0.3658,0.0831,-0.0831
1.0950000000000002,1.09,1.1,0.3655,0.0818,-0.0818
1.105,1.1,1.11,0.3642,0.0803,-0.0803
1.1150000000000002,1.11,1.12,0.3617,0.0786,-0.0786
1.125,1.12,1.13,0.3582,0.0769,-0.0769
1.1349999999999998,1.13,1.14,0.3536,0.0749,-0.0749
1.145,1.14,1.15,0.3482,0.0729,-0.0729
1.1549999999999998,1.15,1.16,0.342,0.0706,-0.0706
1.165,1.16,1.17,0.3352,0.0683,-0.0683
1.1749999999999998,1.17,1.18,0.3278,0.0658,-0.0658
1.185,1.18,1.19,0.3202,0.0634,-0.0634
1.1949999999999998,1.19,1.2,0.3127,0.0611,-0.0611
1.205,1.2,1.21,0.3055,0.0589,-0.0589
1.2149999999999999,1.21,1.22,0.2991,0.057,-0.057
1.225,1.22,1.23,0.2938,0.0556,-0.0556
1.2349999999999999,1.23,1.24,0.29,0.0546,-0.0546
1.245,1.24,1.25,0.2879,0.0541,-0.0541
1.255,1.25,1.26,0.2874,0.0543,-0.0543
1.2650000000000001,1.26,1.27,0.2885,0.0551,-0.0551
1.275,1.27,1.28,0.2906,0.0565,-0.0565
1.2850000000000001,1.28,1.29,0.2935,0.0586,-0.0586
1.295,1.29,1.3,0.2966,0.0611,-0.0611
1.3050000000000002,1.3,1.31,0.2996,0.0638,-0.0638
1.315,1.31,1.32,0.3024,0.0666,-0.0666
1.3250000000000002,1.32,1.33,0.305,0.0693,-0.0693
1.335,1.33,1.34,0.3076,0.0718,-0.0718
1.3450000000000002,1.34,1.35,0.3105,0.0742,-0.0742
1.355,1.35,1.36,0.3142,0.0763,-0.0763
1.3650000000000002,1.36,1.37,0.3191,0.0783,-0.0783
1.375,1.37,1.38,0.3257,0.0803,-0.0803
1.3849999999999998,1.38,1.39,0.3345,0.0824,-0.0824
1.395,1.39,1.4,0.3454,0.0848,-0.0848

#: -T [GeV^2],,,0.8-0.9
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4495,0.0616,-0.0616
0.415,0.41,0.42,0.4665,0.0599,-0.0599
0.425,0.42,0.43,0.4834,0.0608,-0.0608
0.435,0.43,0.44,0.4996,0.0641,-0.0641
0.445,0.44,0.45,0.5145,0.069,-0.069
0.455,0.45,0.46,0.5276,0.0749,-0.0749
0.46499999999999997,0.46,0.47,0.5389,0.0807,-0.0807
0.475,0.47,0.48,0.548,0.086,-0.086
0.485,0.48,0.49,0.5548,0.0901,-0.0901
0.495,0.49,0.5,0.5593,0.0928,-0.0928
0.505,0.5,0.51,0.5616,0.0939,-0.0939
0.515,0.51,0.52,0.5616,0.0932,-0.0932
0.525,0.52,0.53,0.5595,0.0909,-0.0909
0.535,0.53,0.54,0.5554,0.0872,-0.0872
0.545,0.54,0.55,0.5495,0.0822,-0.0822
0.555,0.55,0.56,0.5421,0.0763,-0.0763
0.565,0.56,0.57,0.5335,0.0699,-0.0699
0.575,0.57,0.58,0.5238,0.0632,-0.0632
0.585,0.58,0.59,0.5133,0.0567,-0.0567
0.595,0.59,0.6,0.5023,0.0506,-0.0506
0.605,0.6,0.61,0.4909,0.045,-0.045
0.615,0.61,0.62,0.4793,0.0402,-0.0402
0.625,0.62,0.63,0.4676,0.0361,-0.0361
0.635,0.63,0.64,0.4559,0.0328,-0.0328
0.645,0.64,0.65,0.4442,0.0302,-0.0302
0.655,0.65,0.66,0.4326,0.0282,-0.0282
0.665,0.66,0.67,0.421,0.0268,-0.0268
0.675,0.67,0.68,0.4095,0.0257,-0.0257
0.685,0.68,0.69,0.3981,0.0248,-0.0248
0.695,0.69,0.7,0.3867,0.024,-0.024
0.705,0.7,0.71,0.3754,0.0234,-0.0234
0.715,0.71,0.72,0.3641,0.0227,-0.0227
0.725,0.72,0.73,0.3529,0.0221,-0.0221
0.735,0.73,0.74,0.3418,0.0214,-0.0214
0.745,0.74,0.75,0.331,0.0206,-0.0206
0.755,0.75,0.76,0.3205,0.0199,-0.0199
0.765,0.76,0.77,0.3104,0.0194,-0.0194
0.775,0.77,0.78,0.301,0.0191,-0.0191
0.785,0.78,0.79,0.2924,0.0192,-0.0192
0.795,0.79,0.8,0.2847,0.0196,-0.0196
0.805,0.8,0.81,0.2783,0.0204,-0.0204
0.815,0.81,0.82,0.2731,0.0214,-0.0214
0.825,0.82,0.83,0.2695,0.0229,-0.0229
0.835,0.83,0.84,0.2674,0.0248,-0.0248
0.845,0.84,0.85,0.2669,0.0272,-0.0272
0.855,0.85,0.86,0.268,0.0299,-0.0299
0.865,0.86,0.87,0.2707,0.0329,-0.0329
0.875,0.87,0.88,0.2746,0.0362,-0.0362
0.885,0.88,0.89,0.2798,0.0398,-0.0398
0.895,0.89,0.9,0.2859,0.0434,-0.0434
0.905,0.9,0.91,0.2926,0.0473,-0.0473
0.915,0.91,0.92,0.2997,0.0511,-0.0511
0.925,0.92,0.93,0.3067,0.0551,-0.0551
0.935,0.93,0.94,0.3131,0.0591,-0.0591
0.945,0.94,0.95,0.3185,0.0632,-0.0632
0.955,0.95,0.96,0.3218,0.0677,-0.0677
0.965,0.96,0.97,0.322,0.0727,-0.0727
0.975,0.97,0.98,0.3176,0.0795,-0.0795
0.985,0.98,0.99,0.3184,0.1077,-0.1077
0.995,0.99,1.0,0.358,0.0961,-0.0961
1.005,1.0,1.01,0.3417,0.0872,-0.0872
1.0150000000000001,1.01,1.02,0.3375,0.0858,-0.0858
1.025,1.02,1.03,0.338,0.0852,-0.0852
1.0350000000000001,1.03,1.04,0.341,0.0845,-0.0845
1.045,1.04,1.05,0.3455,0.0837,-0.0837
1.0550000000000002,1.05,1.06,0.3509,0.0827,-0.0827
1.065,1.06,1.07,0.3565,0.0816,-0.0816
1.0750000000000002,1.07,1.08,0.362,0.0805,-0.0805
1.085,1.08,1.09,0.3671,0.0795,-0.0795
1.0950000000000002,1.09,1.1,0.3716,0.0785,-0.0785
1.105,1.1,1.11,0.3752,0.0775,-0.0775
1.1150000000000002,1.11,1.12,0.3779,0.0765,-0.0765
1.125,1.12,1.13,0.3795,0.0755,-0.0755
1.1349999999999998,1.13,1.14,0.3801,0.0744,-0.0744
1.145,1.14,1.15,0.3794,0.0732,-0.0732
1.1549999999999998,1.15,1.16,0.3776,0.0719,-0.0719
1.165,1.16,1.17,0.3747,0.0705,-0.0705
1.1749999999999998,1.17,1.18,0.3707,0.069,-0.069
1.185,1.18,1.19,0.3658,0.0674,-0.0674
1.1949999999999998,1.19,1.2,0.36,0.0659,-0.0659
1.205,1.2,1.21,0.3538,0.0644,-0.0644
1.2149999999999999,1.21,1.22,0.3475,0.063,-0.063
1.225,1.22,1.23,0.3414,0.0619,-0.0619
1.2349999999999999,1.23,1.24,0.3361,0.0612,-0.0612
1.245,1.24,1.25,0.332,0.0611,-0.0611
1.255,1.25,1.26,0.3294,0.0617,-0.0617
1.2650000000000001,1.26,1.27,0.3285,0.063,-0.063
1.275,1.27,1.28,0.329,0.0651,-0.0651
1.2850000000000001,1.28,1.29,0.3306,0.0677,-0.0677
1.295,1.29,1.3,0.3327,0.0707,-0.0707
1.3050000000000002,1.3,1.31,0.3344,0.0737,-0.0737
1.315,1.31,1.32,0.3352,0.0766,-0.0766
1.3250000000000002,1.32,1.33,0.3346,0.0793,-0.0793
1.335,1.33,1.34,0.3324,0.0815,-0.0815
1.3450000000000002,1.34,1.35,0.3285,0.0833,-0.0833
1.355,1.35,1.36,0.3233,0.0847,-0.0847
1.3650000000000002,1.36,1.37,0.3172,0.0855,-0.0855
1.375,1.37,1.38,0.3109,0.0858,-0.0858
1.3849999999999998,1.38,1.39,0.305,0.0858,-0.0858
1.395,1.39,1.4,0.3004,0.0859,-0.0859

