#: table_doi: 10.17182/hepdata.74824.v1/t106
#: name: Table 106
#: description: Pm wave cross section for -T.

#: data_file: Table106.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.965,0.96,0.97,0.2262,0.1692,-0.1692
0.975,0.97,0.98,0.2176,0.1583,-0.1583
0.985,0.98,0.99,0.2103,0.1487,-0.1487
0.995,0.99,1.0,0.204,0.1402,-0.1402
1.005,1.0,1.01,0.1986,0.1329,-0.1329
1.0150000000000001,1.01,1.02,0.1941,0.1264,-0.1264
1.025,1.02,1.03,0.1902,0.1209,-0.1209
1.0350000000000001,1.03,1.04,0.1869,0.1161,-0.1161
1.045,1.04,1.05,0.1841,0.112,-0.112
1.0550000000000002,1.05,1.06,0.1818,0.1086,-0.1086
1.065,1.06,1.07,0.1798,0.1057,-0.1057
1.0750000000000002,1.07,1.08,0.1782,0.1034,-0.1034
1.085,1.08,1.09,0.1768,0.1015,-0.1015
1.0950000000000002,1.09,1.1,0.1757,0.1,-0.1
1.105,1.1,1.11,0.1747,0.0989,-0.0989
1.1150000000000002,1.11,1.12,0.1739,0.0982,-0.0982
1.125,1.12,1.13,0.1731,0.0978,-0.0978
1.1349999999999998,1.13,1.14,0.1725,0.0977,-0.0977
1.145,1.14,1.15,0.1719,0.0979,-0.0979
1.1549999999999998,1.15,1.16,0.1713,0.0983,-0.0983
1.165,1.16,1.17,0.1707,0.099,-0.099
1.1749999999999998,1.17,1.18,0.1701,0.1,-0.1
1.185,1.18,1.19,0.1695,0.1012,-0.1012
1.1949999999999998,1.19,1.2,0.1689,0.1025,-0.1025
1.205,1.2,1.21,0.1683,0.1041,-0.1041
1.2149999999999999,1.21,1.22,0.1676,0.1058,-0.1058
1.225,1.22,1.23,0.1669,0.1078,-0.1078
1.2349999999999999,1.23,1.24,0.1663,0.1098,-0.1098
1.245,1.24,1.25,0.1657,0.1121,-0.1121
1.255,1.25,1.26,0.1651,0.1144,-0.1144
1.2650000000000001,1.26,1.27,0.1647,0.1169,-0.1169
1.275,1.27,1.28,0.1645,0.1194,-0.1194
1.2850000000000001,1.28,1.29,0.1644,0.1221,-0.1221
1.295,1.29,1.3,0.1647,0.1249,-0.1249
1.3050000000000002,1.3,1.31,0.1653,0.1279,-0.1279
1.315,1.31,1.32,0.1663,0.1309,-0.1309
1.3250000000000002,1.32,1.33,0.1679,0.1341,-0.1341
1.335,1.33,1.34,0.1702,0.1375,-0.1375
1.3450000000000002,1.34,1.35,0.1732,0.1412,-0.1412
1.355,1.35,1.36,0.1772,0.1451,-0.1451
1.3650000000000002,1.36,1.37,0.1822,0.1494,-0.1494
1.375,1.37,1.38,0.1885,0.1541,-0.1541
1.3849999999999998,1.38,1.39,0.1962,0.1595,-0.1595
1.395,1.39,1.4,0.2055,0.1655,-0.1655

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0491,0.0373,-0.0373
0.415,0.41,0.42,0.0527,0.04,-0.04
0.425,0.42,0.43,0.0563,0.0426,-0.0426
0.435,0.43,0.44,0.0599,0.0452,-0.0452
0.445,0.44,0.45,0.0636,0.0477,-0.0477
0.455,0.45,0.46,0.0673,0.0501,-0.0501
0.46499999999999997,0.46,0.47,0.071,0.0525,-0.0525
0.475,0.47,0.48,0.0749,0.0549,-0.0549
0.485,0.48,0.49,0.0789,0.0572,-0.0572
0.495,0.49,0.5,0.0831,0.0595,-0.0595
0.505,0.5,0.51,0.0875,0.0618,-0.0618
0.515,0.51,0.52,0.0922,0.064,-0.064
0.525,0.52,0.53,0.0972,0.0662,-0.0662
0.535,0.53,0.54,0.1025,0.0685,-0.0685
0.545,0.54,0.55,0.1084,0.0708,-0.0708
0.555,0.55,0.56,0.1147,0.0731,-0.0731
0.565,0.56,0.57,0.1217,0.0755,-0.0755
0.575,0.57,0.58,0.1295,0.078,-0.078
0.585,0.58,0.59,0.1381,0.0806,-0.0806
0.595,0.59,0.6,0.1479,0.0833,-0.0833
0.605,0.6,0.61,0.1588,0.0863,-0.0863
0.615,0.61,0.62,0.1712,0.0894,-0.0894
0.625,0.62,0.63,0.1854,0.0928,-0.0928
0.635,0.63,0.64,0.2016,0.0966,-0.0966
0.645,0.64,0.65,0.2201,0.1007,-0.1007
0.655,0.65,0.66,0.2414,0.1053,-0.1053
0.665,0.66,0.67,0.2657,0.1105,-0.1105
0.675,0.67,0.68,0.2933,0.1162,-0.1162
0.685,0.68,0.69,0.3245,0.1226,-0.1226
0.695,0.69,0.7,0.3589,0.1297,-0.1297
0.705,0.7,0.71,0.3957,0.1373,-0.1373
0.715,0.71,0.72,0.4333,0.1452,-0.1452
0.725,0.72,0.73,0.4687,0.1529,-0.1529
0.735,0.73,0.74,0.4978,0.1599,-0.1599
0.745,0.74,0.75,0.5162,0.1652,-0.1652
0.755,0.75,0.76,0.5199,0.1681,-0.1681
0.765,0.76,0.77,0.5076,0.168,-0.168
0.775,0.77,0.78,0.4807,0.1651,-0.1651
0.785,0.78,0.79,0.4434,0.1598,-0.1598
0.795,0.79,0.8,0.401,0.153,-0.153
0.805,0.8,0.81,0.3579,0.1454,-0.1454
0.815,0.81,0.82,0.3173,0.1378,-0.1378
0.825,0.82,0.83,0.281,0.1306,-0.1306
0.835,0.83,0.84,0.2496,0.124,-0.124
0.845,0.84,0.85,0.2231,0.1181,-0.1181
0.855,0.85,0.86,0.201,0.113,-0.113
0.865,0.86,0.87,0.1828,0.1085,-0.1085
0.875,0.87,0.88,0.168,0.1047,-0.1047
0.885,0.88,0.89,0.156,0.1014,-0.1014
0.895,0.89,0.9,0.1463,0.0986,-0.0986
0.905,0.9,0.91,0.1387,0.0962,-0.0962
0.915,0.91,0.92,0.1326,0.0942,-0.0942
0.925,0.92,0.93,0.1279,0.0925,-0.0925
0.935,0.93,0.94,0.1243,0.0911,-0.0911
0.945,0.94,0.95,0.1217,0.09,-0.09
0.955,0.95,0.96,0.1199,0.089,-0.089
0.965,0.96,0.97,0.1187,0.0883,-0.0883
0.975,0.97,0.98,0.1181,0.0877,-0.0877
0.985,0.98,0.99,0.1179,0.0873,-0.0873
0.995,0.99,1.0,0.1181,0.087,-0.087
1.005,1.0,1.01,0.1186,0.0868,-0.0868
1.0150000000000001,1.01,1.02,0.1194,0.0867,-0.0867
1.025,1.02,1.03,0.1203,0.0867,-0.0867
1.0350000000000001,1.03,1.04,0.1214,0.0868,-0.0868
1.045,1.04,1.05,0.1226,0.0869,-0.0869
1.0550000000000002,1.05,1.06,0.1238,0.0871,-0.0871
1.065,1.06,1.07,0.1251,0.0874,-0.0874
1.0750000000000002,1.07,1.08,0.1264,0.0877,-0.0877
1.085,1.08,1.09,0.1276,0.0881,-0.0881
1.0950000000000002,1.09,1.1,0.1288,0.0886,-0.0886
1.105,1.1,1.11,0.1299,0.0891,-0.0891
1.1150000000000002,1.11,1.12,0.1309,0.0897,-0.0897
1.125,1.12,1.13,0.1317,0.0903,-0.0903
1.1349999999999998,1.13,1.14,0.1324,0.091,-0.091
1.145,1.14,1.15,0.133,0.0918,-0.0918
1.1549999999999998,1.15,1.16,0.1334,0.0927,-0.0927
1.165,1.16,1.17,0.1336,0.0937,-0.0937
1.1749999999999998,1.17,1.18,0.1336,0.0947,-0.0947
1.185,1.18,1.19,0.1335,0.0958,-0.0958
1.1949999999999998,1.19,1.2,0.1331,0.097,-0.097
1.205,1.2,1.21,0.1326,0.0983,-0.0983
1.2149999999999999,1.21,1.22,0.1318,0.0998,-0.0998
1.225,1.22,1.23,0.1309,0.1013,-0.1013
1.2349999999999999,1.23,1.24,0.1299,0.1029,-0.1029
1.245,1.24,1.25,0.1287,0.1046,-0.1046
1.255,1.25,1.26,0.1274,0.1064,-0.1064
1.2650000000000001,1.26,1.27,0.126,0.1083,-0.1083
1.275,1.27,1.28,0.1245,0.1104,-0.1104
1.2850000000000001,1.28,1.29,0.123,0.1125,-0.1125
1.295,1.29,1.3,0.1216,0.1147,-0.1147
1.3050000000000002,1.3,1.31,0.1202,0.117,-0.117
1.315,1.31,1.32,0.119,0.1194,-0.1194
1.3250000000000002,1.32,1.33,0.118,0.1219,-0.1219
1.335,1.33,1.34,0.1173,0.1246,-0.1246
1.3450000000000002,1.34,1.35,0.117,0.1275,-0.1275
1.355,1.35,1.36,0.1172,0.1306,-0.1306
1.3650000000000002,1.36,1.37,0.1179,0.134,-0.134
1.375,1.37,1.38,0.1194,0.1378,-0.1378
1.3849999999999998,1.38,1.39,0.1216,0.1422,-0.1422
1.395,1.39,1.4,0.1248,0.1472,-0.1472

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=pmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0129,0.0071,-0.0071
0.415,0.41,0.42,0.0137,0.0076,-0.0076
0.425,0.42,0.43,0.0146,0.0081,-0.0081
0.435,0.43,0.44,0.0156,0.0086,-0.0086
0.445,0.44,0.45,0.0168,0.0092,-0.0092
0.455,0.45,0.46,0.018,0.0099,-0.0099
0.46499999999999997,0.46,0.47,0.0195,0.0106,-0.0106
0.475,0.47,0.48,0.0212,0.0115,-0.0115
0.485,0.48,0.49,0.0232,0.0125,-0.0125
0.495,0.49,0.5,0.0254,0.0136,-0.0136
0.505,0.5,0.51,0.028,0.015,-0.015
0.515,0.51,0.52,0.031,0.0165,-0.0165
0.525,0.52,0.53,0.0345,0.0182,-0.0182
0.535,0.53,0.54,0.0385,0.0202,-0.0202
0.545,0.54,0.55,0.0431,0.0225,-0.0225
0.555,0.55,0.56,0.0486,0.0251,-0.0251
0.565,0.56,0.57,0.0548,0.0282,-0.0282
0.575,0.57,0.58,0.0621,0.0317,-0.0317
0.585,0.58,0.59,0.0706,0.0358,-0.0358
0.595,0.59,0.6,0.0805,0.0405,-0.0405
0.605,0.6,0.61,0.0921,0.0459,-0.0459
0.615,0.61,0.62,0.1056,0.0521,-0.0521
0.625,0.62,0.63,0.1215,0.0594,-0.0594
0.635,0.63,0.64,0.1402,0.0677,-0.0677
0.645,0.64,0.65,0.1621,0.0774,-0.0774
0.655,0.65,0.66,0.1879,0.0886,-0.0886
0.665,0.66,0.67,0.2183,0.1015,-0.1015
0.675,0.67,0.68,0.2538,0.1162,-0.1162
0.685,0.68,0.69,0.2949,0.1331,-0.1331
0.695,0.69,0.7,0.3419,0.152,-0.152
0.705,0.7,0.71,0.3944,0.1727,-0.1727
0.715,0.71,0.72,0.4506,0.1947,-0.1947
0.725,0.72,0.73,0.5074,0.2168,-0.2168
0.735,0.73,0.74,0.5599,0.2373,-0.2373
0.745,0.74,0.75,0.6016,0.2541,-0.2541
0.755,0.75,0.76,0.6265,0.2651,-0.2651
0.765,0.76,0.77,0.6308,0.269,-0.269
0.775,0.77,0.78,0.6146,0.2659,-0.2659
0.785,0.78,0.79,0.5819,0.257,-0.257
0.795,0.79,0.8,0.5386,0.2442,-0.2442
0.805,0.8,0.81,0.4907,0.2294,-0.2294
0.815,0.81,0.82,0.4429,0.2141,-0.2141
0.825,0.82,0.83,0.3981,0.1992,-0.1992
0.835,0.83,0.84,0.3578,0.1852,-0.1852
0.845,0.84,0.85,0.3226,0.1724,-0.1724
0.855,0.85,0.86,0.2923,0.1609,-0.1609
0.865,0.86,0.87,0.2665,0.1505,-0.1505
0.875,0.87,0.88,0.2448,0.1413,-0.1413
0.885,0.88,0.89,0.2265,0.133,-0.133
0.895,0.89,0.9,0.2112,0.1256,-0.1256
0.905,0.9,0.91,0.1984,0.1191,-0.1191
0.915,0.91,0.92,0.1876,0.1134,-0.1134
0.925,0.92,0.93,0.1786,0.1084,-0.1084
0.935,0.93,0.94,0.1711,0.1041,-0.1041
0.945,0.94,0.95,0.1647,0.1004,-0.1004
0.955,0.95,0.96,0.1594,0.0975,-0.0975
0.965,0.96,0.97,0.1549,0.0951,-0.0951
0.975,0.97,0.98,0.151,0.0934,-0.0934
0.985,0.98,0.99,0.1476,0.0922,-0.0922
0.995,0.99,1.0,0.1447,0.0916,-0.0916
1.005,1.0,1.01,0.1421,0.0914,-0.0914
1.0150000000000001,1.01,1.02,0.1397,0.0917,-0.0917
1.025,1.02,1.03,0.1375,0.0924,-0.0924
1.0350000000000001,1.03,1.04,0.1353,0.0934,-0.0934
1.045,1.04,1.05,0.1332,0.0947,-0.0947
1.0550000000000002,1.05,1.06,0.1311,0.0962,-0.0962
1.065,1.06,1.07,0.129,0.0978,-0.0978
1.0750000000000002,1.07,1.08,0.1267,0.0995,-0.0995
1.085,1.08,1.09,0.1244,0.1013,-0.1013
1.0950000000000002,1.09,1.1,0.1219,0.103,-0.103
1.105,1.1,1.11,0.1192,0.1046,-0.1046
1.1150000000000002,1.11,1.12,0.1164,0.1061,-0.1061
1.125,1.12,1.13,0.1135,0.1075,-0.1075
1.1349999999999998,1.13,1.14,0.1104,0.1087,-0.1087
1.145,1.14,1.15,0.1071,0.1097,-0.1097
1.1549999999999998,1.15,1.16,0.1038,0.1104,-0.1104
1.165,1.16,1.17,0.1003,0.1109,-0.1109
1.1749999999999998,1.17,1.18,0.0968,0.1112,-0.1112
1.185,1.18,1.19,0.0933,0.1112,-0.1112
1.1949999999999998,1.19,1.2,0.0898,0.1109,-0.1109
1.205,1.2,1.21,0.0865,0.1105,-0.1105
1.2149999999999999,1.21,1.22,0.0833,0.1099,-0.1099
1.225,1.22,1.23,0.0805,0.1092,-0.1092
1.2349999999999999,1.23,1.24,0.078,0.1086,-0.1086
1.245,1.24,1.25,0.0759,0.1081,-0.1081
1.255,1.25,1.26,0.0745,0.1078,-0.1078
1.2650000000000001,1.26,1.27,0.0739,0.108,-0.108
1.275,1.27,1.28,0.0741,0.1088,-0.1088
1.2850000000000001,1.28,1.29,0.0755,0.1105,-0.1105
1.295,1.29,1.3,0.078,0.1131,-0.1131
1.3050000000000002,1.3,1.31,0.0821,0.1169,-0.1169
1.315,1.31,1.32,0.0879,0.122,-0.122
1.3250000000000002,1.32,1.33,0.0956,0.1286,-0.1286
1.335,1.33,1.34,0.1055,0.1369,-0.1369
1.3450000000000002,1.34,1.35,0.1178,0.1469,-0.1469
1.355,1.35,1.36,0.133,0.1587,-0.1587
1.3650000000000002,1.36,1.37,0.1514,0.1725,-0.1725
1.375,1.37,1.38,0.1732,0.1883,-0.1883
1.3849999999999998,1.38,1.39,0.199,0.2062,-0.2062
1.395,1.39,1.4,0.2291,0.2263,-0.2263

