#: table_doi: 10.17182/hepdata.74824.v1/t135
#: name: Table 135
#: description: D0 wave cross section for -T.

#: data_file: Table135.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
1.005,1.0,1.01,0.2527,0.1762,-0.1762
1.0150000000000001,1.01,1.02,0.2535,0.1742,-0.1742
1.025,1.02,1.03,0.2541,0.1724,-0.1724
1.0350000000000001,1.03,1.04,0.2546,0.1706,-0.1706
1.045,1.04,1.05,0.2549,0.1689,-0.1689
1.0550000000000002,1.05,1.06,0.2552,0.1672,-0.1672
1.065,1.06,1.07,0.2554,0.1656,-0.1656
1.0750000000000002,1.07,1.08,0.2557,0.1639,-0.1639
1.085,1.08,1.09,0.2563,0.1623,-0.1623
1.0950000000000002,1.09,1.1,0.2573,0.1605,-0.1605
1.105,1.1,1.11,0.2589,0.1588,-0.1588
1.1150000000000002,1.11,1.12,0.2616,0.157,-0.157
1.125,1.12,1.13,0.2657,0.1552,-0.1552
1.1349999999999998,1.13,1.14,0.2718,0.1534,-0.1534
1.145,1.14,1.15,0.2806,0.1517,-0.1517
1.1549999999999998,1.15,1.16,0.2928,0.1503,-0.1503
1.165,1.16,1.17,0.3095,0.1492,-0.1492
1.1749999999999998,1.17,1.18,0.3317,0.1486,-0.1486
1.185,1.18,1.19,0.3608,0.1485,-0.1485
1.1949999999999998,1.19,1.2,0.398,0.1491,-0.1491
1.205,1.2,1.21,0.4445,0.1506,-0.1506
1.2149999999999999,1.21,1.22,0.5009,0.1533,-0.1533
1.225,1.22,1.23,0.5671,0.1576,-0.1576
1.2349999999999999,1.23,1.24,0.6414,0.1642,-0.1642
1.245,1.24,1.25,0.7206,0.1743,-0.1743
1.255,1.25,1.26,0.7993,0.1886,-0.1886
1.2650000000000001,1.26,1.27,0.8709,0.2074,-0.2074
1.275,1.27,1.28,0.9284,0.2298,-0.2298
1.2850000000000001,1.28,1.29,0.966,0.2541,-0.2541
1.295,1.29,1.3,0.9806,0.2782,-0.2782
1.3050000000000002,1.3,1.31,0.9719,0.3002,-0.3002
1.315,1.31,1.32,0.9426,0.3189,-0.3189
1.3250000000000002,1.32,1.33,0.8967,0.3339,-0.3339
1.335,1.33,1.34,0.839,0.345,-0.345
1.3450000000000002,1.34,1.35,0.7739,0.3528,-0.3528
1.355,1.35,1.36,0.7053,0.3577,-0.3577
1.3650000000000002,1.36,1.37,0.6361,0.36,-0.36
1.375,1.37,1.38,0.5687,0.3603,-0.3603
1.3849999999999998,1.38,1.39,0.5047,0.3585,-0.3585
1.395,1.39,1.4,0.4453,0.3547,-0.3547

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0361,0.0279,-0.0279
0.415,0.41,0.42,0.0369,0.029,-0.029
0.425,0.42,0.43,0.0389,0.0303,-0.0303
0.435,0.43,0.44,0.0418,0.032,-0.032
0.445,0.44,0.45,0.0455,0.0341,-0.0341
0.455,0.45,0.46,0.0499,0.0365,-0.0365
0.46499999999999997,0.46,0.47,0.0547,0.0394,-0.0394
0.475,0.47,0.48,0.06,0.0427,-0.0427
0.485,0.48,0.49,0.0656,0.0463,-0.0463
0.495,0.49,0.5,0.0715,0.0503,-0.0503
0.505,0.5,0.51,0.0774,0.0546,-0.0546
0.515,0.51,0.52,0.0834,0.059,-0.059
0.525,0.52,0.53,0.0893,0.0635,-0.0635
0.535,0.53,0.54,0.0952,0.068,-0.068
0.545,0.54,0.55,0.1009,0.0725,-0.0725
0.555,0.55,0.56,0.1064,0.0768,-0.0768
0.565,0.56,0.57,0.1116,0.081,-0.081
0.575,0.57,0.58,0.1166,0.0849,-0.0849
0.585,0.58,0.59,0.1212,0.0886,-0.0886
0.595,0.59,0.6,0.1255,0.092,-0.092
0.605,0.6,0.61,0.1295,0.095,-0.095
0.615,0.61,0.62,0.133,0.0976,-0.0976
0.625,0.62,0.63,0.1361,0.0999,-0.0999
0.635,0.63,0.64,0.1389,0.1017,-0.1017
0.645,0.64,0.65,0.1411,0.1031,-0.1031
0.655,0.65,0.66,0.143,0.104,-0.104
0.665,0.66,0.67,0.1445,0.1045,-0.1045
0.675,0.67,0.68,0.1455,0.1046,-0.1046
0.685,0.68,0.69,0.1461,0.1042,-0.1042
0.695,0.69,0.7,0.1464,0.1034,-0.1034
0.705,0.7,0.71,0.1462,0.1022,-0.1022
0.715,0.71,0.72,0.1457,0.1006,-0.1006
0.725,0.72,0.73,0.1449,0.0987,-0.0987
0.735,0.73,0.74,0.1437,0.0964,-0.0964
0.745,0.74,0.75,0.1423,0.0939,-0.0939
0.755,0.75,0.76,0.1405,0.0911,-0.0911
0.765,0.76,0.77,0.1386,0.088,-0.088
0.775,0.77,0.78,0.1364,0.0849,-0.0849
0.785,0.78,0.79,0.134,0.0816,-0.0816
0.795,0.79,0.8,0.1315,0.0782,-0.0782
0.805,0.8,0.81,0.1289,0.0749,-0.0749
0.815,0.81,0.82,0.1262,0.0717,-0.0717
0.825,0.82,0.83,0.1235,0.0686,-0.0686
0.835,0.83,0.84,0.1207,0.0657,-0.0657
0.845,0.84,0.85,0.1179,0.0631,-0.0631
0.855,0.85,0.86,0.1152,0.0609,-0.0609
0.865,0.86,0.87,0.1126,0.0591,-0.0591
0.875,0.87,0.88,0.11,0.0577,-0.0577
0.885,0.88,0.89,0.1076,0.0568,-0.0568
0.895,0.89,0.9,0.1053,0.0564,-0.0564
0.905,0.9,0.91,0.1033,0.0564,-0.0564
0.915,0.91,0.92,0.1014,0.0569,-0.0569
0.925,0.92,0.93,0.0997,0.0577,-0.0577
0.935,0.93,0.94,0.0983,0.0587,-0.0587
0.945,0.94,0.95,0.0971,0.06,-0.06
0.955,0.95,0.96,0.0962,0.0615,-0.0615
0.965,0.96,0.97,0.0956,0.063,-0.063
0.975,0.97,0.98,0.0952,0.0645,-0.0645
0.985,0.98,0.99,0.0951,0.0661,-0.0661
0.995,0.99,1.0,0.0954,0.0676,-0.0676
1.005,1.0,1.01,0.0959,0.069,-0.069
1.0150000000000001,1.01,1.02,0.0967,0.0704,-0.0704
1.025,1.02,1.03,0.0979,0.0717,-0.0717
1.0350000000000001,1.03,1.04,0.0993,0.0729,-0.0729
1.045,1.04,1.05,0.101,0.0741,-0.0741
1.0550000000000002,1.05,1.06,0.1031,0.0752,-0.0752
1.065,1.06,1.07,0.1054,0.0762,-0.0762
1.0750000000000002,1.07,1.08,0.108,0.0772,-0.0772
1.085,1.08,1.09,0.1109,0.0782,-0.0782
1.0950000000000002,1.09,1.1,0.1142,0.0793,-0.0793
1.105,1.1,1.11,0.1179,0.0803,-0.0803
1.1150000000000002,1.11,1.12,0.1219,0.0815,-0.0815
1.125,1.12,1.13,0.1264,0.0827,-0.0827
1.1349999999999998,1.13,1.14,0.1315,0.084,-0.084
1.145,1.14,1.15,0.1372,0.0855,-0.0855
1.1549999999999998,1.15,1.16,0.1437,0.0872,-0.0872
1.165,1.16,1.17,0.1512,0.0892,-0.0892
1.1749999999999998,1.17,1.18,0.1599,0.0915,-0.0915
1.185,1.18,1.19,0.17,0.0942,-0.0942
1.1949999999999998,1.19,1.2,0.182,0.0975,-0.0975
1.205,1.2,1.21,0.196,0.1018,-0.1018
1.2149999999999999,1.21,1.22,0.2124,0.1075,-0.1075
1.225,1.22,1.23,0.2312,0.115,-0.115
1.2349999999999999,1.23,1.24,0.2524,0.1253,-0.1253
1.245,1.24,1.25,0.2755,0.1389,-0.1389
1.255,1.25,1.26,0.2996,0.1562,-0.1562
1.2650000000000001,1.26,1.27,0.3235,0.1772,-0.1772
1.275,1.27,1.28,0.3458,0.2011,-0.2011
1.2850000000000001,1.28,1.29,0.3651,0.227,-0.227
1.295,1.29,1.3,0.3807,0.2534,-0.2534
1.3050000000000002,1.3,1.31,0.3922,0.2794,-0.2794
1.315,1.31,1.32,0.3997,0.3041,-0.3041
1.3250000000000002,1.32,1.33,0.404,0.3271,-0.3271
1.335,1.33,1.34,0.4059,0.3485,-0.3485
1.3450000000000002,1.34,1.35,0.4062,0.3683,-0.3683
1.355,1.35,1.36,0.4059,0.387,-0.387
1.3650000000000002,1.36,1.37,0.4057,0.405,-0.405
1.375,1.37,1.38,0.4061,0.4227,-0.4227
1.3849999999999998,1.38,1.39,0.4078,0.4405,-0.4405
1.395,1.39,1.4,0.4112,0.4586,-0.4586

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0335,0.0168,-0.0168
0.415,0.41,0.42,0.0321,0.0158,-0.0158
0.425,0.42,0.43,0.0313,0.0152,-0.0152
0.435,0.43,0.44,0.0311,0.0154,-0.0154
0.445,0.44,0.45,0.0313,0.0163,-0.0163
0.455,0.45,0.46,0.032,0.018,-0.018
0.46499999999999997,0.46,0.47,0.0331,0.0204,-0.0204
0.475,0.47,0.48,0.0345,0.0233,-0.0233
0.485,0.48,0.49,0.0362,0.0264,-0.0264
0.495,0.49,0.5,0.0381,0.0298,-0.0298
0.505,0.5,0.51,0.0403,0.0334,-0.0334
0.515,0.51,0.52,0.0427,0.037,-0.037
0.525,0.52,0.53,0.0452,0.0406,-0.0406
0.535,0.53,0.54,0.0479,0.0442,-0.0442
0.545,0.54,0.55,0.0507,0.0477,-0.0477
0.555,0.55,0.56,0.0535,0.0512,-0.0512
0.565,0.56,0.57,0.0564,0.0545,-0.0545
0.575,0.57,0.58,0.0594,0.0577,-0.0577
0.585,0.58,0.59,0.0624,0.0608,-0.0608
0.595,0.59,0.6,0.0655,0.0637,-0.0637
0.605,0.6,0.61,0.0685,0.0664,-0.0664
0.615,0.61,0.62,0.0715,0.069,-0.069
0.625,0.62,0.63,0.0745,0.0714,-0.0714
0.635,0.63,0.64,0.0775,0.0737,-0.0737
0.645,0.64,0.65,0.0804,0.0758,-0.0758
0.655,0.65,0.66,0.0833,0.0777,-0.0777
0.665,0.66,0.67,0.0862,0.0795,-0.0795
0.675,0.67,0.68,0.089,0.081,-0.081
0.685,0.68,0.69,0.0917,0.0825,-0.0825
0.695,0.69,0.7,0.0944,0.0838,-0.0838
0.705,0.7,0.71,0.0971,0.085,-0.085
0.715,0.71,0.72,0.0996,0.086,-0.086
0.725,0.72,0.73,0.1021,0.0869,-0.0869
0.735,0.73,0.74,0.1046,0.0877,-0.0877
0.745,0.74,0.75,0.107,0.0884,-0.0884
0.755,0.75,0.76,0.1093,0.089,-0.089
0.765,0.76,0.77,0.1115,0.0896,-0.0896
0.775,0.77,0.78,0.1138,0.09,-0.09
0.785,0.78,0.79,0.1159,0.0905,-0.0905
0.795,0.79,0.8,0.118,0.0908,-0.0908
0.805,0.8,0.81,0.1201,0.0912,-0.0912
0.815,0.81,0.82,0.1221,0.0916,-0.0916
0.825,0.82,0.83,0.1241,0.0919,-0.0919
0.835,0.83,0.84,0.126,0.0923,-0.0923
0.845,0.84,0.85,0.1279,0.0927,-0.0927
0.855,0.85,0.86,0.1298,0.0932,-0.0932
0.865,0.86,0.87,0.1316,0.0938,-0.0938
0.875,0.87,0.88,0.1334,0.0944,-0.0944
0.885,0.88,0.89,0.1351,0.0951,-0.0951
0.895,0.89,0.9,0.1368,0.096,-0.096
0.905,0.9,0.91,0.1385,0.0969,-0.0969
0.915,0.91,0.92,0.1401,0.098,-0.098
0.925,0.92,0.93,0.1416,0.0993,-0.0993
0.935,0.93,0.94,0.1431,0.1006,-0.1006
0.945,0.94,0.95,0.1446,0.1021,-0.1021
0.955,0.95,0.96,0.146,0.1037,-0.1037
0.965,0.96,0.97,0.1473,0.1054,-0.1054
0.975,0.97,0.98,0.1485,0.1072,-0.1072
0.985,0.98,0.99,0.1497,0.1091,-0.1091
0.995,0.99,1.0,0.1507,0.111,-0.111
1.005,1.0,1.01,0.1517,0.1129,-0.1129
1.0150000000000001,1.01,1.02,0.1525,0.1148,-0.1148
1.025,1.02,1.03,0.1533,0.1167,-0.1167
1.0350000000000001,1.03,1.04,0.1539,0.1184,-0.1184
1.045,1.04,1.05,0.1543,0.12,-0.12
1.0550000000000002,1.05,1.06,0.1547,0.1215,-0.1215
1.065,1.06,1.07,0.1549,0.1228,-0.1228
1.0750000000000002,1.07,1.08,0.1549,0.1238,-0.1238
1.085,1.08,1.09,0.1549,0.1245,-0.1245
1.0950000000000002,1.09,1.1,0.1546,0.125,-0.125
1.105,1.1,1.11,0.1543,0.1252,-0.1252
1.1150000000000002,1.11,1.12,0.1539,0.1251,-0.1251
1.125,1.12,1.13,0.1534,0.1248,-0.1248
1.1349999999999998,1.13,1.14,0.1528,0.1241,-0.1241
1.145,1.14,1.15,0.1523,0.1231,-0.1231
1.1549999999999998,1.15,1.16,0.1518,0.1219,-0.1219
1.165,1.16,1.17,0.1514,0.1204,-0.1204
1.1749999999999998,1.17,1.18,0.1512,0.1188,-0.1188
1.185,1.18,1.19,0.1512,0.1172,-0.1172
1.1949999999999998,1.19,1.2,0.1515,0.1156,-0.1156
1.205,1.2,1.21,0.1521,0.1142,-0.1142
1.2149999999999999,1.21,1.22,0.153,0.1131,-0.1131
1.225,1.22,1.23,0.1541,0.1124,-0.1124
1.2349999999999999,1.23,1.24,0.1553,0.1121,-0.1121
1.245,1.24,1.25,0.1561,0.1126,-0.1126
1.255,1.25,1.26,0.1562,0.1137,-0.1137
1.2650000000000001,1.26,1.27,0.1552,0.1157,-0.1157
1.275,1.27,1.28,0.1527,0.1183,-0.1183
1.2850000000000001,1.28,1.29,0.1484,0.121,-0.121
1.295,1.29,1.3,0.1424,0.1233,-0.1233
1.3050000000000002,1.3,1.31,0.135,0.1245,-0.1245
1.315,1.31,1.32,0.1267,0.1244,-0.1244
1.3250000000000002,1.32,1.33,0.1178,0.123,-0.123
1.335,1.33,1.34,0.1091,0.1207,-0.1207
1.3450000000000002,1.34,1.35,0.1008,0.1181,-0.1181
1.355,1.35,1.36,0.0935,0.1158,-0.1158
1.3650000000000002,1.36,1.37,0.0874,0.1146,-0.1146
1.375,1.37,1.38,0.0828,0.1149,-0.1149
1.3849999999999998,1.38,1.39,0.08,0.1172,-0.1172
1.395,1.39,1.4,0.0793,0.1215,-0.1215

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=d0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0595,0.026,-0.026
0.415,0.41,0.42,0.0537,0.0246,-0.0246
0.425,0.42,0.43,0.0489,0.0238,-0.0238
0.435,0.43,0.44,0.045,0.0235,-0.0235
0.445,0.44,0.45,0.042,0.0237,-0.0237
0.455,0.45,0.46,0.0398,0.0244,-0.0244
0.46499999999999997,0.46,0.47,0.0384,0.0256,-0.0256
0.475,0.47,0.48,0.0377,0.0272,-0.0272
0.485,0.48,0.49,0.0376,0.0292,-0.0292
0.495,0.49,0.5,0.0381,0.0317,-0.0317
0.505,0.5,0.51,0.0392,0.0345,-0.0345
0.515,0.51,0.52,0.0407,0.0375,-0.0375
0.525,0.52,0.53,0.0427,0.0408,-0.0408
0.535,0.53,0.54,0.0451,0.0442,-0.0442
0.545,0.54,0.55,0.0479,0.0477,-0.0477
0.555,0.55,0.56,0.051,0.0513,-0.0513
0.565,0.56,0.57,0.0543,0.0548,-0.0548
0.575,0.57,0.58,0.058,0.0583,-0.0583
0.585,0.58,0.59,0.0618,0.0618,-0.0618
0.595,0.59,0.6,0.0659,0.065,-0.065
0.605,0.6,0.61,0.0701,0.0682,-0.0682
0.615,0.61,0.62,0.0744,0.0712,-0.0712
0.625,0.62,0.63,0.0788,0.0739,-0.0739
0.635,0.63,0.64,0.0834,0.0765,-0.0765
0.645,0.64,0.65,0.0879,0.0788,-0.0788
0.655,0.65,0.66,0.0926,0.0809,-0.0809
0.665,0.66,0.67,0.0972,0.0827,-0.0827
0.675,0.67,0.68,0.1018,0.0843,-0.0843
0.685,0.68,0.69,0.1064,0.0856,-0.0856
0.695,0.69,0.7,0.1109,0.0867,-0.0867
0.705,0.7,0.71,0.1153,0.0875,-0.0875
0.715,0.71,0.72,0.1197,0.0881,-0.0881
0.725,0.72,0.73,0.124,0.0884,-0.0884
0.735,0.73,0.74,0.1281,0.0886,-0.0886
0.745,0.74,0.75,0.1322,0.0886,-0.0886
0.755,0.75,0.76,0.136,0.0883,-0.0883
0.765,0.76,0.77,0.1398,0.088,-0.088
0.775,0.77,0.78,0.1433,0.0874,-0.0874
0.785,0.78,0.79,0.1467,0.0868,-0.0868
0.795,0.79,0.8,0.1499,0.0861,-0.0861
0.805,0.8,0.81,0.1529,0.0853,-0.0853
0.815,0.81,0.82,0.1557,0.0845,-0.0845
0.825,0.82,0.83,0.1583,0.0836,-0.0836
0.835,0.83,0.84,0.1607,0.0828,-0.0828
0.845,0.84,0.85,0.1628,0.082,-0.082
0.855,0.85,0.86,0.1647,0.0812,-0.0812
0.865,0.86,0.87,0.1664,0.0805,-0.0805
0.875,0.87,0.88,0.1679,0.0799,-0.0799
0.885,0.88,0.89,0.1691,0.0794,-0.0794
0.895,0.89,0.9,0.17,0.0789,-0.0789
0.905,0.9,0.91,0.1708,0.0787,-0.0787
0.915,0.91,0.92,0.1712,0.0785,-0.0785
0.925,0.92,0.93,0.1715,0.0785,-0.0785
0.935,0.93,0.94,0.1715,0.0787,-0.0787
0.945,0.94,0.95,0.1712,0.079,-0.079
0.955,0.95,0.96,0.1708,0.0795,-0.0795
0.965,0.96,0.97,0.1701,0.0802,-0.0802
0.975,0.97,0.98,0.1692,0.081,-0.081
0.985,0.98,0.99,0.1682,0.0821,-0.0821
0.995,0.99,1.0,0.167,0.0834,-0.0834
1.005,1.0,1.01,0.1656,0.085,-0.085
1.0150000000000001,1.01,1.02,0.1641,0.0867,-0.0867
1.025,1.02,1.03,0.1626,0.0888,-0.0888
1.0350000000000001,1.03,1.04,0.1611,0.0912,-0.0912
1.045,1.04,1.05,0.1597,0.0939,-0.0939
1.0550000000000002,1.05,1.06,0.1583,0.0969,-0.0969
1.065,1.06,1.07,0.1572,0.1002,-0.1002
1.0750000000000002,1.07,1.08,0.1564,0.1039,-0.1039
1.085,1.08,1.09,0.156,0.1079,-0.1079
1.0950000000000002,1.09,1.1,0.1562,0.1124,-0.1124
1.105,1.1,1.11,0.1571,0.1172,-0.1172
1.1150000000000002,1.11,1.12,0.159,0.1223,-0.1223
1.125,1.12,1.13,0.1621,0.1278,-0.1278
1.1349999999999998,1.13,1.14,0.1667,0.1337,-0.1337
1.145,1.14,1.15,0.1729,0.1399,-0.1399
1.1549999999999998,1.15,1.16,0.1812,0.1465,-0.1465
1.165,1.16,1.17,0.1919,0.1533,-0.1533
1.1749999999999998,1.17,1.18,0.2053,0.1604,-0.1604
1.185,1.18,1.19,0.2215,0.1677,-0.1677
1.1949999999999998,1.19,1.2,0.2408,0.1752,-0.1752
1.205,1.2,1.21,0.2628,0.1826,-0.1826
1.2149999999999999,1.21,1.22,0.2871,0.1899,-0.1899
1.225,1.22,1.23,0.3125,0.197,-0.197
1.2349999999999999,1.23,1.24,0.3374,0.2038,-0.2038
1.245,1.24,1.25,0.3592,0.2101,-0.2101
1.255,1.25,1.26,0.3754,0.2159,-0.2159
1.2650000000000001,1.26,1.27,0.3832,0.2209,-0.2209
1.275,1.27,1.28,0.3809,0.225,-0.225
1.2850000000000001,1.28,1.29,0.3679,0.2279,-0.2279
1.295,1.29,1.3,0.3452,0.2292,-0.2292
1.3050000000000002,1.3,1.31,0.3152,0.2283,-0.2283
1.315,1.31,1.32,0.2809,0.2249,-0.2249
1.3250000000000002,1.32,1.33,0.2452,0.2187,-0.2187
1.335,1.33,1.34,0.2108,0.2099,-0.2099
1.3450000000000002,1.34,1.35,0.1799,0.1987,-0.1987
1.355,1.35,1.36,0.1538,0.1858,-0.1858
1.3650000000000002,1.36,1.37,0.1335,0.1724,-0.1724
1.375,1.37,1.38,0.1198,0.1601,-0.1601
1.3849999999999998,1.38,1.39,0.1131,0.151,-0.151
1.395,1.39,1.4,0.1137,0.1469,-0.1469

