#: table_doi: 10.17182/hepdata.74824.v1/t162
#: name: Table 162
#: description: F0 wave cross section for -T.

#: data_file: Table162.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.945,0.94,0.95,0.1084,0.0669,-0.0669
0.955,0.95,0.96,0.1084,0.0673,-0.0673
0.965,0.96,0.97,0.1083,0.0676,-0.0676
0.975,0.97,0.98,0.1082,0.068,-0.068
0.985,0.98,0.99,0.1081,0.0683,-0.0683
0.995,0.99,1.0,0.1079,0.0687,-0.0687
1.005,1.0,1.01,0.1077,0.0691,-0.0691
1.0150000000000001,1.01,1.02,0.1074,0.0694,-0.0694
1.025,1.02,1.03,0.1072,0.0698,-0.0698
1.0350000000000001,1.03,1.04,0.1069,0.0702,-0.0702
1.045,1.04,1.05,0.1066,0.0706,-0.0706
1.0550000000000002,1.05,1.06,0.1062,0.071,-0.071
1.065,1.06,1.07,0.1059,0.0714,-0.0714
1.0750000000000002,1.07,1.08,0.1055,0.0719,-0.0719
1.085,1.08,1.09,0.1051,0.0723,-0.0723
1.0950000000000002,1.09,1.1,0.1048,0.0728,-0.0728
1.105,1.1,1.11,0.1044,0.0733,-0.0733
1.1150000000000002,1.11,1.12,0.104,0.0738,-0.0738
1.125,1.12,1.13,0.1037,0.0743,-0.0743
1.1349999999999998,1.13,1.14,0.1033,0.0748,-0.0748
1.145,1.14,1.15,0.103,0.0753,-0.0753
1.1549999999999998,1.15,1.16,0.1027,0.0759,-0.0759
1.165,1.16,1.17,0.1024,0.0764,-0.0764
1.1749999999999998,1.17,1.18,0.1022,0.077,-0.077
1.185,1.18,1.19,0.1019,0.0776,-0.0776
1.1949999999999998,1.19,1.2,0.1018,0.0782,-0.0782
1.205,1.2,1.21,0.1016,0.0788,-0.0788
1.2149999999999999,1.21,1.22,0.1016,0.0794,-0.0794
1.225,1.22,1.23,0.1016,0.08,-0.08
1.2349999999999999,1.23,1.24,0.1016,0.0806,-0.0806
1.245,1.24,1.25,0.1017,0.0813,-0.0813
1.255,1.25,1.26,0.1019,0.0819,-0.0819
1.2650000000000001,1.26,1.27,0.1022,0.0826,-0.0826
1.275,1.27,1.28,0.1025,0.0833,-0.0833
1.2850000000000001,1.28,1.29,0.1029,0.084,-0.084
1.295,1.29,1.3,0.1035,0.0847,-0.0847
1.3050000000000002,1.3,1.31,0.1041,0.0854,-0.0854
1.315,1.31,1.32,0.1048,0.0861,-0.0861
1.3250000000000002,1.32,1.33,0.1057,0.0869,-0.0869
1.335,1.33,1.34,0.1067,0.0876,-0.0876
1.3450000000000002,1.34,1.35,0.1078,0.0884,-0.0884
1.355,1.35,1.36,0.109,0.0892,-0.0892
1.3650000000000002,1.36,1.37,0.1104,0.0901,-0.0901
1.375,1.37,1.38,0.1119,0.0909,-0.0909
1.3849999999999998,1.38,1.39,0.1136,0.0919,-0.0919
1.395,1.39,1.4,0.1154,0.0928,-0.0928

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0113,0.0101,-0.0101
0.415,0.41,0.42,0.013,0.0117,-0.0117
0.425,0.42,0.43,0.0148,0.0132,-0.0132
0.435,0.43,0.44,0.0167,0.0148,-0.0148
0.445,0.44,0.45,0.0186,0.0164,-0.0164
0.455,0.45,0.46,0.0205,0.018,-0.018
0.46499999999999997,0.46,0.47,0.0224,0.0196,-0.0196
0.475,0.47,0.48,0.0244,0.0212,-0.0212
0.485,0.48,0.49,0.0263,0.0228,-0.0228
0.495,0.49,0.5,0.0283,0.0243,-0.0243
0.505,0.5,0.51,0.0302,0.0259,-0.0259
0.515,0.51,0.52,0.0321,0.0273,-0.0273
0.525,0.52,0.53,0.034,0.0288,-0.0288
0.535,0.53,0.54,0.0358,0.0301,-0.0301
0.545,0.54,0.55,0.0376,0.0314,-0.0314
0.555,0.55,0.56,0.0394,0.0327,-0.0327
0.565,0.56,0.57,0.0412,0.0339,-0.0339
0.575,0.57,0.58,0.0429,0.0351,-0.0351
0.585,0.58,0.59,0.0445,0.0361,-0.0361
0.595,0.59,0.6,0.0461,0.0371,-0.0371
0.605,0.6,0.61,0.0477,0.0381,-0.0381
0.615,0.61,0.62,0.0492,0.0389,-0.0389
0.625,0.62,0.63,0.0506,0.0397,-0.0397
0.635,0.63,0.64,0.052,0.0404,-0.0404
0.645,0.64,0.65,0.0533,0.0411,-0.0411
0.655,0.65,0.66,0.0546,0.0416,-0.0416
0.665,0.66,0.67,0.0558,0.0421,-0.0421
0.675,0.67,0.68,0.057,0.0425,-0.0425
0.685,0.68,0.69,0.0581,0.0429,-0.0429
0.695,0.69,0.7,0.0592,0.0432,-0.0432
0.705,0.7,0.71,0.0602,0.0434,-0.0434
0.715,0.71,0.72,0.0611,0.0435,-0.0435
0.725,0.72,0.73,0.062,0.0436,-0.0436
0.735,0.73,0.74,0.0628,0.0436,-0.0436
0.745,0.74,0.75,0.0636,0.0436,-0.0436
0.755,0.75,0.76,0.0643,0.0435,-0.0435
0.765,0.76,0.77,0.065,0.0433,-0.0433
0.775,0.77,0.78,0.0656,0.0431,-0.0431
0.785,0.78,0.79,0.0662,0.0428,-0.0428
0.795,0.79,0.8,0.0667,0.0425,-0.0425
0.805,0.8,0.81,0.0672,0.0422,-0.0422
0.815,0.81,0.82,0.0676,0.0418,-0.0418
0.825,0.82,0.83,0.068,0.0414,-0.0414
0.835,0.83,0.84,0.0684,0.041,-0.041
0.845,0.84,0.85,0.0687,0.0405,-0.0405
0.855,0.85,0.86,0.069,0.04,-0.04
0.865,0.86,0.87,0.0693,0.0396,-0.0396
0.875,0.87,0.88,0.0695,0.0391,-0.0391
0.885,0.88,0.89,0.0697,0.0387,-0.0387
0.895,0.89,0.9,0.0699,0.0382,-0.0382
0.905,0.9,0.91,0.07,0.0378,-0.0378
0.915,0.91,0.92,0.0702,0.0374,-0.0374
0.925,0.92,0.93,0.0703,0.0371,-0.0371
0.935,0.93,0.94,0.0704,0.0368,-0.0368
0.945,0.94,0.95,0.0705,0.0366,-0.0366
0.955,0.95,0.96,0.0705,0.0364,-0.0364
0.965,0.96,0.97,0.0706,0.0364,-0.0364
0.975,0.97,0.98,0.0707,0.0364,-0.0364
0.985,0.98,0.99,0.0708,0.0365,-0.0365
0.995,0.99,1.0,0.0709,0.0366,-0.0366
1.005,1.0,1.01,0.071,0.0369,-0.0369
1.0150000000000001,1.01,1.02,0.0711,0.0373,-0.0373
1.025,1.02,1.03,0.0712,0.0377,-0.0377
1.0350000000000001,1.03,1.04,0.0714,0.0383,-0.0383
1.045,1.04,1.05,0.0716,0.0389,-0.0389
1.0550000000000002,1.05,1.06,0.0718,0.0397,-0.0397
1.065,1.06,1.07,0.072,0.0405,-0.0405
1.0750000000000002,1.07,1.08,0.0723,0.0413,-0.0413
1.085,1.08,1.09,0.0727,0.0423,-0.0423
1.0950000000000002,1.09,1.1,0.0731,0.0433,-0.0433
1.105,1.1,1.11,0.0735,0.0443,-0.0443
1.1150000000000002,1.11,1.12,0.074,0.0454,-0.0454
1.125,1.12,1.13,0.0746,0.0466,-0.0466
1.1349999999999998,1.13,1.14,0.0752,0.0477,-0.0477
1.145,1.14,1.15,0.0759,0.0489,-0.0489
1.1549999999999998,1.15,1.16,0.0767,0.0501,-0.0501
1.165,1.16,1.17,0.0776,0.0514,-0.0514
1.1749999999999998,1.17,1.18,0.0786,0.0526,-0.0526
1.185,1.18,1.19,0.0797,0.0538,-0.0538
1.1949999999999998,1.19,1.2,0.0808,0.0551,-0.0551
1.205,1.2,1.21,0.0821,0.0563,-0.0563
1.2149999999999999,1.21,1.22,0.0835,0.0575,-0.0575
1.225,1.22,1.23,0.0851,0.0587,-0.0587
1.2349999999999999,1.23,1.24,0.0867,0.0599,-0.0599
1.245,1.24,1.25,0.0885,0.0611,-0.0611
1.255,1.25,1.26,0.0905,0.0623,-0.0623
1.2650000000000001,1.26,1.27,0.0926,0.0634,-0.0634
1.275,1.27,1.28,0.0948,0.0646,-0.0646
1.2850000000000001,1.28,1.29,0.0972,0.0657,-0.0657
1.295,1.29,1.3,0.0998,0.0668,-0.0668
1.3050000000000002,1.3,1.31,0.1026,0.068,-0.068
1.315,1.31,1.32,0.1056,0.0691,-0.0691
1.3250000000000002,1.32,1.33,0.1087,0.0702,-0.0702
1.335,1.33,1.34,0.1121,0.0714,-0.0714
1.3450000000000002,1.34,1.35,0.1156,0.0725,-0.0725
1.355,1.35,1.36,0.1194,0.0737,-0.0737
1.3650000000000002,1.36,1.37,0.1234,0.075,-0.075
1.375,1.37,1.38,0.1277,0.0763,-0.0763
1.3849999999999998,1.38,1.39,0.1322,0.0777,-0.0777
1.395,1.39,1.4,0.1369,0.0792,-0.0792

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0128,0.0083,-0.0083
0.415,0.41,0.42,0.0147,0.0096,-0.0096
0.425,0.42,0.43,0.0167,0.0109,-0.0109
0.435,0.43,0.44,0.0188,0.0122,-0.0122
0.445,0.44,0.45,0.0209,0.0136,-0.0136
0.455,0.45,0.46,0.023,0.015,-0.015
0.46499999999999997,0.46,0.47,0.0252,0.0164,-0.0164
0.475,0.47,0.48,0.0273,0.0178,-0.0178
0.485,0.48,0.49,0.0295,0.0191,-0.0191
0.495,0.49,0.5,0.0316,0.0205,-0.0205
0.505,0.5,0.51,0.0337,0.0219,-0.0219
0.515,0.51,0.52,0.0358,0.0232,-0.0232
0.525,0.52,0.53,0.0378,0.0245,-0.0245
0.535,0.53,0.54,0.0398,0.0258,-0.0258
0.545,0.54,0.55,0.0417,0.0271,-0.0271
0.555,0.55,0.56,0.0436,0.0283,-0.0283
0.565,0.56,0.57,0.0454,0.0295,-0.0295
0.575,0.57,0.58,0.0472,0.0306,-0.0306
0.585,0.58,0.59,0.0489,0.0317,-0.0317
0.595,0.59,0.6,0.0505,0.0328,-0.0328
0.605,0.6,0.61,0.052,0.0338,-0.0338
0.615,0.61,0.62,0.0535,0.0347,-0.0347
0.625,0.62,0.63,0.0549,0.0356,-0.0356
0.635,0.63,0.64,0.0563,0.0365,-0.0365
0.645,0.64,0.65,0.0575,0.0373,-0.0373
0.655,0.65,0.66,0.0587,0.0381,-0.0381
0.665,0.66,0.67,0.0598,0.0388,-0.0388
0.675,0.67,0.68,0.0608,0.0394,-0.0394
0.685,0.68,0.69,0.0617,0.04,-0.04
0.695,0.69,0.7,0.0626,0.0406,-0.0406
0.705,0.7,0.71,0.0633,0.0411,-0.0411
0.715,0.71,0.72,0.064,0.0415,-0.0415
0.725,0.72,0.73,0.0647,0.0419,-0.0419
0.735,0.73,0.74,0.0652,0.0423,-0.0423
0.745,0.74,0.75,0.0656,0.0425,-0.0425
0.755,0.75,0.76,0.066,0.0428,-0.0428
0.765,0.76,0.77,0.0663,0.043,-0.043
0.775,0.77,0.78,0.0665,0.0431,-0.0431
0.785,0.78,0.79,0.0667,0.0432,-0.0432
0.795,0.79,0.8,0.0667,0.0432,-0.0432
0.805,0.8,0.81,0.0667,0.0432,-0.0432
0.815,0.81,0.82,0.0667,0.0432,-0.0432
0.825,0.82,0.83,0.0665,0.0431,-0.0431
0.835,0.83,0.84,0.0663,0.043,-0.043
0.845,0.84,0.85,0.066,0.0428,-0.0428
0.855,0.85,0.86,0.0657,0.0426,-0.0426
0.865,0.86,0.87,0.0653,0.0423,-0.0423
0.875,0.87,0.88,0.0648,0.0421,-0.0421
0.885,0.88,0.89,0.0643,0.0417,-0.0417
0.895,0.89,0.9,0.0637,0.0414,-0.0414
0.905,0.9,0.91,0.0631,0.041,-0.041
0.915,0.91,0.92,0.0624,0.0406,-0.0406
0.925,0.92,0.93,0.0617,0.0402,-0.0402
0.935,0.93,0.94,0.0609,0.0397,-0.0397
0.945,0.94,0.95,0.0601,0.0393,-0.0393
0.955,0.95,0.96,0.0592,0.0388,-0.0388
0.965,0.96,0.97,0.0584,0.0383,-0.0383
0.975,0.97,0.98,0.0574,0.0378,-0.0378
0.985,0.98,0.99,0.0565,0.0373,-0.0373
0.995,0.99,1.0,0.0555,0.0368,-0.0368
1.005,1.0,1.01,0.0545,0.0364,-0.0364
1.0150000000000001,1.01,1.02,0.0535,0.0359,-0.0359
1.025,1.02,1.03,0.0525,0.0354,-0.0354
1.0350000000000001,1.03,1.04,0.0515,0.035,-0.035
1.045,1.04,1.05,0.0504,0.0345,-0.0345
1.0550000000000002,1.05,1.06,0.0494,0.0342,-0.0342
1.065,1.06,1.07,0.0483,0.0338,-0.0338
1.0750000000000002,1.07,1.08,0.0473,0.0335,-0.0335
1.085,1.08,1.09,0.0463,0.0332,-0.0332
1.0950000000000002,1.09,1.1,0.0453,0.033,-0.033
1.105,1.1,1.11,0.0443,0.0328,-0.0328
1.1150000000000002,1.11,1.12,0.0434,0.0327,-0.0327
1.125,1.12,1.13,0.0424,0.0326,-0.0326
1.1349999999999998,1.13,1.14,0.0416,0.0326,-0.0326
1.145,1.14,1.15,0.0407,0.0327,-0.0327
1.1549999999999998,1.15,1.16,0.0399,0.0328,-0.0328
1.165,1.16,1.17,0.0392,0.033,-0.033
1.1749999999999998,1.17,1.18,0.0385,0.0333,-0.0333
1.185,1.18,1.19,0.0379,0.0337,-0.0337
1.1949999999999998,1.19,1.2,0.0373,0.0341,-0.0341
1.205,1.2,1.21,0.0369,0.0346,-0.0346
1.2149999999999999,1.21,1.22,0.0365,0.0352,-0.0352
1.225,1.22,1.23,0.0362,0.0358,-0.0358
1.2349999999999999,1.23,1.24,0.036,0.0365,-0.0365
1.245,1.24,1.25,0.0359,0.0373,-0.0373
1.255,1.25,1.26,0.0359,0.0381,-0.0381
1.2650000000000001,1.26,1.27,0.036,0.039,-0.039
1.275,1.27,1.28,0.0362,0.04,-0.04
1.2850000000000001,1.28,1.29,0.0366,0.0411,-0.0411
1.295,1.29,1.3,0.0371,0.0422,-0.0422
1.3050000000000002,1.3,1.31,0.0378,0.0434,-0.0434
1.315,1.31,1.32,0.0386,0.0447,-0.0447
1.3250000000000002,1.32,1.33,0.0395,0.0461,-0.0461
1.335,1.33,1.34,0.0407,0.0476,-0.0476
1.3450000000000002,1.34,1.35,0.042,0.0491,-0.0491
1.355,1.35,1.36,0.0435,0.0508,-0.0508
1.3650000000000002,1.36,1.37,0.0452,0.0526,-0.0526
1.375,1.37,1.38,0.0471,0.0544,-0.0544
1.3849999999999998,1.38,1.39,0.0492,0.0564,-0.0564
1.395,1.39,1.4,0.0515,0.0585,-0.0585

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=f0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0083,0.0043,-0.0043
0.415,0.41,0.42,0.0096,0.0049,-0.0049
0.425,0.42,0.43,0.0109,0.0056,-0.0056
0.435,0.43,0.44,0.0122,0.0063,-0.0063
0.445,0.44,0.45,0.0136,0.0071,-0.0071
0.455,0.45,0.46,0.015,0.0078,-0.0078
0.46499999999999997,0.46,0.47,0.0163,0.0085,-0.0085
0.475,0.47,0.48,0.0177,0.0093,-0.0093
0.485,0.48,0.49,0.0191,0.01,-0.01
0.495,0.49,0.5,0.0205,0.0108,-0.0108
0.505,0.5,0.51,0.0218,0.0115,-0.0115
0.515,0.51,0.52,0.0232,0.0122,-0.0122
0.525,0.52,0.53,0.0245,0.0129,-0.0129
0.535,0.53,0.54,0.0258,0.0136,-0.0136
0.545,0.54,0.55,0.027,0.0143,-0.0143
0.555,0.55,0.56,0.0282,0.015,-0.015
0.565,0.56,0.57,0.0294,0.0157,-0.0157
0.575,0.57,0.58,0.0306,0.0163,-0.0163
0.585,0.58,0.59,0.0317,0.0169,-0.0169
0.595,0.59,0.6,0.0327,0.0175,-0.0175
0.605,0.6,0.61,0.0337,0.0181,-0.0181
0.615,0.61,0.62,0.0347,0.0187,-0.0187
0.625,0.62,0.63,0.0356,0.0192,-0.0192
0.635,0.63,0.64,0.0365,0.0197,-0.0197
0.645,0.64,0.65,0.0373,0.0202,-0.0202
0.655,0.65,0.66,0.0381,0.0207,-0.0207
0.665,0.66,0.67,0.0388,0.0212,-0.0212
0.675,0.67,0.68,0.0395,0.0216,-0.0216
0.685,0.68,0.69,0.0401,0.022,-0.022
0.695,0.69,0.7,0.0407,0.0223,-0.0223
0.705,0.7,0.71,0.0413,0.0227,-0.0227
0.715,0.71,0.72,0.0417,0.023,-0.023
0.725,0.72,0.73,0.0422,0.0233,-0.0233
0.735,0.73,0.74,0.0426,0.0236,-0.0236
0.745,0.74,0.75,0.0429,0.0238,-0.0238
0.755,0.75,0.76,0.0432,0.024,-0.024
0.765,0.76,0.77,0.0435,0.0242,-0.0242
0.775,0.77,0.78,0.0437,0.0244,-0.0244
0.785,0.78,0.79,0.0439,0.0245,-0.0245
0.795,0.79,0.8,0.044,0.0246,-0.0246
0.805,0.8,0.81,0.0442,0.0247,-0.0247
0.815,0.81,0.82,0.0442,0.0248,-0.0248
0.825,0.82,0.83,0.0442,0.0249,-0.0249
0.835,0.83,0.84,0.0442,0.0249,-0.0249
0.845,0.84,0.85,0.0442,0.0249,-0.0249
0.855,0.85,0.86,0.0441,0.0249,-0.0249
0.865,0.86,0.87,0.044,0.0248,-0.0248
0.875,0.87,0.88,0.0439,0.0248,-0.0248
0.885,0.88,0.89,0.0438,0.0247,-0.0247
0.895,0.89,0.9,0.0436,0.0246,-0.0246
0.905,0.9,0.91,0.0434,0.0245,-0.0245
0.915,0.91,0.92,0.0432,0.0244,-0.0244
0.925,0.92,0.93,0.043,0.0243,-0.0243
0.935,0.93,0.94,0.0428,0.0241,-0.0241
0.945,0.94,0.95,0.0426,0.024,-0.024
0.955,0.95,0.96,0.0423,0.0238,-0.0238
0.965,0.96,0.97,0.0421,0.0237,-0.0237
0.975,0.97,0.98,0.0418,0.0235,-0.0235
0.985,0.98,0.99,0.0416,0.0234,-0.0234
0.995,0.99,1.0,0.0414,0.0232,-0.0232
1.005,1.0,1.01,0.0411,0.0231,-0.0231
1.0150000000000001,1.01,1.02,0.0409,0.0229,-0.0229
1.025,1.02,1.03,0.0407,0.0228,-0.0228
1.0350000000000001,1.03,1.04,0.0405,0.0227,-0.0227
1.045,1.04,1.05,0.0404,0.0226,-0.0226
1.0550000000000002,1.05,1.06,0.0402,0.0225,-0.0225
1.065,1.06,1.07,0.0401,0.0225,-0.0225
1.0750000000000002,1.07,1.08,0.0401,0.0225,-0.0225
1.085,1.08,1.09,0.04,0.0226,-0.0226
1.0950000000000002,1.09,1.1,0.04,0.0226,-0.0226
1.105,1.1,1.11,0.0401,0.0228,-0.0228
1.1150000000000002,1.11,1.12,0.0402,0.023,-0.023
1.125,1.12,1.13,0.0403,0.0232,-0.0232
1.1349999999999998,1.13,1.14,0.0406,0.0235,-0.0235
1.145,1.14,1.15,0.0408,0.0239,-0.0239
1.1549999999999998,1.15,1.16,0.0412,0.0243,-0.0243
1.165,1.16,1.17,0.0416,0.0248,-0.0248
1.1749999999999998,1.17,1.18,0.0421,0.0254,-0.0254
1.185,1.18,1.19,0.0427,0.026,-0.026
1.1949999999999998,1.19,1.2,0.0434,0.0267,-0.0267
1.205,1.2,1.21,0.0441,0.0275,-0.0275
1.2149999999999999,1.21,1.22,0.045,0.0284,-0.0284
1.225,1.22,1.23,0.046,0.0293,-0.0293
1.2349999999999999,1.23,1.24,0.047,0.0303,-0.0303
1.245,1.24,1.25,0.0482,0.0314,-0.0314
1.255,1.25,1.26,0.0495,0.0326,-0.0326
1.2650000000000001,1.26,1.27,0.051,0.0338,-0.0338
1.275,1.27,1.28,0.0525,0.0352,-0.0352
1.2850000000000001,1.28,1.29,0.0543,0.0366,-0.0366
1.295,1.29,1.3,0.0561,0.038,-0.038
1.3050000000000002,1.3,1.31,0.0581,0.0396,-0.0396
1.315,1.31,1.32,0.0603,0.0412,-0.0412
1.3250000000000002,1.32,1.33,0.0626,0.0429,-0.0429
1.335,1.33,1.34,0.0651,0.0447,-0.0447
1.3450000000000002,1.34,1.35,0.0678,0.0465,-0.0465
1.355,1.35,1.36,0.0706,0.0485,-0.0485
1.3650000000000002,1.36,1.37,0.0737,0.0505,-0.0505
1.375,1.37,1.38,0.0769,0.0526,-0.0526
1.3849999999999998,1.38,1.39,0.0804,0.0547,-0.0547
1.395,1.39,1.4,0.084,0.057,-0.057

