#: table_doi: 10.17182/hepdata.74824.v1/t148
#: name: Table 148
#: description: F wave cross section for -T.

#: data_file: Table148.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
1.205,1.2,1.21,0.3757,0.1024,-0.1024
1.2149999999999999,1.21,1.22,0.3862,0.1108,-0.1108
1.225,1.22,1.23,0.3973,0.1202,-0.1202
1.2349999999999999,1.23,1.24,0.4091,0.1307,-0.1307
1.245,1.24,1.25,0.4216,0.142,-0.142
1.255,1.25,1.26,0.4349,0.1542,-0.1542
1.2650000000000001,1.26,1.27,0.4489,0.1672,-0.1672
1.275,1.27,1.28,0.4637,0.181,-0.181
1.2850000000000001,1.28,1.29,0.4794,0.1954,-0.1954
1.295,1.29,1.3,0.4959,0.2106,-0.2106
1.3050000000000002,1.3,1.31,0.5133,0.2264,-0.2264
1.315,1.31,1.32,0.5316,0.2429,-0.2429
1.3250000000000002,1.32,1.33,0.5509,0.26,-0.26
1.335,1.33,1.34,0.5711,0.2777,-0.2777
1.3450000000000002,1.34,1.35,0.5924,0.2961,-0.2961
1.355,1.35,1.36,0.6148,0.3151,-0.3151
1.3650000000000002,1.36,1.37,0.6382,0.3348,-0.3348
1.375,1.37,1.38,0.6628,0.3551,-0.3551
1.3849999999999998,1.38,1.39,0.6885,0.3761,-0.3761
1.395,1.39,1.4,0.7155,0.3977,-0.3977

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0402,0.0115,-0.0115
0.415,0.41,0.42,0.0464,0.0132,-0.0132
0.425,0.42,0.43,0.0528,0.0149,-0.0149
0.435,0.43,0.44,0.0594,0.0167,-0.0167
0.445,0.44,0.45,0.0662,0.0184,-0.0184
0.455,0.45,0.46,0.073,0.0202,-0.0202
0.46499999999999997,0.46,0.47,0.0799,0.0219,-0.0219
0.475,0.47,0.48,0.0869,0.0236,-0.0236
0.485,0.48,0.49,0.0938,0.0253,-0.0253
0.495,0.49,0.5,0.1007,0.0269,-0.0269
0.505,0.5,0.51,0.1076,0.0285,-0.0285
0.515,0.51,0.52,0.1144,0.03,-0.03
0.525,0.52,0.53,0.1211,0.0315,-0.0315
0.535,0.53,0.54,0.1278,0.033,-0.033
0.545,0.54,0.55,0.1343,0.0343,-0.0343
0.555,0.55,0.56,0.1407,0.0356,-0.0356
0.565,0.56,0.57,0.1469,0.0369,-0.0369
0.575,0.57,0.58,0.153,0.0381,-0.0381
0.585,0.58,0.59,0.159,0.0392,-0.0392
0.595,0.59,0.6,0.1648,0.0403,-0.0403
0.605,0.6,0.61,0.1704,0.0413,-0.0413
0.615,0.61,0.62,0.1759,0.0423,-0.0423
0.625,0.62,0.63,0.1812,0.0433,-0.0433
0.635,0.63,0.64,0.1864,0.0442,-0.0442
0.645,0.64,0.65,0.1913,0.0451,-0.0451
0.655,0.65,0.66,0.1961,0.0459,-0.0459
0.665,0.66,0.67,0.2007,0.0467,-0.0467
0.675,0.67,0.68,0.2052,0.0476,-0.0476
0.685,0.68,0.69,0.2095,0.0484,-0.0484
0.695,0.69,0.7,0.2136,0.0492,-0.0492
0.705,0.7,0.71,0.2176,0.05,-0.05
0.715,0.71,0.72,0.2214,0.0509,-0.0509
0.725,0.72,0.73,0.2251,0.0518,-0.0518
0.735,0.73,0.74,0.2286,0.0527,-0.0527
0.745,0.74,0.75,0.232,0.0537,-0.0537
0.755,0.75,0.76,0.2353,0.0547,-0.0547
0.765,0.76,0.77,0.2384,0.0558,-0.0558
0.775,0.77,0.78,0.2415,0.057,-0.057
0.785,0.78,0.79,0.2444,0.0582,-0.0582
0.795,0.79,0.8,0.2473,0.0595,-0.0595
0.805,0.8,0.81,0.25,0.0609,-0.0609
0.815,0.81,0.82,0.2527,0.0624,-0.0624
0.825,0.82,0.83,0.2553,0.0639,-0.0639
0.835,0.83,0.84,0.2579,0.0656,-0.0656
0.845,0.84,0.85,0.2604,0.0673,-0.0673
0.855,0.85,0.86,0.2629,0.0691,-0.0691
0.865,0.86,0.87,0.2654,0.071,-0.071
0.875,0.87,0.88,0.2679,0.073,-0.073
0.885,0.88,0.89,0.2704,0.0751,-0.0751
0.895,0.89,0.9,0.273,0.0773,-0.0773
0.905,0.9,0.91,0.2755,0.0795,-0.0795
0.915,0.91,0.92,0.2782,0.0817,-0.0817
0.925,0.92,0.93,0.2809,0.0841,-0.0841
0.935,0.93,0.94,0.2837,0.0865,-0.0865
0.945,0.94,0.95,0.2866,0.0889,-0.0889
0.955,0.95,0.96,0.2896,0.0914,-0.0914
0.965,0.96,0.97,0.2928,0.0939,-0.0939
0.975,0.97,0.98,0.2961,0.0964,-0.0964
0.985,0.98,0.99,0.2996,0.099,-0.099
0.995,0.99,1.0,0.3033,0.1015,-0.1015
1.005,1.0,1.01,0.3072,0.1041,-0.1041
1.0150000000000001,1.01,1.02,0.3114,0.1066,-0.1066
1.025,1.02,1.03,0.3158,0.1092,-0.1092
1.0350000000000001,1.03,1.04,0.3206,0.1117,-0.1117
1.045,1.04,1.05,0.3256,0.1142,-0.1142
1.0550000000000002,1.05,1.06,0.3309,0.1167,-0.1167
1.065,1.06,1.07,0.3366,0.1191,-0.1191
1.0750000000000002,1.07,1.08,0.3427,0.1215,-0.1215
1.085,1.08,1.09,0.3491,0.1239,-0.1239
1.0950000000000002,1.09,1.1,0.356,0.1262,-0.1262
1.105,1.1,1.11,0.3634,0.1284,-0.1284
1.1150000000000002,1.11,1.12,0.3712,0.1306,-0.1306
1.125,1.12,1.13,0.3795,0.1327,-0.1327
1.1349999999999998,1.13,1.14,0.3883,0.1348,-0.1348
1.145,1.14,1.15,0.3977,0.1368,-0.1368
1.1549999999999998,1.15,1.16,0.4077,0.1387,-0.1387
1.165,1.16,1.17,0.4183,0.1405,-0.1405
1.1749999999999998,1.17,1.18,0.4295,0.1423,-0.1423
1.185,1.18,1.19,0.4415,0.1441,-0.1441
1.1949999999999998,1.19,1.2,0.4541,0.1458,-0.1458
1.205,1.2,1.21,0.4674,0.1475,-0.1475
1.2149999999999999,1.21,1.22,0.4816,0.1491,-0.1491
1.225,1.22,1.23,0.4965,0.1507,-0.1507
1.2349999999999999,1.23,1.24,0.5122,0.1524,-0.1524
1.245,1.24,1.25,0.5289,0.154,-0.154
1.255,1.25,1.26,0.5464,0.1558,-0.1558
1.2650000000000001,1.26,1.27,0.5649,0.1576,-0.1576
1.275,1.27,1.28,0.5843,0.1595,-0.1595
1.2850000000000001,1.28,1.29,0.6048,0.1616,-0.1616
1.295,1.29,1.3,0.6263,0.1639,-0.1639
1.3050000000000002,1.3,1.31,0.6488,0.1664,-0.1664
1.315,1.31,1.32,0.6726,0.1692,-0.1692
1.3250000000000002,1.32,1.33,0.6974,0.1723,-0.1723
1.335,1.33,1.34,0.7235,0.1759,-0.1759
1.3450000000000002,1.34,1.35,0.7508,0.1799,-0.1799
1.355,1.35,1.36,0.7794,0.1845,-0.1845
1.3650000000000002,1.36,1.37,0.8094,0.1896,-0.1896
1.375,1.37,1.38,0.8407,0.1953,-0.1953
1.3849999999999998,1.38,1.39,0.8734,0.2018,-0.2018
1.395,1.39,1.4,0.9076,0.209,-0.209

#: -T [GeV^2],,,0.7-0.8
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.112,0.0366,-0.0366
0.415,0.41,0.42,0.1292,0.0421,-0.0421
0.425,0.42,0.43,0.1469,0.0478,-0.0478
0.435,0.43,0.44,0.1651,0.0536,-0.0536
0.445,0.44,0.45,0.1837,0.0595,-0.0595
0.455,0.45,0.46,0.2025,0.0654,-0.0654
0.46499999999999997,0.46,0.47,0.2214,0.0714,-0.0714
0.475,0.47,0.48,0.2404,0.0773,-0.0773
0.485,0.48,0.49,0.2593,0.0831,-0.0831
0.495,0.49,0.5,0.278,0.0889,-0.0889
0.505,0.5,0.51,0.2966,0.0946,-0.0946
0.515,0.51,0.52,0.3149,0.1002,-0.1002
0.525,0.52,0.53,0.333,0.1056,-0.1056
0.535,0.53,0.54,0.3506,0.1108,-0.1108
0.545,0.54,0.55,0.3678,0.1159,-0.1159
0.555,0.55,0.56,0.3846,0.1208,-0.1208
0.565,0.56,0.57,0.4009,0.1255,-0.1255
0.575,0.57,0.58,0.4166,0.13,-0.13
0.585,0.58,0.59,0.4318,0.1342,-0.1342
0.595,0.59,0.6,0.4465,0.1383,-0.1383
0.605,0.6,0.61,0.4605,0.142,-0.142
0.615,0.61,0.62,0.4739,0.1456,-0.1456
0.625,0.62,0.63,0.4867,0.1489,-0.1489
0.635,0.63,0.64,0.4989,0.1519,-0.1519
0.645,0.64,0.65,0.5104,0.1547,-0.1547
0.655,0.65,0.66,0.5212,0.1573,-0.1573
0.665,0.66,0.67,0.5313,0.1595,-0.1595
0.675,0.67,0.68,0.5408,0.1615,-0.1615
0.685,0.68,0.69,0.5496,0.1633,-0.1633
0.695,0.69,0.7,0.5577,0.1648,-0.1648
0.705,0.7,0.71,0.5652,0.1661,-0.1661
0.715,0.71,0.72,0.5719,0.1671,-0.1671
0.725,0.72,0.73,0.578,0.1678,-0.1678
0.735,0.73,0.74,0.5834,0.1683,-0.1683
0.745,0.74,0.75,0.5882,0.1686,-0.1686
0.755,0.75,0.76,0.5923,0.1686,-0.1686
0.765,0.76,0.77,0.5957,0.1684,-0.1684
0.775,0.77,0.78,0.5985,0.1679,-0.1679
0.785,0.78,0.79,0.6006,0.1672,-0.1672
0.795,0.79,0.8,0.6022,0.1664,-0.1664
0.805,0.8,0.81,0.6031,0.1653,-0.1653
0.815,0.81,0.82,0.6035,0.164,-0.164
0.825,0.82,0.83,0.6032,0.1625,-0.1625
0.835,0.83,0.84,0.6024,0.1609,-0.1609
0.845,0.84,0.85,0.6011,0.159,-0.159
0.855,0.85,0.86,0.5992,0.1571,-0.1571
0.865,0.86,0.87,0.5968,0.1549,-0.1549
0.875,0.87,0.88,0.5939,0.1527,-0.1527
0.885,0.88,0.89,0.5906,0.1503,-0.1503
0.895,0.89,0.9,0.5868,0.1478,-0.1478
0.905,0.9,0.91,0.5825,0.1453,-0.1453
0.915,0.91,0.92,0.5779,0.1426,-0.1426
0.925,0.92,0.93,0.5729,0.1399,-0.1399
0.935,0.93,0.94,0.5675,0.1372,-0.1372
0.945,0.94,0.95,0.5619,0.1345,-0.1345
0.955,0.95,0.96,0.5559,0.1318,-0.1318
0.965,0.96,0.97,0.5496,0.1291,-0.1291
0.975,0.97,0.98,0.5431,0.1264,-0.1264
0.985,0.98,0.99,0.5364,0.1239,-0.1239
0.995,0.99,1.0,0.5295,0.1214,-0.1214
1.005,1.0,1.01,0.5225,0.1191,-0.1191
1.0150000000000001,1.01,1.02,0.5153,0.117,-0.117
1.025,1.02,1.03,0.5081,0.115,-0.115
1.0350000000000001,1.03,1.04,0.5008,0.1132,-0.1132
1.045,1.04,1.05,0.4935,0.1117,-0.1117
1.0550000000000002,1.05,1.06,0.4863,0.1104,-0.1104
1.065,1.06,1.07,0.4791,0.1094,-0.1094
1.0750000000000002,1.07,1.08,0.472,0.1087,-0.1087
1.085,1.08,1.09,0.465,0.1082,-0.1082
1.0950000000000002,1.09,1.1,0.4583,0.1081,-0.1081
1.105,1.1,1.11,0.4518,0.1083,-0.1083
1.1150000000000002,1.11,1.12,0.4455,0.1087,-0.1087
1.125,1.12,1.13,0.4396,0.1095,-0.1095
1.1349999999999998,1.13,1.14,0.434,0.1105,-0.1105
1.145,1.14,1.15,0.4288,0.1118,-0.1118
1.1549999999999998,1.15,1.16,0.4241,0.1134,-0.1134
1.165,1.16,1.17,0.4199,0.1152,-0.1152
1.1749999999999998,1.17,1.18,0.4163,0.1172,-0.1172
1.185,1.18,1.19,0.4132,0.1193,-0.1193
1.1949999999999998,1.19,1.2,0.4109,0.1217,-0.1217
1.205,1.2,1.21,0.4092,0.1242,-0.1242
1.2149999999999999,1.21,1.22,0.4083,0.1268,-0.1268
1.225,1.22,1.23,0.4083,0.1295,-0.1295
1.2349999999999999,1.23,1.24,0.4091,0.1324,-0.1324
1.245,1.24,1.25,0.4108,0.1353,-0.1353
1.255,1.25,1.26,0.4136,0.1383,-0.1383
1.2650000000000001,1.26,1.27,0.4174,0.1413,-0.1413
1.275,1.27,1.28,0.4223,0.1445,-0.1445
1.2850000000000001,1.28,1.29,0.4284,0.1477,-0.1477
1.295,1.29,1.3,0.4358,0.1511,-0.1511
1.3050000000000002,1.3,1.31,0.4445,0.1545,-0.1545
1.315,1.31,1.32,0.4546,0.158,-0.158
1.3250000000000002,1.32,1.33,0.4661,0.1617,-0.1617
1.335,1.33,1.34,0.4791,0.1656,-0.1656
1.3450000000000002,1.34,1.35,0.4937,0.1697,-0.1697
1.355,1.35,1.36,0.51,0.174,-0.174
1.3650000000000002,1.36,1.37,0.528,0.1787,-0.1787
1.375,1.37,1.38,0.5478,0.1837,-0.1837
1.3849999999999998,1.38,1.39,0.5695,0.1891,-0.1891
1.395,1.39,1.4,0.5932,0.1949,-0.1949

