#: table_doi: 10.17182/hepdata.74824.v1/t132
#: name: Table 132
#: description: Dm wave cross section for -T.

#: data_file: Table132.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0376,0.0294,-0.0294
0.415,0.41,0.42,0.0385,0.0294,-0.0294
0.425,0.42,0.43,0.0397,0.0297,-0.0297
0.435,0.43,0.44,0.0412,0.0303,-0.0303
0.445,0.44,0.45,0.0429,0.031,-0.031
0.455,0.45,0.46,0.0449,0.032,-0.032
0.46499999999999997,0.46,0.47,0.0471,0.0331,-0.0331
0.475,0.47,0.48,0.0494,0.0342,-0.0342
0.485,0.48,0.49,0.0518,0.0355,-0.0355
0.495,0.49,0.5,0.0544,0.0368,-0.0368
0.505,0.5,0.51,0.057,0.0381,-0.0381
0.515,0.51,0.52,0.0596,0.0394,-0.0394
0.525,0.52,0.53,0.0622,0.0407,-0.0407
0.535,0.53,0.54,0.0648,0.042,-0.042
0.545,0.54,0.55,0.0673,0.0432,-0.0432
0.555,0.55,0.56,0.0698,0.0444,-0.0444
0.565,0.56,0.57,0.0721,0.0455,-0.0455
0.575,0.57,0.58,0.0744,0.0465,-0.0465
0.585,0.58,0.59,0.0766,0.0474,-0.0474
0.595,0.59,0.6,0.0786,0.0483,-0.0483
0.605,0.6,0.61,0.0805,0.049,-0.049
0.615,0.61,0.62,0.0823,0.0497,-0.0497
0.625,0.62,0.63,0.0839,0.0502,-0.0502
0.635,0.63,0.64,0.0853,0.0506,-0.0506
0.645,0.64,0.65,0.0866,0.0509,-0.0509
0.655,0.65,0.66,0.0877,0.0511,-0.0511
0.665,0.66,0.67,0.0887,0.0512,-0.0512
0.675,0.67,0.68,0.0895,0.0511,-0.0511
0.685,0.68,0.69,0.0901,0.051,-0.051
0.695,0.69,0.7,0.0905,0.0507,-0.0507
0.705,0.7,0.71,0.0908,0.0503,-0.0503
0.715,0.71,0.72,0.0909,0.0499,-0.0499
0.725,0.72,0.73,0.0909,0.0494,-0.0494
0.735,0.73,0.74,0.0907,0.0488,-0.0488
0.745,0.74,0.75,0.0904,0.0482,-0.0482
0.755,0.75,0.76,0.09,0.0475,-0.0475
0.765,0.76,0.77,0.0894,0.0469,-0.0469
0.775,0.77,0.78,0.0887,0.0462,-0.0462
0.785,0.78,0.79,0.0879,0.0456,-0.0456
0.795,0.79,0.8,0.087,0.045,-0.045
0.805,0.8,0.81,0.0861,0.0445,-0.0445
0.815,0.81,0.82,0.085,0.0441,-0.0441
0.825,0.82,0.83,0.0838,0.0438,-0.0438
0.835,0.83,0.84,0.0826,0.0437,-0.0437
0.845,0.84,0.85,0.0813,0.0437,-0.0437
0.855,0.85,0.86,0.08,0.044,-0.044
0.865,0.86,0.87,0.0786,0.0444,-0.0444
0.875,0.87,0.88,0.0771,0.045,-0.045
0.885,0.88,0.89,0.0757,0.0458,-0.0458
0.895,0.89,0.9,0.0741,0.0467,-0.0467
0.905,0.9,0.91,0.0725,0.0479,-0.0479
0.915,0.91,0.92,0.0709,0.0492,-0.0492
0.925,0.92,0.93,0.0693,0.0507,-0.0507
0.935,0.93,0.94,0.0676,0.0523,-0.0523
0.945,0.94,0.95,0.0659,0.054,-0.054
0.955,0.95,0.96,0.0642,0.0558,-0.0558
0.965,0.96,0.97,0.0625,0.0576,-0.0576
0.975,0.97,0.98,0.0607,0.0595,-0.0595
0.985,0.98,0.99,0.0589,0.0614,-0.0614
0.995,0.99,1.0,0.0571,0.0633,-0.0633
1.005,1.0,1.01,0.0553,0.0652,-0.0652
1.0150000000000001,1.01,1.02,0.0536,0.067,-0.067
1.025,1.02,1.03,0.0518,0.0688,-0.0688
1.0350000000000001,1.03,1.04,0.0501,0.0704,-0.0704
1.045,1.04,1.05,0.0484,0.0719,-0.0719
1.0550000000000002,1.05,1.06,0.0469,0.0733,-0.0733
1.065,1.06,1.07,0.0455,0.0746,-0.0746
1.0750000000000002,1.07,1.08,0.0442,0.0757,-0.0757
1.085,1.08,1.09,0.0432,0.0766,-0.0766
1.0950000000000002,1.09,1.1,0.0425,0.0776,-0.0776
1.105,1.1,1.11,0.0422,0.0786,-0.0786
1.1150000000000002,1.11,1.12,0.0423,0.0796,-0.0796
1.125,1.12,1.13,0.043,0.0806,-0.0806
1.1349999999999998,1.13,1.14,0.0445,0.0816,-0.0816
1.145,1.14,1.15,0.0468,0.0825,-0.0825
1.1549999999999998,1.15,1.16,0.0501,0.0833,-0.0833
1.165,1.16,1.17,0.0547,0.0841,-0.0841
1.1749999999999998,1.17,1.18,0.0607,0.0851,-0.0851
1.185,1.18,1.19,0.0681,0.0863,-0.0863
1.1949999999999998,1.19,1.2,0.0772,0.0881,-0.0881
1.205,1.2,1.21,0.0879,0.0906,-0.0906
1.2149999999999999,1.21,1.22,0.0999,0.094,-0.094
1.225,1.22,1.23,0.1128,0.0986,-0.0986
1.2349999999999999,1.23,1.24,0.1257,0.1042,-0.1042
1.245,1.24,1.25,0.1376,0.1108,-0.1108
1.255,1.25,1.26,0.1471,0.1176,-0.1176
1.2650000000000001,1.26,1.27,0.153,0.1242,-0.1242
1.275,1.27,1.28,0.1543,0.1297,-0.1297
1.2850000000000001,1.28,1.29,0.1508,0.1336,-0.1336
1.295,1.29,1.3,0.143,0.1356,-0.1356
1.3050000000000002,1.3,1.31,0.1319,0.1357,-0.1357
1.315,1.31,1.32,0.1191,0.1344,-0.1344
1.3250000000000002,1.32,1.33,0.1062,0.1322,-0.1322
1.335,1.33,1.34,0.0945,0.1298,-0.1298
1.3450000000000002,1.34,1.35,0.0854,0.1281,-0.1281
1.355,1.35,1.36,0.0795,0.1281,-0.1281
1.3650000000000002,1.36,1.37,0.0777,0.1306,-0.1306
1.375,1.37,1.38,0.0804,0.137,-0.137
1.3849999999999998,1.38,1.39,0.088,0.1482,-0.1482
1.395,1.39,1.4,0.1008,0.1649,-0.1649

#: -T [GeV^2],,,0.9-1.0
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=dmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.035,0.0264,-0.0264
0.415,0.41,0.42,0.036,0.0276,-0.0276
0.425,0.42,0.43,0.0371,0.029,-0.029
0.435,0.43,0.44,0.0383,0.0307,-0.0307
0.445,0.44,0.45,0.0395,0.0326,-0.0326
0.455,0.45,0.46,0.0408,0.0346,-0.0346
0.46499999999999997,0.46,0.47,0.0421,0.0368,-0.0368
0.475,0.47,0.48,0.0433,0.0391,-0.0391
0.485,0.48,0.49,0.0446,0.0414,-0.0414
0.495,0.49,0.5,0.0458,0.0438,-0.0438
0.505,0.5,0.51,0.0469,0.0461,-0.0461
0.515,0.51,0.52,0.048,0.0483,-0.0483
0.525,0.52,0.53,0.0491,0.0505,-0.0505
0.535,0.53,0.54,0.0501,0.0525,-0.0525
0.545,0.54,0.55,0.051,0.0544,-0.0544
0.555,0.55,0.56,0.0518,0.056,-0.056
0.565,0.56,0.57,0.0526,0.0576,-0.0576
0.575,0.57,0.58,0.0533,0.0589,-0.0589
0.585,0.58,0.59,0.0539,0.06,-0.06
0.595,0.59,0.6,0.0544,0.0608,-0.0608
0.605,0.6,0.61,0.0548,0.0615,-0.0615
0.615,0.61,0.62,0.0552,0.0619,-0.0619
0.625,0.62,0.63,0.0555,0.0621,-0.0621
0.635,0.63,0.64,0.0558,0.0621,-0.0621
0.645,0.64,0.65,0.056,0.0618,-0.0618
0.655,0.65,0.66,0.0561,0.0614,-0.0614
0.665,0.66,0.67,0.0562,0.0607,-0.0607
0.675,0.67,0.68,0.0563,0.0599,-0.0599
0.685,0.68,0.69,0.0563,0.0589,-0.0589
0.695,0.69,0.7,0.0563,0.0578,-0.0578
0.705,0.7,0.71,0.0563,0.0565,-0.0565
0.715,0.71,0.72,0.0563,0.0552,-0.0552
0.725,0.72,0.73,0.0563,0.0538,-0.0538
0.735,0.73,0.74,0.0563,0.0524,-0.0524
0.745,0.74,0.75,0.0563,0.051,-0.051
0.755,0.75,0.76,0.0564,0.0497,-0.0497
0.765,0.76,0.77,0.0564,0.0485,-0.0485
0.775,0.77,0.78,0.0565,0.0474,-0.0474
0.785,0.78,0.79,0.0566,0.0465,-0.0465
0.795,0.79,0.8,0.0567,0.0458,-0.0458
0.805,0.8,0.81,0.0569,0.0453,-0.0453
0.815,0.81,0.82,0.0571,0.0451,-0.0451
0.825,0.82,0.83,0.0573,0.0452,-0.0452
0.835,0.83,0.84,0.0576,0.0454,-0.0454
0.845,0.84,0.85,0.0579,0.0459,-0.0459
0.855,0.85,0.86,0.0583,0.0465,-0.0465
0.865,0.86,0.87,0.0586,0.0473,-0.0473
0.875,0.87,0.88,0.059,0.0482,-0.0482
0.885,0.88,0.89,0.0594,0.0491,-0.0491
0.895,0.89,0.9,0.0598,0.05,-0.05
0.905,0.9,0.91,0.0601,0.0509,-0.0509
0.915,0.91,0.92,0.0605,0.0517,-0.0517
0.925,0.92,0.93,0.0608,0.0524,-0.0524
0.935,0.93,0.94,0.0611,0.0529,-0.0529
0.945,0.94,0.95,0.0613,0.0533,-0.0533
0.955,0.95,0.96,0.0615,0.0534,-0.0534
0.965,0.96,0.97,0.0616,0.0534,-0.0534
0.975,0.97,0.98,0.0617,0.0531,-0.0531
0.985,0.98,0.99,0.0616,0.0527,-0.0527
0.995,0.99,1.0,0.0615,0.052,-0.052
1.005,1.0,1.01,0.0612,0.0512,-0.0512
1.0150000000000001,1.01,1.02,0.0609,0.0504,-0.0504
1.025,1.02,1.03,0.0605,0.0495,-0.0495
1.0350000000000001,1.03,1.04,0.06,0.0488,-0.0488
1.045,1.04,1.05,0.0594,0.0482,-0.0482
1.0550000000000002,1.05,1.06,0.0588,0.0481,-0.0481
1.065,1.06,1.07,0.0583,0.0485,-0.0485
1.0750000000000002,1.07,1.08,0.0578,0.0495,-0.0495
1.085,1.08,1.09,0.0574,0.0514,-0.0514
1.0950000000000002,1.09,1.1,0.0573,0.0541,-0.0541
1.105,1.1,1.11,0.0576,0.0576,-0.0576
1.1150000000000002,1.11,1.12,0.0583,0.0619,-0.0619
1.125,1.12,1.13,0.0597,0.0669,-0.0669
1.1349999999999998,1.13,1.14,0.0621,0.0723,-0.0723
1.145,1.14,1.15,0.0656,0.0781,-0.0781
1.1549999999999998,1.15,1.16,0.0705,0.0841,-0.0841
1.165,1.16,1.17,0.0773,0.09,-0.09
1.1749999999999998,1.17,1.18,0.0863,0.0956,-0.0956
1.185,1.18,1.19,0.0979,0.1005,-0.1005
1.1949999999999998,1.19,1.2,0.1123,0.1046,-0.1046
1.205,1.2,1.21,0.1298,0.1078,-0.1078
1.2149999999999999,1.21,1.22,0.1504,0.1101,-0.1101
1.225,1.22,1.23,0.1735,0.1122,-0.1122
1.2349999999999999,1.23,1.24,0.1982,0.115,-0.115
1.245,1.24,1.25,0.2227,0.1195,-0.1195
1.255,1.25,1.26,0.2449,0.1265,-0.1265
1.2650000000000001,1.26,1.27,0.2622,0.1356,-0.1356
1.275,1.27,1.28,0.2725,0.1456,-0.1456
1.2850000000000001,1.28,1.29,0.2742,0.1546,-0.1546
1.295,1.29,1.3,0.2671,0.161,-0.161
1.3050000000000002,1.3,1.31,0.2521,0.1639,-0.1639
1.315,1.31,1.32,0.231,0.1631,-0.1631
1.3250000000000002,1.32,1.33,0.206,0.1593,-0.1593
1.335,1.33,1.34,0.1793,0.1531,-0.1531
1.3450000000000002,1.34,1.35,0.1526,0.1455,-0.1455
1.355,1.35,1.36,0.1276,0.1372,-0.1372
1.3650000000000002,1.36,1.37,0.1054,0.1287,-0.1287
1.375,1.37,1.38,0.0868,0.1206,-0.1206
1.3849999999999998,1.38,1.39,0.0724,0.1134,-0.1134
1.395,1.39,1.4,0.0628,0.1083,-0.1083

