#: table_doi: 10.17182/hepdata.74824.v1/t171
#: name: Table 171
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table171.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
1.315,1.31,1.32,0.4755,0.0715,-0.0715
1.3250000000000002,1.32,1.33,0.4769,0.0703,-0.0703
1.335,1.33,1.34,0.4793,0.0688,-0.0688
1.3450000000000002,1.34,1.35,0.4824,0.0672,-0.0672
1.355,1.35,1.36,0.4856,0.0661,-0.0661
1.3650000000000002,1.36,1.37,0.4886,0.0657,-0.0657
1.375,1.37,1.38,0.4906,0.0662,-0.0662
1.3849999999999998,1.38,1.39,0.491,0.0676,-0.0676
1.395,1.39,1.4,0.4892,0.0698,-0.0698

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4702,0.0616,-0.0616
0.415,0.41,0.42,0.485,0.0651,-0.0651
0.425,0.42,0.43,0.4994,0.0696,-0.0696
0.435,0.43,0.44,0.5127,0.074,-0.074
0.445,0.44,0.45,0.5245,0.0773,-0.0773
0.455,0.45,0.46,0.5346,0.0794,-0.0794
0.46499999999999997,0.46,0.47,0.543,0.0801,-0.0801
0.475,0.47,0.48,0.5495,0.0795,-0.0795
0.485,0.48,0.49,0.5545,0.0777,-0.0777
0.495,0.49,0.5,0.5578,0.0751,-0.0751
0.505,0.5,0.51,0.5598,0.0716,-0.0716
0.515,0.51,0.52,0.5603,0.0677,-0.0677
0.525,0.52,0.53,0.5597,0.0634,-0.0634
0.535,0.53,0.54,0.5578,0.059,-0.059
0.545,0.54,0.55,0.5548,0.0546,-0.0546
0.555,0.55,0.56,0.5506,0.0504,-0.0504
0.565,0.56,0.57,0.5453,0.0464,-0.0464
0.575,0.57,0.58,0.5388,0.0427,-0.0427
0.585,0.58,0.59,0.5312,0.0395,-0.0395
0.595,0.59,0.6,0.5224,0.0365,-0.0365
0.605,0.6,0.61,0.5123,0.034,-0.034
0.615,0.61,0.62,0.5011,0.0318,-0.0318
0.625,0.62,0.63,0.4887,0.0299,-0.0299
0.635,0.63,0.64,0.4751,0.0282,-0.0282
0.645,0.64,0.65,0.4604,0.0267,-0.0267
0.655,0.65,0.66,0.4446,0.0255,-0.0255
0.665,0.66,0.67,0.4279,0.0245,-0.0245
0.675,0.67,0.68,0.4104,0.0236,-0.0236
0.685,0.68,0.69,0.3923,0.0228,-0.0228
0.695,0.69,0.7,0.3736,0.0221,-0.0221
0.705,0.7,0.71,0.3547,0.0214,-0.0214
0.715,0.71,0.72,0.3357,0.0205,-0.0205
0.725,0.72,0.73,0.3169,0.0194,-0.0194
0.735,0.73,0.74,0.2985,0.018,-0.018
0.745,0.74,0.75,0.2808,0.0164,-0.0164
0.755,0.75,0.76,0.264,0.0147,-0.0147
0.765,0.76,0.77,0.2485,0.0133,-0.0133
0.775,0.77,0.78,0.2344,0.0126,-0.0126
0.785,0.78,0.79,0.2219,0.0125,-0.0125
0.795,0.79,0.8,0.2112,0.0131,-0.0131
0.805,0.8,0.81,0.2025,0.0143,-0.0143
0.815,0.81,0.82,0.1958,0.0157,-0.0157
0.825,0.82,0.83,0.1911,0.0172,-0.0172
0.835,0.83,0.84,0.1883,0.0188,-0.0188
0.845,0.84,0.85,0.1875,0.0203,-0.0203
0.855,0.85,0.86,0.1885,0.0217,-0.0217
0.865,0.86,0.87,0.1912,0.023,-0.023
0.875,0.87,0.88,0.1953,0.0242,-0.0242
0.885,0.88,0.89,0.2008,0.0253,-0.0253
0.895,0.89,0.9,0.2073,0.0263,-0.0263
0.905,0.9,0.91,0.2149,0.0271,-0.0271
0.915,0.91,0.92,0.2233,0.028,-0.028
0.925,0.92,0.93,0.2324,0.029,-0.029
0.935,0.93,0.94,0.2422,0.0302,-0.0302
0.945,0.94,0.95,0.2527,0.0319,-0.0319
0.955,0.95,0.96,0.2641,0.0344,-0.0344
0.965,0.96,0.97,0.277,0.0383,-0.0383
0.975,0.97,0.98,0.2936,0.045,-0.045
0.985,0.98,0.99,0.3217,0.0574,-0.0574
0.995,0.99,1.0,0.3313,0.0478,-0.0478
1.005,1.0,1.01,0.3401,0.0455,-0.0455
1.0150000000000001,1.01,1.02,0.3511,0.046,-0.046
1.025,1.02,1.03,0.3623,0.0469,-0.0469
1.0350000000000001,1.03,1.04,0.3734,0.0477,-0.0477
1.045,1.04,1.05,0.3842,0.0481,-0.0481
1.0550000000000002,1.05,1.06,0.3945,0.0482,-0.0482
1.065,1.06,1.07,0.4043,0.0481,-0.0481
1.0750000000000002,1.07,1.08,0.4136,0.0478,-0.0478
1.085,1.08,1.09,0.4222,0.0475,-0.0475
1.0950000000000002,1.09,1.1,0.4301,0.0471,-0.0471
1.105,1.1,1.11,0.4374,0.0468,-0.0468
1.1150000000000002,1.11,1.12,0.4439,0.0466,-0.0466
1.125,1.12,1.13,0.4497,0.0466,-0.0466
1.1349999999999998,1.13,1.14,0.4548,0.0467,-0.0467
1.145,1.14,1.15,0.4591,0.047,-0.047
1.1549999999999998,1.15,1.16,0.4626,0.0473,-0.0473
1.165,1.16,1.17,0.4652,0.0479,-0.0479
1.1749999999999998,1.17,1.18,0.4668,0.0485,-0.0485
1.185,1.18,1.19,0.4675,0.0492,-0.0492
1.1949999999999998,1.19,1.2,0.4672,0.0501,-0.0501
1.205,1.2,1.21,0.4659,0.0509,-0.0509
1.2149999999999999,1.21,1.22,0.4637,0.0519,-0.0519
1.225,1.22,1.23,0.4608,0.0529,-0.0529
1.2349999999999999,1.23,1.24,0.4575,0.0539,-0.0539
1.245,1.24,1.25,0.4542,0.0551,-0.0551
1.255,1.25,1.26,0.4517,0.0566,-0.0566
1.2650000000000001,1.26,1.27,0.4504,0.0587,-0.0587
1.275,1.27,1.28,0.451,0.0616,-0.0616
1.2850000000000001,1.28,1.29,0.4536,0.0654,-0.0654
1.295,1.29,1.3,0.4583,0.0699,-0.0699
1.3050000000000002,1.3,1.31,0.4647,0.075,-0.075
1.315,1.31,1.32,0.4724,0.08,-0.08
1.3250000000000002,1.32,1.33,0.4806,0.0845,-0.0845
1.335,1.33,1.34,0.4886,0.0883,-0.0883
1.3450000000000002,1.34,1.35,0.4957,0.091,-0.091
1.355,1.35,1.36,0.5013,0.0926,-0.0926
1.3650000000000002,1.36,1.37,0.5047,0.0931,-0.0931
1.375,1.37,1.38,0.5054,0.0928,-0.0928
1.3849999999999998,1.38,1.39,0.5032,0.0919,-0.0919
1.395,1.39,1.4,0.4977,0.0908,-0.0908

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4603,0.0552,-0.0552
0.415,0.41,0.42,0.4638,0.0574,-0.0574
0.425,0.42,0.43,0.4702,0.0602,-0.0602
0.435,0.43,0.44,0.4786,0.0632,-0.0632
0.445,0.44,0.45,0.4884,0.0664,-0.0664
0.455,0.45,0.46,0.4989,0.0693,-0.0693
0.46499999999999997,0.46,0.47,0.5095,0.0718,-0.0718
0.475,0.47,0.48,0.5196,0.0737,-0.0737
0.485,0.48,0.49,0.5288,0.0746,-0.0746
0.495,0.49,0.5,0.5369,0.0745,-0.0745
0.505,0.5,0.51,0.5435,0.0733,-0.0733
0.515,0.51,0.52,0.5486,0.0711,-0.0711
0.525,0.52,0.53,0.5519,0.068,-0.068
0.535,0.53,0.54,0.5535,0.0642,-0.0642
0.545,0.54,0.55,0.5532,0.0599,-0.0599
0.555,0.55,0.56,0.551,0.0555,-0.0555
0.565,0.56,0.57,0.5469,0.051,-0.051
0.575,0.57,0.58,0.5409,0.0468,-0.0468
0.585,0.58,0.59,0.5329,0.043,-0.043
0.595,0.59,0.6,0.523,0.0396,-0.0396
0.605,0.6,0.61,0.5112,0.0366,-0.0366
0.615,0.61,0.62,0.4977,0.034,-0.034
0.625,0.62,0.63,0.4826,0.0317,-0.0317
0.635,0.63,0.64,0.4661,0.0297,-0.0297
0.645,0.64,0.65,0.4484,0.0278,-0.0278
0.655,0.65,0.66,0.4298,0.0261,-0.0261
0.665,0.66,0.67,0.4106,0.0246,-0.0246
0.675,0.67,0.68,0.391,0.0233,-0.0233
0.685,0.68,0.69,0.3714,0.0222,-0.0222
0.695,0.69,0.7,0.3519,0.0213,-0.0213
0.705,0.7,0.71,0.3329,0.0206,-0.0206
0.715,0.71,0.72,0.3145,0.02,-0.02
0.725,0.72,0.73,0.297,0.0195,-0.0195
0.735,0.73,0.74,0.2804,0.0189,-0.0189
0.745,0.74,0.75,0.265,0.0182,-0.0182
0.755,0.75,0.76,0.251,0.0174,-0.0174
0.765,0.76,0.77,0.2383,0.0166,-0.0166
0.775,0.77,0.78,0.2271,0.0158,-0.0158
0.785,0.78,0.79,0.2175,0.0154,-0.0154
0.795,0.79,0.8,0.2095,0.0153,-0.0153
0.805,0.8,0.81,0.2032,0.0156,-0.0156
0.815,0.81,0.82,0.1985,0.0162,-0.0162
0.825,0.82,0.83,0.1955,0.0169,-0.0169
0.835,0.83,0.84,0.194,0.0177,-0.0177
0.845,0.84,0.85,0.194,0.0186,-0.0186
0.855,0.85,0.86,0.1954,0.0196,-0.0196
0.865,0.86,0.87,0.1981,0.0207,-0.0207
0.875,0.87,0.88,0.2018,0.0218,-0.0218
0.885,0.88,0.89,0.2065,0.0231,-0.0231
0.895,0.89,0.9,0.212,0.0244,-0.0244
0.905,0.9,0.91,0.2183,0.0258,-0.0258
0.915,0.91,0.92,0.225,0.0273,-0.0273
0.925,0.92,0.93,0.2324,0.0288,-0.0288
0.935,0.93,0.94,0.2402,0.0303,-0.0303
0.945,0.94,0.95,0.2487,0.0318,-0.0318
0.955,0.95,0.96,0.2581,0.0335,-0.0335
0.965,0.96,0.97,0.2693,0.0355,-0.0355
0.975,0.97,0.98,0.2848,0.0391,-0.0391
0.985,0.98,0.99,0.3135,0.049,-0.049
0.995,0.99,1.0,0.3082,0.0468,-0.0468
1.005,1.0,1.01,0.3199,0.0417,-0.0417
1.0150000000000001,1.01,1.02,0.3332,0.0413,-0.0413
1.025,1.02,1.03,0.3466,0.0422,-0.0422
1.0350000000000001,1.03,1.04,0.3597,0.0435,-0.0435
1.045,1.04,1.05,0.3722,0.0449,-0.0449
1.0550000000000002,1.05,1.06,0.3842,0.0461,-0.0461
1.065,1.06,1.07,0.3953,0.0472,-0.0472
1.0750000000000002,1.07,1.08,0.4056,0.0481,-0.0481
1.085,1.08,1.09,0.415,0.0488,-0.0488
1.0950000000000002,1.09,1.1,0.4234,0.0494,-0.0494
1.105,1.1,1.11,0.431,0.0498,-0.0498
1.1150000000000002,1.11,1.12,0.4377,0.0502,-0.0502
1.125,1.12,1.13,0.4436,0.0506,-0.0506
1.1349999999999998,1.13,1.14,0.4487,0.051,-0.051
1.145,1.14,1.15,0.453,0.0514,-0.0514
1.1549999999999998,1.15,1.16,0.4567,0.0519,-0.0519
1.165,1.16,1.17,0.4598,0.0525,-0.0525
1.1749999999999998,1.17,1.18,0.4623,0.0531,-0.0531
1.185,1.18,1.19,0.4643,0.0537,-0.0537
1.1949999999999998,1.19,1.2,0.4657,0.0544,-0.0544
1.205,1.2,1.21,0.4667,0.055,-0.055
1.2149999999999999,1.21,1.22,0.4673,0.0556,-0.0556
1.225,1.22,1.23,0.4675,0.0561,-0.0561
1.2349999999999999,1.23,1.24,0.4675,0.0567,-0.0567
1.245,1.24,1.25,0.4674,0.0573,-0.0573
1.255,1.25,1.26,0.4674,0.0582,-0.0582
1.2650000000000001,1.26,1.27,0.4677,0.0596,-0.0596
1.275,1.27,1.28,0.4685,0.0617,-0.0617
1.2850000000000001,1.28,1.29,0.4699,0.0643,-0.0643
1.295,1.29,1.3,0.472,0.0675,-0.0675
1.3050000000000002,1.3,1.31,0.4747,0.0709,-0.0709
1.315,1.31,1.32,0.4778,0.0745,-0.0745
1.3250000000000002,1.32,1.33,0.4811,0.0781,-0.0781
1.335,1.33,1.34,0.4842,0.0815,-0.0815
1.3450000000000002,1.34,1.35,0.4869,0.0848,-0.0848
1.355,1.35,1.36,0.4887,0.0878,-0.0878
1.3650000000000002,1.36,1.37,0.4893,0.0906,-0.0906
1.375,1.37,1.38,0.4884,0.0931,-0.0931
1.3849999999999998,1.38,1.39,0.4857,0.0951,-0.0951
1.395,1.39,1.4,0.4813,0.0969,-0.0969

#: -T [GeV^2],,,0.6-0.7
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4757,0.0772,-0.0772
0.415,0.41,0.42,0.4758,0.0772,-0.0772
0.425,0.42,0.43,0.4795,0.0781,-0.0781
0.435,0.43,0.44,0.486,0.0797,-0.0797
0.445,0.44,0.45,0.4942,0.0817,-0.0817
0.455,0.45,0.46,0.5035,0.0835,-0.0835
0.46499999999999997,0.46,0.47,0.5133,0.0849,-0.0849
0.475,0.47,0.48,0.5229,0.0857,-0.0857
0.485,0.48,0.49,0.532,0.0856,-0.0856
0.495,0.49,0.5,0.5402,0.0848,-0.0848
0.505,0.5,0.51,0.5472,0.083,-0.083
0.515,0.51,0.52,0.5527,0.0806,-0.0806
0.525,0.52,0.53,0.5566,0.0774,-0.0774
0.535,0.53,0.54,0.5586,0.0738,-0.0738
0.545,0.54,0.55,0.5585,0.0698,-0.0698
0.555,0.55,0.56,0.5561,0.0656,-0.0656
0.565,0.56,0.57,0.5515,0.0613,-0.0613
0.575,0.57,0.58,0.5446,0.0569,-0.0569
0.585,0.58,0.59,0.5353,0.0525,-0.0525
0.595,0.59,0.6,0.5239,0.0481,-0.0481
0.605,0.6,0.61,0.5103,0.0439,-0.0439
0.615,0.61,0.62,0.4949,0.0397,-0.0397
0.625,0.62,0.63,0.4779,0.0358,-0.0358
0.635,0.63,0.64,0.4596,0.0323,-0.0323
0.645,0.64,0.65,0.4403,0.0293,-0.0293
0.655,0.65,0.66,0.4202,0.0268,-0.0268
0.665,0.66,0.67,0.3998,0.0251,-0.0251
0.675,0.67,0.68,0.3793,0.024,-0.024
0.685,0.68,0.69,0.359,0.0235,-0.0235
0.695,0.69,0.7,0.339,0.0233,-0.0233
0.705,0.7,0.71,0.3197,0.0232,-0.0232
0.715,0.71,0.72,0.3012,0.0229,-0.0229
0.725,0.72,0.73,0.2836,0.0222,-0.0222
0.735,0.73,0.74,0.2672,0.0209,-0.0209
0.745,0.74,0.75,0.2521,0.0191,-0.0191
0.755,0.75,0.76,0.2384,0.017,-0.017
0.765,0.76,0.77,0.2262,0.0154,-0.0154
0.775,0.77,0.78,0.2157,0.0147,-0.0147
0.785,0.78,0.79,0.2068,0.0148,-0.0148
0.795,0.79,0.8,0.1997,0.0154,-0.0154
0.805,0.8,0.81,0.1943,0.0162,-0.0162
0.815,0.81,0.82,0.1906,0.017,-0.017
0.825,0.82,0.83,0.1885,0.0178,-0.0178
0.835,0.83,0.84,0.188,0.0187,-0.0187
0.845,0.84,0.85,0.1889,0.0197,-0.0197
0.855,0.85,0.86,0.191,0.0208,-0.0208
0.865,0.86,0.87,0.1943,0.0221,-0.0221
0.875,0.87,0.88,0.1985,0.0237,-0.0237
0.885,0.88,0.89,0.2036,0.0254,-0.0254
0.895,0.89,0.9,0.2092,0.0273,-0.0273
0.905,0.9,0.91,0.2154,0.0293,-0.0293
0.915,0.91,0.92,0.2221,0.0313,-0.0313
0.925,0.92,0.93,0.2292,0.0333,-0.0333
0.935,0.93,0.94,0.2367,0.0354,-0.0354
0.945,0.94,0.95,0.245,0.0375,-0.0375
0.955,0.95,0.96,0.2545,0.0399,-0.0399
0.965,0.96,0.97,0.2668,0.0431,-0.0431
0.975,0.97,0.98,0.2859,0.0486,-0.0486
0.985,0.98,0.99,0.3262,0.0615,-0.0615
0.995,0.99,1.0,0.3141,0.0531,-0.0531
1.005,1.0,1.01,0.3263,0.0453,-0.0453
1.0150000000000001,1.01,1.02,0.3409,0.0438,-0.0438
1.025,1.02,1.03,0.3553,0.0439,-0.0439
1.0350000000000001,1.03,1.04,0.369,0.0448,-0.0448
1.045,1.04,1.05,0.3818,0.046,-0.046
1.0550000000000002,1.05,1.06,0.3937,0.0475,-0.0475
1.065,1.06,1.07,0.4047,0.049,-0.049
1.0750000000000002,1.07,1.08,0.4146,0.0505,-0.0505
1.085,1.08,1.09,0.4237,0.0518,-0.0518
1.0950000000000002,1.09,1.1,0.4318,0.053,-0.053
1.105,1.1,1.11,0.4392,0.0539,-0.0539
1.1150000000000002,1.11,1.12,0.4457,0.0547,-0.0547
1.125,1.12,1.13,0.4516,0.0553,-0.0553
1.1349999999999998,1.13,1.14,0.4569,0.0558,-0.0558
1.145,1.14,1.15,0.4617,0.0561,-0.0561
1.1549999999999998,1.15,1.16,0.4659,0.0565,-0.0565
1.165,1.16,1.17,0.4696,0.0568,-0.0568
1.1749999999999998,1.17,1.18,0.4728,0.057,-0.057
1.185,1.18,1.19,0.4754,0.0573,-0.0573
1.1949999999999998,1.19,1.2,0.4774,0.0575,-0.0575
1.205,1.2,1.21,0.4786,0.0577,-0.0577
1.2149999999999999,1.21,1.22,0.479,0.0577,-0.0577
1.225,1.22,1.23,0.4784,0.0576,-0.0576
1.2349999999999999,1.23,1.24,0.4769,0.0575,-0.0575
1.245,1.24,1.25,0.4747,0.0575,-0.0575
1.255,1.25,1.26,0.4718,0.0579,-0.0579
1.2650000000000001,1.26,1.27,0.4686,0.0587,-0.0587
1.275,1.27,1.28,0.4656,0.0602,-0.0602
1.2850000000000001,1.28,1.29,0.4632,0.0625,-0.0625
1.295,1.29,1.3,0.4617,0.0655,-0.0655
1.3050000000000002,1.3,1.31,0.4615,0.0692,-0.0692
1.315,1.31,1.32,0.463,0.0735,-0.0735
1.3250000000000002,1.32,1.33,0.4662,0.078,-0.078
1.335,1.33,1.34,0.4711,0.0827,-0.0827
1.3450000000000002,1.34,1.35,0.4775,0.0873,-0.0873
1.355,1.35,1.36,0.4851,0.0918,-0.0918
1.3650000000000002,1.36,1.37,0.4931,0.0961,-0.0961
1.375,1.37,1.38,0.5007,0.1,-0.1
1.3849999999999998,1.38,1.39,0.5072,0.1034,-0.1034
1.395,1.39,1.4,0.5117,0.1062,-0.1062

