#: table_doi: 10.17182/hepdata.74824.v1/t109
#: name: Table 109
#: description: P0 wave cross section for -T.

#: data_file: Table109.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.665,0.66,0.67,1.7693,0.6781,-0.6781
0.675,0.67,0.68,1.9567,0.7514,-0.7514
0.685,0.68,0.69,2.1662,0.8344,-0.8344
0.695,0.69,0.7,2.3958,0.9272,-0.9272
0.705,0.7,0.71,2.6392,1.0282,-1.0282
0.715,0.71,0.72,2.8844,1.1335,-1.1335
0.725,0.72,0.73,3.1112,1.2357,-1.2357
0.735,0.73,0.74,3.2924,1.3237,-1.3237
0.745,0.74,0.75,3.3981,1.3844,-1.3844
0.755,0.75,0.76,3.4042,1.4058,-1.4058
0.765,0.76,0.77,3.3029,1.382,-1.382
0.775,0.77,0.78,3.1073,1.3156,-1.3156
0.785,0.78,0.79,2.8469,1.2172,-1.2172
0.795,0.79,0.8,2.5567,1.1009,-1.1009
0.805,0.8,0.81,2.2669,0.98,-0.98
0.815,0.81,0.82,1.998,0.8643,-0.8643
0.825,0.82,0.83,1.7608,0.7597,-0.7597
0.835,0.83,0.84,1.5588,0.6687,-0.6687
0.845,0.84,0.85,1.3908,0.592,-0.592
0.855,0.85,0.86,1.2538,0.5286,-0.5286
0.865,0.86,0.87,1.1436,0.4774,-0.4774
0.875,0.87,0.88,1.0562,0.4366,-0.4366
0.885,0.88,0.89,0.988,0.4047,-0.4047
0.895,0.89,0.9,0.9358,0.3801,-0.3801
0.905,0.9,0.91,0.8968,0.3616,-0.3616
0.915,0.91,0.92,0.8688,0.3481,-0.3481
0.925,0.92,0.93,0.8499,0.3387,-0.3387
0.935,0.93,0.94,0.8386,0.3326,-0.3326
0.945,0.94,0.95,0.8337,0.3293,-0.3293
0.955,0.95,0.96,0.834,0.3285,-0.3285
0.965,0.96,0.97,0.8387,0.3297,-0.3297
0.975,0.97,0.98,0.847,0.3328,-0.3328
0.985,0.98,0.99,0.8584,0.3375,-0.3375
0.995,0.99,1.0,0.8721,0.3438,-0.3438
1.005,1.0,1.01,0.8878,0.3516,-0.3516
1.0150000000000001,1.01,1.02,0.905,0.3606,-0.3606
1.025,1.02,1.03,0.9233,0.3709,-0.3709
1.0350000000000001,1.03,1.04,0.9424,0.3822,-0.3822
1.045,1.04,1.05,0.9619,0.3944,-0.3944
1.0550000000000002,1.05,1.06,0.9816,0.4075,-0.4075
1.065,1.06,1.07,1.0011,0.4212,-0.4212
1.0750000000000002,1.07,1.08,1.0202,0.4353,-0.4353
1.085,1.08,1.09,1.0387,0.4499,-0.4499
1.0950000000000002,1.09,1.1,1.0563,0.4646,-0.4646
1.105,1.1,1.11,1.0727,0.4793,-0.4793
1.1150000000000002,1.11,1.12,1.0879,0.4939,-0.4939
1.125,1.12,1.13,1.1015,0.5083,-0.5083
1.1349999999999998,1.13,1.14,1.1133,0.5222,-0.5222
1.145,1.14,1.15,1.1233,0.5355,-0.5355
1.1549999999999998,1.15,1.16,1.1312,0.5481,-0.5481
1.165,1.16,1.17,1.1369,0.5598,-0.5598
1.1749999999999998,1.17,1.18,1.1402,0.5706,-0.5706
1.185,1.18,1.19,1.1409,0.5802,-0.5802
1.1949999999999998,1.19,1.2,1.1391,0.5887,-0.5887
1.205,1.2,1.21,1.1344,0.5958,-0.5958
1.2149999999999999,1.21,1.22,1.127,0.6016,-0.6016
1.225,1.22,1.23,1.1167,0.6059,-0.6059
1.2349999999999999,1.23,1.24,1.1035,0.6088,-0.6088
1.245,1.24,1.25,1.0874,0.61,-0.61
1.255,1.25,1.26,1.0683,0.6097,-0.6097
1.2650000000000001,1.26,1.27,1.0464,0.6078,-0.6078
1.275,1.27,1.28,1.0217,0.6044,-0.6044
1.2850000000000001,1.28,1.29,0.9942,0.5993,-0.5993
1.295,1.29,1.3,0.9642,0.5926,-0.5926
1.3050000000000002,1.3,1.31,0.9318,0.5845,-0.5845
1.315,1.31,1.32,0.8973,0.5748,-0.5748
1.3250000000000002,1.32,1.33,0.8608,0.5636,-0.5636
1.335,1.33,1.34,0.8228,0.551,-0.551
1.3450000000000002,1.34,1.35,0.7836,0.537,-0.537
1.355,1.35,1.36,0.7436,0.5216,-0.5216
1.3650000000000002,1.36,1.37,0.7032,0.5047,-0.5047
1.375,1.37,1.38,0.6632,0.4863,-0.4863
1.3849999999999998,1.38,1.39,0.624,0.4665,-0.4665
1.395,1.39,1.4,0.5863,0.445,-0.445

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1741,0.0455,-0.0455
0.415,0.41,0.42,0.1869,0.0501,-0.0501
0.425,0.42,0.43,0.1996,0.0557,-0.0557
0.435,0.43,0.44,0.2124,0.0622,-0.0622
0.445,0.44,0.45,0.2255,0.0699,-0.0699
0.455,0.45,0.46,0.2389,0.0787,-0.0787
0.46499999999999997,0.46,0.47,0.2529,0.0887,-0.0887
0.475,0.47,0.48,0.2676,0.0997,-0.0997
0.485,0.48,0.49,0.2833,0.1118,-0.1118
0.495,0.49,0.5,0.3003,0.1247,-0.1247
0.505,0.5,0.51,0.3188,0.1383,-0.1383
0.515,0.51,0.52,0.3393,0.1525,-0.1525
0.525,0.52,0.53,0.3622,0.1672,-0.1672
0.535,0.53,0.54,0.3879,0.1822,-0.1822
0.545,0.54,0.55,0.4171,0.1974,-0.1974
0.555,0.55,0.56,0.4504,0.2125,-0.2125
0.565,0.56,0.57,0.4888,0.2275,-0.2275
0.575,0.57,0.58,0.5331,0.2422,-0.2422
0.585,0.58,0.59,0.5846,0.2566,-0.2566
0.595,0.59,0.6,0.6447,0.2707,-0.2707
0.605,0.6,0.61,0.715,0.2848,-0.2848
0.615,0.61,0.62,0.7977,0.2993,-0.2993
0.625,0.62,0.63,0.8952,0.3152,-0.3152
0.635,0.63,0.64,1.0104,0.3339,-0.3339
0.645,0.64,0.65,1.1467,0.3577,-0.3577
0.655,0.65,0.66,1.308,0.39,-0.39
0.665,0.66,0.67,1.4984,0.4346,-0.4346
0.675,0.67,0.68,1.7223,0.4962,-0.4962
0.685,0.68,0.69,1.983,0.5787,-0.5787
0.695,0.69,0.7,2.2818,0.6851,-0.6851
0.705,0.7,0.71,2.6156,0.8154,-0.8154
0.715,0.71,0.72,2.9736,0.966,-0.966
0.725,0.72,0.73,3.3348,1.1276,-1.1276
0.735,0.73,0.74,3.6657,1.2846,-1.2846
0.745,0.74,0.75,3.9247,1.4159,-1.4159
0.755,0.75,0.76,4.0713,1.4999,-1.4999
0.765,0.76,0.77,4.0812,1.5215,-1.5215
0.775,0.77,0.78,3.9557,1.4778,-1.4778
0.785,0.78,0.79,3.7211,1.3788,-1.3788
0.795,0.79,0.8,3.4172,1.2422,-1.2422
0.805,0.8,0.81,3.0836,1.0875,-1.0875
0.815,0.81,0.82,2.7512,0.9306,-0.9306
0.825,0.82,0.83,2.4396,0.7824,-0.7824
0.835,0.83,0.84,2.1589,0.6493,-0.6493
0.845,0.84,0.85,1.9122,0.5345,-0.5345
0.855,0.85,0.86,1.6991,0.4391,-0.4391
0.865,0.86,0.87,1.5168,0.3632,-0.3632
0.875,0.87,0.88,1.3619,0.3063,-0.3063
0.885,0.88,0.89,1.2308,0.267,-0.267
0.895,0.89,0.9,1.1202,0.2431,-0.2431
0.905,0.9,0.91,1.0271,0.2309,-0.2309
0.915,0.91,0.92,0.9489,0.2267,-0.2267
0.925,0.92,0.93,0.8834,0.2268,-0.2268
0.935,0.93,0.94,0.8289,0.2287,-0.2287
0.945,0.94,0.95,0.7836,0.2308,-0.2308
0.955,0.95,0.96,0.7462,0.2322,-0.2322
0.965,0.96,0.97,0.7157,0.2326,-0.2326
0.975,0.97,0.98,0.6911,0.2318,-0.2318
0.985,0.98,0.99,0.6716,0.23,-0.23
0.995,0.99,1.0,0.6564,0.2277,-0.2277
1.005,1.0,1.01,0.6449,0.2252,-0.2252
1.0150000000000001,1.01,1.02,0.6366,0.2231,-0.2231
1.025,1.02,1.03,0.631,0.2219,-0.2219
1.0350000000000001,1.03,1.04,0.6278,0.222,-0.222
1.045,1.04,1.05,0.6264,0.2241,-0.2241
1.0550000000000002,1.05,1.06,0.6266,0.2283,-0.2283
1.065,1.06,1.07,0.628,0.2349,-0.2349
1.0750000000000002,1.07,1.08,0.6304,0.2439,-0.2439
1.085,1.08,1.09,0.6335,0.2551,-0.2551
1.0950000000000002,1.09,1.1,0.637,0.2683,-0.2683
1.105,1.1,1.11,0.6407,0.2831,-0.2831
1.1150000000000002,1.11,1.12,0.6444,0.2991,-0.2991
1.125,1.12,1.13,0.6479,0.3159,-0.3159
1.1349999999999998,1.13,1.14,0.651,0.3331,-0.3331
1.145,1.14,1.15,0.6536,0.3502,-0.3502
1.1549999999999998,1.15,1.16,0.6553,0.3671,-0.3671
1.165,1.16,1.17,0.6563,0.3832,-0.3832
1.1749999999999998,1.17,1.18,0.6562,0.3984,-0.3984
1.185,1.18,1.19,0.6549,0.4123,-0.4123
1.1949999999999998,1.19,1.2,0.6525,0.4246,-0.4246
1.205,1.2,1.21,0.6487,0.4353,-0.4353
1.2149999999999999,1.21,1.22,0.6435,0.444,-0.444
1.225,1.22,1.23,0.6369,0.4506,-0.4506
1.2349999999999999,1.23,1.24,0.6289,0.4549,-0.4549
1.245,1.24,1.25,0.6194,0.457,-0.457
1.255,1.25,1.26,0.6084,0.4566,-0.4566
1.2650000000000001,1.26,1.27,0.5961,0.4539,-0.4539
1.275,1.27,1.28,0.5824,0.4488,-0.4488
1.2850000000000001,1.28,1.29,0.5675,0.4414,-0.4414
1.295,1.29,1.3,0.5515,0.4318,-0.4318
1.3050000000000002,1.3,1.31,0.5346,0.4204,-0.4204
1.315,1.31,1.32,0.517,0.4073,-0.4073
1.3250000000000002,1.32,1.33,0.4989,0.3929,-0.3929
1.335,1.33,1.34,0.4807,0.3778,-0.3778
1.3450000000000002,1.34,1.35,0.4626,0.3625,-0.3625
1.355,1.35,1.36,0.4451,0.3477,-0.3477
1.3650000000000002,1.36,1.37,0.4286,0.3341,-0.3341
1.375,1.37,1.38,0.4136,0.3226,-0.3226
1.3849999999999998,1.38,1.39,0.4006,0.3137,-0.3137
1.395,1.39,1.4,0.3902,0.3081,-0.3081

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1854,0.0524,-0.0524
0.415,0.41,0.42,0.2022,0.0565,-0.0565
0.425,0.42,0.43,0.2193,0.0609,-0.0609
0.435,0.43,0.44,0.2367,0.0655,-0.0655
0.445,0.44,0.45,0.2544,0.0705,-0.0705
0.455,0.45,0.46,0.2724,0.0758,-0.0758
0.46499999999999997,0.46,0.47,0.2907,0.0815,-0.0815
0.475,0.47,0.48,0.3094,0.0877,-0.0877
0.485,0.48,0.49,0.3286,0.0944,-0.0944
0.495,0.49,0.5,0.3482,0.1016,-0.1016
0.505,0.5,0.51,0.3683,0.1095,-0.1095
0.515,0.51,0.52,0.389,0.1182,-0.1182
0.525,0.52,0.53,0.4103,0.1275,-0.1275
0.535,0.53,0.54,0.4324,0.1378,-0.1378
0.545,0.54,0.55,0.4554,0.149,-0.149
0.555,0.55,0.56,0.4792,0.1613,-0.1613
0.565,0.56,0.57,0.5042,0.1747,-0.1747
0.575,0.57,0.58,0.5304,0.1895,-0.1895
0.585,0.58,0.59,0.558,0.2057,-0.2057
0.595,0.59,0.6,0.5872,0.2236,-0.2236
0.605,0.6,0.61,0.6183,0.2433,-0.2433
0.615,0.61,0.62,0.6515,0.2651,-0.2651
0.625,0.62,0.63,0.6871,0.2893,-0.2893
0.635,0.63,0.64,0.7255,0.3161,-0.3161
0.645,0.64,0.65,0.7669,0.3458,-0.3458
0.655,0.65,0.66,0.8118,0.3788,-0.3788
0.665,0.66,0.67,0.8602,0.4152,-0.4152
0.675,0.67,0.68,0.9123,0.4552,-0.4552
0.685,0.68,0.69,0.9677,0.4987,-0.4987
0.695,0.69,0.7,1.0254,0.5451,-0.5451
0.705,0.7,0.71,1.0834,0.5931,-0.5931
0.715,0.71,0.72,1.1384,0.6404,-0.6404
0.725,0.72,0.73,1.1856,0.6835,-0.6835
0.735,0.73,0.74,1.2189,0.718,-0.718
0.745,0.74,0.75,1.2323,0.7392,-0.7392
0.755,0.75,0.76,1.2222,0.7437,-0.7437
0.765,0.76,0.77,1.1888,0.7309,-0.7309
0.775,0.77,0.78,1.137,0.7034,-0.7034
0.785,0.78,0.79,1.0746,0.6658,-0.6658
0.795,0.79,0.8,1.0098,0.6234,-0.6234
0.805,0.8,0.81,0.9487,0.5804,-0.5804
0.815,0.81,0.82,0.8952,0.5398,-0.5398
0.825,0.82,0.83,0.8507,0.5029,-0.5029
0.835,0.83,0.84,0.8151,0.4702,-0.4702
0.845,0.84,0.85,0.7876,0.4417,-0.4417
0.855,0.85,0.86,0.7669,0.4171,-0.4171
0.865,0.86,0.87,0.7519,0.3958,-0.3958
0.875,0.87,0.88,0.7414,0.3776,-0.3776
0.885,0.88,0.89,0.7345,0.3619,-0.3619
0.895,0.89,0.9,0.7304,0.3484,-0.3484
0.905,0.9,0.91,0.7285,0.3369,-0.3369
0.915,0.91,0.92,0.7283,0.3271,-0.3271
0.925,0.92,0.93,0.7292,0.3187,-0.3187
0.935,0.93,0.94,0.731,0.3115,-0.3115
0.945,0.94,0.95,0.7335,0.3054,-0.3054
0.955,0.95,0.96,0.7363,0.3002,-0.3002
0.965,0.96,0.97,0.7393,0.2958,-0.2958
0.975,0.97,0.98,0.7424,0.292,-0.292
0.985,0.98,0.99,0.7454,0.2889,-0.2889
0.995,0.99,1.0,0.7483,0.2862,-0.2862
1.005,1.0,1.01,0.7509,0.284,-0.284
1.0150000000000001,1.01,1.02,0.7532,0.2821,-0.2821
1.025,1.02,1.03,0.7551,0.2805,-0.2805
1.0350000000000001,1.03,1.04,0.7566,0.2793,-0.2793
1.045,1.04,1.05,0.7576,0.2783,-0.2783
1.0550000000000002,1.05,1.06,0.7582,0.2775,-0.2775
1.065,1.06,1.07,0.7583,0.2769,-0.2769
1.0750000000000002,1.07,1.08,0.7579,0.2766,-0.2766
1.085,1.08,1.09,0.757,0.2764,-0.2764
1.0950000000000002,1.09,1.1,0.7555,0.2764,-0.2764
1.105,1.1,1.11,0.7536,0.2766,-0.2766
1.1150000000000002,1.11,1.12,0.7513,0.277,-0.277
1.125,1.12,1.13,0.7484,0.2776,-0.2776
1.1349999999999998,1.13,1.14,0.7452,0.2784,-0.2784
1.145,1.14,1.15,0.7417,0.2793,-0.2793
1.1549999999999998,1.15,1.16,0.7378,0.2804,-0.2804
1.165,1.16,1.17,0.7337,0.2817,-0.2817
1.1749999999999998,1.17,1.18,0.7294,0.283,-0.283
1.185,1.18,1.19,0.725,0.2845,-0.2845
1.1949999999999998,1.19,1.2,0.7207,0.2861,-0.2861
1.205,1.2,1.21,0.7165,0.2876,-0.2876
1.2149999999999999,1.21,1.22,0.7125,0.2892,-0.2892
1.225,1.22,1.23,0.7089,0.2908,-0.2908
1.2349999999999999,1.23,1.24,0.7058,0.2922,-0.2922
1.245,1.24,1.25,0.7034,0.2935,-0.2935
1.255,1.25,1.26,0.7019,0.2947,-0.2947
1.2650000000000001,1.26,1.27,0.7015,0.2957,-0.2957
1.275,1.27,1.28,0.7023,0.2966,-0.2966
1.2850000000000001,1.28,1.29,0.7047,0.2974,-0.2974
1.295,1.29,1.3,0.7088,0.2983,-0.2983
1.3050000000000002,1.3,1.31,0.7149,0.2994,-0.2994
1.315,1.31,1.32,0.7234,0.3012,-0.3012
1.3250000000000002,1.32,1.33,0.7345,0.3039,-0.3039
1.335,1.33,1.34,0.7486,0.3081,-0.3081
1.3450000000000002,1.34,1.35,0.766,0.3146,-0.3146
1.355,1.35,1.36,0.7872,0.3243,-0.3243
1.3650000000000002,1.36,1.37,0.8126,0.338,-0.338
1.375,1.37,1.38,0.8425,0.3569,-0.3569
1.3849999999999998,1.38,1.39,0.8776,0.3819,-0.3819
1.395,1.39,1.4,0.9182,0.4141,-0.4141

#: -T [GeV^2],,,0.4-0.5
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=p0wave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.1779,0.057,-0.057
0.415,0.41,0.42,0.1924,0.0626,-0.0626
0.425,0.42,0.43,0.207,0.0681,-0.0681
0.435,0.43,0.44,0.2217,0.0736,-0.0736
0.445,0.44,0.45,0.2365,0.0792,-0.0792
0.455,0.45,0.46,0.2515,0.0849,-0.0849
0.46499999999999997,0.46,0.47,0.2668,0.0908,-0.0908
0.475,0.47,0.48,0.2825,0.0971,-0.0971
0.485,0.48,0.49,0.2988,0.1039,-0.1039
0.495,0.49,0.5,0.3158,0.1112,-0.1112
0.505,0.5,0.51,0.3336,0.1194,-0.1194
0.515,0.51,0.52,0.3525,0.1285,-0.1285
0.525,0.52,0.53,0.3728,0.1388,-0.1388
0.535,0.53,0.54,0.3947,0.1505,-0.1505
0.545,0.54,0.55,0.4185,0.1637,-0.1637
0.555,0.55,0.56,0.4448,0.1787,-0.1787
0.565,0.56,0.57,0.474,0.1958,-0.1958
0.575,0.57,0.58,0.5067,0.2151,-0.2151
0.585,0.58,0.59,0.5436,0.2372,-0.2372
0.595,0.59,0.6,0.5855,0.2622,-0.2622
0.605,0.6,0.61,0.6334,0.2906,-0.2906
0.615,0.61,0.62,0.6887,0.3229,-0.3229
0.625,0.62,0.63,0.7527,0.3595,-0.3595
0.635,0.63,0.64,0.8272,0.4012,-0.4012
0.645,0.64,0.65,0.9141,0.4486,-0.4486
0.655,0.65,0.66,1.0157,0.5022,-0.5022
0.665,0.66,0.67,1.1344,0.5627,-0.5627
0.675,0.67,0.68,1.2725,0.6305,-0.6305
0.685,0.68,0.69,1.4319,0.7054,-0.7054
0.695,0.69,0.7,1.6127,0.7864,-0.7864
0.705,0.7,0.71,1.8127,0.8709,-0.8709
0.715,0.71,0.72,2.0246,0.9542,-0.9542
0.725,0.72,0.73,2.235,1.0289,-1.0289
0.735,0.73,0.74,2.4233,1.0854,-1.0854
0.745,0.74,0.75,2.5642,1.1134,-1.1134
0.755,0.75,0.76,2.6341,1.1051,-1.1051
0.765,0.76,0.77,2.6196,1.059,-1.059
0.775,0.77,0.78,2.5233,0.9809,-0.9809
0.785,0.78,0.79,2.3625,0.8819,-0.8819
0.795,0.79,0.8,2.1623,0.775,-0.775
0.805,0.8,0.81,1.9467,0.6705,-0.6705
0.815,0.81,0.82,1.7342,0.5755,-0.5755
0.825,0.82,0.83,1.5362,0.4933,-0.4933
0.835,0.83,0.84,1.3582,0.4248,-0.4248
0.845,0.84,0.85,1.2018,0.3694,-0.3694
0.855,0.85,0.86,1.0662,0.3257,-0.3257
0.865,0.86,0.87,0.9495,0.2921,-0.2921
0.875,0.87,0.88,0.8494,0.2671,-0.2671
0.885,0.88,0.89,0.7636,0.2492,-0.2492
0.895,0.89,0.9,0.6901,0.237,-0.237
0.905,0.9,0.91,0.6269,0.2294,-0.2294
0.915,0.91,0.92,0.5725,0.2255,-0.2255
0.925,0.92,0.93,0.5256,0.2245,-0.2245
0.935,0.93,0.94,0.485,0.2257,-0.2257
0.945,0.94,0.95,0.4499,0.2288,-0.2288
0.955,0.95,0.96,0.4193,0.2332,-0.2332
0.965,0.96,0.97,0.3927,0.2387,-0.2387
0.975,0.97,0.98,0.3696,0.245,-0.245
0.985,0.98,0.99,0.3495,0.252,-0.252
0.995,0.99,1.0,0.332,0.2594,-0.2594
1.005,1.0,1.01,0.3167,0.2672,-0.2672
1.0150000000000001,1.01,1.02,0.3035,0.2753,-0.2753
1.025,1.02,1.03,0.292,0.2834,-0.2834
1.0350000000000001,1.03,1.04,0.2821,0.2916,-0.2916
1.045,1.04,1.05,0.2735,0.2998,-0.2998
1.0550000000000002,1.05,1.06,0.2663,0.3079,-0.3079
1.065,1.06,1.07,0.2601,0.3157,-0.3157
1.0750000000000002,1.07,1.08,0.2549,0.3234,-0.3234
1.085,1.08,1.09,0.2506,0.3307,-0.3307
1.0950000000000002,1.09,1.1,0.2471,0.3377,-0.3377
1.105,1.1,1.11,0.2443,0.3443,-0.3443
1.1150000000000002,1.11,1.12,0.2423,0.3505,-0.3505
1.125,1.12,1.13,0.2408,0.3562,-0.3562
1.1349999999999998,1.13,1.14,0.2399,0.3614,-0.3614
1.145,1.14,1.15,0.2395,0.366,-0.366
1.1549999999999998,1.15,1.16,0.2396,0.37,-0.37
1.165,1.16,1.17,0.2402,0.3734,-0.3734
1.1749999999999998,1.17,1.18,0.2413,0.376,-0.376
1.185,1.18,1.19,0.2428,0.378,-0.378
1.1949999999999998,1.19,1.2,0.2449,0.3794,-0.3794
1.205,1.2,1.21,0.2474,0.38,-0.38
1.2149999999999999,1.21,1.22,0.2504,0.3801,-0.3801
1.225,1.22,1.23,0.2539,0.3795,-0.3795
1.2349999999999999,1.23,1.24,0.258,0.3785,-0.3785
1.245,1.24,1.25,0.2628,0.377,-0.377
1.255,1.25,1.26,0.2683,0.3753,-0.3753
1.2650000000000001,1.26,1.27,0.2746,0.3734,-0.3734
1.275,1.27,1.28,0.2817,0.3716,-0.3716
1.2850000000000001,1.28,1.29,0.2899,0.37,-0.37
1.295,1.29,1.3,0.2991,0.3689,-0.3689
1.3050000000000002,1.3,1.31,0.3096,0.3684,-0.3684
1.315,1.31,1.32,0.3215,0.3689,-0.3689
1.3250000000000002,1.32,1.33,0.335,0.3706,-0.3706
1.335,1.33,1.34,0.3502,0.3739,-0.3739
1.3450000000000002,1.34,1.35,0.3674,0.3788,-0.3788
1.355,1.35,1.36,0.3868,0.3857,-0.3857
1.3650000000000002,1.36,1.37,0.4087,0.3947,-0.3947
1.375,1.37,1.38,0.4333,0.406,-0.406
1.3849999999999998,1.38,1.39,0.461,0.4195,-0.4195
1.395,1.39,1.4,0.492,0.4353,-0.4353

