#: table_doi: 10.17182/hepdata.74824.v1/t170
#: name: Table 170
#: description: Spin density matrix elements for the P-wave for -T.

#: data_file: Table170.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: RHO
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.745,0.74,0.75,0.2021,0.0123,-0.0123
0.755,0.75,0.76,0.186,0.0131,-0.0131
0.765,0.76,0.77,0.172,0.0139,-0.0139
0.775,0.77,0.78,0.1602,0.0148,-0.0148
0.785,0.78,0.79,0.151,0.0156,-0.0156
0.795,0.79,0.8,0.1443,0.0163,-0.0163
0.805,0.8,0.81,0.1402,0.0167,-0.0167
0.815,0.81,0.82,0.1387,0.017,-0.017
0.825,0.82,0.83,0.1396,0.0172,-0.0172
0.835,0.83,0.84,0.1429,0.0173,-0.0173
0.845,0.84,0.85,0.1484,0.0174,-0.0174
0.855,0.85,0.86,0.1557,0.0175,-0.0175
0.865,0.86,0.87,0.1648,0.0177,-0.0177
0.875,0.87,0.88,0.1753,0.0179,-0.0179
0.885,0.88,0.89,0.1871,0.0182,-0.0182
0.895,0.89,0.9,0.1997,0.0185,-0.0185
0.905,0.9,0.91,0.2132,0.0189,-0.0189
0.915,0.91,0.92,0.2272,0.0192,-0.0192
0.925,0.92,0.93,0.2415,0.0196,-0.0196
0.935,0.93,0.94,0.2561,0.02,-0.02
0.945,0.94,0.95,0.2709,0.0204,-0.0204
0.955,0.95,0.96,0.2857,0.021,-0.021
0.965,0.96,0.97,0.3007,0.0221,-0.0221
0.975,0.97,0.98,0.3165,0.025,-0.025
0.985,0.98,0.99,0.3374,0.0347,-0.0347
0.995,0.99,1.0,0.3565,0.0329,-0.0329
1.005,1.0,1.01,0.3705,0.0299,-0.0299
1.0150000000000001,1.01,1.02,0.3869,0.0295,-0.0295
1.025,1.02,1.03,0.4038,0.0296,-0.0296
1.0350000000000001,1.03,1.04,0.4206,0.0301,-0.0301
1.045,1.04,1.05,0.4369,0.0308,-0.0308
1.0550000000000002,1.05,1.06,0.4526,0.0318,-0.0318
1.065,1.06,1.07,0.4674,0.033,-0.033
1.0750000000000002,1.07,1.08,0.4812,0.0343,-0.0343
1.085,1.08,1.09,0.494,0.0357,-0.0357
1.0950000000000002,1.09,1.1,0.5057,0.0372,-0.0372
1.105,1.1,1.11,0.5164,0.0386,-0.0386
1.1150000000000002,1.11,1.12,0.5259,0.04,-0.04
1.125,1.12,1.13,0.5343,0.0414,-0.0414
1.1349999999999998,1.13,1.14,0.5416,0.0426,-0.0426
1.145,1.14,1.15,0.5477,0.0439,-0.0439
1.1549999999999998,1.15,1.16,0.5528,0.045,-0.045
1.165,1.16,1.17,0.5566,0.0461,-0.0461
1.1749999999999998,1.17,1.18,0.5593,0.0471,-0.0471
1.185,1.18,1.19,0.5606,0.0481,-0.0481
1.1949999999999998,1.19,1.2,0.5607,0.0491,-0.0491
1.205,1.2,1.21,0.5594,0.0502,-0.0502
1.2149999999999999,1.21,1.22,0.557,0.0513,-0.0513
1.225,1.22,1.23,0.5535,0.0525,-0.0525
1.2349999999999999,1.23,1.24,0.5494,0.0538,-0.0538
1.245,1.24,1.25,0.5452,0.0552,-0.0552
1.255,1.25,1.26,0.5416,0.0569,-0.0569
1.2650000000000001,1.26,1.27,0.5392,0.0587,-0.0587
1.275,1.27,1.28,0.5386,0.0608,-0.0608
1.2850000000000001,1.28,1.29,0.54,0.0632,-0.0632
1.295,1.29,1.3,0.5434,0.0659,-0.0659
1.3050000000000002,1.3,1.31,0.5487,0.0691,-0.0691
1.315,1.31,1.32,0.5554,0.0729,-0.0729
1.3250000000000002,1.32,1.33,0.563,0.077,-0.077
1.335,1.33,1.34,0.5711,0.0816,-0.0816
1.3450000000000002,1.34,1.35,0.5789,0.0863,-0.0863
1.355,1.35,1.36,0.5862,0.091,-0.091
1.3650000000000002,1.36,1.37,0.5921,0.0956,-0.0956
1.375,1.37,1.38,0.5963,0.0997,-0.0997
1.3849999999999998,1.38,1.39,0.5979,0.1032,-0.1032
1.395,1.39,1.4,0.5964,0.1059,-0.1059

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4626,0.0726,-0.0726
0.415,0.41,0.42,0.4697,0.0742,-0.0742
0.425,0.42,0.43,0.4779,0.0767,-0.0767
0.435,0.43,0.44,0.4866,0.0792,-0.0792
0.445,0.44,0.45,0.4952,0.0808,-0.0808
0.455,0.45,0.46,0.5033,0.0812,-0.0812
0.46499999999999997,0.46,0.47,0.5106,0.08,-0.08
0.475,0.47,0.48,0.5168,0.0773,-0.0773
0.485,0.48,0.49,0.5217,0.0734,-0.0734
0.495,0.49,0.5,0.5252,0.0683,-0.0683
0.505,0.5,0.51,0.5273,0.0626,-0.0626
0.515,0.51,0.52,0.5279,0.0564,-0.0564
0.525,0.52,0.53,0.5269,0.0502,-0.0502
0.535,0.53,0.54,0.5244,0.0443,-0.0443
0.545,0.54,0.55,0.5203,0.0389,-0.0389
0.555,0.55,0.56,0.5146,0.0343,-0.0343
0.565,0.56,0.57,0.5073,0.0308,-0.0308
0.575,0.57,0.58,0.4983,0.0283,-0.0283
0.585,0.58,0.59,0.4876,0.0268,-0.0268
0.595,0.59,0.6,0.4754,0.0263,-0.0263
0.605,0.6,0.61,0.4615,0.0263,-0.0263
0.615,0.61,0.62,0.4462,0.0266,-0.0266
0.625,0.62,0.63,0.4294,0.027,-0.027
0.635,0.63,0.64,0.4114,0.0273,-0.0273
0.645,0.64,0.65,0.3923,0.0274,-0.0274
0.655,0.65,0.66,0.3722,0.0272,-0.0272
0.665,0.66,0.67,0.3514,0.0267,-0.0267
0.675,0.67,0.68,0.3302,0.026,-0.026
0.685,0.68,0.69,0.3087,0.0251,-0.0251
0.695,0.69,0.7,0.2873,0.0242,-0.0242
0.705,0.7,0.71,0.2662,0.0235,-0.0235
0.715,0.71,0.72,0.2458,0.023,-0.023
0.725,0.72,0.73,0.2264,0.0229,-0.0229
0.735,0.73,0.74,0.2082,0.023,-0.023
0.745,0.74,0.75,0.1915,0.0233,-0.0233
0.755,0.75,0.76,0.1765,0.0236,-0.0236
0.765,0.76,0.77,0.1634,0.0239,-0.0239
0.775,0.77,0.78,0.1523,0.0244,-0.0244
0.785,0.78,0.79,0.1435,0.0249,-0.0249
0.795,0.79,0.8,0.1369,0.0255,-0.0255
0.805,0.8,0.81,0.1325,0.026,-0.026
0.815,0.81,0.82,0.1305,0.0266,-0.0266
0.825,0.82,0.83,0.1306,0.0271,-0.0271
0.835,0.83,0.84,0.1328,0.0276,-0.0276
0.845,0.84,0.85,0.1371,0.0281,-0.0281
0.855,0.85,0.86,0.1432,0.0286,-0.0286
0.865,0.86,0.87,0.1509,0.0291,-0.0291
0.875,0.87,0.88,0.1602,0.0295,-0.0295
0.885,0.88,0.89,0.1709,0.0299,-0.0299
0.895,0.89,0.9,0.1827,0.0302,-0.0302
0.905,0.9,0.91,0.1955,0.0304,-0.0304
0.915,0.91,0.92,0.2092,0.0304,-0.0304
0.925,0.92,0.93,0.2237,0.0302,-0.0302
0.935,0.93,0.94,0.2387,0.0299,-0.0299
0.945,0.94,0.95,0.2542,0.0294,-0.0294
0.955,0.95,0.96,0.27,0.029,-0.029
0.965,0.96,0.97,0.2858,0.0291,-0.0291
0.975,0.97,0.98,0.3002,0.0317,-0.0317
0.985,0.98,0.99,0.3081,0.0436,-0.0436
0.995,0.99,1.0,0.341,0.0372,-0.0372
1.005,1.0,1.01,0.3626,0.0364,-0.0364
1.0150000000000001,1.01,1.02,0.3801,0.0371,-0.0371
1.025,1.02,1.03,0.3965,0.0381,-0.0381
1.0350000000000001,1.03,1.04,0.4124,0.0393,-0.0393
1.045,1.04,1.05,0.4279,0.0405,-0.0405
1.0550000000000002,1.05,1.06,0.443,0.0418,-0.0418
1.065,1.06,1.07,0.4575,0.043,-0.043
1.0750000000000002,1.07,1.08,0.4714,0.0439,-0.0439
1.085,1.08,1.09,0.4845,0.0447,-0.0447
1.0950000000000002,1.09,1.1,0.4967,0.0453,-0.0453
1.105,1.1,1.11,0.5079,0.0456,-0.0456
1.1150000000000002,1.11,1.12,0.5181,0.0457,-0.0457
1.125,1.12,1.13,0.5272,0.0456,-0.0456
1.1349999999999998,1.13,1.14,0.5351,0.0453,-0.0453
1.145,1.14,1.15,0.5418,0.0449,-0.0449
1.1549999999999998,1.15,1.16,0.5472,0.0444,-0.0444
1.165,1.16,1.17,0.5513,0.0438,-0.0438
1.1749999999999998,1.17,1.18,0.5541,0.0432,-0.0432
1.185,1.18,1.19,0.5556,0.0426,-0.0426
1.1949999999999998,1.19,1.2,0.5558,0.042,-0.042
1.205,1.2,1.21,0.5549,0.0414,-0.0414
1.2149999999999999,1.21,1.22,0.5529,0.0411,-0.0411
1.225,1.22,1.23,0.5501,0.041,-0.041
1.2349999999999999,1.23,1.24,0.5468,0.0412,-0.0412
1.245,1.24,1.25,0.5434,0.042,-0.042
1.255,1.25,1.26,0.5406,0.0434,-0.0434
1.2650000000000001,1.26,1.27,0.5388,0.0456,-0.0456
1.275,1.27,1.28,0.5386,0.0486,-0.0486
1.2850000000000001,1.28,1.29,0.5403,0.0523,-0.0523
1.295,1.29,1.3,0.5441,0.0565,-0.0565
1.3050000000000002,1.3,1.31,0.5499,0.061,-0.061
1.315,1.31,1.32,0.557,0.0656,-0.0656
1.3250000000000002,1.32,1.33,0.565,0.0699,-0.0699
1.335,1.33,1.34,0.5729,0.0738,-0.0738
1.3450000000000002,1.34,1.35,0.58,0.077,-0.077
1.355,1.35,1.36,0.5856,0.0795,-0.0795
1.3650000000000002,1.36,1.37,0.589,0.081,-0.081
1.375,1.37,1.38,0.5898,0.0817,-0.0817
1.3849999999999998,1.38,1.39,0.5877,0.0815,-0.0815
1.395,1.39,1.4,0.5825,0.0807,-0.0807

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.4365,0.0623,-0.0623
0.415,0.41,0.42,0.4341,0.0607,-0.0607
0.425,0.42,0.43,0.4339,0.059,-0.059
0.435,0.43,0.44,0.4357,0.0574,-0.0574
0.445,0.44,0.45,0.4392,0.0558,-0.0558
0.455,0.45,0.46,0.4441,0.0545,-0.0545
0.46499999999999997,0.46,0.47,0.45,0.0533,-0.0533
0.475,0.47,0.48,0.4565,0.0521,-0.0521
0.485,0.48,0.49,0.4634,0.0508,-0.0508
0.495,0.49,0.5,0.4701,0.0493,-0.0493
0.505,0.5,0.51,0.4764,0.0476,-0.0476
0.515,0.51,0.52,0.4819,0.0458,-0.0458
0.525,0.52,0.53,0.4862,0.0438,-0.0438
0.535,0.53,0.54,0.489,0.0418,-0.0418
0.545,0.54,0.55,0.4902,0.0399,-0.0399
0.555,0.55,0.56,0.4893,0.0381,-0.0381
0.565,0.56,0.57,0.4863,0.0364,-0.0364
0.575,0.57,0.58,0.4809,0.0347,-0.0347
0.585,0.58,0.59,0.4732,0.0331,-0.0331
0.595,0.59,0.6,0.4632,0.0315,-0.0315
0.605,0.6,0.61,0.4509,0.0298,-0.0298
0.615,0.61,0.62,0.4365,0.0281,-0.0281
0.625,0.62,0.63,0.4202,0.0264,-0.0264
0.635,0.63,0.64,0.4022,0.0248,-0.0248
0.645,0.64,0.65,0.383,0.0233,-0.0233
0.655,0.65,0.66,0.3627,0.022,-0.022
0.665,0.66,0.67,0.3417,0.0208,-0.0208
0.675,0.67,0.68,0.3204,0.0199,-0.0199
0.685,0.68,0.69,0.2991,0.0191,-0.0191
0.695,0.69,0.7,0.2781,0.0185,-0.0185
0.705,0.7,0.71,0.2577,0.0179,-0.0179
0.715,0.71,0.72,0.2382,0.0173,-0.0173
0.725,0.72,0.73,0.2199,0.0167,-0.0167
0.735,0.73,0.74,0.203,0.016,-0.016
0.745,0.74,0.75,0.1878,0.0153,-0.0153
0.755,0.75,0.76,0.1744,0.0147,-0.0147
0.765,0.76,0.77,0.163,0.0145,-0.0145
0.775,0.77,0.78,0.1536,0.0149,-0.0149
0.785,0.78,0.79,0.1464,0.0158,-0.0158
0.795,0.79,0.8,0.1412,0.0169,-0.0169
0.805,0.8,0.81,0.1382,0.0181,-0.0181
0.815,0.81,0.82,0.1371,0.0194,-0.0194
0.825,0.82,0.83,0.138,0.0208,-0.0208
0.835,0.83,0.84,0.1407,0.0223,-0.0223
0.845,0.84,0.85,0.1449,0.0238,-0.0238
0.855,0.85,0.86,0.1506,0.0254,-0.0254
0.865,0.86,0.87,0.1576,0.0271,-0.0271
0.875,0.87,0.88,0.1656,0.0287,-0.0287
0.885,0.88,0.89,0.1746,0.0303,-0.0303
0.895,0.89,0.9,0.1844,0.0317,-0.0317
0.905,0.9,0.91,0.1948,0.033,-0.033
0.915,0.91,0.92,0.2059,0.034,-0.034
0.925,0.92,0.93,0.2176,0.0347,-0.0347
0.935,0.93,0.94,0.2301,0.035,-0.035
0.945,0.94,0.95,0.2434,0.0347,-0.0347
0.955,0.95,0.96,0.2583,0.0339,-0.0339
0.965,0.96,0.97,0.2758,0.033,-0.033
0.975,0.97,0.98,0.2985,0.0349,-0.0349
0.985,0.98,0.99,0.3323,0.0499,-0.0499
0.995,0.99,1.0,0.3135,0.0466,-0.0466
1.005,1.0,1.01,0.3394,0.0414,-0.0414
1.0150000000000001,1.01,1.02,0.3623,0.0406,-0.0406
1.025,1.02,1.03,0.3837,0.0414,-0.0414
1.0350000000000001,1.03,1.04,0.4038,0.0433,-0.0433
1.045,1.04,1.05,0.4227,0.0457,-0.0457
1.0550000000000002,1.05,1.06,0.4403,0.0483,-0.0483
1.065,1.06,1.07,0.4565,0.0508,-0.0508
1.0750000000000002,1.07,1.08,0.4713,0.0531,-0.0531
1.085,1.08,1.09,0.4846,0.0549,-0.0549
1.0950000000000002,1.09,1.1,0.4964,0.0564,-0.0564
1.105,1.1,1.11,0.5068,0.0573,-0.0573
1.1150000000000002,1.11,1.12,0.5156,0.0579,-0.0579
1.125,1.12,1.13,0.5231,0.058,-0.058
1.1349999999999998,1.13,1.14,0.5293,0.0578,-0.0578
1.145,1.14,1.15,0.5343,0.0574,-0.0574
1.1549999999999998,1.15,1.16,0.5382,0.0568,-0.0568
1.165,1.16,1.17,0.5412,0.0562,-0.0562
1.1749999999999998,1.17,1.18,0.5433,0.0556,-0.0556
1.185,1.18,1.19,0.5447,0.0551,-0.0551
1.1949999999999998,1.19,1.2,0.5455,0.0548,-0.0548
1.205,1.2,1.21,0.5457,0.0545,-0.0545
1.2149999999999999,1.21,1.22,0.5453,0.0544,-0.0544
1.225,1.22,1.23,0.5445,0.0544,-0.0544
1.2349999999999999,1.23,1.24,0.5431,0.0546,-0.0546
1.245,1.24,1.25,0.5414,0.0552,-0.0552
1.255,1.25,1.26,0.5395,0.0563,-0.0563
1.2650000000000001,1.26,1.27,0.5375,0.0582,-0.0582
1.275,1.27,1.28,0.5358,0.061,-0.061
1.2850000000000001,1.28,1.29,0.5346,0.0647,-0.0647
1.295,1.29,1.3,0.5345,0.069,-0.069
1.3050000000000002,1.3,1.31,0.5357,0.0738,-0.0738
1.315,1.31,1.32,0.5385,0.0787,-0.0787
1.3250000000000002,1.32,1.33,0.5433,0.0837,-0.0837
1.335,1.33,1.34,0.5499,0.0884,-0.0884
1.3450000000000002,1.34,1.35,0.5583,0.0928,-0.0928
1.355,1.35,1.36,0.568,0.0968,-0.0968
1.3650000000000002,1.36,1.37,0.5784,0.1004,-0.1004
1.375,1.37,1.38,0.589,0.1035,-0.1035
1.3849999999999998,1.38,1.39,0.5988,0.1062,-0.1062
1.395,1.39,1.4,0.6073,0.1083,-0.1083

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"RHO(P=3_4,C=JJ=0,MM=00)",error +,error -
0.405,0.4,0.41,0.3939,0.0397,-0.0397
0.415,0.41,0.42,0.4014,0.0416,-0.0416
0.425,0.42,0.43,0.4108,0.0435,-0.0435
0.435,0.43,0.44,0.4215,0.0455,-0.0455
0.445,0.44,0.45,0.4328,0.0471,-0.0471
0.455,0.45,0.46,0.4442,0.0484,-0.0484
0.46499999999999997,0.46,0.47,0.4552,0.0492,-0.0492
0.475,0.47,0.48,0.4655,0.0494,-0.0494
0.485,0.48,0.49,0.4746,0.0491,-0.0491
0.495,0.49,0.5,0.4823,0.0482,-0.0482
0.505,0.5,0.51,0.4885,0.0469,-0.0469
0.515,0.51,0.52,0.4929,0.0453,-0.0453
0.525,0.52,0.53,0.4956,0.0434,-0.0434
0.535,0.53,0.54,0.4963,0.0415,-0.0415
0.545,0.54,0.55,0.4951,0.0395,-0.0395
0.555,0.55,0.56,0.492,0.0376,-0.0376
0.565,0.56,0.57,0.4869,0.0358,-0.0358
0.575,0.57,0.58,0.4799,0.0341,-0.0341
0.585,0.58,0.59,0.471,0.0326,-0.0326
0.595,0.59,0.6,0.4602,0.0314,-0.0314
0.605,0.6,0.61,0.4476,0.0304,-0.0304
0.615,0.61,0.62,0.4334,0.0296,-0.0296
0.625,0.62,0.63,0.4175,0.029,-0.029
0.635,0.63,0.64,0.4003,0.0286,-0.0286
0.645,0.64,0.65,0.3819,0.0283,-0.0283
0.655,0.65,0.66,0.3624,0.028,-0.028
0.665,0.66,0.67,0.3422,0.0275,-0.0275
0.675,0.67,0.68,0.3215,0.0267,-0.0267
0.685,0.68,0.69,0.3006,0.0256,-0.0256
0.695,0.69,0.7,0.2798,0.0242,-0.0242
0.705,0.7,0.71,0.2593,0.0225,-0.0225
0.715,0.71,0.72,0.2397,0.0205,-0.0205
0.725,0.72,0.73,0.221,0.0183,-0.0183
0.735,0.73,0.74,0.2036,0.0162,-0.0162
0.745,0.74,0.75,0.1878,0.0144,-0.0144
0.755,0.75,0.76,0.1737,0.0133,-0.0133
0.765,0.76,0.77,0.1615,0.0131,-0.0131
0.775,0.77,0.78,0.1514,0.0137,-0.0137
0.785,0.78,0.79,0.1434,0.0147,-0.0147
0.795,0.79,0.8,0.1376,0.0161,-0.0161
0.805,0.8,0.81,0.1339,0.0176,-0.0176
0.815,0.81,0.82,0.1322,0.0191,-0.0191
0.825,0.82,0.83,0.1326,0.0206,-0.0206
0.835,0.83,0.84,0.1347,0.0221,-0.0221
0.845,0.84,0.85,0.1386,0.0236,-0.0236
0.855,0.85,0.86,0.1439,0.025,-0.025
0.865,0.86,0.87,0.1504,0.0266,-0.0266
0.875,0.87,0.88,0.1581,0.0281,-0.0281
0.885,0.88,0.89,0.1665,0.0297,-0.0297
0.895,0.89,0.9,0.1756,0.0313,-0.0313
0.905,0.9,0.91,0.1851,0.033,-0.033
0.915,0.91,0.92,0.1948,0.0346,-0.0346
0.925,0.92,0.93,0.2045,0.0362,-0.0362
0.935,0.93,0.94,0.2139,0.0377,-0.0377
0.945,0.94,0.95,0.223,0.0391,-0.0391
0.955,0.95,0.96,0.232,0.0404,-0.0404
0.965,0.96,0.97,0.2414,0.0419,-0.0419
0.975,0.97,0.98,0.2546,0.0446,-0.0446
0.985,0.98,0.99,0.2888,0.0561,-0.0561
0.995,0.99,1.0,0.3042,0.054,-0.054
1.005,1.0,1.01,0.313,0.0454,-0.0454
1.0150000000000001,1.01,1.02,0.3306,0.0449,-0.0449
1.025,1.02,1.03,0.3503,0.0462,-0.0462
1.0350000000000001,1.03,1.04,0.3708,0.0483,-0.0483
1.045,1.04,1.05,0.3914,0.0508,-0.0508
1.0550000000000002,1.05,1.06,0.4118,0.0533,-0.0533
1.065,1.06,1.07,0.4318,0.0558,-0.0558
1.0750000000000002,1.07,1.08,0.4512,0.0582,-0.0582
1.085,1.08,1.09,0.4697,0.0603,-0.0603
1.0950000000000002,1.09,1.1,0.4873,0.0622,-0.0622
1.105,1.1,1.11,0.5038,0.064,-0.064
1.1150000000000002,1.11,1.12,0.519,0.0656,-0.0656
1.125,1.12,1.13,0.5329,0.0671,-0.0671
1.1349999999999998,1.13,1.14,0.5452,0.0685,-0.0685
1.145,1.14,1.15,0.556,0.07,-0.07
1.1549999999999998,1.15,1.16,0.5649,0.0715,-0.0715
1.165,1.16,1.17,0.5718,0.0729,-0.0729
1.1749999999999998,1.17,1.18,0.5766,0.0741,-0.0741
1.185,1.18,1.19,0.5791,0.0751,-0.0751
1.1949999999999998,1.19,1.2,0.5792,0.0757,-0.0757
1.205,1.2,1.21,0.577,0.0758,-0.0758
1.2149999999999999,1.21,1.22,0.5729,0.0756,-0.0756
1.225,1.22,1.23,0.5673,0.075,-0.075
1.2349999999999999,1.23,1.24,0.5609,0.0745,-0.0745
1.245,1.24,1.25,0.5547,0.0744,-0.0744
1.255,1.25,1.26,0.5495,0.0749,-0.0749
1.2650000000000001,1.26,1.27,0.546,0.0764,-0.0764
1.275,1.27,1.28,0.5445,0.0787,-0.0787
1.2850000000000001,1.28,1.29,0.5453,0.0818,-0.0818
1.295,1.29,1.3,0.548,0.0857,-0.0857
1.3050000000000002,1.3,1.31,0.5522,0.0901,-0.0901
1.315,1.31,1.32,0.5574,0.0952,-0.0952
1.3250000000000002,1.32,1.33,0.5628,0.1006,-0.1006
1.335,1.33,1.34,0.5676,0.1061,-0.1061
1.3450000000000002,1.34,1.35,0.5713,0.1113,-0.1113
1.355,1.35,1.36,0.573,0.1162,-0.1162
1.3650000000000002,1.36,1.37,0.5722,0.1203,-0.1203
1.375,1.37,1.38,0.5686,0.1236,-0.1236
1.3849999999999998,1.38,1.39,0.562,0.1261,-0.1261
1.395,1.39,1.4,0.5527,0.128,-0.128

