#: table_doi: 10.17182/hepdata.74824.v1/t152
#: name: Table 152
#: description: Fm wave cross section for -T.

#: data_file: Table152.yaml
#: keyword reactions: GAMMA P --> PI+ PI- P
#: keyword observables: DSIG/DT/DM
#: keyword plabs: 3.0,3.8
#: keyword phrases: Exclusive | Single Differential Cross Section | Photoproduction
#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.0-3.2
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.765,0.76,0.77,0.2742,0.3058,-0.3058
0.775,0.77,0.78,0.2748,0.3064,-0.3064
0.785,0.78,0.79,0.2752,0.3066,-0.3066
0.795,0.79,0.8,0.2752,0.3065,-0.3065
0.805,0.8,0.81,0.275,0.306,-0.306
0.815,0.81,0.82,0.2744,0.3052,-0.3052
0.825,0.82,0.83,0.2735,0.304,-0.304
0.835,0.83,0.84,0.2724,0.3024,-0.3024
0.845,0.84,0.85,0.271,0.3006,-0.3006
0.855,0.85,0.86,0.2693,0.2984,-0.2984
0.865,0.86,0.87,0.2673,0.2959,-0.2959
0.875,0.87,0.88,0.2651,0.2931,-0.2931
0.885,0.88,0.89,0.2627,0.29,-0.29
0.895,0.89,0.9,0.2601,0.2866,-0.2866
0.905,0.9,0.91,0.2572,0.2829,-0.2829
0.915,0.91,0.92,0.2541,0.279,-0.279
0.925,0.92,0.93,0.2509,0.2748,-0.2748
0.935,0.93,0.94,0.2475,0.2704,-0.2704
0.945,0.94,0.95,0.2439,0.2658,-0.2658
0.955,0.95,0.96,0.2401,0.2609,-0.2609
0.965,0.96,0.97,0.2363,0.2559,-0.2559
0.975,0.97,0.98,0.2323,0.2507,-0.2507
0.985,0.98,0.99,0.2282,0.2453,-0.2453
0.995,0.99,1.0,0.224,0.2398,-0.2398
1.005,1.0,1.01,0.2198,0.2342,-0.2342
1.0150000000000001,1.01,1.02,0.2155,0.2284,-0.2284
1.025,1.02,1.03,0.2112,0.2226,-0.2226
1.0350000000000001,1.03,1.04,0.2068,0.2167,-0.2167
1.045,1.04,1.05,0.2025,0.2108,-0.2108
1.0550000000000002,1.05,1.06,0.1981,0.2048,-0.2048
1.065,1.06,1.07,0.1939,0.1988,-0.1988
1.0750000000000002,1.07,1.08,0.1896,0.1928,-0.1928
1.085,1.08,1.09,0.1855,0.1869,-0.1869
1.0950000000000002,1.09,1.1,0.1815,0.181,-0.181
1.105,1.1,1.11,0.1775,0.1753,-0.1753
1.1150000000000002,1.11,1.12,0.1738,0.1696,-0.1696
1.125,1.12,1.13,0.1702,0.1641,-0.1641
1.1349999999999998,1.13,1.14,0.1668,0.1587,-0.1587
1.145,1.14,1.15,0.1636,0.1535,-0.1535
1.1549999999999998,1.15,1.16,0.1606,0.1485,-0.1485
1.165,1.16,1.17,0.158,0.1438,-0.1438
1.1749999999999998,1.17,1.18,0.1556,0.1393,-0.1393
1.185,1.18,1.19,0.1535,0.1352,-0.1352
1.1949999999999998,1.19,1.2,0.1518,0.1313,-0.1313
1.205,1.2,1.21,0.1504,0.1278,-0.1278
1.2149999999999999,1.21,1.22,0.1495,0.1246,-0.1246
1.225,1.22,1.23,0.149,0.1218,-0.1218
1.2349999999999999,1.23,1.24,0.1489,0.1195,-0.1195
1.245,1.24,1.25,0.1494,0.1176,-0.1176
1.255,1.25,1.26,0.1503,0.1161,-0.1161
1.2650000000000001,1.26,1.27,0.1518,0.1151,-0.1151
1.275,1.27,1.28,0.1539,0.1147,-0.1147
1.2850000000000001,1.28,1.29,0.1566,0.1147,-0.1147
1.295,1.29,1.3,0.16,0.1153,-0.1153
1.3050000000000002,1.3,1.31,0.164,0.1165,-0.1165
1.315,1.31,1.32,0.1688,0.1184,-0.1184
1.3250000000000002,1.32,1.33,0.1743,0.1208,-0.1208
1.335,1.33,1.34,0.1806,0.1239,-0.1239
1.3450000000000002,1.34,1.35,0.1877,0.1278,-0.1278
1.355,1.35,1.36,0.1957,0.1323,-0.1323
1.3650000000000002,1.36,1.37,0.2046,0.1377,-0.1377
1.375,1.37,1.38,0.2144,0.1439,-0.1439
1.3849999999999998,1.38,1.39,0.2252,0.1509,-0.1509
1.395,1.39,1.4,0.237,0.1588,-0.1588

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.2-3.4
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0512,0.0407,-0.0407
0.415,0.41,0.42,0.059,0.0469,-0.0469
0.425,0.42,0.43,0.0669,0.0533,-0.0533
0.435,0.43,0.44,0.0751,0.0598,-0.0598
0.445,0.44,0.45,0.0833,0.0665,-0.0665
0.455,0.45,0.46,0.0916,0.0732,-0.0732
0.46499999999999997,0.46,0.47,0.1,0.08,-0.08
0.475,0.47,0.48,0.1083,0.0868,-0.0868
0.485,0.48,0.49,0.1165,0.0935,-0.0935
0.495,0.49,0.5,0.1246,0.1002,-0.1002
0.505,0.5,0.51,0.1325,0.1068,-0.1068
0.515,0.51,0.52,0.1403,0.1133,-0.1133
0.525,0.52,0.53,0.1479,0.1196,-0.1196
0.535,0.53,0.54,0.1552,0.1258,-0.1258
0.545,0.54,0.55,0.1623,0.1318,-0.1318
0.555,0.55,0.56,0.1691,0.1376,-0.1376
0.565,0.56,0.57,0.1756,0.1432,-0.1432
0.575,0.57,0.58,0.1819,0.1487,-0.1487
0.585,0.58,0.59,0.1878,0.1538,-0.1538
0.595,0.59,0.6,0.1934,0.1588,-0.1588
0.605,0.6,0.61,0.1987,0.1635,-0.1635
0.615,0.61,0.62,0.2036,0.168,-0.168
0.625,0.62,0.63,0.2081,0.1722,-0.1722
0.635,0.63,0.64,0.2124,0.1761,-0.1761
0.645,0.64,0.65,0.2162,0.1798,-0.1798
0.655,0.65,0.66,0.2197,0.1832,-0.1832
0.665,0.66,0.67,0.2228,0.1863,-0.1863
0.675,0.67,0.68,0.2256,0.1892,-0.1892
0.685,0.68,0.69,0.2279,0.1918,-0.1918
0.695,0.69,0.7,0.23,0.194,-0.194
0.705,0.7,0.71,0.2316,0.1961,-0.1961
0.715,0.71,0.72,0.2329,0.1978,-0.1978
0.725,0.72,0.73,0.2338,0.1992,-0.1992
0.735,0.73,0.74,0.2343,0.2004,-0.2004
0.745,0.74,0.75,0.2345,0.2013,-0.2013
0.755,0.75,0.76,0.2344,0.2019,-0.2019
0.765,0.76,0.77,0.2339,0.2022,-0.2022
0.775,0.77,0.78,0.2331,0.2023,-0.2023
0.785,0.78,0.79,0.2319,0.202,-0.202
0.795,0.79,0.8,0.2304,0.2016,-0.2016
0.805,0.8,0.81,0.2286,0.2008,-0.2008
0.815,0.81,0.82,0.2265,0.1998,-0.1998
0.825,0.82,0.83,0.2241,0.1985,-0.1985
0.835,0.83,0.84,0.2213,0.197,-0.197
0.845,0.84,0.85,0.2184,0.1952,-0.1952
0.855,0.85,0.86,0.2151,0.1932,-0.1932
0.865,0.86,0.87,0.2116,0.191,-0.191
0.875,0.87,0.88,0.2078,0.1885,-0.1885
0.885,0.88,0.89,0.2038,0.1858,-0.1858
0.895,0.89,0.9,0.1996,0.1829,-0.1829
0.905,0.9,0.91,0.1952,0.1797,-0.1797
0.915,0.91,0.92,0.1905,0.1764,-0.1764
0.925,0.92,0.93,0.1857,0.1729,-0.1729
0.935,0.93,0.94,0.1808,0.1692,-0.1692
0.945,0.94,0.95,0.1756,0.1653,-0.1653
0.955,0.95,0.96,0.1704,0.1612,-0.1612
0.965,0.96,0.97,0.165,0.157,-0.157
0.975,0.97,0.98,0.1595,0.1526,-0.1526
0.985,0.98,0.99,0.154,0.1481,-0.1481
0.995,0.99,1.0,0.1484,0.1435,-0.1435
1.005,1.0,1.01,0.1427,0.1388,-0.1388
1.0150000000000001,1.01,1.02,0.1371,0.134,-0.134
1.025,1.02,1.03,0.1314,0.1291,-0.1291
1.0350000000000001,1.03,1.04,0.1257,0.1241,-0.1241
1.045,1.04,1.05,0.1201,0.1191,-0.1191
1.0550000000000002,1.05,1.06,0.1145,0.1141,-0.1141
1.065,1.06,1.07,0.109,0.109,-0.109
1.0750000000000002,1.07,1.08,0.1036,0.104,-0.104
1.085,1.08,1.09,0.0984,0.099,-0.099
1.0950000000000002,1.09,1.1,0.0933,0.094,-0.094
1.105,1.1,1.11,0.0884,0.0892,-0.0892
1.1150000000000002,1.11,1.12,0.0837,0.0845,-0.0845
1.125,1.12,1.13,0.0792,0.08,-0.08
1.1349999999999998,1.13,1.14,0.075,0.0756,-0.0756
1.145,1.14,1.15,0.071,0.0716,-0.0716
1.1549999999999998,1.15,1.16,0.0674,0.0678,-0.0678
1.165,1.16,1.17,0.0641,0.0645,-0.0645
1.1749999999999998,1.17,1.18,0.0612,0.0615,-0.0615
1.185,1.18,1.19,0.0587,0.0591,-0.0591
1.1949999999999998,1.19,1.2,0.0566,0.0572,-0.0572
1.205,1.2,1.21,0.055,0.056,-0.056
1.2149999999999999,1.21,1.22,0.0538,0.0554,-0.0554
1.225,1.22,1.23,0.0532,0.0555,-0.0555
1.2349999999999999,1.23,1.24,0.0532,0.0563,-0.0563
1.245,1.24,1.25,0.0538,0.0578,-0.0578
1.255,1.25,1.26,0.0549,0.0598,-0.0598
1.2650000000000001,1.26,1.27,0.0568,0.0624,-0.0624
1.275,1.27,1.28,0.0593,0.0653,-0.0653
1.2850000000000001,1.28,1.29,0.0626,0.0687,-0.0687
1.295,1.29,1.3,0.0667,0.0723,-0.0723
1.3050000000000002,1.3,1.31,0.0716,0.0762,-0.0762
1.315,1.31,1.32,0.0773,0.0803,-0.0803
1.3250000000000002,1.32,1.33,0.084,0.0847,-0.0847
1.335,1.33,1.34,0.0915,0.0893,-0.0893
1.3450000000000002,1.34,1.35,0.1001,0.0942,-0.0942
1.355,1.35,1.36,0.1097,0.0992,-0.0992
1.3650000000000002,1.36,1.37,0.1203,0.1046,-0.1046
1.375,1.37,1.38,0.132,0.1101,-0.1101
1.3849999999999998,1.38,1.39,0.1449,0.116,-0.116
1.395,1.39,1.4,0.159,0.122,-0.122

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.4-3.6
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0295,0.022,-0.022
0.415,0.41,0.42,0.034,0.0253,-0.0253
0.425,0.42,0.43,0.0385,0.0287,-0.0287
0.435,0.43,0.44,0.0431,0.0322,-0.0322
0.445,0.44,0.45,0.0478,0.0357,-0.0357
0.455,0.45,0.46,0.0525,0.0392,-0.0392
0.46499999999999997,0.46,0.47,0.0572,0.0428,-0.0428
0.475,0.47,0.48,0.0618,0.0463,-0.0463
0.485,0.48,0.49,0.0664,0.0498,-0.0498
0.495,0.49,0.5,0.0709,0.0533,-0.0533
0.505,0.5,0.51,0.0753,0.0566,-0.0566
0.515,0.51,0.52,0.0796,0.0599,-0.0599
0.525,0.52,0.53,0.0837,0.0631,-0.0631
0.535,0.53,0.54,0.0877,0.0662,-0.0662
0.545,0.54,0.55,0.0916,0.0692,-0.0692
0.555,0.55,0.56,0.0953,0.0721,-0.0721
0.565,0.56,0.57,0.0987,0.0748,-0.0748
0.575,0.57,0.58,0.1021,0.0774,-0.0774
0.585,0.58,0.59,0.1052,0.0799,-0.0799
0.595,0.59,0.6,0.1081,0.0822,-0.0822
0.605,0.6,0.61,0.1108,0.0843,-0.0843
0.615,0.61,0.62,0.1133,0.0863,-0.0863
0.625,0.62,0.63,0.1156,0.0882,-0.0882
0.635,0.63,0.64,0.1176,0.0898,-0.0898
0.645,0.64,0.65,0.1195,0.0913,-0.0913
0.655,0.65,0.66,0.1212,0.0927,-0.0927
0.665,0.66,0.67,0.1226,0.0938,-0.0938
0.675,0.67,0.68,0.1238,0.0948,-0.0948
0.685,0.68,0.69,0.1248,0.0956,-0.0956
0.695,0.69,0.7,0.1256,0.0963,-0.0963
0.705,0.7,0.71,0.1262,0.0967,-0.0967
0.715,0.71,0.72,0.1265,0.097,-0.097
0.725,0.72,0.73,0.1267,0.0972,-0.0972
0.735,0.73,0.74,0.1267,0.0971,-0.0971
0.745,0.74,0.75,0.1264,0.0969,-0.0969
0.755,0.75,0.76,0.126,0.0965,-0.0965
0.765,0.76,0.77,0.1254,0.096,-0.096
0.775,0.77,0.78,0.1246,0.0952,-0.0952
0.785,0.78,0.79,0.1237,0.0943,-0.0943
0.795,0.79,0.8,0.1225,0.0933,-0.0933
0.805,0.8,0.81,0.1212,0.0921,-0.0921
0.815,0.81,0.82,0.1198,0.0907,-0.0907
0.825,0.82,0.83,0.1182,0.0892,-0.0892
0.835,0.83,0.84,0.1165,0.0876,-0.0876
0.845,0.84,0.85,0.1147,0.0858,-0.0858
0.855,0.85,0.86,0.1127,0.0838,-0.0838
0.865,0.86,0.87,0.1106,0.0818,-0.0818
0.875,0.87,0.88,0.1085,0.0796,-0.0796
0.885,0.88,0.89,0.1062,0.0773,-0.0773
0.895,0.89,0.9,0.1039,0.0749,-0.0749
0.905,0.9,0.91,0.1015,0.0724,-0.0724
0.915,0.91,0.92,0.099,0.0698,-0.0698
0.925,0.92,0.93,0.0965,0.0672,-0.0672
0.935,0.93,0.94,0.094,0.0644,-0.0644
0.945,0.94,0.95,0.0914,0.0617,-0.0617
0.955,0.95,0.96,0.0889,0.0589,-0.0589
0.965,0.96,0.97,0.0863,0.0561,-0.0561
0.975,0.97,0.98,0.0838,0.0534,-0.0534
0.985,0.98,0.99,0.0813,0.0507,-0.0507
0.995,0.99,1.0,0.0789,0.0482,-0.0482
1.005,1.0,1.01,0.0765,0.0458,-0.0458
1.0150000000000001,1.01,1.02,0.0742,0.0436,-0.0436
1.025,1.02,1.03,0.072,0.0417,-0.0417
1.0350000000000001,1.03,1.04,0.0699,0.0401,-0.0401
1.045,1.04,1.05,0.068,0.039,-0.039
1.0550000000000002,1.05,1.06,0.0662,0.0384,-0.0384
1.065,1.06,1.07,0.0646,0.0382,-0.0382
1.0750000000000002,1.07,1.08,0.0632,0.0387,-0.0387
1.085,1.08,1.09,0.062,0.0397,-0.0397
1.0950000000000002,1.09,1.1,0.061,0.0413,-0.0413
1.105,1.1,1.11,0.0602,0.0434,-0.0434
1.1150000000000002,1.11,1.12,0.0597,0.0459,-0.0459
1.125,1.12,1.13,0.0595,0.0488,-0.0488
1.1349999999999998,1.13,1.14,0.0596,0.0521,-0.0521
1.145,1.14,1.15,0.0601,0.0556,-0.0556
1.1549999999999998,1.15,1.16,0.0609,0.0593,-0.0593
1.165,1.16,1.17,0.062,0.0633,-0.0633
1.1749999999999998,1.17,1.18,0.0636,0.0674,-0.0674
1.185,1.18,1.19,0.0656,0.0716,-0.0716
1.1949999999999998,1.19,1.2,0.068,0.076,-0.076
1.205,1.2,1.21,0.0709,0.0804,-0.0804
1.2149999999999999,1.21,1.22,0.0743,0.085,-0.085
1.225,1.22,1.23,0.0782,0.0896,-0.0896
1.2349999999999999,1.23,1.24,0.0827,0.0943,-0.0943
1.245,1.24,1.25,0.0878,0.099,-0.099
1.255,1.25,1.26,0.0934,0.1038,-0.1038
1.2650000000000001,1.26,1.27,0.0997,0.1086,-0.1086
1.275,1.27,1.28,0.1066,0.1135,-0.1135
1.2850000000000001,1.28,1.29,0.1143,0.1184,-0.1184
1.295,1.29,1.3,0.1226,0.1233,-0.1233
1.3050000000000002,1.3,1.31,0.1317,0.1282,-0.1282
1.315,1.31,1.32,0.1416,0.1332,-0.1332
1.3250000000000002,1.32,1.33,0.1522,0.1381,-0.1381
1.335,1.33,1.34,0.1638,0.1431,-0.1431
1.3450000000000002,1.34,1.35,0.1762,0.1481,-0.1481
1.355,1.35,1.36,0.1895,0.1531,-0.1531
1.3650000000000002,1.36,1.37,0.2037,0.1582,-0.1582
1.375,1.37,1.38,0.219,0.1632,-0.1632
1.3849999999999998,1.38,1.39,0.2352,0.1684,-0.1684
1.395,1.39,1.4,0.2525,0.1735,-0.1735

#: -T [GeV^2],,,0.5-0.6
#: E(P=1) [GeV],,,3.6-3.8
#: RE,,,GAMMA P --> PI+ PI- P
M(P=3_4) [GEV],M(P=3_4) [GEV] LOW,M(P=3_4) [GEV] HIGH,"D(SIG)/DT/DM(P=3_4,C=fmwave) [MUB/GEV**3]",error +,error -
0.405,0.4,0.41,0.0108,0.0068,-0.0068
0.415,0.41,0.42,0.0124,0.0078,-0.0078
0.425,0.42,0.43,0.014,0.0088,-0.0088
0.435,0.43,0.44,0.0157,0.0099,-0.0099
0.445,0.44,0.45,0.0174,0.011,-0.011
0.455,0.45,0.46,0.0191,0.0121,-0.0121
0.46499999999999997,0.46,0.47,0.0208,0.0133,-0.0133
0.475,0.47,0.48,0.0225,0.0144,-0.0144
0.485,0.48,0.49,0.0242,0.0155,-0.0155
0.495,0.49,0.5,0.0258,0.0166,-0.0166
0.505,0.5,0.51,0.0274,0.0177,-0.0177
0.515,0.51,0.52,0.0289,0.0188,-0.0188
0.525,0.52,0.53,0.0304,0.0198,-0.0198
0.535,0.53,0.54,0.0319,0.0208,-0.0208
0.545,0.54,0.55,0.0333,0.0218,-0.0218
0.555,0.55,0.56,0.0346,0.0228,-0.0228
0.565,0.56,0.57,0.0359,0.0237,-0.0237
0.575,0.57,0.58,0.0371,0.0246,-0.0246
0.585,0.58,0.59,0.0383,0.0254,-0.0254
0.595,0.59,0.6,0.0393,0.0262,-0.0262
0.605,0.6,0.61,0.0403,0.027,-0.027
0.615,0.61,0.62,0.0413,0.0278,-0.0278
0.625,0.62,0.63,0.0421,0.0284,-0.0284
0.635,0.63,0.64,0.0429,0.0291,-0.0291
0.645,0.64,0.65,0.0437,0.0297,-0.0297
0.655,0.65,0.66,0.0443,0.0303,-0.0303
0.665,0.66,0.67,0.0449,0.0308,-0.0308
0.675,0.67,0.68,0.0454,0.0312,-0.0312
0.685,0.68,0.69,0.0459,0.0317,-0.0317
0.695,0.69,0.7,0.0463,0.032,-0.032
0.705,0.7,0.71,0.0466,0.0324,-0.0324
0.715,0.71,0.72,0.0468,0.0327,-0.0327
0.725,0.72,0.73,0.047,0.0329,-0.0329
0.735,0.73,0.74,0.0472,0.0331,-0.0331
0.745,0.74,0.75,0.0473,0.0332,-0.0332
0.755,0.75,0.76,0.0473,0.0333,-0.0333
0.765,0.76,0.77,0.0473,0.0334,-0.0334
0.775,0.77,0.78,0.0472,0.0334,-0.0334
0.785,0.78,0.79,0.0471,0.0334,-0.0334
0.795,0.79,0.8,0.047,0.0333,-0.0333
0.805,0.8,0.81,0.0468,0.0332,-0.0332
0.815,0.81,0.82,0.0466,0.033,-0.033
0.825,0.82,0.83,0.0464,0.0329,-0.0329
0.835,0.83,0.84,0.0462,0.0326,-0.0326
0.845,0.84,0.85,0.0459,0.0324,-0.0324
0.855,0.85,0.86,0.0456,0.0321,-0.0321
0.865,0.86,0.87,0.0454,0.0317,-0.0317
0.875,0.87,0.88,0.0451,0.0314,-0.0314
0.885,0.88,0.89,0.0448,0.031,-0.031
0.895,0.89,0.9,0.0445,0.0306,-0.0306
0.905,0.9,0.91,0.0443,0.0302,-0.0302
0.915,0.91,0.92,0.044,0.0298,-0.0298
0.925,0.92,0.93,0.0438,0.0293,-0.0293
0.935,0.93,0.94,0.0437,0.0289,-0.0289
0.945,0.94,0.95,0.0435,0.0285,-0.0285
0.955,0.95,0.96,0.0435,0.0281,-0.0281
0.965,0.96,0.97,0.0434,0.0278,-0.0278
0.975,0.97,0.98,0.0435,0.0274,-0.0274
0.985,0.98,0.99,0.0436,0.0272,-0.0272
0.995,0.99,1.0,0.0437,0.027,-0.027
1.005,1.0,1.01,0.044,0.0269,-0.0269
1.0150000000000001,1.01,1.02,0.0443,0.027,-0.027
1.025,1.02,1.03,0.0448,0.0271,-0.0271
1.0350000000000001,1.03,1.04,0.0453,0.0274,-0.0274
1.045,1.04,1.05,0.046,0.0279,-0.0279
1.0550000000000002,1.05,1.06,0.0468,0.0285,-0.0285
1.065,1.06,1.07,0.0477,0.0293,-0.0293
1.0750000000000002,1.07,1.08,0.0488,0.0304,-0.0304
1.085,1.08,1.09,0.05,0.0316,-0.0316
1.0950000000000002,1.09,1.1,0.0514,0.0331,-0.0331
1.105,1.1,1.11,0.053,0.0347,-0.0347
1.1150000000000002,1.11,1.12,0.0547,0.0366,-0.0366
1.125,1.12,1.13,0.0567,0.0387,-0.0387
1.1349999999999998,1.13,1.14,0.0588,0.0411,-0.0411
1.145,1.14,1.15,0.0612,0.0436,-0.0436
1.1549999999999998,1.15,1.16,0.0638,0.0464,-0.0464
1.165,1.16,1.17,0.0666,0.0494,-0.0494
1.1749999999999998,1.17,1.18,0.0696,0.0526,-0.0526
1.185,1.18,1.19,0.073,0.056,-0.056
1.1949999999999998,1.19,1.2,0.0766,0.0596,-0.0596
1.205,1.2,1.21,0.0805,0.0635,-0.0635
1.2149999999999999,1.21,1.22,0.0846,0.0676,-0.0676
1.225,1.22,1.23,0.0891,0.0719,-0.0719
1.2349999999999999,1.23,1.24,0.0939,0.0765,-0.0765
1.245,1.24,1.25,0.0991,0.0812,-0.0812
1.255,1.25,1.26,0.1046,0.0862,-0.0862
1.2650000000000001,1.26,1.27,0.1104,0.0915,-0.0915
1.275,1.27,1.28,0.1167,0.097,-0.097
1.2850000000000001,1.28,1.29,0.1233,0.1028,-0.1028
1.295,1.29,1.3,0.1303,0.1088,-0.1088
1.3050000000000002,1.3,1.31,0.1378,0.115,-0.115
1.315,1.31,1.32,0.1456,0.1216,-0.1216
1.3250000000000002,1.32,1.33,0.154,0.1284,-0.1284
1.335,1.33,1.34,0.1628,0.1355,-0.1355
1.3450000000000002,1.34,1.35,0.172,0.1429,-0.1429
1.355,1.35,1.36,0.1818,0.1506,-0.1506
1.3650000000000002,1.36,1.37,0.1921,0.1586,-0.1586
1.375,1.37,1.38,0.2029,0.1669,-0.1669
1.3849999999999998,1.38,1.39,0.2143,0.1756,-0.1756
1.395,1.39,1.4,0.2263,0.1845,-0.1845

