Mpipi     YLM       dYLM      
0.405     0.035     0.004     
0.415     0.042     0.004     
0.425     0.049     0.004     
0.435     0.057     0.004     
0.445     0.067     0.004     
0.455     0.077     0.005     
0.465     0.086     0.005     
0.475     0.098     0.005     
0.485     0.109     0.006     
0.495     0.119     0.006     
0.505     0.130     0.007     
0.515     0.140     0.007     
0.525     0.147     0.008     
0.535     0.153     0.009     
0.545     0.160     0.010     
0.555     0.163     0.011     
0.565     0.168     0.011     
0.575     0.172     0.012     
0.585     0.175     0.013     
0.595     0.178     0.014     
0.605     0.181     0.015     
0.615     0.182     0.016     
0.625     0.183     0.018     
0.635     0.183     0.019     
0.645     0.183     0.021     
0.655     0.180     0.022     
0.665     0.174     0.024     
0.675     0.166     0.027     
0.685     0.152     0.029     
0.695     0.133     0.032     
0.705     0.105     0.035     
0.715     0.066     0.038     
0.725     0.015     0.042     
0.735     -0.046    0.045     
0.745     -0.119    0.048     
0.755     -0.194    0.050     
0.765     -0.266    0.051     
0.775     -0.325    0.050     
0.785     -0.367    0.049     
0.795     -0.389    0.046     
0.805     -0.397    0.043     
0.815     -0.391    0.040     
0.825     -0.375    0.037     
0.835     -0.355    0.034     
0.845     -0.333    0.032     
0.855     -0.309    0.030     
0.865     -0.285    0.028     
0.875     -0.261    0.026     
0.885     -0.238    0.024     
0.895     -0.216    0.023     
0.905     -0.196    0.022     
0.915     -0.175    0.021     
0.925     -0.156    0.020     
0.935     -0.138    0.019     
0.945     -0.119    0.019     
0.955     -0.102    0.018     
0.965     -0.085    0.018     
0.975     -0.070    0.018     
0.985     -0.053    0.018     
0.995     -0.036    0.018     
1.005     -0.017    0.017     
1.015     -0.002    0.017     
1.025     0.002     0.017     
1.035     0.018     0.017     
1.045     0.032     0.017     
1.055     0.048     0.017     
1.065     0.063     0.017     
1.075     0.077     0.018     
1.085     0.091     0.018     
1.095     0.105     0.018     
1.105     0.107     0.018     
1.115     0.121     0.018     
1.125     0.134     0.019     
1.135     0.148     0.019     
1.145     0.149     0.019     
1.155     0.162     0.020     
1.165     0.161     0.020     
1.175     0.160     0.020     
1.185     0.171     0.021     
1.195     0.169     0.022     
1.205     0.167     0.023     
1.215     0.152     0.024     
1.225     0.148     0.026     
1.235     0.130     0.027     
1.245     0.126     0.029     
1.255     0.109     0.031     
1.265     0.105     0.031     
1.275     0.103     0.031     
1.285     0.103     0.031     
1.295     0.103     0.030     
1.305     0.117     0.028     
1.315     0.132     0.027     
1.325     0.158     0.026     
1.335     0.184     0.026     
1.345     0.195     0.028     
1.355     0.215     0.030     
1.365     0.235     0.033     
1.375     0.253     0.036     
1.385     0.268     0.039     
1.395     0.267     0.041     
