Mpipi     YLM       dYLM      
0.405     -0.195    0.012     
0.415     -0.212    0.013     
0.425     -0.230    0.013     
0.435     -0.248    0.014     
0.445     -0.265    0.014     
0.455     -0.283    0.015     
0.465     -0.301    0.015     
0.475     -0.317    0.015     
0.485     -0.333    0.016     
0.495     -0.347    0.016     
0.505     -0.359    0.017     
0.515     -0.369    0.017     
0.525     -0.377    0.018     
0.535     -0.385    0.018     
0.545     -0.391    0.019     
0.555     -0.395    0.019     
0.565     -0.400    0.020     
0.575     -0.405    0.021     
0.585     -0.413    0.022     
0.595     -0.420    0.023     
0.605     -0.430    0.024     
0.615     -0.445    0.026     
0.625     -0.464    0.027     
0.635     -0.489    0.028     
0.645     -0.521    0.030     
0.655     -0.561    0.031     
0.665     -0.612    0.033     
0.675     -0.676    0.035     
0.685     -0.754    0.037     
0.695     -0.846    0.039     
0.705     -0.952    0.041     
0.715     -1.065    0.045     
0.725     -1.181    0.048     
0.735     -1.285    0.053     
0.745     -1.359    0.057     
0.755     -1.387    0.061     
0.765     -1.358    0.064     
0.775     -1.271    0.065     
0.785     -1.140    0.065     
0.795     -0.989    0.062     
0.805     -0.832    0.059     
0.815     -0.683    0.055     
0.825     -0.552    0.051     
0.835     -0.439    0.047     
0.845     -0.347    0.043     
0.855     -0.274    0.040     
0.865     -0.216    0.037     
0.875     -0.173    0.035     
0.885     -0.140    0.033     
0.895     -0.119    0.032     
0.905     -0.108    0.032     
0.915     -0.105    0.032     
0.925     -0.112    0.033     
0.935     -0.129    0.036     
0.945     -0.158    0.039     
0.955     -0.199    0.044     
0.965     -0.253    0.050     
0.975     -0.304    0.056     
0.985     -0.309    0.059     
0.995     -0.229    0.056     
1.005     -0.116    0.051     
1.015     -0.038    0.045     
1.025     0.001     0.039     
1.035     0.015     0.034     
1.045     0.015     0.030     
1.055     0.010     0.027     
1.065     0.003     0.025     
1.075     -0.006    0.024     
1.085     -0.016    0.023     
1.095     -0.026    0.023     
1.105     -0.034    0.023     
1.115     -0.041    0.023     
1.125     -0.047    0.023     
1.135     -0.052    0.023     
1.145     -0.055    0.024     
1.155     -0.056    0.024     
1.165     -0.056    0.025     
1.175     -0.054    0.025     
1.185     -0.050    0.026     
1.195     -0.043    0.026     
1.205     -0.033    0.026     
1.215     -0.021    0.027     
1.225     -0.006    0.027     
1.235     0.014     0.028     
1.245     0.034     0.029     
1.255     0.059     0.030     
1.265     0.083     0.031     
1.275     0.107     0.032     
1.285     0.130     0.032     
1.295     0.149     0.033     
1.305     0.162     0.032     
1.315     0.169     0.032     
1.325     0.167     0.031     
1.335     0.159     0.032     
1.345     0.142     0.033     
1.355     0.116     0.035     
1.365     0.086     0.038     
1.375     0.047     0.042     
1.385     0.005     0.046     
1.395     -0.039    0.050     
