Mpipi     YLM       dYLM      
0.405     0.041     0.005     
0.415     0.045     0.006     
0.425     0.049     0.006     
0.435     0.054     0.006     
0.445     0.057     0.006     
0.455     0.062     0.007     
0.465     0.066     0.007     
0.475     0.069     0.007     
0.485     0.074     0.007     
0.495     0.077     0.008     
0.505     0.080     0.008     
0.515     0.085     0.008     
0.525     0.087     0.008     
0.535     0.090     0.009     
0.545     0.093     0.009     
0.555     0.096     0.010     
0.565     0.100     0.010     
0.575     0.102     0.011     
0.585     0.105     0.012     
0.595     0.109     0.013     
0.605     0.111     0.015     
0.615     0.114     0.016     
0.625     0.117     0.018     
0.635     0.121     0.020     
0.645     0.126     0.022     
0.655     0.130     0.024     
0.665     0.135     0.026     
0.675     0.139     0.029     
0.685     0.143     0.031     
0.695     0.150     0.034     
0.705     0.152     0.036     
0.715     0.152     0.039     
0.725     0.147     0.041     
0.735     0.135     0.043     
0.745     0.115     0.044     
0.755     0.084     0.044     
0.765     0.050     0.042     
0.775     0.014     0.041     
0.785     -0.023    0.038     
0.795     -0.055    0.036     
0.805     -0.084    0.033     
0.815     -0.103    0.031     
0.825     -0.116    0.029     
0.835     -0.125    0.027     
0.845     -0.131    0.025     
0.855     -0.134    0.023     
0.865     -0.135    0.022     
0.875     -0.133    0.022     
0.885     -0.129    0.021     
0.895     -0.126    0.021     
0.905     -0.120    0.021     
0.915     -0.115    0.021     
0.925     -0.110    0.022     
0.935     -0.106    0.022     
0.945     -0.102    0.024     
0.955     -0.094    0.025     
0.965     -0.087    0.027     
0.975     -0.080    0.030     
0.985     -0.071    0.030     
0.995     -0.062    0.026     
1.005     -0.056    0.018     
1.015     -0.051    0.014     
1.025     -0.044    0.014     
1.035     -0.037    0.016     
1.045     -0.032    0.018     
1.055     -0.026    0.019     
1.065     -0.019    0.021     
1.075     -0.013    0.021     
1.085     -0.009    0.023     
1.095     -0.003    0.023     
1.105     0.004     0.023     
1.115     0.008     0.023     
1.125     0.012     0.023     
1.135     0.017     0.023     
1.145     0.022     0.023     
1.155     0.026     0.022     
1.165     0.028     0.023     
1.175     0.033     0.023     
1.185     0.036     0.024     
1.195     0.039     0.025     
1.205     0.041     0.027     
1.215     0.043     0.029     
1.225     0.046     0.031     
1.235     0.049     0.033     
1.245     0.050     0.036     
1.255     0.052     0.038     
1.265     0.056     0.040     
1.275     0.059     0.042     
1.285     0.061     0.044     
1.295     0.061     0.047     
1.305     0.061     0.048     
1.315     0.060     0.049     
1.325     0.057     0.051     
1.335     0.053     0.052     
1.345     0.049     0.054     
1.355     0.049     0.056     
1.365     0.043     0.063     
1.375     0.044     0.071     
1.385     0.042     0.081     
1.395     0.044     0.092     
