Mpipi     YLM       dYLM      
0.405     0.002     0.000     
0.415     0.003     0.001     
0.425     0.003     0.001     
0.435     0.004     0.001     
0.445     0.005     0.001     
0.455     0.005     0.001     
0.465     0.006     0.001     
0.475     0.007     0.001     
0.485     0.008     0.001     
0.495     0.009     0.001     
0.505     0.011     0.001     
0.515     0.012     0.001     
0.525     0.013     0.001     
0.535     0.014     0.001     
0.545     0.016     0.001     
0.555     0.017     0.001     
0.565     0.018     0.001     
0.575     0.019     0.002     
0.585     0.020     0.002     
0.595     0.021     0.002     
0.605     0.022     0.002     
0.615     0.023     0.003     
0.625     0.024     0.003     
0.635     0.024     0.004     
0.645     0.025     0.004     
0.655     0.026     0.005     
0.665     0.027     0.006     
0.675     0.029     0.007     
0.685     0.031     0.007     
0.695     0.033     0.009     
0.705     0.036     0.010     
0.715     0.039     0.011     
0.725     0.042     0.012     
0.735     0.044     0.013     
0.745     0.045     0.014     
0.755     0.043     0.015     
0.765     0.039     0.015     
0.775     0.032     0.016     
0.785     0.022     0.016     
0.795     0.013     0.016     
0.805     0.003     0.015     
0.815     -0.006    0.015     
0.825     -0.014    0.015     
0.835     -0.020    0.015     
0.845     -0.026    0.015     
0.855     -0.030    0.015     
0.865     -0.033    0.014     
0.875     -0.036    0.014     
0.885     -0.038    0.014     
0.895     -0.039    0.014     
0.905     -0.039    0.014     
0.915     -0.039    0.014     
0.925     -0.038    0.015     
0.935     -0.037    0.015     
0.945     -0.036    0.015     
0.955     -0.034    0.015     
0.965     -0.031    0.015     
0.975     -0.028    0.016     
0.985     -0.024    0.016     
0.995     -0.020    0.016     
1.005     -0.017    0.017     
1.015     -0.014    0.017     
1.025     -0.011    0.017     
1.035     -0.007    0.018     
1.045     -0.003    0.018     
1.055     0.002     0.019     
1.065     0.006     0.019     
1.075     0.012     0.020     
1.085     0.017     0.020     
1.095     0.023     0.021     
1.105     0.028     0.022     
1.115     0.034     0.023     
1.125     0.041     0.024     
1.135     0.047     0.025     
1.145     0.054     0.026     
1.155     0.061     0.027     
1.165     0.067     0.028     
1.175     0.074     0.030     
1.185     0.081     0.031     
1.195     0.087     0.033     
1.205     0.093     0.034     
1.215     0.099     0.035     
1.225     0.103     0.037     
1.235     0.107     0.037     
1.245     0.109     0.038     
1.255     0.108     0.039     
1.265     0.106     0.039     
1.275     0.102     0.039     
1.285     0.096     0.039     
1.295     0.088     0.039     
1.305     0.079     0.039     
1.315     0.070     0.038     
1.325     0.060     0.038     
1.335     0.051     0.037     
1.345     0.042     0.036     
1.355     0.033     0.036     
1.365     0.026     0.035     
1.375     0.019     0.034     
1.385     0.013     0.033     
1.395     0.008     0.033     
