Mpipi     YLM       dYLM      
0.405     0.021     0.005     
0.415     0.024     0.005     
0.425     0.030     0.006     
0.435     0.035     0.006     
0.445     0.041     0.007     
0.455     0.048     0.007     
0.465     0.055     0.008     
0.475     0.063     0.008     
0.485     0.072     0.008     
0.495     0.080     0.008     
0.505     0.089     0.008     
0.515     0.097     0.008     
0.525     0.104     0.008     
0.535     0.112     0.008     
0.545     0.118     0.008     
0.555     0.123     0.008     
0.565     0.128     0.008     
0.575     0.133     0.009     
0.585     0.137     0.009     
0.595     0.140     0.010     
0.605     0.143     0.011     
0.615     0.145     0.011     
0.625     0.146     0.012     
0.635     0.147     0.013     
0.645     0.147     0.014     
0.655     0.144     0.016     
0.665     0.140     0.017     
0.675     0.134     0.018     
0.685     0.125     0.020     
0.695     0.113     0.022     
0.705     0.096     0.024     
0.715     0.073     0.026     
0.725     0.043     0.029     
0.735     0.007     0.031     
0.745     -0.032    0.033     
0.755     -0.075    0.034     
0.765     -0.116    0.035     
0.775     -0.147    0.035     
0.785     -0.171    0.034     
0.795     -0.184    0.032     
0.805     -0.190    0.031     
0.815     -0.188    0.029     
0.825     -0.182    0.027     
0.835     -0.173    0.025     
0.845     -0.163    0.024     
0.855     -0.153    0.023     
0.865     -0.143    0.021     
0.875     -0.133    0.020     
0.885     -0.124    0.019     
0.895     -0.114    0.018     
0.905     -0.104    0.018     
0.915     -0.095    0.017     
0.925     -0.086    0.017     
0.935     -0.078    0.016     
0.945     -0.068    0.016     
0.955     -0.058    0.016     
0.965     -0.044    0.016     
0.975     -0.035    0.017     
0.985     -0.032    0.018     
0.995     -0.036    0.017     
1.005     -0.049    0.016     
1.015     -0.057    0.015     
1.025     -0.057    0.014     
1.035     -0.056    0.013     
1.045     -0.054    0.013     
1.055     -0.050    0.013     
1.065     -0.047    0.013     
1.075     -0.043    0.014     
1.085     -0.042    0.014     
1.095     -0.039    0.014     
1.105     -0.035    0.015     
1.115     -0.033    0.015     
1.125     -0.032    0.016     
1.135     -0.029    0.016     
1.145     -0.031    0.017     
1.155     -0.032    0.017     
1.165     -0.033    0.018     
1.175     -0.037    0.019     
1.185     -0.043    0.020     
1.195     -0.051    0.020     
1.205     -0.062    0.021     
1.215     -0.074    0.022     
1.225     -0.091    0.023     
1.235     -0.109    0.024     
1.245     -0.130    0.025     
1.255     -0.154    0.026     
1.265     -0.175    0.027     
1.275     -0.195    0.027     
1.285     -0.213    0.028     
1.295     -0.225    0.029     
1.305     -0.236    0.029     
1.315     -0.239    0.029     
1.325     -0.243    0.030     
1.335     -0.241    0.030     
1.345     -0.240    0.030     
1.355     -0.236    0.030     
1.365     -0.237    0.031     
1.375     -0.239    0.031     
1.385     -0.239    0.032     
1.395     -0.243    0.032     
