Mpipi     YLM       dYLM      
0.405     -0.002    0.005     
0.415     -0.003    0.006     
0.425     -0.004    0.006     
0.435     -0.005    0.007     
0.445     -0.006    0.008     
0.455     -0.007    0.009     
0.465     -0.008    0.010     
0.475     -0.009    0.010     
0.485     -0.010    0.011     
0.495     -0.011    0.012     
0.505     -0.013    0.013     
0.515     -0.014    0.014     
0.525     -0.015    0.015     
0.535     -0.016    0.016     
0.545     -0.016    0.017     
0.555     -0.017    0.018     
0.565     -0.017    0.019     
0.575     -0.016    0.020     
0.585     -0.016    0.022     
0.595     -0.013    0.023     
0.605     -0.011    0.024     
0.615     -0.007    0.026     
0.625     -0.002    0.028     
0.635     0.005     0.030     
0.645     0.016     0.033     
0.655     0.030     0.037     
0.665     0.049     0.041     
0.675     0.074     0.046     
0.685     0.109     0.052     
0.695     0.153     0.060     
0.705     0.212     0.069     
0.715     0.286     0.079     
0.725     0.379     0.090     
0.735     0.487     0.102     
0.745     0.608     0.112     
0.755     0.729     0.119     
0.765     0.839     0.123     
0.775     0.925     0.121     
0.785     0.981     0.116     
0.795     1.008     0.107     
0.805     1.012     0.097     
0.815     0.997     0.087     
0.825     0.972     0.077     
0.835     0.941     0.068     
0.845     0.909     0.061     
0.855     0.877     0.054     
0.865     0.847     0.049     
0.875     0.817     0.044     
0.885     0.790     0.040     
0.895     0.764     0.037     
0.905     0.741     0.035     
0.915     0.719     0.033     
0.925     0.698     0.032     
0.935     0.678     0.031     
0.945     0.660     0.030     
0.955     0.643     0.029     
0.965     0.627     0.029     
0.975     0.612     0.029     
0.985     0.594     0.028     
0.995     0.575     0.026     
1.005     0.552     0.024     
1.015     0.532     0.023     
1.025     0.511     0.021     
1.035     0.492     0.021     
1.045     0.474     0.020     
1.055     0.456     0.020     
1.065     0.438     0.020     
1.075     0.420     0.019     
1.085     0.404     0.019     
1.095     0.386     0.019     
1.105     0.369     0.019     
1.115     0.353     0.019     
1.125     0.336     0.019     
1.135     0.320     0.019     
1.145     0.304     0.020     
1.155     0.289     0.020     
1.165     0.273     0.021     
1.175     0.260     0.021     
1.185     0.247     0.022     
1.195     0.237     0.023     
1.205     0.228     0.024     
1.215     0.223     0.024     
1.225     0.222     0.025     
1.235     0.223     0.025     
1.245     0.230     0.025     
1.255     0.242     0.025     
1.265     0.256     0.025     
1.275     0.275     0.025     
1.285     0.295     0.026     
1.295     0.314     0.027     
1.305     0.330     0.028     
1.315     0.341     0.029     
1.325     0.348     0.030     
1.335     0.352     0.031     
1.345     0.352     0.032     
1.355     0.348     0.032     
1.365     0.341     0.033     
1.375     0.333     0.033     
1.385     0.324     0.034     
1.395     0.314     0.034     
