Mpipi     YLM       dYLM      
0.405     -0.001    0.000     
0.415     -0.001    0.000     
0.425     -0.002    0.000     
0.435     -0.003    0.000     
0.445     -0.003    0.000     
0.455     -0.004    0.000     
0.465     -0.005    0.000     
0.475     -0.006    0.000     
0.485     -0.007    0.000     
0.495     -0.008    0.001     
0.505     -0.009    0.001     
0.515     -0.010    0.001     
0.525     -0.011    0.001     
0.535     -0.012    0.001     
0.545     -0.013    0.001     
0.555     -0.015    0.001     
0.565     -0.016    0.002     
0.575     -0.018    0.002     
0.585     -0.019    0.002     
0.595     -0.021    0.002     
0.605     -0.024    0.003     
0.615     -0.026    0.003     
0.625     -0.029    0.003     
0.635     -0.033    0.003     
0.645     -0.037    0.004     
0.655     -0.042    0.004     
0.665     -0.048    0.005     
0.675     -0.055    0.005     
0.685     -0.063    0.006     
0.695     -0.073    0.006     
0.705     -0.084    0.007     
0.715     -0.096    0.007     
0.725     -0.108    0.008     
0.735     -0.121    0.008     
0.745     -0.132    0.008     
0.755     -0.141    0.008     
0.765     -0.145    0.008     
0.775     -0.145    0.008     
0.785     -0.142    0.008     
0.795     -0.135    0.008     
0.805     -0.128    0.008     
0.815     -0.120    0.008     
0.825     -0.113    0.008     
0.835     -0.106    0.008     
0.845     -0.100    0.008     
0.855     -0.096    0.008     
0.865     -0.092    0.008     
0.875     -0.089    0.008     
0.885     -0.087    0.008     
0.895     -0.085    0.008     
0.905     -0.083    0.008     
0.915     -0.082    0.009     
0.925     -0.082    0.009     
0.935     -0.081    0.009     
0.945     -0.081    0.009     
0.955     -0.081    0.010     
0.965     -0.081    0.010     
0.975     -0.081    0.010     
0.985     -0.081    0.011     
0.995     -0.081    0.011     
1.005     -0.080    0.012     
1.015     -0.079    0.012     
1.025     -0.079    0.013     
1.035     -0.078    0.014     
1.045     -0.078    0.014     
1.055     -0.077    0.015     
1.065     -0.077    0.016     
1.075     -0.076    0.016     
1.085     -0.075    0.017     
1.095     -0.074    0.018     
1.105     -0.073    0.019     
1.115     -0.072    0.020     
1.125     -0.071    0.021     
1.135     -0.070    0.022     
1.145     -0.068    0.023     
1.155     -0.067    0.024     
1.165     -0.065    0.026     
1.175     -0.063    0.027     
1.185     -0.062    0.028     
1.195     -0.061    0.030     
1.205     -0.060    0.032     
1.215     -0.058    0.033     
1.225     -0.057    0.035     
1.235     -0.056    0.036     
1.245     -0.055    0.038     
1.255     -0.053    0.039     
1.265     -0.051    0.040     
1.275     -0.047    0.041     
1.285     -0.043    0.041     
1.295     -0.037    0.041     
1.305     -0.031    0.041     
1.315     -0.024    0.040     
1.325     -0.018    0.040     
1.335     -0.012    0.039     
1.345     -0.008    0.038     
1.355     -0.004    0.038     
1.365     -0.001    0.037     
1.375     0.001     0.036     
1.385     0.002     0.036     
1.395     0.001     0.035     
