Mpipi     YLM       dYLM      
0.405     -0.029    0.009     
0.415     -0.038    0.011     
0.425     -0.046    0.013     
0.435     -0.056    0.015     
0.445     -0.066    0.017     
0.455     -0.076    0.020     
0.465     -0.086    0.022     
0.475     -0.095    0.025     
0.485     -0.103    0.028     
0.495     -0.109    0.030     
0.505     -0.114    0.033     
0.515     -0.117    0.036     
0.525     -0.117    0.039     
0.535     -0.115    0.042     
0.545     -0.108    0.044     
0.555     -0.099    0.046     
0.565     -0.087    0.048     
0.575     -0.073    0.050     
0.585     -0.056    0.051     
0.595     -0.036    0.052     
0.605     -0.016    0.053     
0.615     0.006     0.053     
0.625     0.029     0.052     
0.635     0.052     0.052     
0.645     0.074     0.051     
0.655     0.096     0.050     
0.665     0.117     0.048     
0.675     0.136     0.047     
0.685     0.154     0.046     
0.695     0.170     0.044     
0.705     0.183     0.043     
0.715     0.194     0.042     
0.725     0.204     0.042     
0.735     0.207     0.042     
0.745     0.206     0.043     
0.755     0.199     0.044     
0.765     0.189     0.046     
0.775     0.175     0.048     
0.785     0.160     0.049     
0.795     0.144     0.050     
0.805     0.128     0.050     
0.815     0.113     0.050     
0.825     0.107     0.049     
0.835     0.094     0.048     
0.845     0.082     0.047     
0.855     0.071     0.045     
0.865     0.057     0.044     
0.875     0.046     0.043     
0.885     0.036     0.042     
0.895     0.025     0.041     
0.905     0.014     0.040     
0.915     0.004     0.040     
0.925     -0.007    0.039     
0.935     -0.018    0.038     
0.945     -0.028    0.037     
0.955     -0.038    0.037     
0.965     -0.047    0.036     
0.975     -0.056    0.036     
0.985     -0.062    0.036     
0.995     -0.066    0.036     
1.005     -0.084    0.038     
1.015     -0.104    0.039     
1.025     -0.124    0.040     
1.035     -0.142    0.040     
1.045     -0.157    0.041     
1.055     -0.174    0.042     
1.065     -0.192    0.043     
1.075     -0.208    0.043     
1.085     -0.225    0.044     
1.095     -0.244    0.046     
1.105     -0.254    0.046     
1.115     -0.271    0.048     
1.125     -0.291    0.050     
1.135     -0.309    0.052     
1.145     -0.329    0.054     
1.155     -0.346    0.056     
1.165     -0.367    0.059     
1.175     -0.388    0.062     
1.185     -0.408    0.066     
1.195     -0.428    0.069     
1.205     -0.447    0.073     
1.215     -0.465    0.077     
1.225     -0.485    0.082     
1.235     -0.510    0.087     
1.245     -0.532    0.092     
1.255     -0.545    0.096     
1.265     -0.562    0.101     
1.275     -0.580    0.104     
1.285     -0.592    0.105     
1.295     -0.605    0.106     
1.305     -0.619    0.105     
1.315     -0.630    0.103     
1.325     -0.643    0.100     
1.335     -0.647    0.096     
1.345     -0.652    0.092     
1.355     -0.669    0.088     
1.365     -0.675    0.084     
1.375     -0.682    0.081     
1.385     -0.690    0.077     
1.395     -0.697    0.074     
