Mpipi     YLM       dYLM      
0.405     0.005     0.001     
0.415     0.006     0.001     
0.425     0.008     0.002     
0.435     0.009     0.002     
0.445     0.012     0.002     
0.455     0.014     0.002     
0.465     0.016     0.003     
0.475     0.019     0.003     
0.485     0.022     0.003     
0.495     0.025     0.003     
0.505     0.028     0.004     
0.515     0.032     0.004     
0.525     0.035     0.004     
0.535     0.039     0.004     
0.545     0.043     0.005     
0.555     0.047     0.005     
0.565     0.052     0.005     
0.575     0.057     0.006     
0.585     0.063     0.006     
0.595     0.070     0.006     
0.605     0.077     0.007     
0.615     0.086     0.008     
0.625     0.096     0.008     
0.635     0.109     0.009     
0.645     0.124     0.010     
0.655     0.141     0.011     
0.665     0.162     0.012     
0.675     0.188     0.013     
0.685     0.220     0.014     
0.695     0.257     0.015     
0.705     0.301     0.016     
0.715     0.351     0.017     
0.725     0.407     0.017     
0.735     0.464     0.016     
0.745     0.517     0.015     
0.755     0.559     0.013     
0.765     0.583     0.012     
0.775     0.586     0.011     
0.785     0.570     0.012     
0.795     0.539     0.012     
0.805     0.499     0.013     
0.815     0.456     0.014     
0.825     0.414     0.015     
0.835     0.374     0.015     
0.845     0.338     0.014     
0.855     0.305     0.014     
0.865     0.277     0.013     
0.875     0.253     0.013     
0.885     0.231     0.012     
0.895     0.212     0.012     
0.905     0.195     0.011     
0.915     0.181     0.011     
0.925     0.167     0.011     
0.935     0.156     0.010     
0.945     0.145     0.010     
0.955     0.136     0.010     
0.965     0.128     0.010     
0.975     0.120     0.010     
0.985     0.112     0.010     
0.995     0.102     0.009     
1.005     0.094     0.008     
1.015     0.086     0.008     
1.025     0.079     0.008     
1.035     0.073     0.009     
1.045     0.068     0.009     
1.055     0.063     0.010     
1.065     0.058     0.010     
1.075     0.054     0.011     
1.085     0.050     0.012     
1.095     0.045     0.012     
1.105     0.042     0.013     
1.115     0.038     0.014     
1.125     0.035     0.015     
1.135     0.032     0.015     
1.145     0.029     0.016     
1.155     0.027     0.017     
1.165     0.024     0.018     
1.175     0.022     0.018     
1.185     0.020     0.019     
1.195     0.017     0.019     
1.205     0.015     0.019     
1.215     0.013     0.019     
1.225     0.010     0.019     
1.235     0.008     0.019     
1.245     0.005     0.018     
1.255     0.003     0.018     
1.265     0.001     0.017     
1.275     -0.002    0.017     
1.285     -0.003    0.016     
1.295     -0.004    0.016     
1.305     -0.005    0.016     
1.315     -0.005    0.016     
1.325     -0.005    0.016     
1.335     -0.005    0.016     
1.345     -0.005    0.017     
1.355     -0.005    0.017     
1.365     -0.006    0.018     
1.375     -0.006    0.018     
1.385     -0.006    0.019     
1.395     -0.006    0.019     
