Mpipi     YLM       dYLM      
0.405     -0.010    0.003     
0.415     -0.011    0.003     
0.425     -0.013    0.004     
0.435     -0.015    0.004     
0.445     -0.017    0.004     
0.455     -0.019    0.004     
0.465     -0.021    0.004     
0.475     -0.024    0.005     
0.485     -0.027    0.005     
0.495     -0.030    0.005     
0.505     -0.033    0.005     
0.515     -0.036    0.005     
0.525     -0.040    0.006     
0.535     -0.044    0.006     
0.545     -0.049    0.006     
0.555     -0.054    0.007     
0.565     -0.060    0.007     
0.575     -0.066    0.008     
0.585     -0.073    0.008     
0.595     -0.081    0.009     
0.605     -0.089    0.010     
0.615     -0.099    0.011     
0.625     -0.109    0.012     
0.635     -0.121    0.014     
0.645     -0.135    0.015     
0.655     -0.149    0.017     
0.665     -0.166    0.019     
0.675     -0.184    0.022     
0.685     -0.205    0.025     
0.695     -0.227    0.027     
0.705     -0.249    0.030     
0.715     -0.273    0.033     
0.725     -0.293    0.035     
0.735     -0.309    0.037     
0.745     -0.315    0.038     
0.755     -0.309    0.037     
0.765     -0.290    0.035     
0.775     -0.259    0.032     
0.785     -0.220    0.028     
0.795     -0.178    0.025     
0.805     -0.137    0.022     
0.815     -0.100    0.019     
0.825     -0.067    0.017     
0.835     -0.040    0.016     
0.845     -0.017    0.014     
0.855     0.003     0.013     
0.865     0.019     0.012     
0.875     0.032     0.012     
0.885     0.043     0.011     
0.895     0.052     0.010     
0.905     0.061     0.010     
0.915     0.067     0.009     
0.925     0.073     0.009     
0.935     0.078     0.009     
0.945     0.081     0.009     
0.955     0.083     0.009     
0.965     0.084     0.009     
0.975     0.084     0.009     
0.985     0.087     0.010     
0.995     0.096     0.010     
1.005     0.107     0.010     
1.015     0.118     0.010     
1.025     0.127     0.010     
1.035     0.133     0.010     
1.045     0.139     0.010     
1.055     0.145     0.010     
1.065     0.151     0.010     
1.075     0.157     0.010     
1.085     0.162     0.010     
1.095     0.167     0.010     
1.105     0.174     0.010     
1.115     0.180     0.011     
1.125     0.188     0.011     
1.135     0.197     0.011     
1.145     0.204     0.012     
1.155     0.213     0.012     
1.165     0.224     0.012     
1.175     0.235     0.013     
1.185     0.247     0.013     
1.195     0.261     0.014     
1.205     0.275     0.015     
1.215     0.292     0.016     
1.225     0.308     0.017     
1.235     0.324     0.018     
1.245     0.340     0.019     
1.255     0.355     0.020     
1.265     0.366     0.021     
1.275     0.375     0.021     
1.285     0.381     0.022     
1.295     0.382     0.022     
1.305     0.380     0.022     
1.315     0.374     0.023     
1.325     0.369     0.024     
1.335     0.360     0.026     
1.345     0.355     0.028     
1.355     0.349     0.030     
1.365     0.346     0.033     
1.375     0.343     0.035     
1.385     0.343     0.037     
1.395     0.342     0.039     
