Mpipi     YLM       dYLM      
0.405     0.008     0.001     
0.415     0.010     0.001     
0.425     0.011     0.001     
0.435     0.013     0.001     
0.445     0.014     0.001     
0.455     0.016     0.001     
0.465     0.017     0.001     
0.475     0.019     0.001     
0.485     0.020     0.001     
0.495     0.021     0.001     
0.505     0.022     0.001     
0.515     0.023     0.001     
0.525     0.024     0.002     
0.535     0.025     0.002     
0.545     0.025     0.002     
0.555     0.026     0.002     
0.565     0.026     0.002     
0.575     0.026     0.003     
0.585     0.026     0.003     
0.595     0.026     0.003     
0.605     0.027     0.004     
0.615     0.027     0.004     
0.625     0.028     0.005     
0.635     0.029     0.005     
0.645     0.031     0.006     
0.655     0.034     0.007     
0.665     0.037     0.008     
0.675     0.040     0.009     
0.685     0.043     0.010     
0.695     0.047     0.012     
0.705     0.049     0.013     
0.715     0.049     0.016     
0.725     0.046     0.018     
0.735     0.037     0.020     
0.745     0.021     0.023     
0.755     -0.003    0.025     
0.765     -0.034    0.026     
0.775     -0.067    0.026     
0.785     -0.103    0.026     
0.795     -0.136    0.025     
0.805     -0.163    0.024     
0.815     -0.187    0.023     
0.825     -0.206    0.021     
0.835     -0.222    0.020     
0.845     -0.234    0.019     
0.855     -0.244    0.018     
0.865     -0.253    0.018     
0.875     -0.259    0.017     
0.885     -0.264    0.017     
0.895     -0.268    0.016     
0.905     -0.271    0.016     
0.915     -0.274    0.016     
0.925     -0.275    0.016     
0.935     -0.276    0.016     
0.945     -0.276    0.016     
0.955     -0.276    0.016     
0.965     -0.274    0.016     
0.975     -0.272    0.016     
0.985     -0.273    0.016     
0.995     -0.277    0.017     
1.005     -0.282    0.018     
1.015     -0.286    0.019     
1.025     -0.287    0.019     
1.035     -0.288    0.020     
1.045     -0.288    0.020     
1.055     -0.288    0.021     
1.065     -0.287    0.021     
1.075     -0.287    0.022     
1.085     -0.286    0.023     
1.095     -0.286    0.024     
1.105     -0.286    0.025     
1.115     -0.286    0.026     
1.125     -0.287    0.028     
1.135     -0.288    0.029     
1.145     -0.288    0.030     
1.155     -0.289    0.032     
1.165     -0.290    0.034     
1.175     -0.292    0.036     
1.185     -0.293    0.038     
1.195     -0.295    0.040     
1.205     -0.296    0.042     
1.215     -0.297    0.045     
1.225     -0.298    0.047     
1.235     -0.298    0.050     
1.245     -0.298    0.052     
1.255     -0.296    0.054     
1.265     -0.292    0.055     
1.275     -0.287    0.056     
1.285     -0.281    0.056     
1.295     -0.273    0.056     
1.305     -0.264    0.056     
1.315     -0.253    0.054     
1.325     -0.243    0.053     
1.335     -0.232    0.051     
1.345     -0.221    0.050     
1.355     -0.210    0.048     
1.365     -0.199    0.046     
1.375     -0.189    0.045     
1.385     -0.179    0.044     
1.395     -0.169    0.042     
